FECHA	HORA	PM2.5	NO	NO2	PM10	NOx
09/03/2023	14	6	9	19	19	33
09/03/2023	15	6	8	18	34	31
09/03/2023	16	8	6	16	45	24
09/03/2023	17	6	8	23	30	35
09/03/2023	18	5	12	31	22	50
09/03/2023	19	5	8	31	18	42
09/03/2023	20	6	7	33	16	43
09/03/2023	21	5	6	29	14	38
09/03/2023	22	5	4	22	13	28
09/03/2023	23	5	2	16	11	19
10/03/2023	00	5	3	10	10	14
10/03/2023	01	5	1	6	11	8
10/03/2023	02	5	1	6	12	7
10/03/2023	03	6	1	7	13	8
10/03/2023	04	5	1	5	10	7
10/03/2023	05	6	2	9	11	12
10/03/2023	06	6	4	18	13	25
10/03/2023	07	8	11	39	19	56
10/03/2023	08	10	37	67	26	124
10/03/2023	09	9	18	40	26	67
10/03/2023	10	8	12	29	25	47
10/03/2023	11	7	9	22	26	36
10/03/2023	12	6	11	25	21	43
10/03/2023	13	7	10	24	25	38
10/03/2023	14	7	8	21	22	33
10/03/2023	15	5	9	23	17	36
10/03/2023	16	6	6	18	21	28
10/03/2023	17	6	7	23	20	33
10/03/2023	18	6	7	32	18	43
10/03/2023	19	7	8	46	19	58
10/03/2023	20	7	8	41	19	52
10/03/2023	21	7	7	47	18	58
10/03/2023	22	14	34	74	34	126
10/03/2023	23	9	6	34	23	42
11/03/2023	00	8	3	16	21	20
11/03/2023	01	8	1	12	16	14
11/03/2023	02	7	2	13	16	16
11/03/2023	03	8	1	10	18	12
11/03/2023	04	7	1	10	14	12
11/03/2023	05	7	1	9	15	11
11/03/2023	06	8	2	13	18	16
11/03/2023	07	8	2	11	21	14
11/03/2023	08	8	3	9	22	13
11/03/2023	09	8	5	13	20	20
11/03/2023	10	8	5	14	24	22
11/03/2023	11	8	5	11	22	19
11/03/2023	12	9	5	11	26	19
11/03/2023	13	8	5	13	19	20
11/03/2023	14	6	5	10	21	17
11/03/2023	15	6	4	9	22	15
11/03/2023	16	7	4	9	29	15
11/03/2023	17	7	5	15	23	24
11/03/2023	18	7	5	22	25	30
11/03/2023	19	7	5	31	18	39
11/03/2023	20	7	8	36	13	48
11/03/2023	21	7	7	27	13	37
11/03/2023	22	7	3	28	12	34
11/03/2023	23	7	4	22	13	28
12/03/2023	00	5	2	12	9	15
12/03/2023	01	5	2	11	9	14
12/03/2023	02	6	2	15	10	18
12/03/2023	03	5	2	16	10	19
12/03/2023	04	5	3	18	11	23
12/03/2023	05	5	2	20	11	22
12/03/2023	06	7	4	28	13	34
12/03/2023	07	4	7	30	11	40
12/03/2023	08	6	7	19	15	30
12/03/2023	09	6	7	13	13	23
12/03/2023	10	4	6	12	10	22
12/03/2023	11	2	6	11	6	20
12/03/2023	12	2	8	11	6	23
12/03/2023	13	2	3	8	6	14
12/03/2023	14	4	3	9	9	14
12/03/2023	15	3	3	9	10	13
12/03/2023	16	4	4	10	12	16
12/03/2023	17	4	5	13	12	21
12/03/2023	18	5	6	24	12	34
12/03/2023	19	9	10	41	19	56
12/03/2023	20	10	12	47	18	64
12/03/2023	21	8	9	41	16	54
12/03/2023	22	7	10	44	16	59
12/03/2023	23	12	11	54	26	71
13/03/2023	00	10	13	52	25	72
13/03/2023	01	9	6	37	19	47
13/03/2023	02	8	4	36	17	43
13/03/2023	03	9	10	35	19	49
13/03/2023	04	7	4	27	16	32
13/03/2023	05	8	12	34	20	53
13/03/2023	06	11	102	54	26	210
13/03/2023	07	14	157	61	42	302
13/03/2023	08	17	122	63	61	250
13/03/2023	09	15	81	59	47	183
13/03/2023	10	10	28	40	29	83
13/03/2023	11	10	21	35	30	68
13/03/2023	12	13	20	47	42	77
13/03/2023	13	24	17	48	51	75
13/03/2023	14	10	13	32	26	52
13/03/2023	15	9	15	36	24	58
13/03/2023	16	8	13	38	24	58
13/03/2023	17	11	15	36	65	58
13/03/2023	18	11	9	32	62	45
13/03/2023	19	7	7	28	29	38
13/03/2023	20	10	8	26	60	37
13/03/2023	21	11	5	16	70	24
13/03/2023	22	6	4	14	29	20
13/03/2023	23	5	2	9	21	11
14/03/2023	00	4	1	9	10	10
14/03/2023	01	4	1	8	9	10
14/03/2023	02	4	1	7	8	9
14/03/2023	03	4	1	7	12	9
14/03/2023	04	2	1	10	6	11
14/03/2023	05	3	3	21	7	25
14/03/2023	06	4	5	29	10	37
14/03/2023	07	6	24	62	22	98
14/03/2023	08	8	22	48	32	81
14/03/2023	09	8	18	43	32	71
14/03/2023	10	4	9	23	15	36
14/03/2023	11	4	7	19	17	30
14/03/2023	12	4	8	19	16	31
14/03/2023	13	3	8	21	14	33
14/03/2023	14	3	10	23	13	38
14/03/2023	15	3	8	20	10	33
14/03/2023	16	13	14	43	29	64
14/03/2023	17	6	14	47	18	68
14/03/2023	18	8	36	92	23	148
14/03/2023	19	8	23	83	23	119
14/03/2023	20	9	13	63	23	82
14/03/2023	21	10	13	61	23	80
14/03/2023	22	12	19	76	30	105
14/03/2023	23	12	16	83	30	107
15/03/2023	00	14	23	85	33	121
15/03/2023	01	16	41	81	36	143
15/03/2023	02	16	21	68	38	101
15/03/2023	03	13	23	61	35	97
15/03/2023	04	11	8	47	25	59
15/03/2023	05	9	7	44	20	55
15/03/2023	06	9	82	78	29	204
15/03/2023	07	13	101	85	42	240
15/03/2023	08	14	77	79	55	198
15/03/2023	09	12	30	50	44	95
15/03/2023	10	15	16	39	49	64
15/03/2023	11	9	9	28	38	42
15/03/2023	12	11	10	31	37	45
15/03/2023	13	7	12	30	24	49
15/03/2023	14	6	11	28	22	45
15/03/2023	15	7	10	33	21	47
15/03/2023	16	7	5	20	17	28
15/03/2023	17	8	12	38	19	56
15/03/2023	18	11	14	58	23	80
15/03/2023	19	11	9	44	23	58
15/03/2023	20	12	8	42	22	54
15/03/2023	21	10	6	39	20	48
15/03/2023	22	11	6	40	21	49
15/03/2023	23	11	4	33	20	39
16/03/2023	00	14	3	36	25	41
16/03/2023	01	17	7	48	28	59
16/03/2023	02	18	11	48	31	66
16/03/2023	03	20	13	51	34	71
16/03/2023	04	19	15	46	33	68
16/03/2023	05	13	20	47	29	77
16/03/2023	06	13	52	60	27	139
16/03/2023	07	16	95	72	51	217
16/03/2023	08	18	91	70	52	208
16/03/2023	09	18	40	52	45	113
16/03/2023	10	22	22	50	41	82
16/03/2023	11	22	12	33	36	51
16/03/2023	12	22	12	32	35	51
16/03/2023	13	20	9	28	32	41
16/03/2023	14	23	8	26	35	38
16/03/2023	15	15	9	28	24	41
16/03/2023	16	11	7	24	21	34
16/03/2023	17	11	6	25	16	34
16/03/2023	18	11	7	34	18	44
16/03/2023	19	13	7	42	21	53
16/03/2023	20	16	11	48	24	63
16/03/2023	21	19	9	46	29	60
16/03/2023	22	24	13	56	35	76
16/03/2023	23	23	9	54	33	67
17/03/2023	00	20	9	55	31	69
17/03/2023	01	26	12	61	39	80
17/03/2023	02	21	9	50	38	63
17/03/2023	03	18	9	48	31	61
17/03/2023	04	17	4	32	28	39
17/03/2023	05	15	7	33	26	44
17/03/2023	06	12	15	48	23	71
17/03/2023	07	11	25	52	25	91
17/03/2023	08	13	34	55	30	107
17/03/2023	09	14	28	54	37	97
17/03/2023	10	13	12	31	24	49
17/03/2023	11	13	8	30	22	42
17/03/2023	12	17	11	34	30	51
17/03/2023	13	16	11	31	27	46
17/03/2023	14	18	7	24	28	35
17/03/2023	15	18	6	20	29	29
17/03/2023	16	11	6	19	18	28
17/03/2023	17	10	6	24	18	33
17/03/2023	18	11	6	33	19	42
17/03/2023	19	13	5	33	23	41
17/03/2023	20	16	8	42	28	55
17/03/2023	21	22	6	41	33	51
17/03/2023	22	19	11	60	33	77
17/03/2023	23	19	5	44	33	50
18/03/2023	00	28	7	49	40	60
18/03/2023	01	24	19	62	37	90
18/03/2023	02	22	15	61	37	83
18/03/2023	03	22	16	57	39	82
18/03/2023	04	19	7	39	30	50
18/03/2023	05	17	9	40	27	53
18/03/2023	06	18	11	48	32	65
18/03/2023	07	13	10	37	23	53
18/03/2023	08	9	14	42	25	63
18/03/2023	09	10	14	39	33	60
18/03/2023	10	7	11	28	23	44
18/03/2023	11	6	5	14	40	20
18/03/2023	12	4	5	12	17	19
18/03/2023	13	4	5	15	14	22
18/03/2023	14	6	3	10	16	15
18/03/2023	15	4	3	13	17	18
18/03/2023	16	7	7	22	26	32
18/03/2023	17	12	5	23	34	30
18/03/2023	18	15	7	26	31	36
18/03/2023	19	15	14	37	24	58
18/03/2023	20	16	9	37	24	50
18/03/2023	21	22	17	56	35	82
18/03/2023	22	28	29	85	45	130
18/03/2023	23	24	24	74	39	111
19/03/2023	00	20	8	51	33	63
19/03/2023	01	29	5	40	69	47
19/03/2023	02	12	6	40	23	49
19/03/2023	03	7	5	29	14	37
19/03/2023	04	5	3	28	11	34
19/03/2023	05	6	7	44	13	55
19/03/2023	06	6	6	44	12	54
19/03/2023	07	6	9	43	14	56
19/03/2023	08	7	8	31	14	43
19/03/2023	09	5	4	16	11	22
19/03/2023	10	6	8	20	13	31
19/03/2023	11	3	6	18	8	27
19/03/2023	12	3	8	20	9	32
19/03/2023	13	6	6	20	12	30
19/03/2023	14	17	5	14	26	21
19/03/2023	15	8	4	11	14	17
19/03/2023	16	4	5	14	9	21
19/03/2023	17	4	6	19	8	29
19/03/2023	18	7	5	30	14	38
19/03/2023	19	12	8	44	22	57
19/03/2023	20	45	23	70	67	105
19/03/2023	21	55	20	72	78	102
19/03/2023	22	46	45	83	70	152
19/03/2023	23	47	12	51	69	69
20/03/2023	00	71	7	41	99	52
20/03/2023	01	39	4	34	56	39
20/03/2023	02	18	3	22	31	26
20/03/2023	03	10	2	21	16	24
20/03/2023	04	6	3	26	12	31
20/03/2023	05	9	5	36	22	44
20/03/2023	06	10	28	52	25	95
20/03/2023	07	14	77	78	56	195
20/03/2023	08	17	73	71	58	184
20/03/2023	09	18	31	53	39	101
20/03/2023	10	9	21	38	29	70
20/03/2023	11	14	11	35	38	52
20/03/2023	12	11	10	26	31	41
20/03/2023	13	8	12	30	24	48
20/03/2023	14	7	8	21	25	32
20/03/2023	15	7	8	21	27	33
20/03/2023	16	5	7	20	21	30
20/03/2023	17	6	10	28	23	44
20/03/2023	18	6	10	36	17	51
20/03/2023	19	7	17	57	19	83
20/03/2023	20	10	28	83	32	126
20/03/2023	21	11	18	67	29	95
20/03/2023	22	12	16	62	30	87
20/03/2023	23	12	4	45	28	51
21/03/2023	00	10	4	43	21	49
21/03/2023	01	9	9	37	21	50
21/03/2023	02	8	2	28	17	32
21/03/2023	03	11	11	47	23	64
21/03/2023	04	14	16	46	30	70
21/03/2023	05	15	38	55	34	114
21/03/2023	06	18	91	60	41	199
21/03/2023	07	18	184	82	56	365
21/03/2023	08	19	144	83	63	303
21/03/2023	09	21	72	69	70	179
21/03/2023	10	23	20	46	46	76
21/03/2023	11	22	23	49	58	84
21/03/2023	12		20	48		78
21/03/2023	13	16	18	45	35	73
21/03/2023	14	16	16	47	30	72
21/03/2023	15	17	14	43	34	65
21/03/2023	16	16	9	30	27	43
21/03/2023	17	16	9	32	26	46
21/03/2023	18	16	11	43	26	59
21/03/2023	19	17	10	47	26	62
21/03/2023	20	19	7	41	28	52
21/03/2023	21	22	6	35	29	44
21/03/2023	22	27	7	34	36	44
21/03/2023	23	28	3	32	36	38
22/03/2023	00	29	6	54	39	63
22/03/2023	01	29	24	60	41	96
22/03/2023	02	26	11	49	38	65
22/03/2023	03	26	9	50	39	64
22/03/2023	04	21	12	40	32	58
22/03/2023	05	21	26	44	36	83
22/03/2023	06	18	74	60	33	172
22/03/2023	07	23	204	85	60	397
22/03/2023	08	22	162	84	57	331
22/03/2023	09	23	65	69	62	168
22/03/2023	10	24	16	42	43	66
22/03/2023	11	24	10	31	40	47
22/03/2023	12	26	8	27	43	40
22/03/2023	13	25	19	46	41	75
22/03/2023	14	24	19	48	40	77
22/03/2023	15	25	13	41	39	60
22/03/2023	16	21	7	29	32	40
22/03/2023	17	15	10	37	25	52
22/03/2023	18	16	12	47	25	65
22/03/2023	19	17	14	57	26	78
22/03/2023	20	20	11	54	29	71
22/03/2023	21	28	7	46	40	58
22/03/2023	22	31	7	40	39	50
22/03/2023	23	27	4	28	33	35
23/03/2023	00	30	2	29	38	33
23/03/2023	01	34	4	32	42	38
23/03/2023	02	32	3	27	41	32
23/03/2023	03	29	17	59	45	85
23/03/2023	04	29	12	54	45	73
23/03/2023	05	30	25	51	47	90
23/03/2023	06	31	96	63	59	210
23/03/2023	07	31	171	69	60	330
23/03/2023	08	38	182	84	94	363
23/03/2023	09	31	63	65	68	162
23/03/2023	10	26	28	62	51	104
23/03/2023	11	29	18	50	65	78
23/03/2023	12	27	13	41	49	61
23/03/2023	13	23	16	41	38	65
23/03/2023	14	25	11	33	37	49
23/03/2023	15	23	11	32	33	48
23/03/2023	16	19	7	31	31	43
23/03/2023	17	17	10	42	34	56
23/03/2023	18	17	16	60	32	85
23/03/2023	19	18	11	59	34	75
23/03/2023	20	21	9	57	36	71
23/03/2023	21	21	8	53	34	66
23/03/2023	22	27	9	59	41	73
23/03/2023	23	29	6	49	44	57
24/03/2023	00	31	5	57	44	63
24/03/2023	01	34	2	45	46	49
24/03/2023	02	36	31	53	51	101
24/03/2023	03	41	16	57	56	81
24/03/2023	04	42	21	52	57	83
24/03/2023	05	42	42	50	58	114
24/03/2023	06	41	54	53	62	136
24/03/2023	07	30	105	70	66	230
24/03/2023	08	18	87	76	70	210
24/03/2023	09	10	32	53	42	101
24/03/2023	10	9	11	31	51	47
24/03/2023	11	10	10	29	70	45
24/03/2023	12	7	10	32	42	47
24/03/2023	13	6	9	27	35	41
24/03/2023	14	6	11	34	35	51
24/03/2023	15	7	15	43	39	65
24/03/2023	16	5	8	34	29	46
24/03/2023	17	6	17	55	28	80
24/03/2023	18	23	18	71	47	98
24/03/2023	19	30	10	68	51	83
24/03/2023	20	53	17	96	81	123
24/03/2023	21	52	44	115	86	182
24/03/2023	22	52	52	105	89	185
24/03/2023	23	54	54	108	94	191
25/03/2023	00	51	23	97	75	132
25/03/2023	01	44	16	81	67	107
25/03/2023	02	21	7	51	33	61
25/03/2023	03	7	4	30	17	37
25/03/2023	04	4	2	22	12	24
25/03/2023	05	4	3	24	11	30
25/03/2023	06	5	17	46	14	72
25/03/2023	07	7	37	57	25	113
25/03/2023	08	20	15	40	37	64
25/03/2023	09	32	11	36	45	52
25/03/2023	10	23	11	31	40	47
25/03/2023	11	15	9	28	27	42
25/03/2023	12	22	6	27	38	36
25/03/2023	13	18	7	26	31	36
25/03/2023	14	16	8	26	29	39
25/03/2023	15	15	4	17	26	23
25/03/2023	16	13	6	28	20	37
25/03/2023	17	12	3	19	19	24
25/03/2023	18	13	4	25	21	31
25/03/2023	19	14	7	36	23	47
25/03/2023	20	16	10	52	25	68
25/03/2023	21	18	12	51	29	69
25/03/2023	22	20	9	52	32	65
25/03/2023	23	23	4	55	36	62
26/03/2023	00	27	7	56	39	67
26/03/2023	01	24	5	43	35	50
26/03/2023	02	20	5	29	30	36
26/03/2023	04	15	4	25	24	31
26/03/2023	05	8	9	38	18	52
26/03/2023	06	6	17	51	18	77
26/03/2023	07	7	20	45	22	76
26/03/2023	08	5	9	35	17	48
26/03/2023	09	5	6	23	17	33
26/03/2023	10	6	4	12	34	17
26/03/2023	11	6	5	13	38	21
26/03/2023	12	5	4	11	31	16
26/03/2023	13	6	4	11	39	16
26/03/2023	14	6	3	9	50	14
26/03/2023	15	5	3	10	40	15
26/03/2023	16	5	3	11	36	16
26/03/2023	17	5	3	16	34	20
26/03/2023	18	3	4	27	19	33
26/03/2023	19	3	5	46	15	53
26/03/2023	20	3	7	49	16	59
26/03/2023	21	4	15	48	17	70
26/03/2023	22	3	3	38	14	42
26/03/2023	23	3	3	21	14	25
27/03/2023	00	3	1	7	16	9
27/03/2023	01	3	1	6	13	7
27/03/2023	02	4	7	16	10	27
27/03/2023	03	3	3	19	11	24
27/03/2023	04	3	3	20	9	25
27/03/2023	05	4	9	36	13	50
27/03/2023	06	8	13	51	27	71
27/03/2023	07	9	34	61	43	113
27/03/2023	08	7	21	50	36	82
27/03/2023	09	8	12	28	49	46
27/03/2023	10	4	6	18	18	28
27/03/2023	11	3	7	19	17	31
27/03/2023	12	3	8	18	15	31
27/03/2023	13	4	5	16	15	24
27/03/2023	14	4	8	21	13	34
27/03/2023	15	10	8	28	61	40
27/03/2023	16	10	9	25	53	38
27/03/2023	17	7	10	35	23	50
27/03/2023	18	6	8	42	20	54
27/03/2023	19	6	8	41	19	53
27/03/2023	20	6	5	39	18	47
27/03/2023	21	8	6	46	25	56
27/03/2023	22	8	5	44	24	51
27/03/2023	23	7	3	34	20	39
28/03/2023	00	6	1	18	16	20
28/03/2023	01	6	1	20	14	22
28/03/2023	02	5	1	11	13	12
28/03/2023	03	5	1	13	12	14
28/03/2023	04	5	5	37	14	45
28/03/2023	05	7	22	74	21	107
28/03/2023	06	10	82	97	42	223
28/03/2023	07	13	91	98	62	238
28/03/2023	08	13	46	72	66	143
28/03/2023	09	12	24	48	32	84
28/03/2023	10	17	11	30	35	47
28/03/2023	11	19	16	45	57	70
28/03/2023	12	26	25	59	53	97
28/03/2023	13	14	14	38	33	59
28/03/2023	14	9	8	25	24	38
28/03/2023	15	9	6	21	22	31
28/03/2023	16	9	8	24	22	36
28/03/2023	17	11	6	27	22	37
28/03/2023	18	11	6	31	24	40
28/03/2023	19	12	8	48	30	60
28/03/2023	20	12	10	41	30	57
28/03/2023	21	12	9	38	31	51
28/03/2023	22	12	4	25	25	32
28/03/2023	23	10	3	21	20	24
29/03/2023	00	11	1	15	21	17
29/03/2023	01	12	2	19	22	23
29/03/2023	02	14	3	29	27	33
29/03/2023	03	14	3	33	26	37
29/03/2023	04	14	16	47	29	72
29/03/2023	05	17	46	56	38	126
29/03/2023	06	19	173	75	54	340
29/03/2023	07	23	220	84	72	421
29/03/2023	08	21	97	67	64	216
29/03/2023	09	20	23	49	42	84
29/03/2023	10	16	11	30	36	46
29/03/2023	11	13	12	32	32	51
29/03/2023	12	13	16	41	33	65
29/03/2023	13	11	13	34	25	54
29/03/2023	14	8	13	35	24	55
29/03/2023	15	7	7	25	21	36
29/03/2023	16	8	12	36	20	54
29/03/2023	17	8	12	40	23	58
29/03/2023	18	9	9	45	23	59
29/03/2023	19	9	9	37	21	51
29/03/2023	20	8	5	24	19	32
29/03/2023	21	8	4	19	17	25
29/03/2023	22	7	3	17	16	21
29/03/2023	23	9	2	19	18	22
30/03/2023	00	13	2	26	23	29
30/03/2023	01	15	2	36	28	39
30/03/2023	02	15	2	40	33	43
30/03/2023	03	13	3	32	30	37
30/03/2023	04	11	8	39	23	52
30/03/2023	05	11	23	54	25	90
30/03/2023	06	16	113	79	45	253
30/03/2023	07	18	132	85	65	288
30/03/2023	08	25	129	78	77	275
30/03/2023	09	28	127	96	86	290
30/03/2023	10	14	21	45	54	77
30/03/2023	11	12			56	
30/03/2023	12	15	11	28	88	45
30/03/2023	13	15	6	18	97	28
30/03/2023	14	11	9	28	58	41
30/03/2023	15	13	9	33	75	46
30/03/2023	16	11	15	35	56	57
30/03/2023	17	9	11	39	48	56
30/03/2023	18	8	7	54	47	65
30/03/2023	19	14	11	65	39	83
30/03/2023	20	14	7	49	32	59
30/03/2023	21	15	7	53	31	64
30/03/2023	22	16	4	70	34	76
30/03/2023	23	15	6	60	42	68
31/03/2023	00	14	1	20	25	22
31/03/2023	01	14	2	26	26	29
31/03/2023	02	8	3	12	21	16
31/03/2023	03	7	3	8	20	12
31/03/2023	04	8	3	18	24	23
31/03/2023	05	9	5	38	26	46
31/03/2023	06	10	13	59	32	79
31/03/2023	07	16	10	33	94	48
31/03/2023	08	24	7	25	160	35
31/03/2023	09	25	5	17	160	25
31/03/2023	10	16	6	20	97	30
31/03/2023	11	11	8	26	56	39
31/03/2023	12	10	12	31	48	49
31/03/2023	13	12	10	30	64	44
31/03/2023	14	10	10	34	51	49
31/03/2023	15	8	11	30	32	46
31/03/2023	16	11	11	28	46	44
31/03/2023	17	8	7	25	43	35
31/03/2023	18	7	9	30	35	43
31/03/2023	19	6	7	39	30	48
31/03/2023	20	5	7	36	21	47
31/03/2023	21	5	3	27	18	32
31/03/2023	22	5	2	25	17	28
31/03/2023	23	5	2	21	18	23
01/04/2023	00	6	1	11	26	13
01/04/2023	01	8	1	6	35	8
01/04/2023	02	7	1	8	18	9
01/04/2023	03	8	1	7	18	9
01/04/2023	04	9	1	14	19	16
01/04/2023	05	9	4	26	21	32
01/04/2023	06	9	4	28	19	33
01/04/2023	07	10	8	33	23	45
01/04/2023	08	11	11	34	28	51
01/04/2023	09	10	6	21	24	30
01/04/2023	10	10	7	20	25	30
01/04/2023	11	10	10	25	22	39
01/04/2023	12	9	5	16	22	24
01/04/2023	13	10	10	30	25	45
01/04/2023	14	10	6	21	24	30
01/04/2023	15	12	4	14	36	20
01/04/2023	16	14	10	25	38	40
01/04/2023	17	16	13	37	35	56
01/04/2023	18	19	9	35	40	49
01/04/2023	19	21	9	41	42	55
01/04/2023	20	9	4	33	33	38
01/04/2023	21	7	5	43	21	51
01/04/2023	22	18	2	14	95	16
01/04/2023	23	9	2	12	65	15
02/04/2023	00	10	3	8	79	14
02/04/2023	01	2	8	14	9	25
02/04/2023	02	1	1	4	6	6
02/04/2023	03	1	1	4	4	6
02/04/2023	04	2	1	5	6	7
02/04/2023	05	2	1	5	7	6
02/04/2023	06	2	2	9	6	11
02/04/2023	07	2	2	10	9	13
02/04/2023	08	3	2	8	22	11
02/04/2023	09	8	3	7	64	11
02/04/2023	10	4	4	9	26	16
02/04/2023	11	3	4	9	18	15
02/04/2023	12	5	4	10	36	16
02/04/2023	13	5	3	9	37	13
02/04/2023	14	5	3	7	33	11
02/04/2023	15	3	2	7	16	10
02/04/2023	16	4	5	14	23	21
02/04/2023	17	3	6	26	12	35
02/04/2023	18	3	7	21	16	31
02/04/2023	19	2	6	26	12	36
02/04/2023	20	2	4	14	12	21
02/04/2023	21	2	3	15	5	20
02/04/2023	22	2	1	9	7	11
02/04/2023	23	2	1	7	7	9
03/04/2023	00	2	1	7	7	8
03/04/2023	01	2	2	10	8	13
03/04/2023	02	2	2	6	6	9
03/04/2023	03	2	2	8	5	12
03/04/2023	04	2	3	14	6	19
03/04/2023	05	4	10	56	14	71
03/04/2023	06	14	46	88	45	159
03/04/2023	07	17	108	97	76	262
03/04/2023	08	12	54	72	60	154
03/04/2023	09	8	20	45	38	76
03/04/2023	10	5	8	22	26	34
03/04/2023	11	4	7	20	16	31
03/04/2023	12	3	8	20	16	32
03/04/2023	13	5	11	29	26	46
03/04/2023	14	4	18	43	18	70
03/04/2023	15	3	12	32	11	50
03/04/2023	16	4	13	36	18	57
03/04/2023	17	4	9	30	17	44
03/04/2023	18	4	8	31	13	44
03/04/2023	19	5	7	28	18	39
03/04/2023	20	5	7	29	15	40
03/04/2023	21	5	4	25	14	31
03/04/2023	22	5	5	35	12	42
03/04/2023	23	6	5	42	18	49
04/04/2023	00	7	2	27	17	30
04/04/2023	01	6	1	15	13	17
04/04/2023	02	6	1	18	12	20
04/04/2023	03	4	2	19	14	22
04/04/2023	04	4	6	33	13	42
04/04/2023	05	5	24	50	16	87
04/04/2023	06	8	81	83	29	208
04/04/2023	07	11	91	83	50	222
04/04/2023	08	11	58	70	47	158
04/04/2023	09	10	35	54	38	107
04/04/2023	10	6	17	35	19	61
04/04/2023	11	8	13	33	23	53
04/04/2023	12	4	10	25	11	41
04/04/2023	13	5	9	21	15	34
04/04/2023	14	5	11	21	13	38
04/04/2023	15	4	8	23	12	35
04/04/2023	16	4	10	33	14	48
04/04/2023	17	5	13	42	14	62
04/04/2023	18	6	8	45	16	58
04/04/2023	19	7	9	51	17	65
04/04/2023	20	7	4	31	16	37
04/04/2023	21	6	3	27	15	31
04/04/2023	22	9	9	58	20	71
04/04/2023	23	10	5	52	21	59
05/04/2023	00	10	5	32	19	40
05/04/2023	01	10	3	30	19	34
05/04/2023	02	14	5	43	29	50
05/04/2023	03	13	6	40	23	48
05/04/2023	04	12	5	27	21	34
05/04/2023	05	7	9	34	18	47
05/04/2023	06	7	33	60	27	110
05/04/2023	07	8	40	63	30	125
05/04/2023	08	8	27	49	36	91
05/04/2023	09	7	11	27	22	43
05/04/2023	10	8	8	23	22	35
05/04/2023	11	8	12	27	23	45
05/04/2023	12	12	15	38	37	60
05/04/2023	13	12	15	39	36	63
05/04/2023	14	10	11	32	28	49
05/04/2023	15	7	8	24	19	36
05/04/2023	16	6	9	25	18	39
05/04/2023	17	7	12	36	18	54
05/04/2023	18	7	14	46	15	67
05/04/2023	19	7	9	54	19	68
05/04/2023	20	9	11	55	24	72
05/04/2023	21	9	14	46	21	67
05/04/2023	22	7	3	32	19	37
05/04/2023	23	12	3	32	22	35
06/04/2023	00	16	3	24	27	28
06/04/2023	01	15	1	21	26	23
06/04/2023	02	13	2	27	22	30
06/04/2023	03	12	3	34	22	38
06/04/2023	04	10	6	39	18	49
06/04/2023	05	13	36	60	27	115
06/04/2023	06	14	67	72	39	175
06/04/2023	07	14	74	73	44	186
06/04/2023	08	18	54	64	59	147
06/04/2023	09	15	36	61	50	116
06/04/2023	10	14	15	38	31	62
06/04/2023	11	14	16	38	33	62
06/04/2023	12	9	12	31	21	50
06/04/2023	13	7	9	24	18	38
06/04/2023	14	5	6	20	16	29
06/04/2023	15	6	4	15	18	22
06/04/2023	16	5	7	21	15	32
06/04/2023	17	5	9	29	16	42
06/04/2023	18	6	6	29	14	39
06/04/2023	19	6	7	38	15	48
06/04/2023	20	6	5	31	16	39
06/04/2023	21	8	7	36	20	47
06/04/2023	22	7	3	28	17	34
06/04/2023	23	9	4	34	20	40
07/04/2023	00	8	2	25	16	29
07/04/2023	01	9	1	17	16	19
07/04/2023	02	13	1	14	21	16
07/04/2023	03	12	2	16	19	18
07/04/2023	04	8	2	17	15	19
07/04/2023	05	7	1	12	13	15
07/04/2023	06	5	3	15	11	19
07/04/2023	07	5	4	24	13	31
07/04/2023	08	6	9	26	15	41
07/04/2023	09	8	8	25	19	39
07/04/2023	10	7	3	13	16	17
07/04/2023	11	8	4	15	17	20
07/04/2023	12	10	5	15	32	23
07/04/2023	13	8	4	12	25	19
07/04/2023	14	6	2	9	17	13
07/04/2023	15	5	2	9	18	11
07/04/2023	16	6	4	11	18	17
07/04/2023	17	5	3	13	15	18
07/04/2023	18	6	3	23	16	28
07/04/2023	19	7	7	44	23	55
07/04/2023	20	9	6	28	23	37
07/04/2023	21	10	6	32	25	41
07/04/2023	22	9	3	29	23	33
07/04/2023	23	11	5	50	27	58
08/04/2023	00	12	1	33	26	35
08/04/2023	01	11	1	20	22	22
08/04/2023	02	12	1	28	25	30
08/04/2023	03	13	2	33	28	35
08/04/2023	04	14	10	45	33	61
08/04/2023	05	12	24	52	24	89
08/04/2023	06	12	51	65	28	143
08/04/2023	07	13	30	56	36	102
08/04/2023	08	25	13	43	49	63
08/04/2023	09	16	7	24	31	34
08/04/2023	10	10	4	16	21	23
08/04/2023	11	9	6	13	20	22
08/04/2023	12	10	4	15	22	21
08/04/2023	13	10	4	13	24	19
08/04/2023	14	10	4	10	27	15
08/04/2023	15	10	2	8	29	11
08/04/2023	16	8	3	10	20	14
08/04/2023	17	8	3	13	18	17
08/04/2023	18	8	4	15	17	20
08/04/2023	19	7	4	19	14	25
08/04/2023	20	7	5	21	14	28
08/04/2023	21	8	3	18	14	21
08/04/2023	22	7	2	15	14	18
08/04/2023	23	7	2	16	14	19
09/04/2023	00	8	2	21	16	23
09/04/2023	01	8	1	34	15	36
09/04/2023	02	7	1	20	14	21
09/04/2023	03	7	1	10	13	12
09/04/2023	04	9	1	10	15	12
09/04/2023	05	11	1	15	17	16
