FECHA	HORA	PM2.5	NO	NO2	PM10	NOx
01/01/2023	00	26	13	41	37	61
01/01/2023	01	21	19	51	32	80
01/01/2023	02	15	8	38	26	51
01/01/2023	03	10	5	30	18	37
01/01/2023	04	9	2	23	16	26
01/01/2023	05	8	2	25	15	28
01/01/2023	06	8	10	39	16	53
01/01/2023	07	11	21	44	20	75
01/01/2023	08	11	42	50	23	114
01/01/2023	09	12	39	47	24	107
01/01/2023	10	14	40	47	33	109
01/01/2023	11	14	34	47	27	98
01/01/2023	12	15	27	40	27	80
01/01/2023	13	16	11	21	26	38
01/01/2023	14	15	7	19	24	30
01/01/2023	15	17	5	15	26	22
01/01/2023	16	15	4	17	25	23
01/01/2023	17	16	8	31	30	44
01/01/2023	18	19	17	46	34	72
01/01/2023	19	22	39	66	42	126
01/01/2023	20	24	33	60	42	110
01/01/2023	21	29	47	61	44	133
01/01/2023	22	34	48	55	50	128
01/01/2023	23	36	30	48	49	93
02/01/2023	00	32	9	29	44	43
02/01/2023	01	27	5	19	37	26
02/01/2023	02	24	2	15	34	18
02/01/2023	03	20	3	13	28	17
02/01/2023	04	14	8	22	22	34
02/01/2023	05	12	19	33	22	63
02/01/2023	06	12	49	42	25	117
02/01/2023	07	13	64	49	30	147
02/01/2023	08	13	73	47	36	159
02/01/2023	09	15	75	49	44	163
02/01/2023	10	17	63	48	51	145
02/01/2023	11	13	40	43	41	105
02/01/2023	12	29	42	49	57	114
02/01/2023	13	26	30	49	51	96
02/01/2023	14	25	21	45	46	78
02/01/2023	15	22	14	39	41	61
02/01/2023	16	23	22	59	46	93
02/01/2023	17	22	25	59	41	97
02/01/2023	18	20	27	63	37	104
02/01/2023	19	25	58	78	47	167
02/01/2023	20	39	51	76	63	154
02/01/2023	21	36	87	79	68	212
02/01/2023	22	35	64	69	61	168
02/01/2023	23	39	22	53	60	86
03/01/2023	00	37	9	46	52	59
03/01/2023	01	35	5	38	47	46
03/01/2023	02	34	3	30	43	33
03/01/2023	03	34	3	29	43	33
03/01/2023	04	33	4	30	42	37
03/01/2023	05	33	39	39	46	98
03/01/2023	06	31	59	39	43	129
03/01/2023	07	31	115	52	47	229
03/01/2023	08	29	129	49	51	248
03/01/2023	09	27	110	44	53	212
03/01/2023	10	24	100	43	47	197
03/01/2023	11	29	61	50	52	144
03/01/2023	12	24	31	49	46	96
03/01/2023	13	21	15	40	39	61
03/01/2023	14	20	14	32	41	54
03/01/2023	15	18	12	35	36	53
03/01/2023	16	18	18	43	38	70
03/01/2023	17	18	19	48	37	77
03/01/2023	18	22	32	69	42	118
03/01/2023	19	25	98	86	48	237
03/01/2023	20	26	124	90	51	280
03/01/2023	21	35	94	79	58	222
03/01/2023	22	37	109	74	62	242
03/01/2023	23	36	27	53	54	94
04/01/2023	00	33	30	45	51	91
04/01/2023	01	34	26	43	52	83
04/01/2023	02	32	16	36	45	60
04/01/2023	03	28	25	31	38	70
04/01/2023	04	20	7	18	28	29
04/01/2023	05	6	6	17	10	27
04/01/2023	06	4	16	25	10	50
04/01/2023	07	5	26	34	13	75
04/01/2023	08	10	70	51	33	158
04/01/2023	09	17	99	51	51	203
04/01/2023	10	9	34	33	24	85
04/01/2023	11	8	24	26	22	63
04/01/2023	12	8	19	25	19	55
04/01/2023	13	10	13	27	20	46
04/01/2023	14	12	17	33	23	59
04/01/2023	15	13	19	40	27	69
04/01/2023	16	20	14	45	36	67
04/01/2023	17	22	24	62	37	99
04/01/2023	18	22	40	75	39	137
04/01/2023	19	25	95	85	47	231
04/01/2023	20	28	150	94	50	325
04/01/2023	21	34	152	87	59	320
04/01/2023	22	40	84	70	61	199
04/01/2023	23	34	40	47	48	108
05/01/2023	00	26	23	38	38	73
05/01/2023	01	17	8	27	27	40
05/01/2023	02	8	2	16	12	19
05/01/2023	03	8	3	20	13	25
05/01/2023	04	6	5	16	8	25
05/01/2023	05	4	4	15	7	21
05/01/2023	06	5	19	33	10	62
05/01/2023	07	12	81	51	30	175
05/01/2023	08	21	111	54	49	224
05/01/2023	09	29	152	65	79	297
05/01/2023	10	21	74	56	51	169
05/01/2023	11	26	40	43	43	105
05/01/2023	12	18	25	32	28	70
05/01/2023	13	13	15	28	23	50
05/01/2023	14	18	18	41	33	68
05/01/2023	15	16	15	36	27	59
05/01/2023	16	18	14	37	28	58
05/01/2023	17	21	22	50	37	83
05/01/2023	18	20	22	63	30	97
05/01/2023	19	25	79	93	42	213
05/01/2023	20	29	106	92	55	254
05/01/2023	21	37	73	77	59	189
05/01/2023	22	47	63	67	62	164
05/01/2023	23	39	30	51	51	95
06/01/2023	00	31	19	43	43	71
06/01/2023	01	23	8	32	33	45
06/01/2023	02	20	8	34	27	46
06/01/2023	03	14	3	24	19	27
06/01/2023	04	10	3	23	15	26
06/01/2023	05	17	4	25	21	31
06/01/2023	06	17	7	25	21	35
06/01/2023	07	17	30	35	24	80
06/01/2023	08	16	40	40	26	102
06/01/2023	09	15	64	47	29	145
06/01/2023	10	11	35	41	20	95
06/01/2023	11	9	20	31	18	62
06/01/2023	12	8	8	19	14	32
06/01/2023	13	10	15	32	16	55
06/01/2023	14	11	13	32	17	52
06/01/2023	15	9	10	30	16	44
06/01/2023	16	12	14	42	18	64
06/01/2023	17	15	23	65	28	101
06/01/2023	18	20	72	91	39	201
06/01/2023	19	28	87	93	49	225
06/01/2023	20	30	101	90	46	246
06/01/2023	21	36	118	83	54	264
06/01/2023	22	39	49	59	54	133
06/01/2023	23	33	33	48	43	98
07/01/2023	00	28	19	40	37	68
07/01/2023	01	27	27	36	35	77
07/01/2023	02	26	9	32	31	45
07/01/2023	03	23	23	34	30	70
07/01/2023	04	22	18	30	27	59
07/01/2023	05	19	51	35	26	113
07/01/2023	06	19	42	33	24	97
07/01/2023	07	18	78	42	28	160
07/01/2023	08	18	96	57	32	204
07/01/2023	09	17	63	56	37	153
07/01/2023	10	11	7	17	25	28
07/01/2023	11	9	7	16	27	26
07/01/2023	12	8	6	16	24	26
07/01/2023	13	9	7	17	23	27
07/01/2023	14	8	7	17	18	28
07/01/2023	15	8	6	18	22	27
07/01/2023	16	8	8	25	19	37
07/01/2023	17	9	8	33	32	46
07/01/2023	18	11	9	38	24	51
07/01/2023	19	10	7	29	17	39
07/01/2023	20	11	9	41	18	55
07/01/2023	21	13	8	43	24	56
07/01/2023	22	12	6	30	21	39
07/01/2023	23	9	4	21	15	27
08/01/2023	00	7	3	12	14	17
08/01/2023	01	7	1	12	11	14
08/01/2023	02	6	1	9	10	11
08/01/2023	03	7	1	9	11	11
08/01/2023	04	6	1	8	10	10
08/01/2023	05	4	1	5	8	7
08/01/2023	06	3	1	8	6	10
08/01/2023	07	4	5	26	7	34
08/01/2023	08	6	18	43	14	71
08/01/2023	09	1	3	12	4	16
08/01/2023	10	2	4	16	5	21
08/01/2023	11	2	5	18	7	25
08/01/2023	12	5	4	10	36	16
08/01/2023	13	4	4	9	30	15
08/01/2023	14	2	4	13	10	20
08/01/2023	15	2	4	12	11	18
08/01/2023	16	3	3	10	22	14
08/01/2023	17	3	3	11	15	17
08/01/2023	18	3	3	11	18	15
08/01/2023	19	2	4	13	8	18
08/01/2023	20	2	5	14	8	22
08/01/2023	21	3	3	9	19	14
08/01/2023	22	4	2	7	25	10
08/01/2023	23	1	1	4	7	6
09/01/2023	00	1	2	5	4	8
09/01/2023	01	1	1	5	3	6
09/01/2023	02	1	1	3	4	5
09/01/2023	03	1	1	3	2	5
09/01/2023	04	1	1	4	2	6
09/01/2023	05	1	2	10	2	13
09/01/2023	06	1	7	22	5	32
09/01/2023	07	3	29	51	12	96
09/01/2023	08	5	51	62	20	139
09/01/2023	09	6	22	45	22	79
09/01/2023	10	6	10	24	39	39
09/01/2023	11	6	12	28	46	47
09/01/2023	12	4	11	25	24	42
09/01/2023	13	3	10	26	21	41
09/01/2023	14	3	11	28	16	44
09/01/2023	15	5	12	31	19	50
09/01/2023	16	6	17	49	22	75
09/01/2023	17	7	36	71	27	125
09/01/2023	18	9	59	88	29	177
09/01/2023	19	13	61	91	36	186
09/01/2023	20	12	88	93	33	227
09/01/2023	21	17	108	90	44	256
09/01/2023	22	18	79	79	39	201
09/01/2023	23	10	9	43	22	57
10/01/2023	00	4	11	32	11	49
10/01/2023	01	6	3	29	15	33
10/01/2023	02	4	3	29	8	33
10/01/2023	03	4	2	27	9	30
10/01/2023	04	3	2	17	6	19
10/01/2023	05	4	8	36	10	48
10/01/2023	06	7	24	52	16	88
10/01/2023	07	6	61	69	21	163
10/01/2023	08	9	78	79	39	199
10/01/2023	09	10	52	64	43	144
10/01/2023	10	9	51	55	33	133
10/01/2023	11	9	52	51	31	131
10/01/2023	12	8	15	26	24	48
10/01/2023	13	6	11	20	19	37
10/01/2023	14	5	13	23	15	41
10/01/2023	15	5	12	24	16	42
10/01/2023	16	5	10	25	15	40
10/01/2023	17	6	16	46	21	70
10/01/2023	18	11	79	85	37	205
10/01/2023	19	16	54	83	41	167
10/01/2023	20	18	33	71	36	121
10/01/2023	21	12	57	77	26	164
10/01/2023	22	18	133	92	42	296
10/01/2023	23	23	103	82	46	239
11/01/2023	00	26	31	60	42	107
11/01/2023	01	22	35	49	35	103
11/01/2023	02	22	21	45	35	77
11/01/2023	03	20	37	46	31	102
11/01/2023	04	19	30	43	28	89
11/01/2023	05	12	16	43	19	68
11/01/2023	06	9	30	50	17	96
11/01/2023	07	9	38	46	21	104
11/01/2023	08	9	38	46	23	105
11/01/2023	09	10	42	46	28	111
11/01/2023	10	6	21	29	19	61
11/01/2023	11	6	16	22	25	47
11/01/2023	12	5	12	18	19	37
11/01/2023	13	5	14	22	21	43
11/01/2023	14	4	17	24	17	50
11/01/2023	15	4	22	32	20	66
11/01/2023	16	3	15	30	13	53
11/01/2023	17	6	52	58	26	138
11/01/2023	18	8	68	68	29	172
11/01/2023	19	11	92	77	46	217
11/01/2023	20	11	104	74	48	233
11/01/2023	21	8	54	63	26	146
11/01/2023	22	5	20	36	19	67
11/01/2023	23	3	2	21	10	24
12/01/2023	00	4	4	43	9	49
12/01/2023	01	6	3	31	11	36
12/01/2023	02	8	4	32	13	38
12/01/2023	03	9	4	30	16	36
12/01/2023	04	5	6	28	10	37
12/01/2023	05	6	14	44	14	65
12/01/2023	06	4	22	56	13	91
12/01/2023	07	8	81	79	33	203
12/01/2023	08	11	73	77	59	188
12/01/2023	09	17	109	82	89	248
12/01/2023	10	16	64	69	67	168
12/01/2023	11	17	35	54	43	108
12/01/2023	12	9	16	25	25	49
12/01/2023	13	8	10	20	18	36
12/01/2023	14	8	14	24	20	44
12/01/2023	15	10	19	36	23	64
12/01/2023	16	10	15	35	23	58
12/01/2023	17	11	27	50	25	92
12/01/2023	18	10	22	66	28	100
12/01/2023	19	10	29	72	24	116
12/01/2023	20	14	31	66	31	113
12/01/2023	21	20	45	65	42	134
12/01/2023	22	22	32	55	38	104
12/01/2023	23	20	35	57	41	110
13/01/2023	00	16	18	49	29	77
13/01/2023	01	19	21	45	34	77
13/01/2023	02	13	12	34	21	52
13/01/2023	03	14	4	32	19	38
13/01/2023	04	14	16	34	22	57
13/01/2023	05	15	36	40	24	94
13/01/2023	06	13	80	58	32	181
13/01/2023	07	20	246	84	54	461
13/01/2023	08	24	310	98	73	574
13/01/2023	09	17	127	76	66	270
13/01/2023	10	15	66	56	52	156
13/01/2023	11	11	40	47	40	109
13/01/2023	12	12	31	39	45	87
13/01/2023	13	10	19	33	30	63
13/01/2023	14	7	17	29	20	54
13/01/2023	15	7	17	35	21	61
13/01/2023	16	11	13	45	26	64
13/01/2023	17	12	57	77	39	165
13/01/2023	18	21	186	114	78	398
13/01/2023	19	20	105	92	57	254
13/01/2023	20	18	58	69	42	157
13/01/2023	21	27	159	85	73	329
13/01/2023	22	31	119	72	71	254
13/01/2023	23	24	32	54	44	103
14/01/2023	00	19	39	49	34	110
14/01/2023	01	17	25	49	30	87
14/01/2023	02	13	5	35	22	43
14/01/2023	03	7	2	18	10	21
14/01/2023	04	7	2	29	12	32
14/01/2023	05	11	8	27	18	39
14/01/2023	06	12	19	43	22	73
14/01/2023	07	9	37	50	19	106
14/01/2023	08	13	59	48	30	138
14/01/2023	09	13	33	42	30	92
14/01/2023	10	13	18	29	26	57
14/01/2023	11	12	13	23	24	43
14/01/2023	12	7	10	17	15	32
14/01/2023	13	6	8	13	15	26
14/01/2023	14	5	8	16	16	28
14/01/2023	15	4	4	12	12	18
14/01/2023	16	4	5	14	15	22
14/01/2023	17	4	6	23	12	33
14/01/2023	18	6	10	40	17	54
14/01/2023	19	8	10	34	18	50
14/01/2023	20	11	15	55	23	78
14/01/2023	21	12	10	49	23	65
14/01/2023	22	11	13	31	19	50
14/01/2023	23	8	6	24	14	33
15/01/2023	00	5	2	15	10	18
15/01/2023	01	4	2	8	8	11
15/01/2023	02	4	2	6	7	8
15/01/2023	03	5	1	4	9	6
15/01/2023	04	6	1	5	10	6
15/01/2023	05	7	1	7	13	9
15/01/2023	06	7	2	10	12	13
15/01/2023	07	8	3	14	13	17
15/01/2023	08	6	4	15	13	21
15/01/2023	09	8	4	14	18	20
15/01/2023	10	9	5	14	15	21
15/01/2023	11	11	6	12	36	21
15/01/2023	12	14	5	11	70	19
15/01/2023	13	13	4	10	56	16
15/01/2023	14	9	5	9	24	16
15/01/2023	15	9	4	9	27	15
15/01/2023	16	10	4	8	54	14
15/01/2023	17	9	4	11	65	18
15/01/2023	18	4	7	18	11	29
15/01/2023	19	4	11	29	10	46
15/01/2023	20	5	12	36	11	55
15/01/2023	21	6	13	41	12	61
15/01/2023	22	6	9	37	14	51
15/01/2023	23	3	2	14	6	17
16/01/2023	00	4	2	14	6	16
16/01/2023	01	3	2	12	9	14
16/01/2023	02	3	4	14	6	20
16/01/2023	03	2	1	6	3	7
16/01/2023	04	2	1	7	4	9
16/01/2023	05	2	1	8	7	10
16/01/2023	06	3	4	15	15	22
16/01/2023	07	6	11	27	36	45
16/01/2023	08	7	13	29	35	49
16/01/2023	09	7	10	22	35	36
16/01/2023	10	7	9	22	29	36
16/01/2023	11	7	8	21	34	33
16/01/2023	12	8	8	17	50	29
16/01/2023	13	9	9	17	60	30
16/01/2023	14	9	8	13	64	26
16/01/2023	15	6	9	18	28	31
16/01/2023	16	6	6	16	32	26
16/01/2023	17	5	7	17	32	28
16/01/2023	18	7	5	17	44	26
16/01/2023	19	5	5	14	29	23
16/01/2023	20	7	4	10	40	16
16/01/2023	21	11	2	9	84	12
16/01/2023	22	8	2	7	56	10
16/01/2023	23	13	1	4	102	6
17/01/2023	00	14	1	4	108	5
17/01/2023	01	19	1	3	160	4
17/01/2023	02	13	1	3	110	4
17/01/2023	03	10	1	3	78	4
17/01/2023	04	5	1	3	33	5
17/01/2023	05	4	2	5	32	8
17/01/2023	06	3	3	9	19	13
17/01/2023	07	3	7	21	19	31
17/01/2023	08	3	8	23	24	35
17/01/2023	09	4	9	23	28	37
17/01/2023	10	7	6	16	60	25
17/01/2023	11	5	8	16	38	28
17/01/2023	12	8	9	19	59	32
17/01/2023	13	13	7	15	96	25
17/01/2023	14	11	7	17	80	28
17/01/2023	15	12	7	17	84	28
17/01/2023	16	6	6	23	39	33
17/01/2023	17	5	10	31	30	46
17/01/2023	18	4	13	42	16	62
17/01/2023	19	4	13	41	15	61
17/01/2023	20	2	4	17	6	23
17/01/2023	21	1	4	18	3	23
17/01/2023	22	1	3	14	2	19
17/01/2023	23	1	1	10	2	13
18/01/2023	00	1	1	7	2	8
18/01/2023	01	1	1	6	2	8
18/01/2023	02	1	1	6	2	8
18/01/2023	03	1	1	6	3	8
18/01/2023	04	1	1	8	2	10
18/01/2023	05	1	2	12	3	15
18/01/2023	06	1	5	19	3	27
18/01/2023	07	2	15	37	4	59
18/01/2023	08	2	17	41	8	67
18/01/2023	09	3	17	40	12	66
18/01/2023	10	2	9	20	7	34
18/01/2023	11	2	11	22	10	39
18/01/2023	12	2	9	23	11	37
18/01/2023	13	2	11	19	13	36
18/01/2023	14	2	9	18	15	32
18/01/2023	15	2	7	14	13	25
18/01/2023	16	2	11	22	13	38
18/01/2023	17	3	28	56	11	99
18/01/2023	18	4	29	72	14	116
18/01/2023	19	5	22	70	18	104
18/01/2023	20	3	11	51	9	68
18/01/2023	21	12	8	48	21	61
18/01/2023	22	5	4	35	11	42
18/01/2023	23	5	4	34	12	39
19/01/2023	00	2	5	32	8	41
19/01/2023	01	2	2	22	5	25
19/01/2023	02	2	3	22	6	26
19/01/2023	03	1	1	12	3	14
19/01/2023	04	1	1	10	5	12
19/01/2023	05	1	3	18	6	22
19/01/2023	06	2	5	27	9	35
19/01/2023	07	4	31	63	15	111
19/01/2023	08	3	21	52	14	83
19/01/2023	09	4	25	50	17	88
19/01/2023	10	5	19	40	17	70
19/01/2023	11	4	16	31	18	55
19/01/2023	12	4	12	22	19	40
19/01/2023	13	3	11	21	14	38
19/01/2023	14	3	8	16	11	28
19/01/2023	15	2	7	14	9	24
19/01/2023	16	3	8	18	11	30
19/01/2023	17	3	9	24	16	37
19/01/2023	18	5	12	35	11	53
19/01/2023	19	7	10	30	13	45
19/01/2023	20	6	5	17	18	24
19/01/2023	21	5	4	14	11	20
19/01/2023	22	4	5	17	10	24
19/01/2023	23	3	2	9	7	11
20/01/2023	00	3	2	6	6	9
20/01/2023	01	3	2	6	6	9
20/01/2023	02	3	1	6	5	8
20/01/2023	03	2	1	7	6	10
20/01/2023	04	2	2	8	4	10
20/01/2023	05	2	3	17	3	21
20/01/2023	06	3	9	39	7	53
20/01/2023	07	7	186	96	23	381
20/01/2023	08	15	337	121	61	638
20/01/2023	09	11	101	80	41	234
20/01/2023	10	3	12	26	16	44
20/01/2023	11	3	9	15	20	30
20/01/2023	12	3	11	23	17	40
20/01/2023	13	4	16	31	22	55
20/01/2023	14	2	21	36	11	68
20/01/2023	15	3	28	50	10	93
20/01/2023	16	3	16	40	14	64
20/01/2023	17	4	23	62	16	96
20/01/2023	18	5	29	79	16	123
20/01/2023	19	5	28	81	19	124
20/01/2023	20	8	56	96	26	182
20/01/2023	21	14	115	105	43	281
20/01/2023	22	25	94	90	52	234
20/01/2023	23	24	36	74	43	129
21/01/2023	00	18	13	53	33	72
21/01/2023	01	11	8	47	22	59
21/01/2023	02	8	3	32	16	37
21/01/2023	03	5	3	25	11	29
21/01/2023	04	4	2	20	8	23
21/01/2023	05	3	11	40	8	57
21/01/2023	06	6	61	63	14	157
21/01/2023	07	8	72	59	18	169
21/01/2023	08	12	113	62	29	235
21/01/2023	09	16	100	69	45	223
21/01/2023	10	11	35	57	27	111
21/01/2023	11	5	17	34	14	60
21/01/2023	12	4	13	28	12	48
21/01/2023	13	5	11	24	13	41
21/01/2023	14	4	10	22	11	36
21/01/2023	15	3	8	20	10	33
21/01/2023	16	3	9	25	10	39
21/01/2023	17	3	13	42	12	61
21/01/2023	18	4	15	38	19	60
21/01/2023	19	3	6	19	14	27
21/01/2023	20	5	4	14	35	20
21/01/2023	21	6	4	9	40	15
21/01/2023	22	3	3	9	13	14
21/01/2023	23	3	1	5	14	8
22/01/2023	00	2	2	6	11	9
22/01/2023	01	2	2	7	6	9
22/01/2023	02	2	1	5	5	7
22/01/2023	03	2	2	6	4	8
22/01/2023	04	2	1	6	5	7
22/01/2023	05	2	1	8	4	10
22/01/2023	06	2	1	10	4	12
22/01/2023	07	2	2	10	4	12
22/01/2023	08	2	2	12	5	15
22/01/2023	09	2	3	11	7	16
22/01/2023	10	4	6	16	7	25
22/01/2023	11	3	6	17	8	26
22/01/2023	12	2	4	10	8	17
22/01/2023	13	2	5	12	7	20
22/01/2023	14	2	4	9	5	16
22/01/2023	15	2	5	9	8	17
22/01/2023	16	3	5	16	10	23
22/01/2023	17	4	6	34	12	43
22/01/2023	18	5	7	35	13	45
22/01/2023	19	5	9	27	15	41
22/01/2023	20	3	4	14	11	20
22/01/2023	21	3	3	13	9	18
22/01/2023	22	3	3	15	7	20
22/01/2023	23	3	1	10	5	12
23/01/2023	00	3	2	12	5	14
23/01/2023	01	2	1	10	5	12
23/01/2023	02	3	1	15	6	17
23/01/2023	03	2	1	13	5	15
23/01/2023	04	3	2	18	8	21
23/01/2023	05	5	13	47	11	67
23/01/2023	06	8	84	76	21	204
23/01/2023	07	15	159	100	46	344
23/01/2023	08	17	205	107	73	421
23/01/2023	09	20	154	97	76	332
23/01/2023	10	9	42	51	28	115
23/01/2023	11	6	15	28	18	51
23/01/2023	12	4	16	25	12	49
23/01/2023	13	4	15	27	11	51
23/01/2023	14	5	15	32	14	54
23/01/2023	15	3	12	28	11	45
23/01/2023	16	4	14	35	12	57
23/01/2023	17	5	22	50	16	84
23/01/2023	18	7	15	65	20	88
23/01/2023	19	8	26	79	24	119
23/01/2023	20	12	28	80	40	123
23/01/2023	21	17	58	88	40	177
23/01/2023	22	28	60	80	52	173
23/01/2023	23	24	40	74	42	134
24/01/2023	00	25	21	58	40	89
24/01/2023	01	16	6	33	24	42
24/01/2023	02	6	1	11	10	12
24/01/2023	03	4	1	9	6	11
24/01/2023	04	4	1	9	6	12
24/01/2023	05	4	4	19	7	24
24/01/2023	06	5	13	38	10	57
24/01/2023	07	6	45	58	16	126
24/01/2023	08	8	56	58	26	143
24/01/2023	09	11	37	55	37	112
24/01/2023	10	7	20	33	18	63
24/01/2023	11	8	18	29	18	56
24/01/2023	12	9	13	25	17	46
24/01/2023	13	8	14	26	18	48
24/01/2023	14	7	12	23	12	42
24/01/2023	15	7	13	27	13	47
24/01/2023	16	6	11	28	12	45
24/01/2023	17	6	16	39	13	64
24/01/2023	18	8	34	61	17	113
24/01/2023	19	11	56	84	27	170
24/01/2023	20	14	54	82	29	165
24/01/2023	21	20	44	78	38	145
24/01/2023	22	23	12	49	37	68
24/01/2023	23	15	4	28	24	34
25/01/2023	00	23	12	31	40	48
25/01/2023	01	38	26	30	81	69
25/01/2023	02	39	22	33	51	66
25/01/2023	03	20	7	15	24	26
25/01/2023	04	6	2	12	11	14
25/01/2023	05	9	6	26	18	35
25/01/2023	06	7	16	33	15	57
25/01/2023	07	8	54	60	22	142
25/01/2023	08	12	68	67	37	172
25/01/2023	09	14	55	60	43	144
25/01/2023	10	11	34	49	33	100
25/01/2023	11	12	27	39	33	80
25/01/2023	12	9	19	34	24	63
25/01/2023	13	5	16	30	17	55
25/01/2023	14	6	21	40	22	71
25/01/2023	15	5	14	34	15	55
25/01/2023	16	6	15	41	19	63
25/01/2023	17	9	23	63	37	98
25/01/2023	18	11	50	87	34	163
25/01/2023	19	15	92	101	45	242
25/01/2023	20	20	127	105	57	300
25/01/2023	21	20	66	87	43	187
25/01/2023	22	30	45	67	50	135
25/01/2023	23	18	15	38	32	62
26/01/2023	00	9	8	19	19	32
26/01/2023	01	7	3	21	11	27
26/01/2023	02	8	5	28	14	35
26/01/2023	03	8	10	26	12	41
26/01/2023	04	7	4	26	14	32
26/01/2023	05	8	17	49	17	75
26/01/2023	06	9	32	62	24	111
26/01/2023	07	11	90	78	40	216
26/01/2023	08	17	91	69	50	208
26/01/2023	09	17	83	69	46	196
26/01/2023	10	19	41	54	41	116
26/01/2023	11	13	18	33	24	61
26/01/2023	12	9	14	29	23	51
26/01/2023	13	9	17	31	21	57
26/01/2023	14	5	15	30	13	53
26/01/2023	15	5	16	32	12	56
26/01/2023	16	4	14	34	12	55
26/01/2023	17	5	30	55	16	100
26/01/2023	18	8	46	82	23	151
26/01/2023	19	11	153	112	38	346
26/01/2023	20	17	237	125	53	488
26/01/2023	21	23	128	95	59	291
26/01/2023	22	26	76	79	57	195
26/01/2023	23	19	24	64	37	100
27/01/2023	00	16	8	53	32	65
27/01/2023	01	13	3	38	21	42
27/01/2023	02	11	2	36	22	39
27/01/2023	03	12	3	41	27	46
27/01/2023	04	9	2	35	20	38
27/01/2023	05	11	28	62	26	106
27/01/2023	06	14	108	81	38	247
27/01/2023	07	14	181	99	43	377
27/01/2023	08		195	104		402
27/01/2023	09	14	71	77	62	186
27/01/2023	10	11	31	53	31	100
27/01/2023	11	9	20	36	27	67
27/01/2023	12	5	15	29	17	51
27/01/2023	13	5	20	34	16	65
27/01/2023	14	11	30	53	27	99
27/01/2023	15	6	30	55	17	101
27/01/2023	16	5	16	38	14	62
27/01/2023	17	5	16	47	13	71
27/01/2023	18	8	70	102	28	209
27/01/2023	19	12	89	109	39	245
27/01/2023	20	15	66	98	35	198
27/01/2023	21	11	26	68	25	108
27/01/2023	22	10	29	68	24	112
27/01/2023	23	11	7	37	19	48
28/01/2023	00	7	3	24	14	29
28/01/2023	01	5	1	18	12	20
28/01/2023	02	4	1	11	9	13
28/01/2023	03	2	1	10	6	12
28/01/2023	04	2	1	14	6	16
28/01/2023	05	2	1	24	6	27
28/01/2023	06	4	4	42	10	48
28/01/2023	07	6	19	55	17	83
28/01/2023	08	7	30	61	22	106
28/01/2023	09	9	33	57	24	107
28/01/2023	10	8	22	42	20	75
28/01/2023	11	9	16	34	20	58
28/01/2023	12	4	11	24	10	41
28/01/2023	13	5	11	26	13	43
28/01/2023	14	6	11	24	14	41
28/01/2023	15	4	7	22	10	34
28/01/2023	16	4	8	30	9	43
28/01/2023	17	4	11	38	11	55
28/01/2023	18	5	22	66	15	100
28/01/2023	19	10	85	100	31	230
28/01/2023	20	16	87	101	37	234
28/01/2023	21	20	61	91	37	185
28/01/2023	22	23	51	83	40	161
28/01/2023	23	28	10	52	41	67
29/01/2023	00	17	5	32	24	40
29/01/2023	01	13	4	29	19	36
29/01/2023	02	9	1	14	12	16
29/01/2023	03	7	1	9	9	11
29/01/2023	04	9	2	14	12	16
29/01/2023	05	6	1	14	10	16
29/01/2023	06	4	2	11	6	14
29/01/2023	07	3	5	21	6	28
29/01/2023	08	4	7	24	7	35
29/01/2023	09	5	8	22	10	34
29/01/2023	10	5	7	17	10	28
29/01/2023	11	5	8	22	11	35
29/01/2023	12	7	10	29	17	44
29/01/2023	13	11	8	29	20	42
29/01/2023	14	6	6	23	12	33
29/01/2023	15	5	6	18	10	27
29/01/2023	16	5	7	24	9	34
29/01/2023	17	5	9	36	12	50
29/01/2023	18	7	19	55	16	84
29/01/2023	19	9	27	66	19	107
29/01/2023	20	9	12	41	17	59
29/01/2023	21	7	6	28	10	37
29/01/2023	22	8	4	27	10	33
29/01/2023	23	8	2	20	10	23
30/01/2023	00	11	3	25	13	30
30/01/2023	01	16	3	33	22	37
30/01/2023	02	15	4	25	22	31
30/01/2023	03	8	1	9	10	11
30/01/2023	04	6	3	11	9	16
30/01/2023	05	7	5	29	11	37
30/01/2023	06	8	9	32	11	46
30/01/2023	07	9	58	63	20	152
30/01/2023	08	11	72	68	36	179
30/01/2023	09	14	66	68	47	169
30/01/2023	10	13	52	57	40	136
30/01/2023	11	14	35	45	35	99
30/01/2023	12	21	28	41	37	83
30/01/2023	13	18	22	33	27	67
30/01/2023	14	13	18	28	22	55
30/01/2023	15	9	13	28	17	49
30/01/2023	16	8	13	32	17	51
30/01/2023	17	10	18	49	22	77
30/01/2023	18	12	26	60	25	99
30/01/2023	19	12	40	77	25	138
30/01/2023	20	18	81	87	41	210
30/01/2023	21	17	33	71	32	121
30/01/2023	22	21	47	78	34	150
30/01/2023	23	21	9	48	29	61
31/01/2023	00	21	4	31	28	37
31/01/2023	01	19	3	28	28	33
31/01/2023	02	18	6	31	24	39
31/01/2023	03	16	3	29	21	34
31/01/2023	04	13	7	32	19	43
31/01/2023	05	13	27	48	25	89
31/01/2023	06	12	102	68	27	224
31/01/2023	07	16	189	92	46	381
31/01/2023	08	23	242	98	77	469
31/01/2023	09	25	158	89	84	331
31/01/2023	10	19	51	58	52	136
31/01/2023	11	12	31	45	32	93
31/01/2023	12	11	19	36	24	65
31/01/2023	13	9	20	40	20	70
31/01/2023	14	11	22	45	23	78
