FECHA	HORA	PM2.5	NO	NO2	PM10	NOx
30/03/2023	17	9	8	38	40	50
30/03/2023	18	12	3	41	33	46
30/03/2023	19	14	1	39	30	41
30/03/2023	20	15	1	29	26	29
30/03/2023	21	13	1	32	27	33
30/03/2023	22	14	3	62	25	67
30/03/2023	23	13	6	64	24	73
31/03/2023	00	11	1	25	19	25
31/03/2023	01	12	1	25	23	26
31/03/2023	02	7	2	18	19	21
31/03/2023	03	6	1	8	19	9
31/03/2023	04	6	1	8	16	9
31/03/2023	05	7	2	12	18	14
31/03/2023	06	8	2	25	21	29
31/03/2023	07	11			46	
31/03/2023	08	16			92	
31/03/2023	09	16	5	23	83	30
31/03/2023	10	14	4	19	72	25
31/03/2023	11	12	8	25	59	37
31/03/2023	12	10	5	20	43	28
31/03/2023	13	9	3	21	39	26
31/03/2023	14	10	6	33	46	42
31/03/2023	15	9	6	34	38	43
31/03/2023	16	10	8	31	41	44
31/03/2023	17	9	6	30	46	39
31/03/2023	18	7	10	24	27	38
31/03/2023	19	7	2	26	25	30
31/03/2023	20	8	1	26	21	28
31/03/2023	21	7	4	21	17	27
31/03/2023	22	8	2	18	17	21
31/03/2023	23	5	1	14	16	16
01/04/2023	00	5	1	12	15	14
01/04/2023	01	5	1	10	17	11
01/04/2023	02	7	2	16	19	19
01/04/2023	03	7	1	8	15	8
01/04/2023	04	8	1	9	16	9
01/04/2023	05	8	1	11	17	12
01/04/2023	06	8	1	18	17	19
01/04/2023	07	9	2	23	23	26
01/04/2023	08	10	2	24	26	27
01/04/2023	09	11	3	21	27	26
01/04/2023	10	10	5	20	21	28
01/04/2023	11	10	3	13	23	17
01/04/2023	12	10	1	12	23	14
01/04/2023	13	12	4	27	29	34
01/04/2023	14	12	7	29	30	39
01/04/2023	15	13	5	23	37	31
01/04/2023	16	12	4	25	28	31
01/04/2023	17	16	3	24	34	28
01/04/2023	18	19	1	25	37	28
01/04/2023	19	22	1	21	38	22
01/04/2023	20	19	1	26	41	27
01/04/2023	21	13	2	24	29	25
01/04/2023	22	18	1	13	98	14
01/04/2023	23	10	1	12	53	14
02/04/2023	00	7	2	7	49	9
02/04/2023	01	2	1	6	9	7
02/04/2023	02	1	1	5	6	5
02/04/2023	03	1	1	5	5	5
02/04/2023	04	1	1	5	4	5
02/04/2023	05	2	1	4	5	5
02/04/2023	06	2	1	5	10	6
02/04/2023	07	2	1	7	13	9
02/04/2023	08	3	1	5	13	6
02/04/2023	09	4	1	6	23	8
02/04/2023	10	3	1	6	13	7
02/04/2023	11	3	3	9	12	15
02/04/2023	12	4	4	9	17	14
02/04/2023	13	6	2	7	17	10
02/04/2023	14	6	2	9	17	13
02/04/2023	15	3	2	10	12	13
02/04/2023	16	4	1	9	18	10
02/04/2023	17	5	3	24	18	28
02/04/2023	18	6	3	44	22	48
02/04/2023	19	6	1	19	16	20
02/04/2023	20	5	1	12	11	14
02/04/2023	21	5	3	18	10	22
02/04/2023	22	4	1	13	7	14
02/04/2023	23	2	1	8	6	9
03/04/2023	00	2	1	9	6	10
03/04/2023	01	2	1	9	7	9
03/04/2023	02	2	1	7	5	8
03/04/2023	03	2	1	5	5	5
03/04/2023	04	2	1	5	4	5
03/04/2023	05	2	2	12	5	16
03/04/2023	06	5	6	54	16	63
03/04/2023	07	11	61	91	41	184
03/04/2023	08	9	30	66	43	112
03/04/2023	09	7	14	38	32	59
03/04/2023	10	7	19	40	33	68
03/04/2023	11	7	21	37	46	69
03/04/2023	12	12	23	40	88	75
03/04/2023	13	11	5	20	75	27
03/04/2023	14	20	19	37	164	66
03/04/2023	15	23	27	42	204	82
03/04/2023	16	21	9	35	186	49
03/04/2023	17	6	4	31	28	37
03/04/2023	18	6	4	36	17	42
03/04/2023	19	7	2	23	18	25
03/04/2023	20	7	1	19	16	20
03/04/2023	21	5	1	29	11	30
03/04/2023	22	3	1	10	7	11
03/04/2023	23	5	1	26	13	28
04/04/2023	00	6	1	29	13	30
04/04/2023	01	5	1	21	11	22
04/04/2023	02	4	1	14	10	15
04/04/2023	03	4	1	13	9	13
04/04/2023	04	3	1	12	9	13
04/04/2023	05	3	1	19	10	20
04/04/2023	06	4	8	54	16	66
04/04/2023	07	7	30	72	28	117
04/04/2023	08	10	46	82	45	153
04/04/2023	09	12	27	61	44	102
04/04/2023	10	9	12	36	32	54
04/04/2023	11	10	7	29	39	40
04/04/2023	12	8	5	20	25	28
04/04/2023	13	7	4	16	19	22
04/04/2023	14	7	4	17	21	23
04/04/2023	15	7	5	21	23	29
04/04/2023	16	7	5	29	20	37
04/04/2023	17	7	4	27	16	32
04/04/2023	18	7	2	26	16	29
04/04/2023	19	8	1	35	17	37
04/04/2023	20	8	1	23	16	24
04/04/2023	21	6	4	23	13	28
04/04/2023	22	7	1	21	13	22
04/04/2023	23	8	1	26	15	27
05/04/2023	00	8	1	25	16	26
05/04/2023	01	10	1	21	18	22
05/04/2023	02	13	1	24	20	24
05/04/2023	03	13	1	25	21	26
05/04/2023	04	12	1	24	20	24
05/04/2023	05	7	1	27	16	29
05/04/2023	06	7	6	47	20	56
05/04/2023	07	8	15	65	30	88
05/04/2023	08	12	23	64	50	99
05/04/2023	09	9	12	40	29	58
05/04/2023	10	7	6	27	19	36
05/04/2023	11	8	5	25	24	33
05/04/2023	12	11	5	26	34	33
05/04/2023	13	11	5	24	29	31
05/04/2023	14	10	5	21	23	27
05/04/2023	15	7	3	16	19	21
05/04/2023	16	7	3	20	20	25
05/04/2023	17	8	3	25	20	30
05/04/2023	18	8	4	40	19	45
05/04/2023	19	9	2	49	20	53
05/04/2023	20	10	1	28	21	30
05/04/2023	21	10	1	25	20	26
05/04/2023	22	9	1	27	16	28
05/04/2023	23	7	1	25	14	26
06/04/2023	00	9	1	27	17	28
06/04/2023	01	7	1	23	14	24
06/04/2023	02	11	1	21	20	22
06/04/2023	03	12	1	16	20	17
06/04/2023	04	8	1	18	14	19
06/04/2023	05	8	1	36	16	37
06/04/2023	06	9	9	56	22	69
06/04/2023	07	10	42	72	28	136
06/04/2023	08	12	27	68	39	110
06/04/2023	09	13	29	66	39	111
06/04/2023	10	13	10	36	31	52
06/04/2023	11	14	7	32	32	42
06/04/2023	12	10	3	22	24	27
06/04/2023	13	9	5	26	22	34
06/04/2023	14	7	4	21	17	27
06/04/2023	15	6	5	21	18	29
06/04/2023	16	6	6	29	17	37
06/04/2023	17	7	2	19	19	23
06/04/2023	18	7	2	27	17	31
06/04/2023	19	8	2	28	18	31
06/04/2023	20	9	1	19	21	20
06/04/2023	21	8	1	19	16	20
06/04/2023	22	7	1	15	14	16
06/04/2023	23	9	1	29	18	31
07/04/2023	00	8	1	28	15	29
07/04/2023	01	8	3	24	19	28
07/04/2023	02	8	1	18	15	19
07/04/2023	03	11	1	14	17	14
07/04/2023	04	10	1	12	16	13
07/04/2023	05	6	1	12	12	13
07/04/2023	06	5	2	14	10	16
07/04/2023	07	5	3	20	15	23
07/04/2023	08	5	6	25	15	34
07/04/2023	09	6	6	25	15	35
07/04/2023	10	8	5	18	15	24
07/04/2023	11	8	8	19	19	32
07/04/2023	12	10	4	14	31	20
07/04/2023	13	9	3	13	24	17
07/04/2023	14	7	2	9	18	12
07/04/2023	15	6	2	8	19	11
07/04/2023	16	6	3	21	18	25
07/04/2023	17	7	3	25	19	29
07/04/2023	18	8	3	38	24	42
07/04/2023	19	11	1	29	29	31
07/04/2023	20	13	1	17	26	17
07/04/2023	21	12	1	20	27	21
07/04/2023	22	10	1	19	21	19
07/04/2023	23	9	1	18	20	18
08/04/2023	00	9	1	27	21	28
08/04/2023	01	9	2	27	20	30
08/04/2023	02	9	2	22	21	24
08/04/2023	03	10	1	24	24	25
08/04/2023	04	9	1	22	21	23
08/04/2023	05	10	1	31	21	32
08/04/2023	06	9	5	33	20	41
08/04/2023	07	10	2	35	23	39
08/04/2023	08	36	4	37	56	42
08/04/2023	09	14	3	21	28	26
08/04/2023	10	10	4	17	24	22
08/04/2023	11	10	2	12	26	14
08/04/2023	12	10	1	9	23	11
08/04/2023	13	11	1	8	26	10
08/04/2023	14	12	2	9	29	12
08/04/2023	15	11	2	8	28	12
08/04/2023	16	9	1	8	22	9
08/04/2023	17	9	1	8	20	9
08/04/2023	18	9	1	11	21	13
08/04/2023	19	10	1	19	20	21
08/04/2023	20	11	1	11	19	12
08/04/2023	21	10	1	11	17	11
08/04/2023	22	8	1	11	14	12
08/04/2023	23	7	1	16	14	17
09/04/2023	00	11	1	16	18	17
09/04/2023	01	7	1	22	12	22
09/04/2023	02	6	2	26	12	28
09/04/2023	03	6	1	9	11	10
09/04/2023	04	7	1	8	12	8
09/04/2023	05	8	2	29	14	31
09/04/2023	06	10	4	41	16	46
09/04/2023	07	12	6	34	20	43
09/04/2023	08	14	10	43	22	57
09/04/2023	09	13	3	19	25	23
09/04/2023	10	11	2	14	26	18
09/04/2023	11	10	4	16	20	21
09/04/2023	12	9	4	20	17	26
09/04/2023	13	9	2	11	19	13
09/04/2023	14	9	2	12	17	15
09/04/2023	15	11	2	11	22	15
09/04/2023	16	10	1	9	18	10
09/04/2023	17	10	1	10	19	11
09/04/2023	18	10	1	12	18	14
09/04/2023	19	11	1	15	20	16
09/04/2023	20	12	1	13	20	14
09/04/2023	21	12	1	16	17	17
09/04/2023	22	10	1	14	15	15
09/04/2023	23	10	1	13	17	14
10/04/2023	00	10	2	21	16	23
10/04/2023	01	12	1	21	18	22
10/04/2023	02	13	1	18	20	19
10/04/2023	03	14	1	19	20	19
10/04/2023	04	15	1	15	21	15
10/04/2023	05	20	1	17	28	17
10/04/2023	06	24	3	26	33	30
10/04/2023	07	17	9	37	29	51
10/04/2023	08	17	10	25	26	40
10/04/2023	09	17	3	19	27	24
10/04/2023	10	17	5	20	29	28
10/04/2023	11	18	5	29	32	36
10/04/2023	12	18	3	19	30	23
10/04/2023	13	15	2	11	26	14
10/04/2023	14	12	2	11	22	13
10/04/2023	15	9	1	8	17	10
10/04/2023	16	9	1	8	16	9
10/04/2023	17	11	1	10	18	12
10/04/2023	18	12	1	10	20	10
10/04/2023	19	13	1	12	22	13
10/04/2023	20	16	1	14	21	15
10/04/2023	21	20	1	16	25	17
10/04/2023	22	23	1	17	29	18
10/04/2023	23	23	1	17	29	18
11/04/2023	00	23	1	15	30	15
11/04/2023	01	21	1	13	25	14
11/04/2023	02	18	1	13	23	14
11/04/2023	03	23	1	15	29	16
11/04/2023	04	22	1	15	28	15
11/04/2023	05	23	1	14	28	15
11/04/2023	06	23	1	13	28	14
11/04/2023	07	23	4	27	32	33
11/04/2023	08	25	5	32	41	39
11/04/2023	09	23	34	43	34	94
11/04/2023	10	23	5	32	37	40
11/04/2023	11	25	4	28	43	35
11/04/2023	12	24	9	46	43	59
11/04/2023	13	22	9	40	41	53
11/04/2023	14	19	5	31	35	39
11/04/2023	15	11	3	17	24	22
11/04/2023	16	9	3	25	19	30
11/04/2023	17	10	3	31	22	35
11/04/2023	18	8	4	47	19	52
11/04/2023	19	8	2	33	15	35
11/04/2023	20	9	1	14	13	15
11/04/2023	21	8	1	13	12	14
11/04/2023	22	8	1	14	13	15
11/04/2023	23	9	1	13	13	13
12/04/2023	00	10	1	17	16	19
12/04/2023	01	17	2	33	25	34
12/04/2023	02	19	2	34	32	36
12/04/2023	03	16	1	25	26	26
12/04/2023	04	19	1	30	32	30
12/04/2023	05	13	1	35	27	36
12/04/2023	06	7	4	45	22	51
12/04/2023	07	7	6	36	31	45
12/04/2023	08	7	8	34	28	47
12/04/2023	09	7	6	27	27	37
12/04/2023	10	7	6	24	31	33
12/04/2023	11	6	5	20	24	27
12/04/2023	12	5	4	17	28	23
12/04/2023	13	7	3	15	39	20
12/04/2023	14	7	3	17	42	22
12/04/2023	15	6	3	18	35	23
12/04/2023	16	5	4	23	27	28
12/04/2023	17	6	3	26	27	30
12/04/2023	18	5	4	29	21	34
12/04/2023	19	11	1	28	35	29
12/04/2023	20	13	1	22	36	23
12/04/2023	21	13	1	31	32	33
12/04/2023	22	5	1	20	17	21
12/04/2023	23	3	1	17	13	18
13/04/2023	00	7	1	12	22	12
13/04/2023	01	8	1	17	24	17
13/04/2023	02	5	1	13	13	14
13/04/2023	03	4	1	12	12	13
13/04/2023	04	4			11	
13/04/2023	05	5	1	21	16	22
13/04/2023	06	6	4	36	18	42
13/04/2023	07	7			27	
13/04/2023	08	6	7	37	27	47
13/04/2023	09	5	8	23	20	35
13/04/2023	10	4	3	13	15	17
13/04/2023	11	4	8	16	15	28
13/04/2023	12	3	4	12	12	19
13/04/2023	13	6	6	29	23	39
13/04/2023	14	7	3	19	25	24
13/04/2023	15	7	4	22	29	27
13/04/2023	16	6	3	18	21	23
13/04/2023	17	7	2	22	19	26
13/04/2023	18	8	2	28	19	31
13/04/2023	19	9	2	26	24	28
13/04/2023	20	9	1	32	23	33
13/04/2023	21	8	1	30	20	30
13/04/2023	22	8	1	20	18	20
13/04/2023	23	7	1	20	17	20
14/04/2023	00	9	1	37	21	38
14/04/2023	01	9	1	34	23	35
14/04/2023	02	10	2	38	26	41
14/04/2023	03	7	1	30	18	31
14/04/2023	04	4	1	19	12	20
14/04/2023	05	5	1	20	12	22
14/04/2023	06	6	5	52	18	60
14/04/2023	07	7	18	69	29	97
14/04/2023	08	7	9	42	28	56
14/04/2023	09	5	6	25	18	34
14/04/2023	10	5	7	25	20	36
14/04/2023	11	5	6	25	18	35
14/04/2023	12	5	4	17	18	23
14/04/2023	13	4	4	17	15	24
14/04/2023	14	4	2	12	17	16
14/04/2023	15	3	3	12	15	16
14/04/2023	16	4	3	15	16	20
14/04/2023	17	4	3	15	21	21
14/04/2023	18	5	2	16	26	19
14/04/2023	19	6	2	20	22	23
14/04/2023	20	7	2	35	23	38
14/04/2023	21	7	1	36	19	38
14/04/2023	22	5	1	27	15	29
14/04/2023	23	4	1	13	14	14
15/04/2023	00	3	1	13	12	14
15/04/2023	01	3	1	10	12	11
15/04/2023	02	4	1	14	12	15
15/04/2023	03	4	1	10	13	11
15/04/2023	04	4	1	13	12	14
15/04/2023	05	4	1	12	12	13
15/04/2023	06	5	1	16	14	17
15/04/2023	07	6	2	26	17	30
15/04/2023	08	7	2	20	22	23
15/04/2023	09	7	2	13	18	15
15/04/2023	10	7	3	11	16	15
15/04/2023	11	7	3	12	19	16
15/04/2023	12	5	3	11	15	16
15/04/2023	13	6	1	10	16	13
15/04/2023	14	9	7	41	26	52
15/04/2023	15	8	7	33	25	44
15/04/2023	16	8	3	19	24	22
15/04/2023	17	8	2	18	28	21
15/04/2023	18	8	1	21	31	22
15/04/2023	19	6	1	9	19	10
15/04/2023	20	7	1	9	19	10
15/04/2023	21	8	1	10	20	11
15/04/2023	22	7	9	11	25	25
15/04/2023	23	4	1	7	15	8
16/04/2023	00	3	1	5	12	6
16/04/2023	01	3	1	9	8	10
16/04/2023	02	2	1	5	6	6
16/04/2023	03	3	1	7	6	8
16/04/2023	04	3	1	7	5	7
16/04/2023	05	3	1	8	6	8
16/04/2023	06	4	1	11	10	11
16/04/2023	07	3	1	11	8	12
16/04/2023	08	4	4	22	14	27
16/04/2023	09	5	2	13	13	15
16/04/2023	10	4	2	11	13	15
16/04/2023	11	5	3	10	19	15
16/04/2023	12	5	2	10	20	13
16/04/2023	13	5	2	7	16	10
16/04/2023	14	4	2	11	13	15
16/04/2023	15	4	3	14	14	18
16/04/2023	16	5	2	12	15	15
16/04/2023	17	5	2	14	15	17
16/04/2023	18	7	2	10	18	12
16/04/2023	19	10	1	16	24	18
16/04/2023	20	11	1	28	25	29
16/04/2023	21	12	1	31	25	32
16/04/2023	22	9	1	26	20	28
16/04/2023	23	8	1	27	18	28
17/04/2023	00	7	1	25	18	26
17/04/2023	01	6	4	26	18	32
17/04/2023	02	5	1	15	13	16
17/04/2023	03	4	1	10	11	10
17/04/2023	04	4	1	10	11	10
17/04/2023	05	4	1	12	9	13
17/04/2023	06	4	1	24	12	25
17/04/2023	07	5	7	43	17	53
17/04/2023	08	7	6	36	20	45
17/04/2023	09	6	2	15	18	18
17/04/2023	10	6	2	11	17	13
17/04/2023	11	6	1	6	19	7
17/04/2023	12	7	1	6	19	7
17/04/2023	13	8	1	6	20	8
17/04/2023	14	7	1	7	18	8
17/04/2023	15	7	1	8	19	9
17/04/2023	16	7	1	8	18	9
17/04/2023	17	7	1	12	19	14
17/04/2023	18	8	1	12	20	13
17/04/2023	19	10	1	15	22	15
17/04/2023	20	10	1	13	19	13
17/04/2023	21	10	1	17	18	18
17/04/2023	22	10	1	18	17	18
17/04/2023	23	9	1	15	17	15
18/04/2023	00	10	1	16	17	16
18/04/2023	01	9	1	44	14	45
18/04/2023	02	6	1	12	10	13
18/04/2023	03	6	1	13	10	13
18/04/2023	04	6	1	9	11	10
18/04/2023	05	6	1	10	11	11
18/04/2023	06	11	1	27	21	29
18/04/2023	07	16	3	43	33	48
18/04/2023	08	14	4	43	33	50
18/04/2023	09	11	5	33	27	40
18/04/2023	10	8	4	21	19	28
18/04/2023	11	8	3	16	19	21
18/04/2023	12	8	3	18	19	23
18/04/2023	13	8	3	13	17	18
18/04/2023	14	8	2	14	18	18
18/04/2023	15	7	3	15	18	19
18/04/2023	16	7	3	19	16	24
18/04/2023	17	7	3	19	16	23
18/04/2023	18	8	3	24	16	29
18/04/2023	19	9	2	22	17	25
18/04/2023	20	9	1	19	18	21
18/04/2023	21	7	1	13	13	14
18/04/2023	22	5	1	10	10	11
18/04/2023	23	5	1	12	11	13
19/04/2023	00	6	1	12	12	13
19/04/2023	01	7	1	13	15	13
19/04/2023	02	9	1	13	14	13
19/04/2023	03	9	1	11	14	11
19/04/2023	04	9	1	9	13	9
19/04/2023	05	10	1	19	19	20
19/04/2023	06	12	5	47	31	55
19/04/2023	07	13	36	76	33	131
19/04/2023	08	13	22	64	37	98
19/04/2023	09	10	4	24	21	30
19/04/2023	10	9	5	23	21	31
19/04/2023	11	8	4	17	19	23
19/04/2023	12	7	4	15	17	20
19/04/2023	13	8	4	19	18	25
19/04/2023	14	7	3	20	16	25
19/04/2023	15	6	4	19	16	24
19/04/2023	16	6	3	25	16	30
19/04/2023	17	8	4	36	20	42
19/04/2023	18	8	5	67	18	74
19/04/2023	19	9	3	55	19	60
19/04/2023	20	9	1	32	19	33
19/04/2023	21	7	1	19	13	20
19/04/2023	22	5	1	12	10	13
19/04/2023	23	6	2	24	12	26
20/04/2023	00	11	4	45	22	51
20/04/2023	01	11	10	37	25	52
20/04/2023	02	8	2	21	20	23
20/04/2023	03	6	1	17	15	17
20/04/2023	04	8	1	30	17	31
20/04/2023	05	9	2	40	17	42
20/04/2023	06	7	25	71	15	110
20/04/2023	07	9	35	84	29	138
20/04/2023	08	11	38	88	39	146
20/04/2023	09	16	28	77	63	120
20/04/2023	10	17	6	31	60	40
20/04/2023	11	11	13	51	39	71
20/04/2023	12	9	10	41	31	56
20/04/2023	13	8	6	30	24	39
20/04/2023	14	9	6	35	26	44
20/04/2023	15	10	8	47	29	58
20/04/2023	16	10	5	34	30	41
20/04/2023	17	10	2	29	26	32
20/04/2023	18	13	1	24	35	25
20/04/2023	19	13	1	32	33	34
20/04/2023	20	17	1	32	38	32
20/04/2023	21	15	1	22	30	23
20/04/2023	22	11	1	12	22	13
20/04/2023	23	11	1	10	22	11
21/04/2023	00	11	1	16	22	17
21/04/2023	01	12	1	23	22	23
21/04/2023	02	14	1	24	26	25
21/04/2023	03	17	1	24	29	24
21/04/2023	04	14	1	16	25	17
21/04/2023	05	11	1	15	23	15
21/04/2023	06	15	1	24	29	25
21/04/2023	07	20	43	75	45	141
21/04/2023	08	22	26	68	50	108
21/04/2023	09	16	6	32	34	40
21/04/2023	10	17	5	26	37	33
21/04/2023	11	16	4	24	31	30
21/04/2023	12	14	3	17	27	22
21/04/2023	13	15	2	16	28	19
21/04/2023	14	15	2	16	30	20
21/04/2023	15	13	2	14	27	16
21/04/2023	16	11	1	13	25	14
21/04/2023	17	11	2	16	29	18
21/04/2023	18	13	1	13	35	15
21/04/2023	19	13	1	14	33	14
21/04/2023	20	14	1	14	31	14
21/04/2023	21	15	1	12	28	12
21/04/2023	22	15	1	14	24	14
21/04/2023	23	16	1	16	26	16
22/04/2023	00	19	1	26	27	27
22/04/2023	01	19	1	33	30	34
22/04/2023	02	13	1	16	22	17
22/04/2023	03	13	1	13	21	13
22/04/2023	04	14	1	16	24	17
22/04/2023	05	17	1	23	28	23
22/04/2023	06	16	1	24	28	25
22/04/2023	07	19	4	33	34	39
22/04/2023	08	20	6	38	38	46
22/04/2023	09	21	5	35	39	42
22/04/2023	10	22	3	27	40	31
22/04/2023	11	21	7	31	40	41
22/04/2023	12	21	3	21	38	25
22/04/2023	13	19	3	26	36	31
22/04/2023	14	17	2	15	33	17
22/04/2023	15	16	2	14	29	17
22/04/2023	16	15	1	11	26	12
22/04/2023	17	17	2	19	31	22
22/04/2023	18	17	1	15	32	16
22/04/2023	19	18	1	18	32	19
22/04/2023	20	22	1	18	34	19
22/04/2023	21	23	1	15	32	16
22/04/2023	22	19	1	13	27	14
22/04/2023	23	19	1	19	27	19
23/04/2023	00	19	1	30	27	31
23/04/2023	01	19	1	28	27	30
23/04/2023	02	23	1	27	32	29
23/04/2023	03	25	1	25	33	26
23/04/2023	04	22	1	25	31	26
23/04/2023	05	18	4	38	24	45
23/04/2023	06	14	1	28	21	29
23/04/2023	07	8	3	32	15	37
23/04/2023	08	6	7	38	12	50
23/04/2023	09	6	8	33	14	46
23/04/2023	10	9	6	29	26	37
23/04/2023	11	8	3	18	23	23
23/04/2023	12	10	4	20	24	25
23/04/2023	13	17	4	17	31	22
23/04/2023	14	13	4	22	25	29
23/04/2023	15	8	2	14	19	17
23/04/2023	16	9	4	26	22	33
23/04/2023	17	12	4	29	25	34
23/04/2023	18	13	2	19	25	22
23/04/2023	19	13	1	13	24	14
23/04/2023	20	16	1	16	26	16
23/04/2023	21	17	1	24	32	25
23/04/2023	22	14	1	18	25	18
23/04/2023	23	13	1	16	22	17
24/04/2023	00	13	1	14	21	15
24/04/2023	01	14	1	14	22	14
24/04/2023	02	14	1	16	22	16
24/04/2023	03	15	1	19	21	20
24/04/2023	04	17	1	23	24	23
24/04/2023	05	19	1	30	27	31
24/04/2023	06	18	6	58	26	67
24/04/2023	07	20	32	68	35	117
24/04/2023	08	19	14	51	34	72
24/04/2023	09	10	2	19	19	22
24/04/2023	10	8	2	14	17	17
24/04/2023	11	9	4	20	20	26
24/04/2023	12	7	5	19	18	25
24/04/2023	13	5	4	16	14	22
24/04/2023	14	7	3	15	16	19
24/04/2023	15	6	2	14	16	18
24/04/2023	16	7	2	12	16	15
24/04/2023	17	8	3	15	16	19
24/04/2023	18	8	2	13	15	16
24/04/2023	19	8	3	15	16	19
24/04/2023	20	9	1	15	14	16
24/04/2023	21	9	1	20	16	21
24/04/2023	22	8	1	27	15	27
24/04/2023	23	6	1	23	12	24
25/04/2023	00	9	2	40	18	42
25/04/2023	01	9	1	42	17	44
25/04/2023	02	8	1	30	15	32
25/04/2023	03	7	1	26	16	27
25/04/2023	04	7	1	20	13	21
25/04/2023	05	7	1	36	16	37
25/04/2023	06	9	30	70	24	117
25/04/2023	07	12	76	85	36	202
25/04/2023	08	14	64	81	49	179
25/04/2023	09	11	18	56	37	85
25/04/2023	10	9	13	47	32	67
25/04/2023	11	16	23	69	56	105
25/04/2023	12	15	19	63	45	93
25/04/2023	13	10	6	28	26	37
25/04/2023	14	8	4	24	24	29
25/04/2023	15	9	5	31	28	38
25/04/2023	16	10	3	19	28	23
25/04/2023	17	10	2	20	27	22
25/04/2023	18	11	1	21	29	23
25/04/2023	19	15	2	20	30	22
25/04/2023	20	17	1	22	29	22
25/04/2023	21	14	1	20	23	21
25/04/2023	22	13	1	15	20	16
25/04/2023	23	13	1	15	19	15
26/04/2023	00	13	1	17	19	18
26/04/2023	01	15	1	19	25	20
26/04/2023	02	13	1	14	19	14
26/04/2023	03	15	1	15	22	16
26/04/2023	04	15	1	11	21	12
26/04/2023	05	18	1	12	24	12
26/04/2023	06	22	1	25	28	26
26/04/2023	07	26	4	48	40	54
26/04/2023	08	26	7	43	47	53
26/04/2023	09	21	4	28	37	34
26/04/2023	10	21	5	27	35	34
26/04/2023	11	16	3	20	28	25
26/04/2023	12	14	4	20	25	26
26/04/2023	13	17	3	19	28	24
26/04/2023	14	11	2	12	19	16
26/04/2023	15	11	2	12	21	15
26/04/2023	16	12	2	15	22	17
26/04/2023	17	11	3	17	21	22
26/04/2023	18	11	2	13	19	17
26/04/2023	19	10	1	9	18	10
26/04/2023	20	11	1	12	17	12
26/04/2023	21	8	1	12	12	13
26/04/2023	22	6	1	9	9	10
26/04/2023	23	6	1	8	11	9
27/04/2023	00	7	2	10	11	13
27/04/2023	01	9	1	14	14	14
27/04/2023	02	11	1	19	16	20
27/04/2023	03	13	1	18	17	18
27/04/2023	04	14	1	16	19	17
27/04/2023	05	15	1	20	20	21
27/04/2023	06	17	1	26	29	28
27/04/2023	07	24	11	50	39	67
27/04/2023	08	24	9	45	42	60
27/04/2023	09	27	10	43	46	59
27/04/2023	10	29	10	40	48	56
27/04/2023	11	27	16	49	46	73
27/04/2023	12	18	8	30	31	42
27/04/2023	13	12	3	15	21	19
27/04/2023	14	10	3	13	20	17
27/04/2023	15	9	2	14	21	16
27/04/2023	16	10	2	16	22	20
27/04/2023	17	10	3	20	20	24
27/04/2023	18	11	4	35	21	40
27/04/2023	19	12	1	18	21	19
27/04/2023	20	12	1	15	20	16
27/04/2023	21	11	1	21	18	21
27/04/2023	22	11	1	19	15	19
27/04/2023	23	13	1	58	18	59
28/04/2023	00	19	4	41	24	46
28/04/2023	01	22	3	33	28	37
28/04/2023	02	20	1	27	26	28
28/04/2023	03	20	1	25	26	26
28/04/2023	04	19	1	19	27	20
28/04/2023	05	22			30	
28/04/2023	06	21			30	
28/04/2023	07	28	10	47	46	63
28/04/2023	08	25	2	31	39	34
28/04/2023	09	18	4	28	28	33
28/04/2023	10	16	5	31	29	39
28/04/2023	11	14	5	25	31	32
28/04/2023	12	14	3	20	33	25
28/04/2023	13	11	3	17	20	21
28/04/2023	14	9	2	15	17	18
28/04/2023	15	9	3	19	20	24
28/04/2023	16	8	2	14	18	17
28/04/2023	17	7	2	15	15	18
28/04/2023	18	7	1	16	16	18
28/04/2023	19	7	1	16	17	17
28/04/2023	20	12	1	32	25	34
28/04/2023	21	9	1	32	14	33
28/04/2023	22	9	2	61	13	63
28/04/2023	23	11	1	30	16	31
29/04/2023	00	11	1	36	18	38
29/04/2023	01	11	1	24	16	26
29/04/2023	02	11	1	19	18	19
29/04/2023	03	14	1	20	22	21
29/04/2023	04	16	1	28	27	28
29/04/2023	05	14	2	37	28	40
29/04/2023	06	12	5	51	26	58
29/04/2023	07	12	10	49	28	64
29/04/2023	08	12	19	64	32	93
29/04/2023	09	15	23	68	46	103
29/04/2023	10	18	9	42	45	55
29/04/2023	11	18	4	28	37	33
29/04/2023	12	15	3	23	29	28
29/04/2023	13	8	2	11	19	13
29/04/2023	14	8	1	10	16	11
29/04/2023	15	8	1	12	21	14
29/04/2023	16	8	1	11	21	12
29/04/2023	17	8	2	11	20	14
29/04/2023	18	10	1	11	21	13
29/04/2023	19	10	1	11	20	12
29/04/2023	20	12	1	22	25	23
29/04/2023	21	12	1	28	22	29
29/04/2023	22	12	1	25	19	25
29/04/2023	23	11	3	29	18	33
30/04/2023	00	11	2	26	17	29
30/04/2023	01	11	2	31	21	33
30/04/2023	02	10	1	25	18	26
30/04/2023	03	11	1	26	17	26
30/04/2023	04	10	1	20	16	21
30/04/2023	05	9	1	21	15	23
30/04/2023	06	10	1	21	17	23
30/04/2023	07	8	2	19	17	21
30/04/2023	08	8	5	24	16	32
