FECHA	HORA	PM2.5	NO	NO2	PM10	NOx
01/01/2023	00	111	26	49	139	89
01/01/2023	01	32	9	54	53	68
01/01/2023	02	15	4	45	23	51
01/01/2023	03	9	1	29	15	32
01/01/2023	04	7	1	20	13	22
01/01/2023	05	8	6	30	20	39
01/01/2023	06	7	21	46	17	78
01/01/2023	07	7	13	41	13	61
01/01/2023	08	8	37	52	23	108
01/01/2023	09	12	98	68	28	217
01/01/2023	10	14	13	45	23	65
01/01/2023	11	12	11	36	20	53
01/01/2023	12	13	10	29	22	44
01/01/2023	13	15	5	19	25	26
01/01/2023	14	16	2	14	27	18
01/01/2023	15	17	2	13	27	16
01/01/2023	16	17	2	13	29	16
01/01/2023	17	17	1	15	28	17
01/01/2023	18	21	1	23	34	25
01/01/2023	19	22	1	29	35	32
01/01/2023	20	27	1	35	39	37
01/01/2023	21	40	3	43	50	48
01/01/2023	22	48	13	59	58	78
01/01/2023	23	32	8	57	42	69
02/01/2023	00	29	5	42	38	49
02/01/2023	01	25	2	26	33	29
02/01/2023	02	21	3	20	29	24
02/01/2023	03	19	1	16	27	18
02/01/2023	04	13	1	14	20	14
02/01/2023	05	10	1	14	15	15
02/01/2023	06	8	1	23	14	25
02/01/2023	07	10	26	43	21	82
02/01/2023	08	11	47	50	26	122
02/01/2023	09	12	29	48	31	92
02/01/2023	10	13	40	50	35	112
02/01/2023	11	13	34	45	34	97
02/01/2023	12	19	56	60	48	145
02/01/2023	13	25	24	48	50	85
02/01/2023	14	23	8	33	43	46
02/01/2023	15	21	6	32	38	41
02/01/2023	16	22	8	46	43	58
02/01/2023	17	19	2	31	33	34
02/01/2023	18	21	4	46	40	52
02/01/2023	19	22	2	51	38	54
02/01/2023	20	33	3	59	55	65
02/01/2023	21	40	11	57	57	74
02/01/2023	22	37	46	78	54	149
02/01/2023	23	33	13	65	49	85
03/01/2023	00	32	10	53	45	69
03/01/2023	01	31	21	47	40	78
03/01/2023	02	30	3	37	37	41
03/01/2023	03	29	1	33	37	35
03/01/2023	04	28	1	31	35	32
03/01/2023	05	28	1	33	34	35
03/01/2023	06	26	8	37	33	49
03/01/2023	07	24	27	37	32	78
03/01/2023	08	24	66	43	37	145
03/01/2023	09	24	93	47	43	189
03/01/2023	10	27	75	54	48	169
03/01/2023	11	27	29	52	48	95
03/01/2023	12	19	6	34	36	43
03/01/2023	13	17	3	23	34	27
03/01/2023	14	17	4	26	32	31
03/01/2023	15	19	9	42	36	56
03/01/2023	16	18	5	31	33	39
03/01/2023	17	20	7	47	36	57
03/01/2023	18	22	16	63	39	88
03/01/2023	19	23	8	66	40	78
03/01/2023	20	29	19	69	45	98
03/01/2023	21	49	24	73	64	111
03/01/2023	22	40	56	76	55	162
03/01/2023	23	33	41	68	50	131
04/01/2023	00	32	13	58	45	77
04/01/2023	01	31	5	53	44	60
04/01/2023	02	29	8	44	41	57
04/01/2023	03	26	5	32	36	40
04/01/2023	04	21	1	25	28	27
04/01/2023	05	8	1	16	11	17
04/01/2023	06	4	8	20	7	32
04/01/2023	07	4	5	28	8	36
04/01/2023	08	6	43	45	16	111
04/01/2023	09	13	63	50	37	147
04/01/2023	10	8	22	29	15	62
04/01/2023	11	8	15	27	19	50
04/01/2023	12	9	13	28	20	49
04/01/2023	13	11	11	33	23	50
04/01/2023	14	12	11	34	26	50
04/01/2023	15	19	14	49	42	71
04/01/2023	16	21	11	54	46	71
04/01/2023	17	22	6	55	37	64
04/01/2023	18	22	7	69	36	79
04/01/2023	19	22	14	74	34	95
04/01/2023	20	28	23	74	42	108
04/01/2023	21	36	27	74	49	115
04/01/2023	22	40	94	81	54	225
04/01/2023	23	36	50	64	47	141
05/01/2023	00	28	25	50	36	87
05/01/2023	01	18	12	33	26	52
05/01/2023	02	13	14	28	24	50
05/01/2023	03	6	2	17	11	20
05/01/2023	04	5	1	13	7	15
05/01/2023	05	4	1	11	5	12
05/01/2023	06	4	2	18	6	20
05/01/2023	07	4	10	34	9	49
05/01/2023	08	9	55	56	22	140
05/01/2023	09	18	90	61	50	198
05/01/2023	10	17	73	59	44	171
05/01/2023	11	21	49	50	39	126
05/01/2023	12	20	34	46	38	97
05/01/2023	13	15	21	41	28	73
05/01/2023	14	21	15	43	37	66
05/01/2023	15	14	6	25	27	34
05/01/2023	16	19	3	25	31	30
05/01/2023	17	19	1	24	28	25
05/01/2023	18	22	1	29	30	30
05/01/2023	19	26	1	42	36	43
05/01/2023	20	40	7	77	52	88
05/01/2023	21	48	57	92	60	178
05/01/2023	22	44	47	80	55	152
05/01/2023	23	42	35	67	51	120
06/01/2023	00	32	15	52	39	75
06/01/2023	01	25	15	41	32	63
06/01/2023	02	15	14	33	22	53
06/01/2023	03	9	2	19	15	22
06/01/2023	04	7	1	15	10	17
06/01/2023	05	9	11	24	12	40
06/01/2023	06	10	3	30	14	34
06/01/2023	07	12	20	41	16	70
06/01/2023	08	12	15	45	17	67
06/01/2023	09	12	27	48	20	89
06/01/2023	10	12	24	44	22	82
06/01/2023	11	9	12	31	17	50
06/01/2023	12	9	9	27	14	40
06/01/2023	13	11	8	29	19	40
06/01/2023	14	12	5	25	21	33
06/01/2023	15	11	5	31	20	38
06/01/2023	16	15	6	41	25	49
06/01/2023	17	14	3	43	25	47
06/01/2023	18	17	1	32	26	33
06/01/2023	19	24	12	64	36	83
06/01/2023	20	38	11	76	48	93
06/01/2023	21	46	18	73	55	100
06/01/2023	22	40	34	75	50	126
06/01/2023	23	38	20	59	45	90
07/01/2023	00	32	10	49	40	64
07/01/2023	01	26	12	43	33	61
07/01/2023	02	21	19	34	28	62
07/01/2023	03	19	7	33	26	43
07/01/2023	04	18	3	37	21	42
07/01/2023	05	15	3	34	19	39
07/01/2023	06	15	3	34	18	39
07/01/2023	07	12	21	53	16	85
07/01/2023	08	10	11	44	16	59
07/01/2023	09	13	18	56	25	84
07/01/2023	10	12	8	23	24	36
07/01/2023	11	9	6	20	21	29
07/01/2023	12	8	7	16	19	27
07/01/2023	13	8	3	15	19	19
07/01/2023	14	7	4	14	16	21
07/01/2023	15	9	4	19	19	25
07/01/2023	16	9	3	18	17	23
07/01/2023	17	10	2	23	18	25
07/01/2023	18	9	2	24	16	27
07/01/2023	19	11	5	35	19	43
07/01/2023	20	11	2	30	19	33
07/01/2023	21	13	3	40	19	45
07/01/2023	22	11	7	32	15	43
07/01/2023	23	9	5	28	13	36
08/01/2023	00	7	1	14	11	16
08/01/2023	01	6	2	12	8	14
08/01/2023	02	6	2	13	9	16
08/01/2023	03	6	1	8	9	9
08/01/2023	04	5	1	7	8	7
08/01/2023	05	4	1	8	6	9
08/01/2023	06	4	3	19	6	23
08/01/2023	07	4	3	24	6	29
08/01/2023	08	6	7	47	12	58
08/01/2023	09	4	13	35	9	54
08/01/2023	10	2	5	14	5	21
08/01/2023	11	4	5	27	9	35
08/01/2023	12	6	9	25	15	39
08/01/2023	13	3	3	11	12	15
08/01/2023	14	2	3	13	9	18
08/01/2023	15	2	2	11	7	15
08/01/2023	16	3	7	16	13	27
08/01/2023	17	3	6	13	12	22
08/01/2023	18	3	3	13	13	17
08/01/2023	19	2	9	17	7	30
08/01/2023	20	3	5	16	7	24
08/01/2023	21	3	6	13	9	23
08/01/2023	22	2	4	13	7	19
08/01/2023	23	1	1	10	5	12
09/01/2023	00	1	1	7	4	9
09/01/2023	01	1	2	7	3	10
09/01/2023	02	1	2	6	3	7
09/01/2023	03	1	1	5	2	7
09/01/2023	04	1			1	
09/01/2023	05	1	1	6	1	6
09/01/2023	06	2	5	34	7	41
09/01/2023	07	2	12	44	6	63
09/01/2023	08	2	18	54	9	81
09/01/2023	09	4			18	
09/01/2023	10	3			12	
09/01/2023	11	3	7	23	16	34
09/01/2023	12	3	4	17	15	23
09/01/2023	13	5	6	18	18	28
09/01/2023	14	5	3	15	16	20
09/01/2023	15	6	3	19	19	23
09/01/2023	16	7	3	29	22	34
09/01/2023	17	8	6	44	24	52
09/01/2023	18	8	1	44	22	45
09/01/2023	19	10	1	55	23	57
09/01/2023	20	11	10	66	24	81
09/01/2023	21	16	25	89	30	127
09/01/2023	22	14	15	74	25	96
09/01/2023	23	8	12	46	14	64
10/01/2023	00	4	9	24	8	37
10/01/2023	01	4	3	24	7	28
10/01/2023	02	4	2	25	7	27
10/01/2023	03	3	1	23	6	24
10/01/2023	04	3	1	15	6	16
10/01/2023	05	3	1	15	5	16
10/01/2023	06	4	1	26	7	27
10/01/2023	07	4	4	44	13	51
10/01/2023	08	6	32	75	22	124
10/01/2023	09	8	19	59	28	88
10/01/2023	10	9	23	45	29	79
10/01/2023	11	8	14	36	27	57
10/01/2023	12	8	14	33	21	54
10/01/2023	13	6	10	23	14	39
10/01/2023	14	5	10	23	13	38
10/01/2023	15	5	6	23	12	32
10/01/2023	16	5	10	27	12	43
10/01/2023	17	6	6	38	14	47
10/01/2023	18	8	12	63	20	80
10/01/2023	19	13	23	84	33	119
10/01/2023	20	18	4	70	34	76
10/01/2023	21	17	3	58	26	63
10/01/2023	22	12	11	73	19	89
10/01/2023	23	15	61	84	26	178
11/01/2023	00	22	23	77	34	112
11/01/2023	01	20	13	57	31	77
11/01/2023	02	17	2	50	26	53
11/01/2023	03	18	9	55	25	69
11/01/2023	04	15	8	49	20	62
11/01/2023	05	9	1	39	14	41
11/01/2023	06	7	7	47	11	57
11/01/2023	07	6	13	49	10	69
11/01/2023	08	7	28	49	14	91
11/01/2023	09	9	30	48	26	94
11/01/2023	10	7	25	35	19	74
11/01/2023	11	6	18	26	21	54
11/01/2023	12	6	22	28	21	63
11/01/2023	13	6	14	26	21	48
11/01/2023	14	5	16	28	15	52
11/01/2023	15	7	9	25	26	38
11/01/2023	16	5	7	31	18	41
11/01/2023	17	7	26	52	20	92
11/01/2023	18	10	9	56	29	70
11/01/2023	19	11	17	64	26	90
11/01/2023	20	12	23	69	30	104
11/01/2023	21	12	24	65	25	102
11/01/2023	22	9	7	50	19	60
11/01/2023	23	4	2	23	8	26
12/01/2023	00	5	8	39	9	51
12/01/2023	01	5	29	39	8	84
12/01/2023	02	6	15	34	9	57
12/01/2023	03	6	3	30	10	34
12/01/2023	04	5	1	26	9	27
12/01/2023	05	4	1	27	9	28
12/01/2023	06	4	1	23	7	25
12/01/2023	07	4	11	53	8	70
12/01/2023	08	5	17	54	16	79
12/01/2023	09	7	21	51	24	83
12/01/2023	10	12	48	68	48	141
12/01/2023	11	16	42	66	40	131
12/01/2023	12	10	15	31	24	54
12/01/2023	13	8	12	25	17	44
12/01/2023	14	9	10	28	19	43
12/01/2023	15	11	5	22	25	30
12/01/2023	16	12	4	28	26	35
12/01/2023	17	12	4	34	29	40
12/01/2023	18	10	8	52	22	65
12/01/2023	19	10	15	75	22	97
12/01/2023	20	10	24	71	20	108
12/01/2023	21	20	46	70	39	140
12/01/2023	22	25	17	56	35	83
12/01/2023	23	16	34	67	29	119
13/01/2023	00	12	33	58	21	109
13/01/2023	01	12	22	46	19	80
13/01/2023	02	10	6	36	15	46
13/01/2023	03	8	1	25	12	27
13/01/2023	04	8	1	25	12	26
13/01/2023	05	8	1	24	12	25
13/01/2023	06	6	2	29	11	31
13/01/2023	07	8	15	54	16	77
13/01/2023	08	15	101	70	36	226
13/01/2023	09	15	92	75	51	217
13/01/2023	10	14	67	70	45	173
13/01/2023	11	12	27	55	35	97
13/01/2023	12	12	26	48	40	87
13/01/2023	13	11	22	43	33	76
13/01/2023	14	8	11	28	19	44
13/01/2023	15	10	8	36	24	48
13/01/2023	16	14	8	43	35	55
13/01/2023	17	10	18	57	24	85
13/01/2023	18	17	51	93	46	171
13/01/2023	19	18	92	102	44	243
13/01/2023	20	17	61	85	35	179
13/01/2023	21	22	60	80	48	172
13/01/2023	22	28	112	83	56	254
13/01/2023	23	30	67	75	51	177
14/01/2023	00	21	14	53	34	75
14/01/2023	01	14	18	52	23	79
14/01/2023	02	12	10	40	19	54
14/01/2023	03	5	2	15	8	18
14/01/2023	04	4	1	14	7	14
14/01/2023	05	9	1	19	11	21
14/01/2023	06	10	2	29	14	32
14/01/2023	07	7	4	44	11	50
14/01/2023	08	10	19	46	17	75
14/01/2023	09	9	24	45	21	81
14/01/2023	10	11	16	35	19	60
14/01/2023	11	12	13	28	23	48
14/01/2023	12	9	16	28	17	52
14/01/2023	13	8	10	22	17	38
14/01/2023	14	17	21	39	29	72
14/01/2023	15	7	7	20	16	31
14/01/2023	16	4	4	18	11	24
14/01/2023	17	9	8	34	17	46
14/01/2023	18	11	17	70	23	97
14/01/2023	19	10	14	59	20	80
14/01/2023	20	14	4	45	23	51
14/01/2023	21	22	12	67	34	85
14/01/2023	22	9	4	32	14	38
14/01/2023	23	7	2	26	10	29
15/01/2023	00	5	2	18	8	21
15/01/2023	01	4	2	12	6	14
15/01/2023	02	4	1	11	6	12
15/01/2023	03	4	1	11	7	12
15/01/2023	04	5	1	7	8	8
15/01/2023	05	6	1	7	8	8
15/01/2023	06	6	1	9	9	10
15/01/2023	07	7	1	10	11	12
15/01/2023	08	7	5	17	12	25
15/01/2023	09	6	1	11	13	13
15/01/2023	10	8	1	11	13	13
15/01/2023	11	9	2	11	21	14
15/01/2023	12	11	2	11	40	14
15/01/2023	13	9	5	11	25	19
15/01/2023	14	8	5	13	15	19
15/01/2023	15	8	4	12	18	18
15/01/2023	16	6	5	9	23	16
15/01/2023	17	6	4	13	32	19
15/01/2023	18	4	4	18	10	25
15/01/2023	19	5	20	31	12	62
15/01/2023	20	6	7	36	13	47
15/01/2023	21	8	8	42	14	54
15/01/2023	22	10	7	47	16	57
15/01/2023	23	4	3	21	6	25
16/01/2023	00	4	7	20	6	31
16/01/2023	01	3	32	29	5	78
16/01/2023	02	2	1	16	5	17
16/01/2023	03	2	1	9	2	10
16/01/2023	04	2	1	8	3	8
16/01/2023	05	2	1	8	4	8
16/01/2023	06	2	1	13	8	14
16/01/2023	07	5	3	24	23	29
16/01/2023	08	6	9	30	25	44
16/01/2023	09	6	8	29	24	42
16/01/2023	10	5	7	22	17	33
16/01/2023	11	5	6	23	21	31
16/01/2023	12	5	7	19	23	30
16/01/2023	13	6	6	16	31	25
16/01/2023	14	7	5	16	35	24
16/01/2023	15	5	5	15	20	23
16/01/2023	16	4	5	17	16	24
16/01/2023	17	4	4	18	15	24
16/01/2023	18	4	3	16	18	21
16/01/2023	19	4	2	17	13	19
16/01/2023	20	4	4	16	14	21
16/01/2023	21	5	3	12	23	17
16/01/2023	22	4	2	10	21	13
16/01/2023	23	4	5	9	28	17
17/01/2023	00	5	3	9	32	14
17/01/2023	01	7	1	5	52	6
17/01/2023	02	5	1	5	38	6
17/01/2023	03	4	1	4	32	5
17/01/2023	04	2	1	4	13	4
17/01/2023	05	2	1	5	16	5
17/01/2023	06	2	1	7	10	7
17/01/2023	07	1	2	15	8	18
17/01/2023	08	3	3	20	13	25
17/01/2023	09	3	3	19	20	23
17/01/2023	10	4	4	18	27	24
17/01/2023	11	3			22	
17/01/2023	12	5	6	18	32	27
17/01/2023	13	7	6	18	42	27
17/01/2023	14	7	2	12	41	16
17/01/2023	15	7	3	14	39	18
17/01/2023	16	5	5	20	22	27
17/01/2023	17	4	6	22	17	31
17/01/2023	18	4	4	25	13	31
17/01/2023	19	4	9	35	11	48
17/01/2023	20	3	2	14	7	17
17/01/2023	21	2	5	21	4	29
17/01/2023	22	1	2	14	2	18
17/01/2023	23	1	3	13	3	17
18/01/2023	00	1	2	10	3	14
18/01/2023	01	1	3	11	2	14
18/01/2023	02	1	1	7	2	8
18/01/2023	03	1	1	7	2	8
18/01/2023	04	1	1	6	2	6
18/01/2023	05	1	1	7	2	7
18/01/2023	06	1	1	10	3	11
18/01/2023	07	1	3	27	4	31
18/01/2023	08	2	7	41	7	52
18/01/2023	09	3	9	38	11	51
18/01/2023	10	3	11	28	8	45
18/01/2023	11	3	7	20	11	30
18/01/2023	12	3	8	23	12	36
18/01/2023	13	3	6	16	13	25
18/01/2023	14	4	3	11	14	15
18/01/2023	15	3	4	14	10	20
18/01/2023	16	2	3	12	12	16
18/01/2023	17	3	6	28	9	36
18/01/2023	18	5	4	48	12	55
18/01/2023	19	6	5	54	14	62
18/01/2023	20	3	7	39	8	50
18/01/2023	21	8	21	41	13	73
18/01/2023	22	4	9	52	8	66
18/01/2023	23	5	3	30	9	34
19/01/2023	00	3	2	24	6	27
19/01/2023	01	2	12	27	5	44
19/01/2023	02	2	8	24	5	37
19/01/2023	03	1	1	12	4	13
19/01/2023	04	1	1	5	2	6
19/01/2023	05	1	1	9	2	10
19/01/2023	06	1	4	29	4	34
19/01/2023	07	2	16	48	6	71
19/01/2023	08	4	9	55	12	69
19/01/2023	09	4	19	46	14	75
19/01/2023	10	5	15	37	18	59
19/01/2023	11	4	11	25	19	41
19/01/2023	12	4	8	20	19	31
19/01/2023	13	3	7	21	15	32
19/01/2023	14	3	6	19	9	28
19/01/2023	15	3	5	18	7	25
19/01/2023	16	4	3	18	9	24
19/01/2023	17	3	9	26	11	39
19/01/2023	18	4	5	33	11	40
19/01/2023	19	6	4	32	11	37
19/01/2023	20	5	5	20	11	27
19/01/2023	21	4	2	17	9	20
19/01/2023	22	4	4	19	8	25
19/01/2023	23	3	4	15	5	21
20/01/2023	00	3	2	9	5	11
20/01/2023	01	2	2	8	4	12
20/01/2023	02	2	1	6	4	8
20/01/2023	03	2	1	5	3	5
20/01/2023	04	2	1	5	3	5
20/01/2023	05	1	1	6	2	7
20/01/2023	06	2	1	18	4	19
20/01/2023	07	4	17	61	10	86
20/01/2023	08	9	136	91	27	300
20/01/2023	09	6	29	77	22	122
20/01/2023	10	5	9	22	16	35
20/01/2023	11	3	3	12	16	16
20/01/2023	12	3	3	13	14	18
20/01/2023	13	3	5	15	12	22
20/01/2023	14	4	4	16	11	22
20/01/2023	15	5	3	21	15	26
20/01/2023	16	6	6	32	19	41
20/01/2023	17	6	2	35	19	39
20/01/2023	18	7	4	57	19	63
20/01/2023	19	7	8	61	18	73
20/01/2023	20	8	11	64	22	81
20/01/2023	21	8	7	69	21	79
20/01/2023	22	20	40	94	37	156
20/01/2023	23	24	70	98	43	206
21/01/2023	00	21	20	76	35	107
21/01/2023	01	13	11	43	23	59
21/01/2023	02	7	10	32	14	47
21/01/2023	03	4	1	16	9	18
21/01/2023	04	3	1	11	6	12
21/01/2023	05	2	1	14	4	14
21/01/2023	06	2	1	16	5	17
21/01/2023	07	3	18	35	6	62
21/01/2023	08	8	119	80	17	262
21/01/2023	09	10	38	60	22	119
21/01/2023	10	9	24	50	23	87
21/01/2023	11	5	4	15	15	20
21/01/2023	12	5	5	16	15	23
21/01/2023	13	7	4	17	16	22
21/01/2023	14	5	3	14	13	18
21/01/2023	15	5	2	12	13	15
21/01/2023	16	7	2	14	16	18
21/01/2023	17	6	3	28	14	33
21/01/2023	18	5	2	31	12	34
21/01/2023	19	4	1	17	10	18
21/01/2023	20	5	1	12	13	14
21/01/2023	21	6	1	9	20	11
21/01/2023	22	5	1	8	10	9
21/01/2023	23	4	1	8	8	10
22/01/2023	00	2	1	7	8	8
22/01/2023	01	2	1	8	5	9
22/01/2023	02	2	1	6	4	7
22/01/2023	03	2	1	6	4	6
22/01/2023	04	2	1	5	4	6
22/01/2023	05	2	1	6	3	6
22/01/2023	06	2	1	10	4	11
22/01/2023	07	2	2	11	4	13
22/01/2023	08	3	2	19	11	23
22/01/2023	09	3	14	20	7	41
22/01/2023	10	3	8	18	8	30
22/01/2023	11	6	4	14	11	20
22/01/2023	12	3	3	9	6	14
22/01/2023	13	3	3	11	8	15
22/01/2023	14	3	4	13	8	19
22/01/2023	15	4	4	14	8	19
22/01/2023	16	5	10	24	11	39
22/01/2023	17	5	5	27	10	35
22/01/2023	18	7	12	46	15	63
22/01/2023	19	7	7	22	14	33
22/01/2023	20	5	4	16	10	20
22/01/2023	21	7	3	14	11	19
22/01/2023	22	5	4	15	7	22
22/01/2023	23	3	1	11	6	13
23/01/2023	00	1	24	18	1	55
23/01/2023	01		22	26		59
23/01/2023	02		2	9		11
23/01/2023	03		1	8		8
23/01/2023	04		1	7		8
23/01/2023	05		1	12		13
23/01/2023	06		20	37		66
23/01/2023	07		72	86		196
23/01/2023	08		79	90		212
23/01/2023	09		115	93		269
23/01/2023	10		72	71		180
23/01/2023	11		15	34		56
23/01/2023	12		4	17		23
23/01/2023	13		4	18		25
23/01/2023	14		5	21		28
23/01/2023	15		5	23		30
23/01/2023	16		6	30		39
23/01/2023	17		2	23		26
23/01/2023	18		12	55		74
23/01/2023	19		20	84		115
23/01/2023	20		39	85		144
23/01/2023	21		26	83		123
23/01/2023	22		17	77		103
23/01/2023	23		7	54		64
24/01/2023	00		4	26		31
24/01/2023	01		2	29		31
24/01/2023	02		1	22		24
24/01/2023	03		1	12		13
24/01/2023	04		1	9		10
24/01/2023	05		1	10		10
24/01/2023	06		2	18		21
24/01/2023	07		3	30		34
24/01/2023	08		13	55		76
24/01/2023	09		19	51		81
24/01/2023	10		16	39		64
24/01/2023	11		7	23		34
24/01/2023	12		7	21		31
24/01/2023	13		6	17		26
24/01/2023	14		4	15		21
24/01/2023	15		3	15		20
24/01/2023	16		3	15		19
24/01/2023	17		3	21		25
24/01/2023	18		2	32		35
24/01/2023	19		1	41		43
24/01/2023	20		3	56		61
24/01/2023	21		9	62		75
24/01/2023	22		24	67		104
24/01/2023	23		10	41		57
25/01/2023	00		2	26		30
25/01/2023	01		11	18		34
25/01/2023	02		8	18		31
25/01/2023	03		1	12		13
25/01/2023	04		1	10		11
25/01/2023	05		1	12		12
25/01/2023	06	5	1	17	8	19
25/01/2023	07	6	15	39	11	62
25/01/2023	08	7	27	65	18	106
25/01/2023	09	10	42	66	31	131
25/01/2023	10	12	24	57	35	94
25/01/2023	11	13	17	46	36	72
25/01/2023	12	8	7	27	22	36
25/01/2023	13	6	4	19	21	24
25/01/2023	14	7	4	20	23	26
25/01/2023	15	6	4	21	17	27
25/01/2023	16	9	2	24	28	27
25/01/2023	17	9	2	32	28	35
25/01/2023	18	11	5	53	28	61
25/01/2023	19	13	37	99	31	155
25/01/2023	20	15	46	104	32	175
25/01/2023	21	20	54	98	38	180
25/01/2023	22	24	25	86	39	124
25/01/2023	23	18	5	51	28	59
26/01/2023	00	6	1	9	15	10
26/01/2023	01	5	2	12	8	14
26/01/2023	02	6	6	27	11	36
26/01/2023	03	6	1	17	9	18
26/01/2023	04	6	1	19	8	20
26/01/2023	05	5	1	18	8	19
26/01/2023	06	6	16	44	10	68
26/01/2023	07	7	27	63	14	105
26/01/2023	08	9	65	74	23	174
26/01/2023	09	13	90	78	33	216
26/01/2023	10	16	57	67	34	154
26/01/2023	11	19	44	63	39	130
26/01/2023	12	17	18	37	38	65
26/01/2023	13	8	6	21	18	30
26/01/2023	14	6	6	26	14	36
26/01/2023	15	7	6	26	17	35
26/01/2023	16	6	4	24	16	29
26/01/2023	17	7	3	41	17	47
26/01/2023	18	7	2	44	17	47
26/01/2023	19	8	6	73	19	81
26/01/2023	20	14	47	99	33	171
26/01/2023	21	20	93	109	41	251
26/01/2023	22	26	44	90	43	157
26/01/2023	23	21	24	75	33	111
27/01/2023	00	15	6	57	23	66
27/01/2023	01	12	12	41	18	60
27/01/2023	02	8	2	27	13	30
27/01/2023	03	8	1	35	15	36
27/01/2023	04	7	1	29	13	30
27/01/2023	05	7	1	38	14	39
27/01/2023	06	7	5	65	16	73
27/01/2023	07	7	24	73	16	110
27/01/2023	08	11	91	94	33	233
27/01/2023	09	14	43	74	31	141
27/01/2023	10	11	38	61	28	119
27/01/2023	11	11	25	52	27	90
27/01/2023	12	6	14	34	20	55
27/01/2023	13	8	12	34	22	53
27/01/2023	14	10	14	43	24	64
27/01/2023	15	7	10	41	16	56
27/01/2023	16	6	6	35	17	44
27/01/2023	17	6	5	44	15	51
27/01/2023	18	7	2	52	19	55
27/01/2023	19	12	4	82	26	88
27/01/2023	20	16	4	77	31	83
27/01/2023	21	15	3	57	24	62
27/01/2023	22	12	3	43	19	47
27/01/2023	23	7	3	38	14	42
28/01/2023	00	5	2	27	11	30
28/01/2023	01	4	1	18	10	20
28/01/2023	02	4	1	15	9	17
28/01/2023	03	3	1	10	7	11
28/01/2023	04	2	1	8	5	9
28/01/2023	05	3	1	9	6	9
28/01/2023	06	3	1	16	5	17
28/01/2023	07	4	2	37	9	40
28/01/2023	08	5	12	52	11	70
28/01/2023	09	7	16	55	15	79
28/01/2023	10	7	20	49	18	79
28/01/2023	11	7	23	33	17	68
28/01/2023	12	5	7	21	12	32
28/01/2023	13	8	6	20	22	29
28/01/2023	14	8	4	16	20	22
28/01/2023	15	6	4	22	13	28
28/01/2023	16	6	3	17	13	22
28/01/2023	17	5	2	20	12	24
28/01/2023	18	6	2	35	16	37
28/01/2023	19	8	1	46	22	48
28/01/2023	20	17	4	77	32	82
28/01/2023	21	18	3	56	27	61
28/01/2023	22	23	2	50	29	52
28/01/2023	23	23	4	65	31	71
29/01/2023	00	20	3	44	27	48
29/01/2023	01	13	3	43	20	46
29/01/2023	02	10	2	34	16	37
29/01/2023	03	7	3	17	10	21
29/01/2023	04	5	1	12	7	14
29/01/2023	05	5	1	15	7	16
29/01/2023	06	5	1	16	8	18
29/01/2023	07	3	2	15	5	17
29/01/2023	08	4	1	17	7	19
29/01/2023	09	5	3	22	8	27
29/01/2023	10	5	6	20	10	29
29/01/2023	11	7	4	22	17	28
29/01/2023	12	11	3	18	23	22
29/01/2023	13	9	2	16	19	19
29/01/2023	14	8	2	14	16	17
29/01/2023	15	8	2	14	14	17
29/01/2023	16	7	2	13	16	16
29/01/2023	17	8	1	16	18	17
29/01/2023	18	7	1	17	13	18
29/01/2023	19	10	2	24	17	27
29/01/2023	20	11	8	41	19	53
29/01/2023	21	8	3	34	11	39
29/01/2023	22	8	12	36	11	55
29/01/2023	23	8	2	30	10	33
30/01/2023	00	8	2	23	9	25
30/01/2023	01	12	33	39	15	89
30/01/2023	02	11	1	24	15	26
30/01/2023	03	8	1	13	10	14
30/01/2023	04	6	1	9	7	9
30/01/2023	05	5	1	11	6	12
30/01/2023	06	5	1	17	8	18
30/01/2023	07	6	8	41	9	54
30/01/2023	08	8	34	64	18	117
30/01/2023	09	12	59	71	36	161
30/01/2023	10	10	26	43	28	83
30/01/2023	11	12	30	46	35	91
30/01/2023	12	18	29	52	37	97
30/01/2023	13	17	16	35	29	60
30/01/2023	14	13	9	26	24	40
30/01/2023	15	9	7	25	19	35
30/01/2023	16	10	9	34	23	49
30/01/2023	17	11	29	54	21	99
30/01/2023	18	15	6	51	32	60
30/01/2023	19	15	7	52	31	62
30/01/2023	20	15	4	61	27	68
30/01/2023	21	16	6	66	26	75
30/01/2023	22	15	4	51	20	57
30/01/2023	23	19	21	58	25	89
31/01/2023	00	18	7	38	23	49
31/01/2023	01	16	4	37	22	42
31/01/2023	02	16	8	33	34	45
31/01/2023	03	13	2	31	17	34
31/01/2023	04	10	1	26	14	27
31/01/2023	05	9	1	34	15	36
31/01/2023	06	7	4	40	11	46
31/01/2023	07	7	25	63	17	102
31/01/2023	08	14	134	90	39	295
31/01/2023	09	16	127	86	49	281
31/01/2023	10	17	95	82	48	227
31/01/2023	11	14	47	67	42	138
31/01/2023	12	11	21	47	25	79
31/01/2023	13	9	8	30	24	42
31/01/2023	14	10	9	32	23	46
31/01/2023	15	10	5	28	20	36
31/01/2023	16	11	5	31	23	38
31/01/2023	17	12	21	56	23	89
31/01/2023	18	14	13	57	27	76
31/01/2023	19	16	2	59	29	62
31/01/2023	20	25	12	90	41	108
31/01/2023	21	28	15	74	41	97
31/01/2023	22	33	38	95	45	153
31/01/2023	23	34	29	77	46	121
01/02/2023	00	30	11	55	39	71
01/02/2023	01	29	14	40	38	61
01/02/2023	02	21	1	28	29	29
