FECHA	HORA	PM2.5	SO2	NO	NO2	PM10	NOx	O3
07/03/2023	15	4	3	1	16	11	17	79
07/03/2023	16	4	3	1	14	8	16	82
07/03/2023	17	4	3	1	15	10	17	81
07/03/2023	18	4	3	1	17	9	18	79
07/03/2023	19	4	3	1	18	5	19	75
07/03/2023	20	4	3	1	20	6	22	69
07/03/2023	21	4	3	1	18	6	20	76
07/03/2023	22	4	3	1	14	5	16	76
07/03/2023	23	4	3	1	12	5	14	74
08/03/2023	00	4	3	1	9	5	11	75
08/03/2023	01	6	3	3	12	15	16	71
08/03/2023	02	4	3	1	11	6	13	71
08/03/2023	03	4	3	1	9	6	11	82
08/03/2023	04	4	3	1	10	5	11	77
08/03/2023	05	4	3	1	11	5	12	73
08/03/2023	06	6	3	1	15	8	17	61
08/03/2023	07	6	3	1	21	8	23	48
08/03/2023	08	6	3	3	35	10	39	33
08/03/2023	09	6	3	3	23	10	28	47
08/03/2023	10	4	3	1	16	8	18	51
08/03/2023	11	5	3	1	14	12	16	50
08/03/2023	12	4	3	1	14	14	16	54
08/03/2023	13	4	3	1	14	10	16	54
08/03/2023	14	3	3	1	14	7	16	56
08/03/2023	15	4	3	1	15	8	17	55
08/03/2023	16	5	3	1	17	11	19	54
08/03/2023	17	4	3	1	18	11	20	52
08/03/2023	18	3	3	1	23	7	24	44
08/03/2023	19	4	3	1	31	6	33	31
08/03/2023	20	4	3	1	22	6	23	42
08/03/2023	21	3	3	1	18	5	19	45
08/03/2023	22	4	3	1	17	6	18	44
08/03/2023	23	4	3	1	16	5	18	42
09/03/2023	00	4	3	1	14	6	15	42
09/03/2023	01	4	3	1	12	6	14	43
09/03/2023	02	4	3	1	12	6	14	46
09/03/2023	03	4	3	1	12	5	14	49
09/03/2023	04	5	3	1	13	6	14	49
09/03/2023	05	6	3	1	13	7	15	46
09/03/2023	06	6	3	1	16	7	17	44
09/03/2023	07	7	3	1	25	8	27	34
09/03/2023	08	7	3	2	39	12	42	25
09/03/2023	09	7	3	2	29	13	31	35
09/03/2023	10	7	3	1	23	9	25	40
09/03/2023	11	7	3	2	26	15	30	36
09/03/2023	12	6	3	2	22	15	26	44
09/03/2023	13	7	3	1	18	17	20	49
09/03/2023	14	6	3	1	19	10	21	53
09/03/2023	15	6	3	1	18	21	19	63
09/03/2023	16	6	3	1	15	20	17	68
09/03/2023	17	7	3	1	16	24	18	69
09/03/2023	18	5	3	1	20	12	22	59
09/03/2023	19	5	3	1	22	11	24	58
09/03/2023	20	5	3	1	22	9	23	61
09/03/2023	21	4	3	1	16	7	18	69
09/03/2023	22	4	3	1	15	7	17	72
09/03/2023	23	5	3	1	15	7	16	69
10/03/2023	00	5	3	1	12	7	14	73
10/03/2023	01	5	3	1	10	7	11	75
10/03/2023	02	4	3	1	9	6	10	76
10/03/2023	03	5	3	1	8	7	10	78
10/03/2023	04	5	3	1	8	7	10	80
10/03/2023	05	6	3	1	9	7	10	76
10/03/2023	06	32				37		
10/03/2023	07	6				9		
10/03/2023	08	7	8	1	20	16	21	48
10/03/2023	09	7	8	2	18	14	21	57
10/03/2023	10	5	9	1	2	11	3	70
10/03/2023	11	4	9	1	1	8	2	73
10/03/2023	12	4	8	1	1	7	2	74
10/03/2023	13	4	4	1	1	9	2	76
10/03/2023	14	6	4	1	1	12	2	76
10/03/2023	15	4	5	1	1	8	2	77
10/03/2023	16	5	5	1	1	11	2	75
10/03/2023	17	5	4			12		76
10/03/2023	18	5	4			10		70
10/03/2023	19	5	4			9		67
10/03/2023	20	6	5			10		61
10/03/2023	21	5	4	1	7	7	7	67
10/03/2023	22	9	4	2	18	18	20	52
10/03/2023	23	7	4			13		58
11/03/2023	00	6	4	1	2	9	3	63
11/03/2023	01	6	4	1	1	9	2	64
11/03/2023	02	6	4	1	1	9	2	65
11/03/2023	03	7	4	1	1	10	2	63
11/03/2023	04	6	4	1	1	8	2	60
11/03/2023	05	6	4	1	1	10	2	56
11/03/2023	06	7	4	1	1	10	2	54
11/03/2023	07	6	4	1	1	9	2	53
11/03/2023	08	7	4	1	1	11	2	54
11/03/2023	09	7	4	1	1	12	2	56
11/03/2023	10	7	4	1	1	14	2	57
11/03/2023	11	8	4	1	1	19	2	60
11/03/2023	12	8	4	1	1	16	2	62
11/03/2023	13	7	4	1	1	12	2	61
11/03/2023	14	10	4	1	1	16	2	59
11/03/2023	15	6	4	1	1	12	2	57
11/03/2023	16	6	4	1	1	12	2	58
11/03/2023	17	5	4	1	1	11	2	58
11/03/2023	18	5	4	1	1	11	2	63
11/03/2023	19	6	4	1	1	8	2	63
11/03/2023	20	7	4	1	1	8	2	59
11/03/2023	21	7	4			10		49
11/03/2023	22	7	4			10		51
11/03/2023	23	7	4			9		51
12/03/2023	00	7	4	1	2	9	3	50
12/03/2023	01	7	4	1	1	10	2	47
12/03/2023	02	9	4	1	1	10	2	42
12/03/2023	03	7	4	1	2	9	2	40
12/03/2023	04	8	4			10		31
12/03/2023	05	7	4			9		29
12/03/2023	06	5	4	1	2	6	3	40
12/03/2023	07	5	5			7		30
12/03/2023	08	6	5			8		34
12/03/2023	09	6	4	1	2	8	4	34
12/03/2023	10	5	5	1	9	7	10	39
12/03/2023	11	3	5			5		46
12/03/2023	12	2	4			4		49
12/03/2023	13	4	4			6		51
12/03/2023	14	5	4	4	14	8	20	51
12/03/2023	15	5	4	1	10	7	11	58
12/03/2023	16	4	5	4	21	6	27	42
12/03/2023	17	5	6	12	31	8	49	35
12/03/2023	18	6	5	10	43	8	58	29
12/03/2023	19	8	5	4	26	11	31	44
12/03/2023	20	8	4	1	16	10	17	50
12/03/2023	21	6	4	1	9	8	10	54
12/03/2023	22	7	4	1	11	9	12	49
12/03/2023	23	11	7	1	21	17	22	32
13/03/2023	00	13	9	1	37	19	38	11
13/03/2023	01	12	10	1	37	16	39	11
13/03/2023	02	14	7	15	39	19	63	6
13/03/2023	03	12	6	9	36	15	50	5
13/03/2023	04	10	6	1	31	13	33	9
13/03/2023	05	9	5	1	21	12	22	13
13/03/2023	06	10	5	34	27	13	79	6
13/03/2023	07	12	6	32	31	16	80	5
13/03/2023	08	11	6	23	29	19	63	9
13/03/2023	09	16	6	24	33	31	68	15
13/03/2023	10	13	6	20	31	24	61	24
13/03/2023	11	11	6	17	35	22	60	30
13/03/2023	12	16	8	30	51	32	98	29
13/03/2023	13	13	9	9	22	21	35	51
13/03/2023	14	11	7	5	20	15	27	57
13/03/2023	15	10	7	9	34	18	49	44
13/03/2023	16	8	7	5	28	15	36	61
13/03/2023	17	10	6	1	16	31	17	67
13/03/2023	18	8	5	1	8	30	9	60
13/03/2023	19	7	4	1	10	23	11	52
13/03/2023	20	7	5	1	9	22	10	50
13/03/2023	21	8	4	1	7	31	8	54
13/03/2023	22	6	4	1	7	16	8	55
13/03/2023	23	5	4	1	7	9	8	58
14/03/2023	00	5	4	4	10	9	15	70
14/03/2023	01	4	4	1	7	7	8	70
14/03/2023	02	4	4	1	7	7	8	70
14/03/2023	03	4	4	1	7	7	8	78
14/03/2023	04	4	4	1	7	8	8	81
14/03/2023	05	3	4	1	7	5	8	79
14/03/2023	06	4	4	1	7	6	8	72
14/03/2023	07	4	5	1	10	7	11	58
14/03/2023	08	7	5	1	19	22	20	51
14/03/2023	09	6	5	1	11	14	13	61
14/03/2023	10	4	5	1	7	7	8	76
14/03/2023	11	3	4	1	7	7	8	81
14/03/2023	12	4	5	1	7	9	8	81
14/03/2023	13	3	4	1	7	8	8	84
14/03/2023	14	3	5	1	7	6	8	84
14/03/2023	15	5	5	2	17	15	19	75
14/03/2023	16	5	5	6	24	14	33	66
14/03/2023	17	6	5	4	30	16	36	63
14/03/2023	18	5	4	1	28	10	29	59
14/03/2023	19	5	4	1	20	8	21	72
14/03/2023	20	5	4	1	15	9	16	73
14/03/2023	21	8	4	1	16	18	17	62
14/03/2023	22	8	4	1	17	15	19	62
14/03/2023	23	20	4	14	46	67	67	32
15/03/2023	00	7	4	1	31	12	32	44
15/03/2023	01	10	4	19	59	14	88	13
15/03/2023	02	12	4	1	34	16	36	26
15/03/2023	03	14	5	6	37	19	46	13
15/03/2023	04	12	5	1	29	16	30	20
15/03/2023	05	15	5	1	27	19	28	26
15/03/2023	06	7	5	1	24	10	25	29
15/03/2023	07	10	5	16	46	22	69	9
15/03/2023	08	11	6	26	47	25	87	16
15/03/2023	09	11	6	14	38	28	59	28
15/03/2023	10	9	5	5	16	21	23	56
15/03/2023	11	12	5	7	28	29	38	49
15/03/2023	12	9	5	5	15	20	23	69
15/03/2023	13	7	4	2	8	13	11	86
15/03/2023	14	6	4	1	7	10	8	89
15/03/2023	15	6	4	1	7	9	8	98
15/03/2023	16	6	5	1	7	10	8	92
15/03/2023	17	6	4	1	7	8	8	92
15/03/2023	18	6	4	1	7	8	8	94
15/03/2023	19	6	5	1	7	9	8	92
15/03/2023	20	6	5	1	7	8	8	94
15/03/2023	21	6	4	1	7	8	8	96
15/03/2023	22	9	4	1	11	12	12	67
15/03/2023	23	14	5	1	23	20	25	51
16/03/2023	00	12	5	1	16	16	17	56
16/03/2023	01	15	5	2	23	19	24	28
16/03/2023	02	14	4	1	24	17	25	29
16/03/2023	03	13	4	1	18	16	19	37
16/03/2023	04	12	4	1	13	15	14	43
16/03/2023	05	12	4	1	15	15	16	34
16/03/2023	06	14	5	19	36	18	66	8
16/03/2023	07	15	5	17	39	21	65	7
16/03/2023	08	16	5	25	40	25	79	14
16/03/2023	09	18	6	16	32	29	56	37
16/03/2023	10	14	7	1	8	17	9	79
16/03/2023	11	17	7	1	7	20	8	80
16/03/2023	12	14	7	1	7	20	8	92
16/03/2023	13	11	6	1	7	13	8	100
16/03/2023	14	10	5	1	7	12	8	101
16/03/2023	15	9	5	1	7	11	8	101
16/03/2023	16	8	4	1	7	9	8	103
16/03/2023	17	9	4	1	7	10	8	98
16/03/2023	18	10	4	1	7	12	8	97
16/03/2023	19	11	4	1	7	12	8	96
16/03/2023	20	12	5	1	7	14	8	94
16/03/2023	21	15	5	1	7	17	8	88
16/03/2023	22	29	5	1	14	32	15	56
16/03/2023	23	26	5	5	28	34	35	38
17/03/2023	00	21	5	1	23	24	24	42
17/03/2023	01	17	5	3	20	22	25	46
17/03/2023	02	17	5	1	13	20	14	61
17/03/2023	03	20	4	1	9	22	10	67
17/03/2023	04	17	5	1	11	19	12	40
17/03/2023	05	12	5	1	16	14	17	30
17/03/2023	06	11	5	2	25	15	27	23
17/03/2023	07	11	5	1	33	15	35	16
17/03/2023	08	12	5	3	33	19	38	26
17/03/2023	09	18	5	4	31	27	37	35
17/03/2023	10	15	6	3	14	19	19	71
17/03/2023	11	10	6	1	7	13	8	91
17/03/2023	12	10	6	1	7	13	8	95
17/03/2023	13	12	6	1	7	15	8	97
17/03/2023	14	11	5	1	7	13	8	95
17/03/2023	15	8	5	1	7	10	8	96
17/03/2023	16	6	4	1	7	8	8	90
17/03/2023	17	7	4	1	7	9	8	92
17/03/2023	18	7	4	1	7	9	8	91
17/03/2023	19	8	4	1	7	10	8	88
17/03/2023	20	8	4	1	7	10	8	88
17/03/2023	21	8	4	1	7	10	8	87
17/03/2023	22	10	4	1	7	13	8	82
17/03/2023	23	17	4	1	23	22	24	43
18/03/2023	00	17	4	1	17	19	18	43
18/03/2023	01	31	4	1	28	36	29	39
18/03/2023	02	25	4	1	11	29	13	63
18/03/2023	03	24	4	1	27	28	28	31
18/03/2023	04	24	5	1	31	28	33	13
18/03/2023	05	19	5	1	25	23	26	38
18/03/2023	06	16	5	1	15	19	16	41
18/03/2023	07	15	4	2	27	18	29	22
18/03/2023	08	17	4	4	25	21	30	16
18/03/2023	09	18	6	5	22	25	30	27
18/03/2023	10	24	5	2	12	33	15	37
18/03/2023	11	46	9	5	18	54	26	49
18/03/2023	12	29	10	5	13	35	20	56
18/03/2023	13	5	8	1	8	12	9	67
18/03/2023	14	6	6	1	7	10	8	78
18/03/2023	15	4	5	1	7	8	8	82
18/03/2023	16	11	5	1	7	30	8	81
18/03/2023	17	14	5	1	7	22	8	93
18/03/2023	18	14	4	1	7	16	8	98
18/03/2023	19	14	4	1	7	16	8	91
18/03/2023	20	13	4	1	9	16	10	72
18/03/2023	21	19	5	1	10	22	12	67
18/03/2023	22	24	5	1	14	27	15	57
18/03/2023	23	30	4	1	37	34	38	30
19/03/2023	00	28	5	1	33	33	34	39
19/03/2023	01	21	5	1	20	25	21	45
19/03/2023	02	13	5	2	28	17	30	31
19/03/2023	03	14	5	4	35	23	40	20
19/03/2023	04	12	4	1	16	17	17	30
19/03/2023	05	9	4	1	22	12	23	29
19/03/2023	06	4	5	1	9	6	10	44
19/03/2023	07	4	4	1	11	6	12	41
19/03/2023	08	7	5	2	17	13	19	35
19/03/2023	09	26	7	4	19	37	26	43
19/03/2023	10	4	7	1	8	6	10	59
19/03/2023	11	3	5	1	7	5	8	72
19/03/2023	12	4	5	1	7	6	8	71
19/03/2023	13	6	5	1	7	8	8	84
19/03/2023	14	9	5	1	7	11	8	84
19/03/2023	15	7	5	1	7	9	8	84
19/03/2023	16	6	4	1	7	8	8	89
19/03/2023	17	6	5	1	7	8	8	90
19/03/2023	18	8	4	1	7	10	8	89
19/03/2023	19	9	4	1	7	13	8	80
19/03/2023	20	12	5	1	12	15	13	60
19/03/2023	21	22	4	1	20	25	21	53
19/03/2023	22	44	5	1	21	50	22	50
19/03/2023	23	45	5	1	24	52	25	39
20/03/2023	00	74	5	1	42	86	43	24
20/03/2023	01	64	4	1	28	71	29	39
20/03/2023	02	25	5	1	15	30	16	42
20/03/2023	03	18	5	1	11	22	12	45
20/03/2023	04	10	4	1	7	12	8	47
20/03/2023	05	8	5	1	9	11	10	40
20/03/2023	06	7	5	1	12	9	14	37
20/03/2023	07	7	5	1	20	11	21	30
20/03/2023	08	10	6	12	35	21	54	23
20/03/2023	09	11	5	15	35	23	59	27
20/03/2023	10	12	5	12	26	23	44	38
20/03/2023	11	12	5	3	16	23	20	60
20/03/2023	12	8	5	4	14	12	20	67
20/03/2023	13		5	4	14		20	74
20/03/2023	14	11	4	1	9	20	10	76
20/03/2023	15	10	4	3	17	27	21	66
20/03/2023	16	7	4	3	16	20	20	62
20/03/2023	17	6	5	3	27	12	33	54
20/03/2023	18	7	4	2	42	10	46	39
20/03/2023	19	10	6	2	35	15	38	44
20/03/2023	20	10	5	1	24	15	25	42
20/03/2023	21	11	5	1	44	16	45	22
20/03/2023	22	9	4	1	25	13	26	43
20/03/2023	23	11	4	1	17	15	18	43
21/03/2023	00	11	4	1	20	15	21	39
21/03/2023	01	11	5	1	22	16	23	35
21/03/2023	02	11	6	1	19	15	21	40
21/03/2023	03	12	8	1	21	18	22	38
21/03/2023	04	10	6	3	29	14	33	29
21/03/2023	05	10	5	1	17	13	18	22
21/03/2023	06	14	5	1	17	17	18	35
21/03/2023	07	16	6	2	36	21	39	19
21/03/2023	08	13	7	17	42	22	68	15
21/03/2023	09	21	7	32	41	37	90	20
21/03/2023	10	17	8	7	23	26	33	48
21/03/2023	11	14	7	2	10	18	13	74
21/03/2023	12	11	6	1	7	13	8	85
21/03/2023	13	14	6	1	7	16	8	88
21/03/2023	14	14	5	1	9	16	10	89
21/03/2023	15	14	5	1	7	15	8	98
21/03/2023	16	14	5	1	7	16	8	101
21/03/2023	17	15	4	1	7	17	8	96
21/03/2023	18	19	5	1	7	21	8	99
21/03/2023	19	20	4	1	7	21	8	91
21/03/2023	20	24	4	1	8	26	9	77
21/03/2023	21	34	4	1	13	37	14	64
21/03/2023	22	33	5	1	9	34	10	70
21/03/2023	23	33	5	1	10	36	11	67
22/03/2023	00	33	5	1	11	37	12	56
22/03/2023	01	31	5	1	9	33	10	62
22/03/2023	02	32	4	1	9	35	10	64
22/03/2023	03	31	4	1	14	33	15	43
22/03/2023	04	29	4	1	18	32	19	35
22/03/2023	05	29	4	1	21	32	22	19
22/03/2023	06	25	5	1	27	29	28	13
22/03/2023	07	24	5	11	34	29	50	9
22/03/2023	08	27	6	32	38	36	87	13
22/03/2023	09	30	6	28	45	43	88	26
22/03/2023	10	32	6	14	41	45	63	39
22/03/2023	11	24	7	4	13	28	19	77
22/03/2023	12	24	6	1	7	26	8	93
22/03/2023	13	25	6	1	12	27	13	91
22/03/2023	14	29	6	1	7	31	8	104
22/03/2023	15	29	5	1	7	31	8	109
22/03/2023	16	21	5	1	7	22	8	105
22/03/2023	17	11	4	1	7	12	8	104
22/03/2023	18	15	5	1	7	16	8	100
22/03/2023	19	19	5	1	10	22	11	87
22/03/2023	20	25	4	1	15	28	16	80
22/03/2023	21	23	5	1	8	24	9	92
22/03/2023	22	30	4	1	9	32	10	76
22/03/2023	23	41	4	1	13	44	14	62
23/03/2023	00	39	4	1	15	46	17	57
23/03/2023	01	40	5	1	25	49	26	39
23/03/2023	02	42	5	1	21	46	22	48
23/03/2023	03	39	5	1	9	41	10	60
23/03/2023	04	39	5	1	19	42	20	29
23/03/2023	05	38	5	5	30	43	37	8
23/03/2023	06	37	5	2	27	41	31	11
23/03/2023	07	34	6	16	30	41	55	10
23/03/2023	08	34	6	27	39	43	80	17
23/03/2023	09	41	6	28	45	51	87	27
23/03/2023	10	39	6	25	48	57	87	28
23/03/2023	11	28	5	12	26	39	45	53
23/03/2023	12	22	5	3	15	24	20	78
23/03/2023	13	27	5	1	7	28	8	101
23/03/2023	14	27	5	1	7	29	8	110
23/03/2023	15	24	5	1	7	26	8	106
23/03/2023	16	25	5	1	7	27	8	104
23/03/2023	17	19	5	1	7	21	8	98
23/03/2023	18	17	4	1	7	18	8	91
23/03/2023	19	18	5	1	7	20	8	92
23/03/2023	20	18	5	1	7	21	8	92
23/03/2023	21	20	4	1	7	23	8	84
23/03/2023	22	34	4	1	15	39	17	63
23/03/2023	23	34	5	1	22	42	23	55
24/03/2023	00	42	5	13	39	57	58	34
24/03/2023	01	38	5	2	37	47	40	32
24/03/2023	02	38	5	1	30	42	31	27
24/03/2023	03	41	5	1	31	45	32	18
24/03/2023	04	41	5	1	26	45	27	19
24/03/2023	05	38	5	1	30	43	31	22
24/03/2023	06	39	5	7	30	43	39	11
24/03/2023	07	27	6	21	35	39	66	13
24/03/2023	08	8	6	2	25	24	28	31
24/03/2023	09	9	6	3	25	28	30	34
24/03/2023	10	7	6	3	17	33	22	52
24/03/2023	11	6	5	1	7	29	8	70
24/03/2023	12	6	5	1	7	25	8	72
24/03/2023	13	6	5	1	8	23	9	74
24/03/2023	14	5	5	1	10	21	11	70
24/03/2023	15	5	5	1	9	19	10	70
24/03/2023	16	17	5	1	8	28	9	87
24/03/2023	17	21	4	1	7	24	8	96
24/03/2023	18	19	4	1	9	22	10	88
24/03/2023	19	30	5	1	9	36	10	98
24/03/2023	20	38	5	1	9	44	11	104
24/03/2023	21	42	7	1	20	51	21	76
24/03/2023	22	42	7	1	25	50	26	66
24/03/2023	23	44	8	1	30	51	31	53
25/03/2023	00	47	10	1	51	56	52	30
25/03/2023	01	43	10	2	58	51	61	17
25/03/2023	02	39	7	5	63	45	71	9
25/03/2023	03	31	6	2	55	36	58	12
25/03/2023	04	11	6	1	18	16	19	38
25/03/2023	05	6	5	1	7	12	8	42
25/03/2023	06	4	5	1	7	7	8	37
25/03/2023	07	5	5	1	11	9	12	32
25/03/2023	08	24	5	1	15	30	17	48
25/03/2023	09	33	5	1	8	37	9	78
25/03/2023	10	26	5	1	7	31	9	88
25/03/2023	11	21	5	1	8	27	9	96
25/03/2023	12	16	5	1	7	19	8	102
25/03/2023	13	14	4	1	7	18	8	99
25/03/2023	14	14	4	1	7	16	8	103
25/03/2023	15	12	4	1	7	13	8	109
25/03/2023	16	10	4	1	7	12	8	109
25/03/2023	17	11	4	1	7	12	8	110
25/03/2023	18	11	4	1	7	12	8	101
25/03/2023	19	11	4	1	7	13	8	90
25/03/2023	20	11	4	1	7	13	8	82
25/03/2023	21	15	4	1	16	17	17	60
25/03/2023	22	20	4	1	14	22	16	56
25/03/2023	23	22	4	1	21	26	22	42
26/03/2023	00	25	4	1	24	27	25	35
26/03/2023	01	21	4	1	15	23	17	53
26/03/2023	02	21	5	1	14	24	15	40
26/03/2023	03	15	5	1	11	22	12	46
26/03/2023	04	6	4	1	7	11	8	47
26/03/2023	05	5	4	1	7	8	8	46
26/03/2023	06	4	4	1	7	11	8	44
26/03/2023	07	5	4	1	9	9	10	41
26/03/2023	08	5	4	1	11	11	12	44
26/03/2023	09	7	5	1	8	12	9	54
26/03/2023	10	5	4	1	7	19	8	58
26/03/2023	11	4	5	1	7	15	8	60
26/03/2023	12	4	4	1	7	19	8	61
26/03/2023	13	5	4	1	7	28	8	63
26/03/2023	14	4	4	1	7	20	8	67
26/03/2023	15	4	4	1	7	24	8	69
26/03/2023	16	4	4	1	7	21	8	73
26/03/2023	17	4	4	1	7	23	8	81
26/03/2023	18	3	4	1	7	12	8	83
26/03/2023	19	3	4	1	7	11	8	81
26/03/2023	20	5	4	1	13	15	14	58
26/03/2023	21	6	4	1	12	13	14	56
26/03/2023	22	13	4	7	26	52	36	37
26/03/2023	23	5	3	1	13	21	15	55
27/03/2023	00	3	3	1	7	8	8	72
27/03/2023	01	3	4	1	7	7	8	71
27/03/2023	02	3	3	1	7	6	8	66
27/03/2023	03	4	4	1	8	8	9	63
27/03/2023	04	4	3	1	23	7	24	39
27/03/2023	05	4	4	1	8	9	9	61
27/03/2023	06	4	4	1	8	10	9	62
27/03/2023	07	5	4	1	17	13	18	55
27/03/2023	08	5	5	1	9	15	10	69
27/03/2023	09	5	4	1	7	14	8	72
27/03/2023	10	4	4	1	7	11	8	79
27/03/2023	11	3	4	1	7	9	8	82
27/03/2023	12	4	4	1	7	16	8	80
27/03/2023	13	4	4	1	7	10	8	86
27/03/2023	14	7	4	3	17	34	20	79
27/03/2023	15	12	4	2	15	44	17	85
27/03/2023	16	9	4	3	20	29	25	79
27/03/2023	17	7	4	1	7	14	8	97
27/03/2023	18	5	3	1	7	10	8	93
27/03/2023	19	5	4	1	7	9	9	87
27/03/2023	20	6	4	1	8	10	9	85
27/03/2023	21	7	4	1	23	14	24	51
27/03/2023	22	10	4	1	20	14	22	50
27/03/2023	23	8	4	1	15	21	16	48
28/03/2023	00	8	4	4	15	22	21	49
28/03/2023	01	6	4	1	12	12	13	50
28/03/2023	02	5	4	3	16	10	20	51
28/03/2023	03	6	4	2	21	12	24	37
28/03/2023	04	8	4	1	26	18	27	24
28/03/2023	05	5	4	1	17	10	18	42
28/03/2023	06	8	5	7	45	21	56	11
28/03/2023	07	11	5	19	50	37	79	7
28/03/2023	08	14	5	30	54	45	100	14
28/03/2023	09	26				61		
28/03/2023	10	28				40		
28/03/2023	11	29	6	1	8	36	9	86
28/03/2023	12	29	6	1	11	37	13	86
28/03/2023	13	11	5	1	9	17	10	89
28/03/2023	14	8	5	1	7	13	8	95
28/03/2023	15	6	5	1	7	10	8	99
28/03/2023	16	8	4	1	8	12	9	89
28/03/2023	17	8	4	1	7	14	8	96
28/03/2023	18	8	4	1	7	11	8	84
28/03/2023	19	8	4	1	7	11	8	86
28/03/2023	20	9	4	1	7	12	8	73
28/03/2023	21	9	3	1	11	12	12	56
28/03/2023	22	10	4	1	10	13	11	50
28/03/2023	23	9	4	4	10	12	15	53
29/03/2023	00	8	4	1	8	11	9	56
29/03/2023	01	9	4	1	7	11	8	60
29/03/2023	02	9	4	1	7	11	8	55
29/03/2023	03	9	4	1	7	11	8	52
29/03/2023	04	11	4	1	12	13	13	24
29/03/2023	05	10	4	1	18	14	19	21
29/03/2023	06	13	5	10	37	18	51	4
29/03/2023	07	17	6	48	42	24	115	4
29/03/2023	08	18	6	44	48	29	115	11
29/03/2023	09	14	5	6	22	24	31	51
29/03/2023	10	13	5	6	22	25	31	56
29/03/2023	11	11	5	3	11	18	15	73
29/03/2023	12	12	5	1	7	18	8	84
29/03/2023	13	7	4	1	7	11	8	98
29/03/2023	14	5	5	1	7	12	8	94
29/03/2023	15	6	4	1	7	11	8	100
29/03/2023	16	6	4	1	7	11	8	92
29/03/2023	17	6	5	1	7	9	8	89
29/03/2023	18	6	4	1	7	9	8	83
29/03/2023	19	7	4	1	7	9	8	81
29/03/2023	20	7	4	1	7	9	8	84
29/03/2023	21	7	4	1	7	9	8	82
29/03/2023	22	6	4	1	7	9	8	84
29/03/2023	23	8	3	1	10	11	11	61
30/03/2023	00	8	4	1	10	10	12	54
30/03/2023	01	8	4	1	7	11	8	55
30/03/2023	02	9	4	1	10	12	11	33
30/03/2023	03	12	5	1	16	15	17	29
30/03/2023	04	11	4	1	10	14	11	48
30/03/2023	05	10	5	1	11	13	12	40
30/03/2023	06	11	5	6	40	15	49	7
30/03/2023	07	13	6	27	52	23	92	6
30/03/2023	08	19	7	58	55	49	144	9
30/03/2023	09	18	6	43	58	52	124	15
30/03/2023	10	12	5	17	40	52	66	42
30/03/2023	11	9	5	1	12	39	13	75
30/03/2023	12	10	5	1	8	65	9	74
30/03/2023	13	10	5	1	8	60	9	75
30/03/2023	14	9	4	1	9	45	10	70
30/03/2023	15	9	4	1	9	43	10	72
30/03/2023	16	12	4	1	8	28	9	92
30/03/2023	17	10	4	1	7	16	8	97
30/03/2023	18	11	4	1	7	13	8	97
30/03/2023	19	11	4	1	7	13	8	94
30/03/2023	20	11	4	1	7	13	8	91
30/03/2023	21	12	4	1	7	15	8	85
30/03/2023	22	13	5	1	11	17	12	78
30/03/2023	23	15	4	18	56	20	83	29
31/03/2023	00	14	4	1	9	17	10	66
31/03/2023	01	13	4	1	9	17	10	59
31/03/2023	02	9	4	1	10	34	11	56
31/03/2023	03	7	4	1	7	23	8	72
31/03/2023	04	6	4	1	7	16	8	75
31/03/2023	05	6	4	1	7	20	8	74
31/03/2023	06	7	4	1	8	15	9	67
31/03/2023	07	9	4	1	17	30	18	59
31/03/2023	08	13	4	1	10	64	11	74
31/03/2023	09	16	4	1	7	86	8	82
31/03/2023	10	11	4	1	7	54	8	80
31/03/2023	11	8	4	1	7	33	8	73
31/03/2023	12	8	4	1	7	32	8	74
31/03/2023	13	7	4	1	7	34	8	72
31/03/2023	14	7	4	1	8	32	9	70
31/03/2023	15	6	5	1	8	26	9	72
31/03/2023	16	6	4	1	7	27	8	77
31/03/2023	17	7	4	1	7	28	8	77
31/03/2023	18	5	4	1	7	23	8	74
31/03/2023	19	5	4	1	7	20	8	71
31/03/2023	20	5	4	1	8	17	9	71
31/03/2023	21	5	4	1	7	17	8	74
31/03/2023	22	5	4	1	7	18	8	75
31/03/2023	23	5	4	1	7	13	8	69
01/04/2023	00	5	4	1	7	14	8	69
01/04/2023	01	5	4	1	7	12	8	69
01/04/2023	02	6	3	1	7	12	8	71
01/04/2023	03	7	3	1	7	15	8	74
01/04/2023	04	8	4	1	7	13	8	69
01/04/2023	05	7	4	1	7	12	8	67
01/04/2023	06	8	4	1	7	13	8	55
01/04/2023	07	9	4	2	22	18	24	35
01/04/2023	08	8	4	1	8	15	9	60
01/04/2023	09	8	4	1	7	17	8	62
01/04/2023	10	8	4	1	7	17	8	65
01/04/2023	11	8	4	1	7	16	8	72
01/04/2023	12	9	4	1	7	19	8	77
01/04/2023	13	8	4	1	7	16	8	82
01/04/2023	14	10	3	1	7	22	8	82
01/04/2023	15	14	4	1	8	31	9	89
01/04/2023	16	16	4	1	7	28	8	99
01/04/2023	17	16	4	1	7	22	8	97
01/04/2023	18	15	4	1	7	23	8	94
01/04/2023	19	15	4	1	9	24	10	80
01/04/2023	20	10	4	1	8	29	10	75
01/04/2023	21	13	4	1	7	48	8	80
01/04/2023	22	14	4	1	7	62	8	78
01/04/2023	23	8	4	1	7	40	8	72
02/04/2023	00	11	4	1	7	65	8	80
02/04/2023	01	3	4	1	7	9	8	80
02/04/2023	02	3	4	1	7	12	8	82
