FECHA	HORA	PM2.5	Veloc.	Direc.	SO2	CO	NO	NO2	PM10	NOx	O3
22/03/2023	13	25	3,7	110	5	0,1	2	9	27	12	91
22/03/2023	14	29	5	106	5	0,1	2	17	32	20	91
22/03/2023	15	26	6,1	97	5	0,1	2	18	30	21	93
22/03/2023	16	16	4,5	76	5	0,1	2	13	18	15	97
22/03/2023	17	9	2,8	64	6	0,1	2	6	10	9	103
22/03/2023	18	13	4,1	45	5	0,1	2	10	15	13	99
22/03/2023	19	18	2,1	46	5	0,1	2	15	20	18	87
22/03/2023	20	23	3,4	47	5	0,1	2	20	25	22	85
22/03/2023	21	18	4	46	4	0,1	2	10	19	13	97
22/03/2023	22	24	1,8	42	4	0,1	2	7	26	10	90
22/03/2023	23	31	0,6	30	4	0,2	2	9	33	12	79
23/03/2023	00	34	0,3	11	3	0,2	2	8	38	11	73
23/03/2023	01	38	0,7	223	4	0,2	2	16	44	18	51
23/03/2023	02	37	0,6	248	3	0,1	2	12	43	14	53
23/03/2023	03	35	0,6	235	4	0,1	2	11	42	13	43
23/03/2023	04	35	0,3	64	4	0,1	2	18	42	21	22
23/03/2023	05	32	0,4	216	4	0,1	2	27	40	30	9
23/03/2023	06	30	0,3	21	4	0,1	8	30	38	43	3
23/03/2023	07	32	0,1	109	4	0,2	14	33	42	54	4
23/03/2023	08	37	0,3	197	4	0,2	48	53	54	127	7
23/03/2023	09	36	0,7	192	4	0,2	32	61	74	109	16
23/03/2023	10	33	0,9	112	7	0,1	17	51	77	76	28
23/03/2023	11	24	4,9	100	6	0,1	16	40	83	65	38
23/03/2023	12	19	5,3	104	6	0,1	4	18	26	23	80
23/03/2023	13	24	5	81	6	0,1	2	18	28	21	88
23/03/2023	14	21	5,5	74	5	0,1	2	3	22	6	114
23/03/2023	15	18	4	58	5	0,1	2	2	23	5	110
23/03/2023	16	19	4,8	50	6	0,1	2	3	21	6	107
23/03/2023	17	16	3,7	45	5	0,1	2	6	19	9	101
23/03/2023	18	15	4,5	47	5	0,1	2	9	16	11	95
23/03/2023	19	16	3,7	47	5	0,1	2	10	18	13	90
23/03/2023	20	17	3	47	5	0,1	2	10	19	13	93
23/03/2023	21	18	2	44	5	0,1	2	11	22	13	91
23/03/2023	22	28	0,6	14	4	0,1	2	17	36	20	72
23/03/2023	23	31	0,3	50	3	0,1	2	21	40	24	65
24/03/2023	00	32	0,3	231	4	0,1	2	16	42	19	62
24/03/2023	01	34	0,7	267	4	0,1	2	21	44	24	52
24/03/2023	02	35	0,3	5	4	0,1	2	26	45	29	30
24/03/2023	03	37	0,3	45	4	0,1	2	24	46	27	21
24/03/2023	04	40	0,4	257	3	0,1	2	28	50	31	14
24/03/2023	05	35	2,9	240	3	0,1	2	31	42	33	12
24/03/2023	06	36	1,5	220	4	0,1	9	34	47	48	4
24/03/2023	07	12	4,1	231	4	0,1	11	40	29	58	12
24/03/2023	08	8	1,7	212	3	0,1	6	40	54	49	20
24/03/2023	09	9	1,1	214	4	0,1	7	36	90	47	26
24/03/2023	10	4	1,9	255	4	0,1	2	9	44	13	64
24/03/2023	11	5	2	267	4	0,1	2	11	64	13	76
24/03/2023	12	8	2,3	262	3	0,1	2	9	165	11	83
24/03/2023	13	5	2,3	250	3	0,1	2	8	72	10	86
24/03/2023	14	3	1,8	263	3	0,1	2	10	34	12	82
24/03/2023	15	3	1	270	3	0,1	2	12	40	15	78
24/03/2023	16	12	1,9	120	3	0,1	2	14	42	16	83
24/03/2023	17	20	2,6	67	3	0,2	2	13	29	15	93
24/03/2023	18	18	2,2	52	3	0,2	2	14	22	17	87
24/03/2023	19	21	1	49	3	0,2	2	19	35	22	86
24/03/2023	20	35	1,1	42	4	0,1	2	25	46	28	98
24/03/2023	21	42	0,9	43	4	0,1	2	31	59	33	76
24/03/2023	22	40	0,3	33	3	0,2	2	34	58	37	66
24/03/2023	23	40	0,3	239	3	0,2	2	36	61	38	48
25/03/2023	00	40	0,9	259	4	0,2	3	62	58	66	22
25/03/2023	01	42	0,2	171	4	0,2	4	83	62	89	5
25/03/2023	02	44	0,4	224	3	0,1	2	65	54	69	14
25/03/2023	03	34	0,8	226	3	0,1	2	42	41	44	15
25/03/2023	04	14	1	233	3	0,1	2	27	21	30	22
25/03/2023	05	7	0,4	246	3	0,1	2	17	17	19	26
25/03/2023	06	6	0,3	184	3	0,1	2	18	13	21	20
25/03/2023	07	6	0,5	349	3	0,2	2	20	16	23	26
25/03/2023	08	22	0,7	34	3	0,3	2	15	33	17	56
25/03/2023	09	28	0,6	31	3	0,2	2	12	44	14	74
25/03/2023	10	22	0,9	43	6	0,2	2	13	36	15	82
25/03/2023	11	20	4,6	83	5	0,1	2	9	29	12	98
25/03/2023	12	16	5,7	76	5	0,1	2	6	23	8	105
25/03/2023	13	12	8,1	83	5	0,1	2	6	16	9	102
25/03/2023	14	12	6,3	74	5	0,1	2	7	17	10	108
25/03/2023	15	10	5,9	80	4	0,1	2	5	13	8	111
25/03/2023	16	9	5,1	91	4	0,1	2	9	10	12	98
25/03/2023	17	9	4,6	82	4	0,1	2	4	10	7	105
25/03/2023	18	10	2,2	66	4	0,1	2	4	11	6	100
25/03/2023	19	12	1,9	46	4	0,1	2	7	13	10	93
25/03/2023	20	11	1,2	41	4	0,1	2	8	14	10	90
25/03/2023	21	14	0,6	21	4	0,1	2	11	17	13	79
25/03/2023	22	21	0,3	27	4	0,2	2	16	27	19	66
25/03/2023	23	24	0,5	251	4	0,1	2	18	30	21	49
26/03/2023	00	27	0,5	253	4	0,1	2	37	34	40	25
26/03/2023	01	26	0,2	334	3	0,1	2	28	33	31	38
26/03/2023	02	26	1	195	3	0,1	2	25	33	27	29
26/03/2023	03	15	3,1	239	3	0,1	2	14	20	16	45
26/03/2023	04	8	3	229	3	0,1	2	11	14	14	39
26/03/2023	05	4	1,7	242	4	0,1	2	7	8	10	49
26/03/2023	06	3	2,5	235	4	0,1	2	1	10	3	54
26/03/2023	07	3	1	235	4	0,1	2	9	13	12	42
26/03/2023	08	4	0,9	243	4	0,1	2	15	16	17	42
26/03/2023	09	4	1,5	248	4	0,1	2	11	15	13	57
26/03/2023	10	3	1,5	245	3	0,1	2	4	25	6	63
26/03/2023	11	3	2,4	238	3	0,1	2	2	32	4	65
26/03/2023	12	3	2,8	251	3	0,1	2	2	32	5	67
26/03/2023	13	4	3,9	254	3	0,1	2	2	60	4	71
26/03/2023	14	3	3,5	247	3	0,1	2	1	39	3	73
26/03/2023	15	3	4,3	245	3	0,1	2	2	49	4	78
26/03/2023	16	2	3,8	250	3	0,1	2	3	30	5	83
26/03/2023	17	2	2,7	272	3	0,1	2	4	37	7	91
26/03/2023	18	2	1,8	281	3	0,1	2	7	17	9	92
26/03/2023	19	2	0,7	279	3	0,1	2	14	18	16	78
26/03/2023	20	4	0,8	120	3	0,1	2	13	15	15	77
26/03/2023	21	5	0,5	22	3	0,1	2	10	18	13	68
26/03/2023	22	4	0,7	323	5	0,1	2	12	17	14	65
26/03/2023	23	3	0,7	5	5	0,1	2	11	14	14	71
27/03/2023	00	2	1,7	12	5	0,1	2	1	10	3	89
27/03/2023	01	2	2,1	16	5	0,1	2	1	9	3	89
27/03/2023	02	2	1,9	19	4	0,1	2	1	7	3	86
27/03/2023	03	2	0,4	360	5	0,1	2	1	7	3	81
27/03/2023	04	2	0,3	18	5	0,1	2	1	6	4	73
27/03/2023	05	3	0,8	333	4	0,1	2	6	9	9	65
27/03/2023	06	3	1,6	308	5	0,1	2	8	16	11	64
27/03/2023	07	4	2,3	329	5	0,1	2	20	23	23	55
27/03/2023	08	3	1,9	342	5	0,1	2	14	26	17	72
27/03/2023	09	3	2	324	5	0,1	2	6	21	9	80
27/03/2023	10	2	1,3	303	4	0,1	2	3	14	5	86
27/03/2023	11	2	1,6	262	4	0,1	2	2	14	4	92
27/03/2023	12	2	1	245	4	0,1	2	3	14	5	93
27/03/2023	13	2	1	264	4	0,1	2	1	11	3	101
27/03/2023	14	4	3,8	133	4	0,1	2	10	54	13	94
27/03/2023	15	7	5,8	126	4	0,1	2	21	83	25	84
27/03/2023	16	5	6,1	141	4	0,1	2	13	47	15	93
27/03/2023	17	5	7,5	113	4	0,1	2	15	36	17	84
27/03/2023	18	4	3	131	4	0,1	2	12	28	14	88
27/03/2023	19	4	1,3	132	4	0,1	2	7	25	9	89
27/03/2023	20	5	0,5	118	4	0,1	2	36	29	38	56
27/03/2023	21	5	0,1	45	4	0,2	2	34	22	37	54
27/03/2023	22	6	0,2	22	3	0,2	2	19	25	22	73
27/03/2023	23	6	0,4	0	4	0,2	2	12	20	15	69
28/03/2023	00	5	0,5	344	3	0,2	2	7	17	9	72
28/03/2023	01	4	0,4	302	3	0,1	2	2	15	5	72
28/03/2023	02	4	0,4	352	3	0,1	2	1	12	3	73
28/03/2023	03	4	0,4	293	3	0,1	2	1	13	3	64
28/03/2023	04	4	0,3	356	3	0,1	2	2	12	5	58
28/03/2023	05	6	0,3	195	3	0,1	2	19	23	21	26
28/03/2023	06	7	0,4	343	4	0,2	5	54	30	61	5
28/03/2023	07	9	0,5	330	3	0,1	14	63	47	84	7
28/03/2023	08	12	0,4	306	4	0,1	17	58	97	85	17
28/03/2023	09	22	0,5	37	4	0,1	10	39	85	53	39
28/03/2023	10	26	1	96	6	0,1	5	27	76	34	59
28/03/2023	11	28	3,5	96	6	0,1	3	23	49	27	75
28/03/2023	12	23	3,7	102	7	0,1	4	28	36	34	72
28/03/2023	13	9	6,4	115	5	0,1	2	13	31	16	87
28/03/2023	14	6	6,1	119	5	0,1	2	10	35	13	92
28/03/2023	15	7	5	113	5	0,1	2	14	39	17	90
28/03/2023	16	7	5,5	115	4	0,1	2	18	40	21	81
28/03/2023	17	7	5,2	116	4	0,1	2	10	23	12	90
28/03/2023	18	8	2,7	119	4	0,1	2	26	10	29	60
28/03/2023	19	7	0,1	95	4	0,1	2	23	9	26	61
28/03/2023	20	8	0,2	100	4	0,1	2	30	11	33	54
28/03/2023	21	8	0,6	28	5	0,2	2	8	11	10	75
28/03/2023	22	8	1	35	5	0,2	2	7	11	10	69
28/03/2023	23	7	1,9	41	6	0,2	2	4	9	6	74
29/03/2023	00	6	0,8	30	5	0,2	2	1	8	3	79
29/03/2023	01	7	0,5	20	4	0,2	2	2	9	4	78
29/03/2023	02	7	0,4	338	5	0,1	2	1	9	4	75
29/03/2023	03	9	0,4	237	5	0,1	2	4	11	7	50
29/03/2023	04	12	0,3	296	5	0,1	2	13	16	16	21
29/03/2023	05	13	0,4	237	5	0,1	2	26	17	28	12
29/03/2023	06	13	0,3	189	5	0,1	3	37	17	40	6
29/03/2023	07	17	0,4	216	7	0,2	53	52	23	134	4
29/03/2023	08	21	0,3	217	7	0,2	64	60	77	159	10
29/03/2023	09	16	1,5	212	5	0,1	7	29	46	39	47
29/03/2023	10	12	2,1	137	3	0,1	3	20	37	25	64
29/03/2023	11	10	4,3	107	4	0,1	6	29	34	38	62
29/03/2023	12	11	6	96	4	0,1	2	15	20	18	84
29/03/2023	13	6	5,3	97	4	0,1	2	8	14	11	97
29/03/2023	14	4	7	114	3	0,1	2	8	18	10	94
29/03/2023	15	5	6,8	116	3	0,1	2	6	27	9	98
29/03/2023	16	5	5,7	119	4	0,1	2	9	18	11	89
29/03/2023	17	5	4,4	117	4	0,1	3	18	14	23	75
29/03/2023	18	6	2,8	87	3	0,1	2	28	9	30	59
29/03/2023	19	5	2	62	3	0,1	2	6	6	8	86
29/03/2023	20	5	2,1	49	4	0,1	2	5	7	8	85
29/03/2023	21	5	2,2	56	4	0,1	2	2	6	5	91
29/03/2023	22	5	1,4	42	3	0,1	2	1	6	3	96
29/03/2023	23	5	0,7	39	3	0,2	2	1	7	3	90
30/03/2023	00	7	0,5	1	3	0,2	2	3	9	6	73
30/03/2023	01	7	0,4	297	3	0,1	2	3	9	6	67
30/03/2023	02	11	0,3	237	3	0,1	2	11	15	14	43
30/03/2023	03	11	0,4	274	3	0,1	2	10	15	13	45
30/03/2023	04	11	0,3	263	3	0,1	2	12	14	14	40
30/03/2023	05	10	0,3	209	3	0,1	2	17	13	20	19
30/03/2023	06	13	1,8	237	3	0,1	8	42	17	54	3
30/03/2023	07	17	0,3	205	4	0,2	53	54	23	136	3
30/03/2023	08	18	0,4	261	4	0,2	44	67	81	135	7
30/03/2023	09	16	0,9	261	4	0,1	21	60	101	93	19
30/03/2023	10	10	0,7	268	4	0,1	13	43	90	62	48
30/03/2023	11	6	3	248	3	0,1	2	12	70	14	85
30/03/2023	12	7	6	238	3	0,1	2	8	78	11	89
30/03/2023	13	6	4	248	3	0,1	2	8	85	11	88
30/03/2023	14	7	3,7	235	3	0,1	2	8	70	11	87
30/03/2023	15	7	2,5	245	3	0,1	2	11	84	14	85
30/03/2023	16	10	2,1	107	3	0,1	2	15	60	18	85
30/03/2023	17	10	3,2	77	3	0,1	2	11	26	13	97
30/03/2023	18	9	2,4	52	3	0,2	2	8	14	11	96
30/03/2023	19	9	2,2	50	3	0,2	2	10	11	12	95
30/03/2023	20	10	1,4	49	3	0,2	2	10	13	13	93
30/03/2023	21	11	0,4	85	3	0,2	2	12	14	15	88
30/03/2023	22	13	0,5	224	4	0,1	3	66	17	70	24
30/03/2023	23	12	1,4	285	4	0,2	2	23	15	26	53
31/03/2023	00	12	0,6	50	4	0,1	2	21	15	24	74
31/03/2023	01	10	1	310	4	0,2	2	11	16	13	68
31/03/2023	02	5	1,3	243	4	0,1	2	10	22	12	62
31/03/2023	03	5	1,7	269	4	0,1	2	2	26	4	77
31/03/2023	04	5	1,8	274	4	0,1	2	1	23	4	80
31/03/2023	05	5	2,3	258	4	0,1	2	3	19	5	79
31/03/2023	06	6	3,8	243	4	0,1	2	20	29	23	56
31/03/2023	07	7	3,5	247	4	0,1	2	31	48	33	55
31/03/2023	08	8	3,5	235	4	0,1	2	21	79	24	71
31/03/2023	09	10	3,7	251	4	0,1	2	9	151	11	84
31/03/2023	10	7	3,7	276	6	0,1	2	5	89	8	85
31/03/2023	11	6	3,2	300	5	0,1	2	7	68	10	76
31/03/2023	12	6	3,1	293	5	0,1	2	9	61	11	77
31/03/2023	13	6	3,4	254	5	0,1	2	9	58	12	75
31/03/2023	14	5	1,8	250	5	0,1	2	11	44	14	72
31/03/2023	15	4	2,5	240	5	0,1	2	13	37	15	75
31/03/2023	16	5	3,1	255	4	0,1	2	12	44	15	81
31/03/2023	17	5	3,3	253	5	0,1	2	11	50	14	82
31/03/2023	18	4	2,9	291	5	0,1	2	13	37	16	73
31/03/2023	19	3	1,3	288	6	0,1	2	14	22	17	69
31/03/2023	20	4	1,6	296	5	0,1	2	11	21	14	75
31/03/2023	21	4	2,1	289	5	0,1	2	7	18	10	78
31/03/2023	22	4	1,5	293	6	0,1	2	7	18	10	74
31/03/2023	23	3	1,5	268	6	0,1	2	4	16	7	73
01/04/2023	00	4	1,5	244	6	0,1	2	1	18	4	73
01/04/2023	01	4	0,9	338	5	0,1	2	1	24	3	73
01/04/2023	02	5	1,2	215	6	0,1	2	3	18	5	72
01/04/2023	03	5	1,5	255	5	0,1	2	1	17	3	80
01/04/2023	04	6	1,5	262	6	0,1	2	1	15	3	78
01/04/2023	05	6	0,7	245	5	0,1	2	2	16	4	71
01/04/2023	06	6	0,5	300	5	0,1	2	6	16	9	63
01/04/2023	07	7	0,5	305	6	0,1	2	11	24	14	55
01/04/2023	08	7	0,6	317	6	0,1	2	11	27	14	58
01/04/2023	09	7	1	256	5	0,1	2	11	30	14	61
01/04/2023	10	6	2,2	252	5	0,1	2	5	20	8	69
01/04/2023	11	6	1,1	336	5	0,1	2	3	20	6	77
01/04/2023	12	7	3,6	85	5	0,1	2	7	22	10	79
01/04/2023	13	7	5,5	113	6	0,1	4	15	20	20	72
01/04/2023	14	8	6,9	115	5	0,1	2	11	29	14	78
01/04/2023	15	8	6,1	118	5	0,1	2	6	30	8	91
01/04/2023	16	10	7,2	110	4	0,1	2	4	33	6	99
01/04/2023	17	14	3,1	91	5	0,1	11	45	32	62	53
01/04/2023	18	16	0,9	353	5	0,2	2	30	48	33	69
01/04/2023	19	18	1,4	341	4	0,1	2	18	42	20	80
01/04/2023	20	9	1	323	4	0,1	2	21	35	24	70
01/04/2023	21	10	4,8	76	5	0,1	2	15	54	17	81
01/04/2023	22	12	10,3	55	5	0,1	2	2	121	5	87
01/04/2023	23	6	2,9	337	4	0,1	2	2	72	4	80
02/04/2023	00	6	5,9	334	5	0,1	2	1	120	3	90
02/04/2023	01	2	4,7	343	5	0,1	2	1	12	3	92
02/04/2023	02	1	3,8	329	5	0,1	2	1	8	3	93
02/04/2023	03	1	3,7	328	5	0,1	2	1	8	3	91
02/04/2023	04	1	2,8	307	5	0,1	2	1	5	4	93
02/04/2023	05	2	5	313	5	0,1	2	1	13	3	95
02/04/2023	06	2	4,2	337	5	0,1	2	1	29	3	93
02/04/2023	07	2	4,4	323	5	0,1	2	1	16	3	90
02/04/2023	08	2	6,3	334	4	0,1	2	1	23	3	88
02/04/2023	09	2	3,1	277	4	0,1	2	1	29	3	86
02/04/2023	10	2	4,8	331	6	0,1	2	1	23	3	85
02/04/2023	11	1	3,5	310	6	0,1	2	1	16	3	84
02/04/2023	12	2	3,9	339	6	0,1	2	1	26	3	85
02/04/2023	13	2	4,2	334	5	0,1	2	1	20	3	87
02/04/2023	14	2	4,5	306	5	0,1	2	1	30	3	89
02/04/2023	15	2	3,8	65	6	0,1	2	3	12	5	88
02/04/2023	16	3	4,9	107	7	0,1	8	24	12	35	71
02/04/2023	17	3	2,4	114	6	0,1	6	17	11	25	73
02/04/2023	18	3	1,2	115	7	0,1	11	35	15	51	53
02/04/2023	19	4	1,9	20	5	0,1	4	40	15	47	49
02/04/2023	20	2	2	25	6	0,1	2	2	9	4	81
02/04/2023	21	2	1,1	346	6	0,1	2	4	5	6	79
02/04/2023	22	2	1,9	352	5	0,1	2	2	4	5	83
02/04/2023	23	1	2,5	356	5	0,1	2	1	4	3	90
03/04/2023	00	1	1,4	15	5	0,1	2	1	4	3	89
03/04/2023	01	1	1,2	29	5	0,1	2	1	4	3	88
03/04/2023	02	1	1,9	355	5	0,1	2	1	4	3	88
03/04/2023	03	1	1,8	331	5	0,1	2	1	4	3	90
03/04/2023	04	1	2,1	334	5	0,1	2	1	3	3	88
03/04/2023	05	1	0,7	318	5	0,1	2	1	4	3	80
03/04/2023	06	6	0,6	279	4	0,1	2	17	21	20	45
03/04/2023	07	11	0,8	303	5	0,1	5	44	50	51	21
03/04/2023	08	7	1,2	299	5	0,2	13	44	63	64	32
03/04/2023	09	4	1,1	269	5	0,1	2	13	35	16	63
03/04/2023	10	4	0,9	131	4	0,1	2	12	35	14	72
03/04/2023	11	3	1,8	195	4	0,1	2	8	31	10	82
03/04/2023	12	4	6,6	116	5	0,1	2	8	37	11	88
03/04/2023	13	2	7,1	112	5	0,1	2	4	10	7	89
03/04/2023	14	2	6	116	4	0,1	2	3	14	6	93
03/04/2023	15	3	5,7	117	4	0,1	2	1	16	3	100
03/04/2023	16	3	6,6	121	5	0,1	2	5	21	7	93
03/04/2023	17	3	6,3	125	4	0,1	2	6	17	8	89
03/04/2023	18	3	3	129	4	0,1	2	15	13	18	75
03/04/2023	19	3	1,2	137	4	0,1	2	11	15	14	78
03/04/2023	20	3	0,8	131	4	0,1	2	17	10	20	66
03/04/2023	21	3	0,2	163	4	0,1	2	13	14	15	77
03/04/2023	22	3	0,3	269	3	0,2	2	15	8	17	68
03/04/2023	23	5	0,2	14	3	0,3	2	20	16	22	53
04/04/2023	00	5	0,4	355	3	0,3	2	14	15	17	61
04/04/2023	01	5	0,4	332	3	0,2	2	10	15	13	54
04/04/2023	02	4	0,4	310	3	0,1	2	4	11	6	61
04/04/2023	03	4	0,4	266	3	0,1	2	1	10	4	56
04/04/2023	04	3	0,4	352	3	0,2	2	1	10	3	58
04/04/2023	05	3	0,4	348	3	0,1	2	8	11	11	40
04/04/2023	06	4	0,3	316	3	0,1	2	31	21	34	14
04/04/2023	07	7	0,4	323	4	0,2	22	57	48	91	6
04/04/2023	08	8	0,3	359	4	0,2	16	41	55	66	24
04/04/2023	09	6	1,8	54	4	0,2	6	22	31	31	50
04/04/2023	10	5	3,4	58	6	0,1	2	10	24	13	70
04/04/2023	11	5	5	73	6	0,1	2	10	17	13	79
04/04/2023	12	4	6,1	80	3	0,1	2	2	10	4	94
04/04/2023	13	3	6,4	84	3	0,1	2	2	8	4	96
04/04/2023	14	3	6,9	76	3	0,1	2	1	8	3	101
04/04/2023	15	3	6,4	92	3	0,1	2	1	7	3	104
04/04/2023	16	3	4,4	120	3	0,1	2	6	9	8	103
04/04/2023	17	4	5	106	3	0,1	2	3	8	5	106
04/04/2023	18	4	3,7	104	3	0,1	2	9	7	11	98
04/04/2023	19	4	0,9	147	3	0,1	2	11	6	13	91
04/04/2023	20	4	0,4	186	3	0,1	2	3	5	6	86
04/04/2023	21	5	0,6	224	3	0,1	2	2	6	5	83
04/04/2023	22	5	0,3	110	3	0,2	2	3	7	6	81
04/04/2023	23	8	0,3	25	3	0,3	2	6	11	9	75
05/04/2023	00	8	0,4	23	3	0,2	2	8	11	11	72
05/04/2023	01	15	0,5	17	3	0,2	2	6	18	8	61
05/04/2023	02	17	0,4	345	4	0,1	2	9	21	12	59
05/04/2023	03	16	0,5	9	3	0,2	2	7	20	10	64
05/04/2023	04	15	0,6	351	4	0,2	2	9	18	11	58
05/04/2023	05	9	0,6	320	3	0,1	2	13	15	15	42
05/04/2023	06	7	0,8	277	3	0,1	2	23	24	26	28
05/04/2023	07	8	0,8	330	3	0,1	3	40	37	45	21
05/04/2023	08	11	0,8	293	4	0,1	5	38	66	46	30
05/04/2023	09	10	1	258	3	0,1	4	23	42	29	55
05/04/2023	10	6	1,4	201	4	0,1	2	4	21	7	82
05/04/2023	11	8	6,1	113	4	0,1	2	8	31	11	82
05/04/2023	12	8	6,8	105	4	0,1	2	3	21	6	92
05/04/2023	13	7	8,9	103	4	0,1	2	5	18	8	100
05/04/2023	14	7	9,4	114	4	0,1	2	2	14	5	100
05/04/2023	15	4	7,5	118	4	0,1	2	1	12	3	103
05/04/2023	16	5	8	122	4	0,1	2	3	20	5	98
05/04/2023	17	5	4,7	128	4	0,1	2	9	18	12	93
05/04/2023	18	5	3,2	120	4	0,1	2	18	14	20	76
05/04/2023	19	5	1,5	115	3	0,1	2	34	17	38	64
05/04/2023	20	5	0,5	64	4	0,1	2	22	14	25	62
05/04/2023	21	6	0,8	37	4	0,2	2	15	8	18	67
05/04/2023	22	6	0,4	27	5	0,2	2	12	8	14	64
05/04/2023	23	6	0,5	0	5	0,2	2	11	8	13	63
06/04/2023	00	7	0,7	1	6	0,2	2	11	9	14	59
06/04/2023	01	6	0,4	13	5	0,2	2	8	12	11	69
06/04/2023	02	6	0,5	338	5	0,1	2	4	12	7	69
06/04/2023	03	10	0,4	337	5	0,1	2	4	13	7	57
06/04/2023	04	9	0,4	217	5	0,1	2	5	12	7	49
06/04/2023	05	10	0,5	248	5	0,1	2	15	13	18	28
06/04/2023	06	11	0,5	313	5	0,2	2	35	15	37	14
06/04/2023	07	17	1,2	205	6	0,2	34	49	44	100	5
06/04/2023	08	15	0,4	245	6	0,2	25	51	61	90	12
06/04/2023	09	13	1	211	6	0,1	9	29	47	42	45
06/04/2023	10	12	1,6	109	5	0,1	3	16	32	20	67
06/04/2023	11	10	3,7	110	4	0,1	2	7	21	9	88
06/04/2023	12	6	6,5	113	5	0,1	2	2	12	4	101
06/04/2023	13	5	6,8	115	5	0,1	2	3	11	6	98
06/04/2023	14	4	8,4	115	4	0,1	2	2	14	4	107
06/04/2023	15	4	7,3	119	4	0,1	2	2	22	5	106
06/04/2023	16	4	7,1	118	5	0,1	2	11	9	15	90
06/04/2023	17	4	6,3	123	4	0,1	2	2	10	4	100
06/04/2023	18	4	4,5	118	4	0,1	2	9	10	12	91
06/04/2023	19	4	3,3	103	4	0,1	2	12	8	15	92
06/04/2023	20	4	3,2	90	4	0,1	2	14	8	16	84
06/04/2023	21	5	1,6	95	4	0,1	2	12	9	15	83
06/04/2023	22	4	0,8	83	4	0,1	2	6	5	9	91
06/04/2023	23	6	0,4	49	4	0,2	2	6	8	8	81
07/04/2023	00	10	0,4	2	4	0,2	2	11	14	14	66
07/04/2023	01	7	1	0	4	0,2	2	5	13	8	78
07/04/2023	02	8	0,7	349	4	0,1	2	1	16	4	78
07/04/2023	03	9	0,6	340	4	0,1	2	2	17	4	70
07/04/2023	04	10	0,9	291	4	0,1	2	1	17	4	65
07/04/2023	05	7	1,3	290	4	0,1	2	1	13	3	61
07/04/2023	06	5	1	288	3	0,1	2	1	11	4	65
07/04/2023	07	6	1	265	4	0,1	2	8	16	10	53
07/04/2023	08	6	1,6	237	4	0,1	2	7	18	10	56
07/04/2023	09	10	2,1	226	4	0,1	2	9	23	11	68
07/04/2023	10	8	1,7	230	4	0,1	2	2	19	5	89
07/04/2023	11	9	6,4	110	4	0,1	2	10	23	13	83
07/04/2023	12	7	4,1	130	4	0,1	2	13	23	16	81
07/04/2023	13	6	5,5	121	4	0,1	2	7	14	10	90
07/04/2023	14	5	3,7	129	4	0,1	2	7	10	10	89
07/04/2023	15	4	6,7	116	4	0,1	2	10	12	13	92
07/04/2023	16	5	8,3	111	4	0,1	2	14	12	17	95
07/04/2023	17	5	7,2	115	4	0,1	2	12	13	14	99
07/04/2023	18	6	3,6	107	5	0,1	4	42	19	47	68
07/04/2023	19	6	1,2	45	4	0,1	2	12	27	14	91
07/04/2023	20	8	3,3	43	4	0,1	2	8	31	11	96
07/04/2023	21	7	3,5	49	5	0,1	2	6	20	9	99
07/04/2023	22	9	2,1	32	4	0,1	2	6	34	9	89
07/04/2023	23	8	0,6	16	4	0,2	2	9	27	12	83
08/04/2023	00	8	0,5	261	4	0,1	2	9	30	12	77
08/04/2023	01	9	0,8	253	4	0,1	2	10	26	13	65
08/04/2023	02	10	0,9	239	3	0,1	2	8	26	10	54
08/04/2023	03	10	0,4	249	3	0,1	2	5	26	8	49
08/04/2023	04	9	0,5	342	3	0,1	2	3	22	5	55
08/04/2023	05	9	0,2	48	4	0,1	2	6	24	8	41
08/04/2023	06	11	0,4	337	4	0,1	2	20	25	23	18
08/04/2023	07	12	0,6	30	3	0,1	2	13	35	16	47
08/04/2023	08	20	1,7	47	5	0,2	2	19	48	22	51
08/04/2023	09	10	3,8	51	4	0,2	2	10	23	13	77
08/04/2023	10	6	5	60	5	0,1	2	1	13	4	97
08/04/2023	11	7	5,5	71	6	0,1	2	1	13	3	101
08/04/2023	12	7	6,7	75	6	0,1	2	1	15	3	108
08/04/2023	13	7	8,6	79	5	0,1	2	1	18	3	109
08/04/2023	14	10	9,1	78	5	0,1	2	1	38	3	109
08/04/2023	15	9	7,4	65	4	0,1	2	1	33	3	110
08/04/2023	16	8	7,8	65	5	0,1	2	1	22	3	112
08/04/2023	17	8	8,3	54	5	0,1	2	1	11	3	114
08/04/2023	18	7	7,1	57	4	0,1	2	1	8	3	112
08/04/2023	19	6	4,4	56	4	0,1	2	1	7	3	107
08/04/2023	20	6	2,8	49	4	0,1	2	1	8	3	105
08/04/2023	21	6	1,9	56	4	0,1	2	2	7	5	99
08/04/2023	22	5	2	87	5	0,1	2	4	6	6	97
08/04/2023	23	5	0,1	87	5	0,1	2	10	6	13	89
09/04/2023	00	5	0,1	108	4	0,1	2	5	6	7	96
09/04/2023	01	5	0,1	122	5	0,1	2	2	7	4	93
09/04/2023	02	6	0,3	225	5	0,1	2	3	8	5	88
09/04/2023	03	5	0,4	235	4	0,1	2	1	7	3	99
09/04/2023	04	7	0,9	228	4	0,1	2	1	9	3	91
09/04/2023	05	9	1	221	4	0,1	2	1	12	3	81
