FECHA	HORA	PM2.5	Veloc.	Direc.	SO2	CO	NO	NO2	PM10	NOx	O3
01/01/2023	00	23	0,8	263	4	0,2	3	15	31	19	20
01/01/2023	01	31	0,4	226	4	0,1	2	17	41	20	12
01/01/2023	02	14	0,4	258	4	0,1	2	14	19	17	21
01/01/2023	03	7	0,8	262	4	0,1	2	5	12	8	36
01/01/2023	04	13	0,3	203	4	0,1	2	9	20	12	18
01/01/2023	05	14	0,1	80	4	0,1	2	11	20	14	13
01/01/2023	06	11	0,4	209	4	0,1	2	9	17	13	16
01/01/2023	07	8	0,3	245	4	0,1	2	8	13	12	23
01/01/2023	08	9	1	201	4	0,1	2	12	17	15	18
01/01/2023	09	11	0,7	301	4	0,1	2	8	22	11	18
01/01/2023	10	10	0,4	327	4	0,1	2	12	20	15	17
01/01/2023	11	12	0,3	342	4	0,1	2	13	24	16	23
01/01/2023	12	14	0,9	40	4	0,1	2	8	22	12	34
01/01/2023	13	13	2,2	66	4	0,1	2	3	18	6	44
01/01/2023	14	16	2,8	68	4	0,1	2	3	20	6	54
01/01/2023	15	16	2,9	58	3	0,1	2	4	20	7	53
01/01/2023	16	15	2,7	48	3	0,1	2	5	18	9	55
01/01/2023	17	16	1,6	45	3	0,1	2	8	21	11	45
01/01/2023	18	18	0,9	32	3	0,2	2	12	25	16	38
01/01/2023	19	21	0,5	34	3	0,2	2	14	27	17	31
01/01/2023	20	26	0,6	32	3	0,2	2	14	34	18	30
01/01/2023	21	30	0,6	4	4	0,2	2	17	39	20	19
01/01/2023	22	30	0,5	345	3	0,2	2	19	38	23	18
01/01/2023	23	27	0,3	351	4	0,2	2	14	36	17	25
02/01/2023	00	30	0,4	306	3	0,2	2	19	38	22	17
02/01/2023	01	27	0,4	302	3	0,2	2	11	35	14	30
02/01/2023	02	25	0,6	343	4	0,1	2	6	31	9	35
02/01/2023	03	23	0,4	302	4	0,1	2	5	30	8	30
02/01/2023	04	19	0,3	241	4	0,1	2	4	24	7	28
02/01/2023	05	15	0,4	298	4	0,1	2	5	19	8	22
02/01/2023	06	12	0,2	199	4	0,1	2	9	15	12	12
02/01/2023	07	11	0,3	352	4	0,1	9	18	17	32	3
02/01/2023	08	12	0,3	331	4	0,2	23	21	32	55	4
02/01/2023	09	13	0,5	257	4	0,2	25	22	50	62	5
02/01/2023	10	14	0,7	230	4	0,1	22	24	53	57	6
02/01/2023	11	15	0,7	232	4	0,1	19	24	54	52	6
02/01/2023	12	22	0,6	208	4	0,1	16	24	65	48	13
02/01/2023	13	26	0,3	154	3	0,1	10	21	62	36	21
02/01/2023	14	16	0,4	162	3	0,1	3	12	33	17	36
02/01/2023	15	19	1,7	111	3	0,2	3	16	40	20	39
02/01/2023	16	17	2,2	92	3	0,2	2	13	24	16	47
02/01/2023	17	16	1,3	60	3	0,1	2	13	28	16	40
02/01/2023	18	16	0,6	61	3	0,2	2	17	27	20	35
02/01/2023	19	20	0,4	29	3	0,2	2	22	27	25	25
02/01/2023	20	29	0,3	15	3	0,2	2	27	39	30	15
02/01/2023	21	30	0,2	36	3	0,2	3	30	41	34	13
02/01/2023	22	32	0,3	333	3	0,3	8	36	44	48	5
02/01/2023	23	33	0,4	351	3	0,2	6	35	45	44	6
03/01/2023	00	33	0,5	278	3	0,2	2	25	44	28	14
03/01/2023	01	34	0,3	293	3	0,2	2	23	43	26	10
03/01/2023	02	32	0,4	303	3	0,2	2	19	38	22	16
03/01/2023	03	32	0,3	348	3	0,1	2	14	37	18	18
03/01/2023	04	32	0,3	1	4	0,1	2	14	38	18	14
03/01/2023	05	31	0,4	10	4	0,1	2	14	36	18	8
03/01/2023	06	33	0,3	226	4	0,2	7	16	40	26	4
03/01/2023	07	31	0,3	262	4	0,2	19	17	39	46	5
03/01/2023	08	27	0,3	332	4	0,2	29	22	36	65	6
03/01/2023	09	25	0,3	340	4	0,2	32	26	33	75	4
03/01/2023	10	24	0,5	23	4	0,2	19	27	37	56	9
03/01/2023	11	21	0,7	43	4	0,1	4	19	42	25	21
03/01/2023	12	14	0,4	93	3	0,1	2	11	27	14	39
03/01/2023	13	12	0,2	109	3	0,1	2	8	27	11	46
03/01/2023	14	22	0,2	104	3	0,1	3	19	47	23	31
03/01/2023	15	16	2,5	108	3	0,1	5	21	78	28	29
03/01/2023	16	15	2,7	113	3	0,1	2	15	60	19	38
03/01/2023	17	17	0,4	128	3	0,1	2	16	23	20	34
03/01/2023	18	19	0,2	180	3	0,1	2	22	25	25	24
03/01/2023	19	21	0,1	191	3	0,1	2	24	28	27	21
03/01/2023	20	25	0,2	286	3	0,2	18	38	33	65	5
03/01/2023	21	32	0,4	352	4	0,3	33	43	43	94	6
03/01/2023	22	34	0,3	343	3	0,3	25	41	45	79	6
03/01/2023	23	34	0,2	34	4	0,2	19	37	46	65	6
04/01/2023	00	35	0,1	56	3	0,3	40	28	48	89	7
04/01/2023	01	35	0,3	0	4	0,2	20	27	45	57	8
04/01/2023	02	34	0,3	234	4	0,1	3	21	45	26	9
04/01/2023	03	33	0,5	228	4	0,2	6	19	43	28	4
04/01/2023	04	25	0,5	319	4	0,1	2	14	31	17	11
04/01/2023	05	10	0,7	307	4	0,1	2	7	11	10	19
04/01/2023	06	5	0,5	278	6	0,1	2	6	7	9	19
04/01/2023	07	4	0,4	248	4	0,1	2	12	6	15	11
04/01/2023	08	5	0,7	280	4	0,1	3	15	14	19	9
04/01/2023	09	12	0,6	295	4	0,1	14	22	42	43	5
04/01/2023	10	7	1	330	4	0,1	6	13	17	22	14
04/01/2023	11	8	0,4	332	4	0,1	3	10	16	14	21
04/01/2023	12	11	0,2	124	4	0,1	3	11	23	15	25
04/01/2023	13	14	1,3	108	4	0,1	7	18	51	29	23
04/01/2023	14	15	2,7	114	4	0,1	8	17	50	29	26
04/01/2023	15	17	2,9	115	3	0,1	2	13	74	16	39
04/01/2023	16	18	1,7	112	3	0,1	2	13	75	16	42
04/01/2023	17	19	0,6	124	3	0,1	3	22	25	26	29
04/01/2023	18	20	0,1	155	3	0,2	3	34	28	39	10
04/01/2023	19	21	0,2	203	4	0,2	2	25	26	29	17
04/01/2023	20	23	0,3	297	4	0,3	31	38	31	85	8
04/01/2023	21	33	0,3	13	4	0,4	54	42	45	125	7
04/01/2023	22	33	0,3	358	4	0,3	16	35	42	60	7
04/01/2023	23	37	0,3	29	4	0,3	26	37	47	77	9
05/01/2023	00	36	0,2	7	4	0,3	32	28	47	77	8
05/01/2023	01	24	0,4	323	4	0,2	3	16	29	20	11
05/01/2023	02	15	0,4	268	4	0,1	2	10	18	13	19
05/01/2023	03	9	0,3	269	4	0,1	2	6	10	9	20
05/01/2023	04	6	0,3	248	4	0,1	2	4	8	7	24
05/01/2023	05	5	0,5	289	4	0,1	2	3	6	6	26
05/01/2023	06	8	0,3	228	4	0,1	2	8	14	11	12
05/01/2023	07	8	1	233	4	0,1	4	17	15	24	4
05/01/2023	08	11	1,5	233	4	0,1	11	20	36	37	4
05/01/2023	09	20	0,8	238	4	0,1	24	21	57	58	6
05/01/2023	10	22	2,6	222	4	0,2	19	21	44	50	9
05/01/2023	11	21	2,6	221	4	0,3	14	17	38	38	13
05/01/2023	12	21	1,4	223	4	0,3	7	15	43	25	23
05/01/2023	13	29	0,3	189	4	0,2	6	18	51	26	30
05/01/2023	14	19	0,5	158	4	0,2	2	11	25	14	46
05/01/2023	15	13	0,7	132	4	0,2	2	9	18	12	48
05/01/2023	16	22	1	191	3	0,2	3	26	33	31	27
05/01/2023	17	18	0,4	201	3	0,2	2	23	21	26	33
05/01/2023	18	21	0,2	190	3	0,2	2	29	24	32	21
05/01/2023	19	24	0,2	220	4	0,2	5	39	28	47	11
05/01/2023	20	30	0,4	340	4	0,3	25	46	39	85	6
05/01/2023	21	37	0,6	357	4	0,3	9	44	46	57	7
05/01/2023	22	39	0,4	350	4	0,3	15	45	49	68	8
05/01/2023	23	40	0,4	2	4	0,3	15	38	49	61	8
06/01/2023	00	40	0,2	36	4	0,3	14	30	46	53	8
06/01/2023	01	30	0,4	281	4	0,2	5	23	34	31	6
06/01/2023	02	19	0,3	248	4	0,1	2	14	21	18	13
06/01/2023	03	15	0,3	233	4	0,1	2	10	17	13	18
06/01/2023	04	15	0,3	202	4	0,1	2	10	17	13	13
06/01/2023	05	14	1,1	234	4	0,1	2	7	15	10	18
06/01/2023	06	15	0,9	226	4	0,1	2	8	15	11	16
06/01/2023	07	14	0,3	240	4	0,1	2	7	15	10	19
06/01/2023	08	14	0,6	245	4	0,1	2	8	16	11	17
06/01/2023	09	18	0,5	237	4	0,1	2	11	23	15	14
06/01/2023	10	16	0,7	266	4	0,1	3	12	21	16	21
06/01/2023	11	13	0,6	246	4	0,1	2	10	17	13	31
06/01/2023	12	13	0,4	178	4	0,1	2	8	17	11	36
06/01/2023	13	12	0,4	140	4	0,1	2	6	16	9	44
06/01/2023	14	8	1,7	106	4	0,1	3	13	10	17	36
06/01/2023	15	12	0,5	119	3	0,1	4	16	14	21	31
06/01/2023	16	10	0,7	106	3	0,1	2	13	12	17	38
06/01/2023	17	13	0,2	141	3	0,1	2	7	20	10	54
06/01/2023	18	17	0,1	188	3	0,2	3	19	20	23	35
06/01/2023	19	20	0,3	348	4	0,3	18	36	26	63	14
06/01/2023	20	30	0,4	341	4	0,2	2	29	36	32	15
06/01/2023	21	36	0,4	329	4	0,2	2	31	43	35	9
06/01/2023	22	38	0,3	230	4	0,3	8	33	46	45	8
06/01/2023	23	42	0,3	229	4	0,3	34	32	52	85	10
07/01/2023	00	37	0,3	215	4	0,3	25	24	45	62	10
07/01/2023	01	30	0,3	217	4	0,2	6	18	35	27	6
07/01/2023	02	27	0,3	256	4	0,3	4	15	30	21	7
07/01/2023	03	26	0,3	239	3	0,3	2	11	27	14	10
07/01/2023	04	25	0,8	242	4	0,2	2	10	27	13	15
07/01/2023	05	20	0,4	252	4	0,2	2	10	21	13	17
07/01/2023	06	16	1,5	229	4	0,2	2	7	17	10	25
07/01/2023	07	11	2,2	231	4	0,2	2	6	11	9	28
07/01/2023	08	10	1,7	240	3	0,2	2	8	14	12	28
07/01/2023	09	12	1,1	258	4	0,1	2	8	20	11	35
07/01/2023	10	11	2,3	242	4	0,1	2	6	34	9	43
07/01/2023	11	8	2,2	237	4	0,1	2	4	24	7	49
07/01/2023	12	9	3,1	243	4	0,1	2	5	28	8	52
07/01/2023	13	9	4,9	234	4	0,1	2	5	22	8	50
07/01/2023	14	9	3,1	241	4	0,1	2	6	16	10	51
07/01/2023	15	8	2,6	246	3	0,1	2	6	20	9	51
07/01/2023	16	8	1,1	281	3	0,1	2	6	16	9	53
07/01/2023	17	9	1,9	254	3	0,1	2	12	16	15	44
07/01/2023	18	11	1,6	214	3	0,1	2	11	17	14	46
07/01/2023	19	12	2,9	225	4	0,1	2	12	18	15	41
07/01/2023	20	11	1,4	242	3	0,1	2	13	17	16	41
07/01/2023	21	13	1,8	257	4	0,1	2	11	17	14	47
07/01/2023	22	14	2,1	232	4	0,2	2	11	17	14	42
07/01/2023	23	10	2,2	234	4	0,1	2	6	13	9	47
08/01/2023	00	8	2,1	215	4	0,1	2	3	11	6	52
08/01/2023	01	7	3,4	239	4	0,1	2	2	10	5	60
08/01/2023	02	7	2,3	233	3	0,2	2	2	9	5	55
08/01/2023	03	7	2,9	246	4	0,2	2	2	9	5	63
08/01/2023	04	9	1,5	231	4	0,1	2	2	11	5	51
08/01/2023	05	6	1,7	227	4	0,1	2	3	7	6	54
08/01/2023	06	5	0,6	285	4	0,2	2	3	5	6	50
08/01/2023	07	5	0,2	209	3	0,1	2	3	6	6	49
08/01/2023	08	5	0,3	330	3	0,2	2	12	7	15	29
08/01/2023	09	3	0,6	214	3	0,2	2	9	6	12	41
08/01/2023	10	2	1,8	260	3	0,2	2	5	4	9	47
08/01/2023	11	6	1,1	213	3	0,2	2	6	9	9	42
08/01/2023	12	6	3,5	239	3	0,2	2	6	30	9	44
08/01/2023	13	3	6,3	250	3	0,1	2	4	24	8	51
08/01/2023	14	3	4,8	254	3	0,1	2	4	11	7	49
08/01/2023	15	2	4,2	251	3	0,1	2	4	11	8	50
08/01/2023	16	2	4,1	245	3	0,1	2	5	10	8	48
08/01/2023	17	2	5,1	252	3	0,1	2	6	9	9	44
08/01/2023	18	3	7	245	3	0,1	2	5	26	8	47
08/01/2023	19	2	5,8	250	3	0,1	2	6	8	9	47
08/01/2023	20	2	4,6	254	3	0,1	2	6	5	9	45
08/01/2023	21	2	4,1	227	3	0,1	2	5	6	8	47
08/01/2023	22	2	4,3	232	3	0,1	2	3	4	6	51
08/01/2023	23	1	6	238	3	0,1	2	2	4	5	49
09/01/2023	00	1	4,5	249	3	0,1	2	2	4	5	48
09/01/2023	01	1	4,1	249	3	0,1	2	2	3	5	50
09/01/2023	02	1	3,1	253	3	0,1	2	2	1	5	48
09/01/2023	03	1	2,5	245	3	0,1	2	2	1	5	47
09/01/2023	04	1	1,8	247	3	0,1	2	2	1	5	46
09/01/2023	05	1	2,8	234	3	0,1	2	2	1	5	42
09/01/2023	06	1	2,1	233	3	0,1	2	5	2	8	33
09/01/2023	07	1	2,9	231	3	0,1	2	12	4	15	22
09/01/2023	08	5	2,2	243	3	0,1	2	20	41	23	14
09/01/2023	09	2	1,4	247	3	0,1	3	19	13	23	21
09/01/2023	10	2	1,9	240	3	0,1	2	10	9	14	42
09/01/2023	11	2	2	267	3	0,1	2	9	13	12	47
09/01/2023	12	2	1,5	279	3	0,1	2	7	11	10	53
09/01/2023	13	2	2	322	3	0,1	2	7	12	10	53
09/01/2023	14	2	2,2	339	3	0,1	2	6	12	10	52
09/01/2023	15	4	7	90	3	0,1	2	10	28	13	52
09/01/2023	16	5	3,6	100	3	0,1	2	12	22	15	51
09/01/2023	17	5	1,1	93	3	0,1	2	19	32	22	37
09/01/2023	18	6	0,3	359	3	0,2	4	32	7	38	16
09/01/2023	19	9	0,3	25	3	0,2	3	29	12	33	21
09/01/2023	20	7	0,4	1	3	0,2	2	30	9	34	18
09/01/2023	21	11	0,3	297	3	0,2	5	42	15	50	4
09/01/2023	22	10	0,9	343	3	0,2	8	36	15	47	9
09/01/2023	23	6	1,3	331	4	0,1	2	15	11	18	35
10/01/2023	00	3	1	280	4	0,1	2	6	5	9	51
10/01/2023	01	4	1,5	239	4	0,1	2	6	7	9	41
10/01/2023	02	4	0,7	241	4	0,1	2	5	6	9	45
10/01/2023	03	3	0,5	268	4	0,1	2	2	4	6	46
10/01/2023	04	3	0,6	247	4	0,1	2	2	4	5	48
10/01/2023	05	3	0,5	247	4	0,1	2	3	5	6	41
10/01/2023	06	5	0,7	358	4	0,1	2	8	8	11	29
10/01/2023	07	5	0,7	335	4	0,2	2	20	13	24	10
10/01/2023	08	5	1,2	290	4	0,1	2	21	18	24	15
10/01/2023	09	6	0,9	299	4	0,1	3	22	37	27	14
10/01/2023	10	6	0,4	329	4	0,1	6	20	38	29	17
10/01/2023	11	6	0,6	241	4	0,1	4	15	32	21	28
10/01/2023	12	7	0,7	195	4	0,1	2	12	29	15	33
10/01/2023	13	7	0,9	136	4	0,1	9	18	41	31	24
10/01/2023	14	3	1,1	245	3	0,1	2	4	10	7	45
10/01/2023	15	5	0,9	104	3	0,1	9	20	32	33	32
10/01/2023	16	5	0,9	231	3	0,1	3	11	15	16	35
10/01/2023	17	5	0,5	232	3	0,1	2	15	19	18	30
10/01/2023	18	6	0,3	196	3	0,1	2	19	29	22	29
10/01/2023	19	7	0,4	227	3	0,1	2	19	29	23	27
10/01/2023	20	14	0,5	339	3	0,2	9	37	39	51	7
10/01/2023	21	11	0,4	339	3	0,2	2	28	14	31	16
10/01/2023	22	12	0,3	256	3	0,2	3	28	16	32	11
10/01/2023	23	16	0,2	335	3	0,3	17	33	21	59	4
11/01/2023	00	19	0,4	238	4	0,3	25	35	25	74	5
11/01/2023	01	19	0,3	358	4	0,3	15	34	24	58	6
11/01/2023	02	16	0,3	223	4	0,2	2	20	19	23	14
11/01/2023	03	18	0,3	20	4	0,2	2	21	23	24	5
11/01/2023	04	18	0,3	317	4	0,3	3	21	22	26	5
11/01/2023	05	12	1,6	236	4	0,1	3	17	13	21	15
11/01/2023	06	6	1,7	249	4	0,1	2	8	8	11	27
11/01/2023	07	9	2,3	220	4	0,1	2	12	12	16	16
11/01/2023	08	9	1,7	235	4	0,1	3	17	18	21	7
11/01/2023	09	8	1,9	228	4	0,1	4	16	28	22	8
11/01/2023	10	5	2,1	252	4	0,1	3	11	17	15	21
11/01/2023	11	5	1,7	256	4	0,1	2	8	19	11	26
11/01/2023	12	5	1,2	254	4	0,1	2	8	18	11	28
11/01/2023	13	4	0,7	270	4	0,1	2	9	16	12	25
11/01/2023	14	3	1,5	228	3	0,1	2	8	11	11	32
11/01/2023	15	3	0,9	39	3	0,1	2	9	24	12	32
11/01/2023	16	3	1	222	3	0,1	4	18	39	23	21
11/01/2023	17	5	0,4	183	3	0,1	2	14	28	17	20
11/01/2023	18	7	0,4	24	3	0,2	12	32	41	49	3
11/01/2023	19	7	0,4	329	3	0,2	5	29	24	37	6
11/01/2023	20	8	0,3	346	3	0,2	14	36	35	58	3
11/01/2023	21	12	0,3	311	3	0,3	37	35	51	91	4
11/01/2023	22	10	0,5	20	3	0,2	25	32	30	70	6
11/01/2023	23	3	0,4	1	3	0,1	2	13	6	16	36
12/01/2023	00	4	0,4	289	4	0,1	2	8	8	11	42
12/01/2023	01	5	0,3	232	4	0,1	2	13	11	16	21
12/01/2023	02	5	0,5	222	4	0,1	2	8	7	11	18
12/01/2023	03	5	1	238	4	0,1	2	5	6	9	22
12/01/2023	04	3	0,4	269	4	0,1	2	4	4	7	31
12/01/2023	05	3	0,4	242	4	0,1	2	5	5	8	27
12/01/2023	06	3	0,8	258	4	0,1	2	9	6	12	32
12/01/2023	07	4	0,5	263	4	0,1	2	16	8	19	20
12/01/2023	08	4	1,3	304	4	0,1	2	25	16	29	15
12/01/2023	09	6	1,2	272	4	0,1	4	25	46	31	14
12/01/2023	10	10	1,8	253	3	0,1	13	27	67	46	13
12/01/2023	11	13	0,9	260	4	0,1	8	19	34	31	26
12/01/2023	12	15	0,6	204	4	0,1	3	13	38	17	31
12/01/2023	13	14	0,8	196	4	0,1	3	13	39	17	35
12/01/2023	14	10	0,9	182	3	0,2	2	8	23	11	42
12/01/2023	15	8	1,2	148	3	0,2	2	7	18	10	46
12/01/2023	16	9	1,2	148	3	0,2	2	11	25	14	46
12/01/2023	17	6	1,7	231	3	0,2	2	12	8	15	47
12/01/2023	18	5	1,3	235	3	0,2	2	11	7	14	44
12/01/2023	19	6	0,9	226	3	0,2	2	11	8	14	39
12/01/2023	20	9	1,3	209	3	0,2	2	19	11	22	18
12/01/2023	21	16	0,7	278	4	0,3	15	35	44	58	5
12/01/2023	22	20	0,3	238	4	0,3	14	33	27	54	5
12/01/2023	23	19	0,6	228	4	0,3	8	27	24	39	5
13/01/2023	00	11	0,8	243	4	0,2	2	17	16	20	16
13/01/2023	01	12	0,3	209	4	0,2	2	14	25	17	12
13/01/2023	02	12	0,3	225	4	0,2	2	16	14	19	7
13/01/2023	03	12	0,3	215	4	0,2	2	15	13	18	10
13/01/2023	04	12	0,3	203	4	0,2	2	12	13	16	10
13/01/2023	05	9	0,5	274	4	0,2	2	11	11	15	16
13/01/2023	06	7	0,1	39	4	0,2			14		17
13/01/2023	08	9	0,4	263	4	0,1	10	27	31	43	3
13/01/2023	09	13	0,8	254	4	0,2	32	32	65	81	5
13/01/2023	10	13	1,3	242	4	0,1	16	23	51	47	10
13/01/2023	11	12	0,4	273	4	0,1	7	19	49	30	15
13/01/2023	12	10	0,9	233	4	0,1	7	19	54	30	19
13/01/2023	13	9	1,9	219	4	0,1	3	13	35	18	28
13/01/2023	14	9	1,2	220	3	0,1	2	9	25	13	37
13/01/2023	15	11	0,8	210	3	0,1	2	12	29	15	42
13/01/2023	16	8	0,9	237	3	0,1	2	12	23	15	44
13/01/2023	17	7	0,8	251	3	0,1	2	16	21	19	40
13/01/2023	18	13	0,2	205	3	0,1	2	18	52	21	27
13/01/2023	19	37	0,5	223	3	0,2	5	35	107	41	8
13/01/2023	20	19	1,2	235	3	0,2	7	33	51	43	5
13/01/2023	21	20	0,3	225	4	0,2	16	32	62	57	4
13/01/2023	22	21	0,6	305	4	0,3	20	33	55	64	5
13/01/2023	23	26	0,3	279	4	0,3	27	34	64	76	6
14/01/2023	00	24	1,1	212	4	0,3	20	29	49	60	5
14/01/2023	01	16	1,2	241	4	0,2	6	22	30	32	7
14/01/2023	02	13	0,6	295	4	0,2	2	14	17	17	16
14/01/2023	03	5	0,5	286	3	0,2	2	6	7	9	34
14/01/2023	04	6	0,8	168	3	0,2	2	2	8	6	33
14/01/2023	05	12	2,5	238	3	0,2	2	6	13	10	19
14/01/2023	06	13	0,5	269	4	0,2	2	7	15	10	18
14/01/2023	07	11	0,8	222	4	0,2	2	14	13	17	11
14/01/2023	08	12	2,8	243	4	0,2	2	14	16	17	10
14/01/2023	09	13	2,7	235	4	0,2	3	13	23	18	13
14/01/2023	10	11	2	242	4	0,2	3	12	22	16	14
14/01/2023	11	11	1,1	260	4	0,2	3	10	22	14	21
14/01/2023	12	9	1,6	228	4	0,2	2	8	17	11	32
14/01/2023	13	18	1,5	204	4	0,2	2	9	27	12	41
14/01/2023	14	14	1,7	240	4	0,2	2	8	20	11	49
14/01/2023	15	5	3,2	233	3	0,1	2	6	18	10	50
14/01/2023	16	6	2,9	205	3	0,1	2	5	21	9	54
14/01/2023	17	12	0,8	231	3	0,2	2	7	20	11	61
14/01/2023	18	11	1,6	221	3	0,1	2	12	20	15	43
14/01/2023	19	9	1,7	250	3	0,1	2	20	16	23	27
14/01/2023	20	11	0,3	86	3	0,2	8	34	32	46	12
14/01/2023	21	21	0,1	87	3	0,2	31	42	98	90	4
14/01/2023	22	10	1,4	232	4	0,2	3	14	15	19	26
14/01/2023	23	7	3,2	233	4	0,1	2	6	9	9	42
15/01/2023	00	5	3,1	212	4	0,1	2	3	6	6	48
15/01/2023	01	4	1,9	217	4	0,1	2	2	7	5	50
15/01/2023	02	5	3,1	237	4	0,1	2	2	6	5	56
15/01/2023	03	5	2,9	246	4	0,1	2	2	7	5	53
15/01/2023	04	6	4,5	243	4	0,1	2	2	9	5	55
15/01/2023	05	8	2,9	246	4	0,1	2	2	10	5	51
15/01/2023	06	8	1,2	332	4	0,2	2	2	10	5	45
15/01/2023	07	9	1,8	247	4	0,2	2	2	11	6	46
15/01/2023	08	7	1,8	243	4	0,2	2	2	12	6	43
15/01/2023	09	8	2,3	254	3	0,2	2	2	26	5	44
15/01/2023	10	9	1,9	257	4	0,2	2	2	19	5	44
15/01/2023	11	11	2,8	245	4	0,2	2	2	38	5	42
15/01/2023	12	11	3,2	247	3	0,2	2	3	45	6	45
15/01/2023	13	9	2,9	245	4	0,2	2	3	41	6	44
15/01/2023	14	8	4,6	263	3	0,1	2	3	20	6	45
15/01/2023	15	9	4,5	238	3	0,1	2	3	24	6	45
15/01/2023	16	6	6	246	3	0,1	2	3	41	6	42
15/01/2023	17	5	4,3	275	3	0,1	2	3	53	6	40
15/01/2023	18	4	2,9	272	3	0,1	2	3	12	6	35
15/01/2023	19	4	1,1	171	3	0,1	2	7	7	10	26
15/01/2023	20	4	0,9	242	3	0,1	2	8	10	11	21
15/01/2023	21	6	0,5	264	4	0,2	2	14	9	17	13
15/01/2023	22	6	1,1	236	4	0,2	2	13	8	16	18
15/01/2023	23	4	1,3	231	4	0,2	2	6	5	9	31
16/01/2023	00		1,1	228	4	0,2	2	2		5	37
16/01/2023	01	2	1,1	256	4	0,2	2	2	3	5	45
16/01/2023	02	2	1,9	250	3	0,1	2	2	3	6	49
16/01/2023	03	3	1,9	238	4	0,1	2	2	3	5	46
16/01/2023	04	2	3,3	248	4	0,1	2	2	3	5	47
16/01/2023	05	2	5,1	250	4	0,1	2	2	5	5	53
16/01/2023	06	3	5,8	253	4	0,1	2	2	12	5	54
16/01/2023	07	4	5,8	244	3	0,1	2	3	27	6	46
16/01/2023	08	5	3,9	237	3	0,1	2	6	25	10	39
16/01/2023	09	5	3	233	4	0,1	2	8	37	11	37
16/01/2023	10	4	2,7	232	4	0,2	2	5	26	8	41
16/01/2023	11	4	3,4	231	4	0,1	2	5	32	8	43
16/01/2023	12	5	6,1	240	4	0,1	2	4	63	7	48
16/01/2023	13	6	6,5	241	4	0,1	2	2	75	5	53
16/01/2023	14	7	7,6	242	4	0,1	2	2	87	6	53
16/01/2023	15	4	5,9	243	3	0,1	2	3	39	6	54
16/01/2023	16	3	4,5	232	3	0,1	2	4	24	7	52
16/01/2023	17	3	4	240	3	0,1	2	5	27	8	49
16/01/2023	18	4	5,4	249	3	0,1	2	5	31	8	52
16/01/2023	19	3	5,4	245	3	0,1	2	4	21	7	54
16/01/2023	20	3	6,4	244	3	0,1	2	4	20	7	55
16/01/2023	21	3	6,2	245	3	0,1	2	2	26	5	59
16/01/2023	22	3	7,4	244	3	0,1	2	2	31	5	62
16/01/2023	23	4	7,8	244	3	0,1	2	2	62	5	66
17/01/2023	00	4	7	238	3	0,1	2	2	72	5	63
17/01/2023	01	6	6,5	241	3	0,1	2	2	107	5	63
17/01/2023	02	6	5,7	232	3	0,1	2	2	108	5	69
17/01/2023	03	4	6,2	227	3	0,1	2	2	69	5	69
17/01/2023	04	4	7,6	238	3	0,1	2	2	48	5	67
17/01/2023	05	3	5,5	240	3	0,1	2	2	28	5	63
17/01/2023	06	2	6,9	247	3	0,1	2	2	21	5	64
17/01/2023	07	2	5,4	243	3	0,1	2	3	13	6	57
17/01/2023	08	2	5,5	247	3	0,1	2	4	20	7	56
17/01/2023	09	2	4,8	245	3	0,1	2	4	23	7	56
17/01/2023	10	3	5,9	243	3	0,1	2	3	50	6	60
17/01/2023	11	3	6,4	250	4	0,1	2	2	38	6	60
17/01/2023	12	3	5,3	263	3	0,1	2	4	50	7	61
17/01/2023	13	6	5,3	260	3	0,1	2	3	98	6	64
17/01/2023	14	5	6	295	3	0,1	2	3	70	7	67
17/01/2023	15	7	6,8	267	3	0,1	2	3	103	6	68
17/01/2023	16	3	4,8	291	3	0,1	2	4	32	7	64
17/01/2023	17	2	3,5	288	4	0,1	2	6	23	9	63
17/01/2023	18	3	2,2	309	3	0,1	2	9	16	12	53
17/01/2023	19	3	1,5	318	3	0,1	2	11	11	14	48
17/01/2023	20	2	4,3	292	3	0,2	2	5	7	8	61
17/01/2023	21	1	3,3	264	4	0,2	2	3	2	6	62
17/01/2023	22	1	4,3	246	4	0,2	2	2	1	5	68
17/01/2023	23	1	3,6	251	4	0,1	2	2	1	5	65
18/01/2023	00	1	3,7	260	4	0,2	2	2	1	5	69
18/01/2023	01	1	3,4	253	4	0,1	2	2	1	5	69
18/01/2023	02	1	2	278	4	0,2	2	2	1	5	68
18/01/2023	03	1	2,9	257	4	0,1	2	2	1	5	66
18/01/2023	04	1	2,7	272	4	0,1	2	2	1	5	66
18/01/2023	05	1	2,6	242	4	0,1	2	2	1	5	64
18/01/2023	06	1	3,3	240	4	0,1	2	2	1	5	61
18/01/2023	07	1	2,5	243	4	0,1	2	3	2	7	50
18/01/2023	08	2	2,2	239	4	0,1	2	8	7	12	41
18/01/2023	09	2	3,1	236	4	0,1	2	7	7	10	44
18/01/2023	10	2	2,4	254	3	0,1	2	4	4	7	51
18/01/2023	11	2	2,5	256	4	0,1	2	2	7	5	53
18/01/2023	12	2	3,8	256	4	0,1	2	2	5	5	55
18/01/2023	13	2	4,9	311	4	0,1	2	2	13	5	60
18/01/2023	14	1	5,6	332	4	0,1	2	2	12	5	63
18/01/2023	15	1	4,8	327	4	0,1	2	2	9	5	59
18/01/2023	16	1	6,4	334	3	0,1	2	2	10	5	59
