FECHA	HORA	PM2.5	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.max.
01/01/2023	00	29	1,4	196	11,7	60	1028	1	0	4	0,3	2	21	37	25	11	2
01/01/2023	01	29	1,2	206	11,3	59	1027	1	0	5	0,3	1	1	37	2	9	1,6
01/01/2023	02	15	1,3	227	11,5	53	1027	1	0	4	0,1	1	3	22	4	19	1,9
01/01/2023	03	10	1,6	191	11,6	53	1027	1	0	5	0,1	1	6	14	7	23	2,1
01/01/2023	04	13	1,2	185	10,2	58	1026	1	0	4	0,1	1	1	19	2	17	1,6
01/01/2023	05	12	1	189	10,3	55	1027	1	0	4	0,1	1	1	17	2	21	1,4
01/01/2023	06	9	1,6	186	9,6	55	1027	1	0	4	0,1	1	1	13	2	19	2
01/01/2023	07	7	1,2	222	9,9	52	1027	1	0	4	0,1	1	1	11	2	24	1,7
01/01/2023	08	7	1	207	9,8	54	1028	3	0	3	0,1	1	1	12	2	23	1,5
01/01/2023	09	11	1,2	266	9,8	65	1028	32	0	4	0,1	1	1	17	2	20	1,8
01/01/2023	10	7	1	277	12	53	1028	143	0	4	0,1	1	1	12	2	29	1,6
01/01/2023	11	9	0,9	311	13,5	57	1028	229	0	5	0,1	2	5	15	7	32	1,6
01/01/2023	12	10	1,6	3	14,6	70	1027	384	0	5	0,1	4	8	16	14	41	2,3
01/01/2023	13	10	1,9	32	15,2	81	1026	459	0	5	0,1	2	3	15	6	50	2,6
01/01/2023	14	12	2,4	26	15,4	91	1025	353	0	5	0,1	1	2	18	3	61	3,4
01/01/2023	15	11	2,9	21	15,4	94	1025	251	0	5	0,1	1	1	17	3	63	4
01/01/2023	16	11	3,1	14	15,3	97	1025	94	0	5	0,1	1	2	19	3	67	4,3
01/01/2023	17	11	2,3	21	14,9	98	1025	4	0	5	0,1	1	4	20	5	60	3,4
01/01/2023	18	13	2	7	14,5	99	1025	1	0	5	0,1	1	6	22	6	56	3,1
01/01/2023	19	16	1,7	341	13,6	100	1025	1	0	5	0,1	1	12	26	14	43	2,5
01/01/2023	20	17	1,5	331	13,1	100	1026	1	0	5	0,1	1	15	26	16	37	2,6
01/01/2023	21	22	1,5	309	12,6	100	1026	1	0	5	0,2	1	18	30	20	22	2,5
01/01/2023	22	23	1,4	306	13	100	1026	1	0	5	0,1	1	17	31	19	30	2,2
01/01/2023	23	22	1,3	309	13,2	100	1026	1	0	5	0,1	1	14	31	15	36	2,1
02/01/2023	00	21	1,4	272	13,3	98	1026	1	0	5	0,2	3	18	31	22	26	2,1
02/01/2023	01	23	1,7	266	12,8	97	1026	1	0	5	0,1	2	13	30	17	30	3,1
02/01/2023	02	20	1,2	265	12,4	97	1025	1	0	5	0,1	1	7	28	8	37	1,9
02/01/2023	03	19	1,4	253	12,2	96	1025	1	0	5	0,1	2	10	27	12	30	2,4
02/01/2023	04	17	0,9	192	11,7	92	1025	1	0	5	0,1	2	9	24	12	25	1,4
02/01/2023	05	14	1,1	195	10,8	90	1025	1	0	5	0,1	1	9	19	11	17	1,5
02/01/2023	06	11	1	198	10,1	85	1025	1	0	4	0,1	1	6	17	8	8	1,4
02/01/2023	07	10	1,1	210	9,7	81	1026	1	0	5	0,1	1	1	20	2	3	1,5
02/01/2023	08	13	0,9	197	10,2	78	1026	2	0	6	0,2	1	1	35	2	3	1,3
02/01/2023	09	14	1,3	214	11	75	1026	61	0	7	0,2	34	15	37	66	4	1,8
02/01/2023	10	14	1,2	188	11,9	71	1027	146	0	6	0,2	49	31	42	106	7	1,6
02/01/2023	11	18	1,3	191	14	65	1027	289	0	6	0,1	43	31	48	97	10	1,8
02/01/2023	12	18	1,4	174	14,9	65	1026	295	0	5	0,1	34	33	44	85	14	1,9
02/01/2023	13	20	1,2	146	16,2	66	1025	436	0	6	0,1	40	35	38	96	15	1,7
02/01/2023	14	15	1,7	137	15,9	68	1025	246	0	7	0,1	32	32	28	80	27	2,2
02/01/2023	15	16	1,6	100	15,3	83	1025	142	0	6	0,1	12	25	29	44	40	2,3
02/01/2023	16	14	1,7	55	14,8	84	1025	54	0	5	0,1	4	16	24	21	52	2,5
02/01/2023	17	12	1,7	39	14,5	81	1025	5	0	6	0,1	4	17	22	23	45	2,5
02/01/2023	18	11	1,7	42	14,4	85	1026	1	0	5	0,1	4	15	20	21	51	2,4
02/01/2023	19	14	1,3	4	14,3	89	1027	1	0	6	0,1	3	18	25	22	41	1,9
02/01/2023	20	22	1	335	13,6	92	1027	1	0	5	0,2	3	27	38	31	26	1,6
02/01/2023	21	23	0,7	292	13,6	92	1028	1	0	5	0,2	2	34	35	37	18	1,3
02/01/2023	22	26	1,3	271	13,8	90	1028	1	0	5	0,3	9	45	41	58	5	2
02/01/2023	23	27	1,2	306	13,6	91	1028	1	0	6	0,2	6	43	38	52	6	1,9
03/01/2023	00	27	1,8	257	13,7	89	1029	1	0	5	0,2	2	29	37	32	16	2,7
03/01/2023	01	28	1	242	13,5	87	1028	1	0	3	0,2	2	29	38	32	9	1,6
03/01/2023	02	27	1,2	255	13,1	89	1028	1	0	4	0,2	2	26	35	28	13	2
03/01/2023	03	27	0,8	265	12,8	92	1029	1	0	4	0,1	1	18	33	19	20	1,4
03/01/2023	04	27	0,7	346	12,6	92	1029	1	0	4	0,2	2	20	33	23	12	1
03/01/2023	05	25	0,6	340	12,5	91	1029	1	0	4	0,1	3	22	31	25	9	1
03/01/2023	06	27	0,8	213	12,3	93	1029	1	0	4	0,2	25	26	34	65	4	1,3
03/01/2023	07	27	0,7	231	12,4	95	1030	1	0	5	0,3	62	29	38	124	3	1
03/01/2023	08	25	0,7	251	13	92	1031	1	0	5	0,3	66	32	50	133	3	1,2
03/01/2023	09	19	0,9	307	13,7	89	1031	56	0	5	0,3	40	33	39	94	6	1,6
03/01/2023	10	18	1	336	15,1	83	1032	226	0	5	0,2	26	29	33	68	15	1,7
03/01/2023	11	18	1,3	358	15,6	81	1033	172	0	6	0,1	18	27	33	55	25	2
03/01/2023	12	12	0,9	20	16,1	76	1033	185	0	5	0,1	7	15	22	26	42	1,4
03/01/2023	13	10	0,8	39	16,4	73	1032	191	0	5	0,1	4	13	19	18	51	1,2
03/01/2023	14	11	0,8	130	17,5	71	1031	283	0	5	0,1	7	23	24	35	41	1,3
03/01/2023	15	11	1,9	137	16,9	75	1031	279	0	5	0,1	6	19	20	28	48	2,9
03/01/2023	16	11	1,9	135	16,5	79	1031	106	0	5	0,1	6	26	19	35	39	2,7
03/01/2023	17	14	1,4	122	15,6	82	1032	4	0	5	0,1	8	39	25	50	27	2,3
03/01/2023	18	14	1,3	122	14,9	88	1032	1	0	5	0,1	23	44	26	78	19	2
03/01/2023	19	18	0,8	112	14,7	92	1033	1	0	7	0,1	74	57	44	171	5	1,4
03/01/2023	20	17	0,7	308	14,1	95	1034	1	0	5	0,2	31	52	42	100	3	1
03/01/2023	21	24	0,8	290	13,2	97	1034	1	0	5	0,3	15	47	40	69	4	1,4
03/01/2023	22	25	0,7	283	13,8	95	1035	1	0	5	0,3	11	45	38	62	4	1,4
03/01/2023	23	27	0,7	261	13,6	94	1035	1	0	4	0,3	14	44	43	66	3	1,1
04/01/2023	00	29	0,7	221	13,4	96	1035	1	0	5	0,5	53	43	44	125	3	1,1
04/01/2023	01	29	0,6	248	13,7	96	1035	1	0	4	0,4	29	41	40	86	4	0,9
04/01/2023	02	27	1	202	13,5	94	1035	1	0	4	0,2	8	29	37	42	6	1,4
04/01/2023	03	26	1,1	207	12,3	99	1034	1	0	4	0,2	11	26	35	43	3	1,7
04/01/2023	04	20	1,9	254	12,5	96	1034	1	0	4	0,1	4	18	26	24	12	3
04/01/2023	05	10	2	262	12	86	1034	1	0	4	0,1	1	8	13	10	23	3
04/01/2023	06	5	2,2	254	11,3	80	1034	1	0	4	0,1	1	3	7	5	24	3,8
04/01/2023	07	4	2,3	243	11	77	1035	1	0	4	0,1	1	1	7	2	15	3,6
04/01/2023	08	5	2,5	243	11	76	1036	2	0	4	0,1	1	1	12	2	12	3,8
04/01/2023	09	9	2,1	253	11,4	78	1036	95	0	4	0,1	1	1	27	2	9	3,2
04/01/2023	10	6	2	266	12,4	71	1036	267	0	4	0,1	6	7	12	15	21	3,6
04/01/2023	11	6	0,9	255	14,1	65	1037	359	0	5	0,1	19	17	15	46	22	1,5
04/01/2023	12	12	0,7	101	16,1	59	1036	459	0	4	0,1	14	16	39	37	27	1,3
04/01/2023	13	10	1,7	68	15,3	64	1035	466	0	4	0,1	17	21	27	47	26	2,3
04/01/2023	14	12	1,9	85	15,5	67	1034	407	0	5	0,1	17	22	32	47	31	2,7
04/01/2023	15	11	1,8	89	15,9	72	1034	296	0	5	0,1	6	14	19	23	49	2,6
04/01/2023	16	14	1,5	106	16,2	74	1034	121	0	5	0,1	5	19	26	27	46	2,3
04/01/2023	17	13	1,3	110	15	80	1034	4	0	5	0,1	11	39	24	56	26	1,9
04/01/2023	18	13	1	107	14	86	1034	1	0	5	0,1	23	51	25	86	8	1,6
04/01/2023	19	15	0,9	107	13,8	90	1034	1	0	7	0,2	144	87	33	308	4	1,5
04/01/2023	20	16	0,4	322	13,4	94	1034	1	0	6	0,2	45	55	29	124	3	0,7
04/01/2023	21	22	0,7	324	12,4	93	1035	1	0	5	0,3	22	45	35	78	2	1,2
04/01/2023	22	23	0,6	347	12	94	1035	1	0	4	0,3	8	40	31	53	4	1,1
04/01/2023	23	25	0,5	306	11,7	94	1035	1	0	4	0,4	8	36	33	49	4	0,9
05/01/2023	00	29	0,9	224	11,1	96	1034	1	0	3	0,5	27	23	40	64	3	1,3
05/01/2023	01	23	1,3	238	10,5	94	1034	1	0	2	0,2	2	2	29	3	6	1,8
05/01/2023	02	14	1,6	239	10,1	87	1034	1	0	1	0,1	1	1	19	2	15	2,2
05/01/2023	03	7	1,7	246	9,7	79	1034	1	0	1	0,1	1	1	10	2	25	2,5
05/01/2023	04	5	1,8	238	9,3	75	1033	1	0	1	0,1	1	1	7	2	28	2,7
05/01/2023	05	4	2	240	9	72	1033	1	0	1	0,1	1	1	7	2	29	3
05/01/2023	06	6	1,6	201	7,9	76	1033	1	0	1	0,1	1	1	11	2	10	2,1
05/01/2023	07	7	1,9	210	7,8	75	1033	1	0	2	0,1	1	1	16	2	3	2,6
05/01/2023	08	10	2	212	7,9	75	1033	1	0	3	0,1	1	1	27	2	4	2,9
05/01/2023	09	15	1,7	203	8,5	78	1033	98	0	3	0,1	1	1	40	2	6	2,1
05/01/2023	10	18	1,6	201	10	75	1033	275	0	3	0,1	1	1	32	2	10	2,2
05/01/2023	11	18	1,6	205	11,9	70	1032	352	0	3	0,1	31	16	39	63	14	2,2
05/01/2023	12	19	1,4	177	14,5	66	1031	461	0	3	0,2	28	26	41	69	20	2,1
05/01/2023	13	20	1,8	152	15,3	63	1030	466	0	3	0,1	27	33	37	74	27	2,4
05/01/2023	14	12	2,1	141	15,3	62	1029	412	0	3	0,1	17	29	18	55	32	2,6
05/01/2023	15	12	2,4	144	15,4	68	1029	301	0	3	0,1	9	17	18	31	50	3
05/01/2023	16	14	3,3	146	14,9	81	1028	124	0	2	0,1	4	9	19	15	66	4,1
05/01/2023	17	11	2,8	137	14,5	83	1028	5	0	2	0,1	2	13	16	16	63	4,3
05/01/2023	18	12	1,9	129	13,9	89	1029	1	0	3	0,1	3	29	16	34	46	3
05/01/2023	19	13	0,9	137	13,8	92	1028	1	0	3	0,1	7	52	18	62	20	1,6
05/01/2023	20	19	0,9	295	13	95	1028	1	0	2	0,4	9	55	29	69	7	1,3
05/01/2023	21	27	1,3	297	12,1	94	1028	1	0	2	0,4	8	48	34	60	9	2,2
05/01/2023	22	27	1,4	291	11,9	95	1029	1	0	2	0,3	2	33	34	36	25	2,3
05/01/2023	23	30	0,9	237	11,4	97	1028	1	0	3	0,4	23	46	38	80	7	1,5
06/01/2023	00	34	1,2	206	10,1	97	1028	1	0	2	0,5	17	19	41	45	3	1,4
06/01/2023	01	27	1,4	210	9,3	93	1028	1	0	2	0,3	1	1	33	2	4	1,8
06/01/2023	02	17	1,4	209	8,9	86	1027	1	0	2	0,1	1	1	22	2	14	1,8
06/01/2023	03	13	1,6	208	8,7	82	1028	1	0	1	0,1	1	1	16	2	18	2,2
06/01/2023	04	13	1,4	191	7,9	85	1027	1	0	1	0,1	1	1	17	2	15	1,8
06/01/2023	05	11	1,6	199	7,7	82	1027	1	0	1	0,1	1	1	14	2	20	2,1
06/01/2023	06	11	1,5	203	7,3	82	1027	1	0	1	0,1	1	1	13	2	18	2,1
06/01/2023	07	10	1,3	208	7,5	81	1027	1	0	1	0,1	1	1	13	2	18	1,8
06/01/2023	08	14	1,5	212	7,7	81	1027	1	0	1	0,1	1	1	18	2	13	2
06/01/2023	09	14	1,4	206	8,8	76	1028	101	0	1	0,1	1	1	18	2	18	1,9
06/01/2023	10	12	1,5	215	10,4	70	1028	283	0	2	0,1	1	2	16	3	28	2
06/01/2023	11	10	1	186	13,1	59	1029	360	0	2	0,1	5	9	13	17	39	1,6
06/01/2023	12	9	1	141	14,6	55	1028	471	0	2	0,1	6	10	14	18	44	1,4
06/01/2023	13	8	1,6	147	15	55	1027	477	0	2	0,1	6	10	11	19	48	2
06/01/2023	14	6	1,8	101	15,1	55	1026	423	0	3	0,1	7	11	7	21	52	2,4
06/01/2023	15	9	1,8	86	15,2	60	1025	308	0	2	0,1	4	8	11	14	54	2,6
06/01/2023	16	7	1,3	100	15,8	57	1025	133	0	2	0,1	3	6	8	10	63	2,1
06/01/2023	17	9	1,1	114	14,9	69	1026	5	0	2	0,1	2	18	10	21	51	1,8
06/01/2023	18	11	0,6	92	13,5	80	1026	1	0	2	0,1	5	32	13	40	32	1
06/01/2023	19	14	0,7	353	12,7	84	1026	1	0	2	0,2	6	43	20	52	17	1,3
06/01/2023	20	24	1,1	315	11,6	82	1027	1	0	2	0,2	2	32	30	35	19	2
06/01/2023	21	27	1,2	302	11,3	83	1027	1	0	2	0,2	2	27	33	31	18	1,9
06/01/2023	22	32	1	241	11,1	84	1027	1	0	3	0,4	34	44	43	97	6	1,5
06/01/2023	23	36	1,1	206	9,9	87	1026	1	0	4	0,7	8	3	47	14	3	1,3
07/01/2023	00	32	1,3	184	8,9	88	1027	1	0	3	0,5	1	1	39	2	3	1,7
07/01/2023	01	24	1,2	196	7,9	88	1026	1	0	2	0,3	1	1	29	2	3	1,6
07/01/2023	02	22	1,1	206	7,7	88	1025	1	0	2	0,3	1	1	27	2	4	1,5
07/01/2023	03	19	1,2	205	7,6	87	1025	1	0	2	0,2	1	1	22	2	8	1,6
07/01/2023	04	22	1,9	217	7,4	87	1025	1	0	2	0,2	1	1	25	2	10	2,4
07/01/2023	05	17	1,6	219	7,6	83	1024	1	0	2	0,1	1	1	20	2	16	2,2
07/01/2023	06	14	2,2	208	7,6	82	1024	1	0	1	0,1	1	1	16	2	22	2,9
07/01/2023	07	10	2	214	8,2	79	1025	1	0	2	0,1	1	1	13	2	24	3,2
07/01/2023	08	8	2,2	220	8,4	74	1025	2	0	2	0,1	1	1	11	2	35	3,2
07/01/2023	09	10	2,4	226	10,4	68	1025	107	0	1	0,1	2	5	16	7	40	3,7
07/01/2023	10	10	4,3	219	12,8	60	1025	290	0	2	0,1	2	6	26	10	57	6,9
07/01/2023	11	7	3,6	220	14,5	54	1025	369	0	2	0,1	2	4	17	7	63	6,1
07/01/2023	12	7	4,7	217	15,6	53	1024	479	0	2	0,1	2	3	21	6	67	7,7
07/01/2023	13	7	5,2	212	16,4	51	1023	485	0	2	0,1	2	1	20	4	68	7,9
07/01/2023	14	5	4,3	218	17,5	46	1022	427	0	3	0,1	1	1	11	3	71	6,6
07/01/2023	15	6	4,3	234	18,2	46	1022	310	0	2	0,1	1	1	12	3	71	7,1
07/01/2023	16	6	3,4	249	18,2	47	1022	142	0	2	0,1	1	3	13	5	69	5,8
07/01/2023	17	6	3,2	230	17	50	1022	5	0	3	0,1	2	9	13	13	57	5,4
07/01/2023	18	7	3,2	203	15,6	55	1022	1	0	3	0,1	1	6	12	8	62	4,9
07/01/2023	19	9	3,9	204	15	59	1022	1	0	4	0,1	26	16	16	56	49	5,6
07/01/2023	20	9	3,7	222	15,1	59	1022	1	0	4	0,1	10	29	20	45	34	5,8
07/01/2023	21	9	3,3	222	14,8	61	1022	1	0	3	0,1	4	12	15	17	51	5,2
07/01/2023	22	9	2,9	201	14,2	64	1022	1	0	3	0,1	2	9	12	12	55	4,2
07/01/2023	23	8	3	199	14,4	67	1022	1	0	4	0,1	2	6	11	9	53	4,7
08/01/2023	00	6	3,2	205	14,8	64	1022	1	0	3	0,1	1	2	9	5	60	4,9
08/01/2023	01	5	3,6	217	15,3	63	1021	1	0	3	0,1	1	1	9	2	68	5,9
08/01/2023	02	5	2,6	203	15,2	66	1020	1	0	3	0,1	2	1	7	3	67	4,8
08/01/2023	03	5	3,8	220	15,9	65	1020	1	0	3	0,1	1	1	9	2	74	6
08/01/2023	04	7	2,7	173	14,7	69	1020	1	0	4	0,1	9	19	9	34	40	3,9
08/01/2023	05	4	3,1	204	14,3	68	1019	1	0	3	0,1	6	8	6	17	54	4,5
08/01/2023	06	4	1,8	228	14,8	71	1018	1	0	3	0,1	1	2	6	3	61	2,7
08/01/2023	07	4	1,8	211	14,5	69	1019	1	0	3	0,1	1	6	6	8	52	2,3
08/01/2023	08	3	2,2	240	15,6	70	1018	1	0	3	0,1	2	8	5	11	57	3,3
08/01/2023	09	3	1,9	190	15,8	71	1018	17	0	3	0,1	16	22	6	47	36	2,8
08/01/2023	10	2	2,7	210	17,2	68	1018	41	0	4	0,1	3	7	5	11	54	4,5
08/01/2023	11	3	2,8	168	16,7	70	1018	64	0	3	0,1	11	18	5	35	38	3,8
08/01/2023	12	5	4,7	205	18,5	65	1017	153	0	4	0,1	4	9	19	14	51	8
08/01/2023	13	5	7	232	20,7	60	1015	267	0	4	0,1	3	4	28	8	61	11,3
08/01/2023	14	2	6,6	228	21,1	59	1014	145	0	3	0,1	2	3	12	6	62	10,7
08/01/2023	15	2	6,3	224	21,5	57	1013	115	0	3	0,1	1	1	8	2	65	10,2
08/01/2023	16	2	5	225	21,6	57	1014	20	0	3	0,1	1	2	7	4	61	7,7
08/01/2023	17	2	6,4	221	21,5	57	1014	6	0	4	0,1	1	1	8	3	61	11
08/01/2023	18	3	7	221	20,8	59	1014	1	0	3	0,1	1	2	16	3	60	11
08/01/2023	19	2	5,7	216	20,3	61	1014	1	0	4	0,1	2	2	7	6	58	9,6
08/01/2023	20	2	5	223	20	62	1014	1	0	4	0,1	2	3	5	5	55	8,1
08/01/2023	21	2	3,7	201	19,7	64	1015	1	0	3	0,1	14	9	5	30	47	6,9
08/01/2023	22	2	4	199	19,8	63	1015	1	0	4	0,1	1	1	4	2	61	6,2
08/01/2023	23	1	5,2	204	20	63	1016	1	0	4	0,1	1	1	3	2	61	7,6
09/01/2023	00	1	5,7	224	19,8	64	1015	1	0	3	0,1	1	1	4	2	59	9,2
09/01/2023	01	1	5,3	228	19,3	66	1015	1	0	3	0,1	1	1	4	2	59	9
09/01/2023	02	1	4,2	222	19,1	66	1015	1	0	3	0,1	1	1	2	2	58	6,6
09/01/2023	03	1	3,8	224	18,9	67	1015	1	0	3	0,1	1	1	2	2	57	5,8
09/01/2023	04	1	3,2	216	18,6	68	1016	1	0	3	0,1	1	1	1	2	52	5,1
09/01/2023	05	0	2,9	199	18,2	69	1016	1	0	3	0,1	1	1	1	2	50	4,2
09/01/2023	06	1	2,7	199	17,5	72	1017	1	0	3	0,1	2	5	3	7	40	3,7
09/01/2023	07	2	2,2	199	17,1	74	1018	1	0	3	0,1	12	25	6	45	18	3,6
09/01/2023	08	4	2,6	208	17,2	73	1019	3	0	4	0,1	39	35	24	95	9	3,5
09/01/2023	09	3	3,1	217	18	64	1020	77	0	4	0,1	19	22	15	51	27	4,9
09/01/2023	10	2	3,6	224	19,6	50	1020	286	0	4	0,1	8	11	9	22	53	5,7
09/01/2023	11	2	4,2	250	20,4	44	1021	374	0	4	0,1	8	11	9	23	60	7,3
09/01/2023	12	2	3,9	262	20,9	41	1021	436	0	3	0,1	11	10	8	27	60	7,1
09/01/2023	13	2	3,3	267	21,4	37	1021	450	0	3	0,1	10	10	11	26	61	5,9
09/01/2023	14	2	3,1	303	20,7	44	1021	394	0	3	0,1	6	5	7	15	68	5,4
09/01/2023	15	4	3,7	79	17,1	70	1022	275	0	3	0,1	4	8	9	13	65	5,6
09/01/2023	16	6	3,1	85	16,7	73	1023	105	0	3	0,1	6	13	28	21	59	4,7
09/01/2023	17	5	1,9	77	16	78	1024	6	0	4	0,1	5	22	15	30	47	3
09/01/2023	18	7	0,9	317	15,5	82	1025	1	0	4	0,1	3	12	22	16	58	1,4
09/01/2023	19	14	1,2	323	15,1	82	1026	1	0	3	0,2	5	30	24	38	34	1,9
09/01/2023	20	7	0,9	294	14,9	82	1027	1	0	3	0,1	7	32	17	43	29	1,5
09/01/2023	21	10	1,1	285	14,2	83	1028	1	0	3	0,3	13	47	23	67	8	1,7
09/01/2023	22	8	2,1	271	14,6	73	1028	1	0	3	0,2	4	37	16	44	20	3,1
09/01/2023	23	4	2,9	269	14,6	60	1028	1	0	3	0,1	1	12	8	13	48	4,7
10/01/2023	00	2	2,8	258	14,9	55	1028	1	0	3	0,1	1	2	5	4	63	4,4
10/01/2023	01	3	1	191	12,5	63	1029	1	0	3	0,1	1	3	6	4	47	1,9
10/01/2023	02	3	1,8	202	12,2	62	1029	1	0	3	0,1	1	1	5	2	52	2,8
10/01/2023	03	4	1,1	129	12,1	64	1029	1	0	3	0,1	1	1	9	2	36	1,8
10/01/2023	04	4	1	286	11,6	64	1029	1	0	2	0,1	1	1	10	2	42	2,2
10/01/2023	05	3	1,9	230	11,5	66	1029	1	0	2	0,1	1	1	5	2	48	2,8
10/01/2023	06	4	1,8	316	10,9	69	1029	1	0	2	0,1	1	1	8	2	35	3,1
10/01/2023	07	4	1,9	268	11	67	1029	1	0	3	0,1	1	1	11	2	20	3,4
10/01/2023	08	4	3,9	246	12,3	62	1030	2	0	3	0,1	1	1	13	2	23	6
10/01/2023	09	6	2,9	257	12,7	61	1030	107	0	3	0,1	1	1	22	2	23	4,6
10/01/2023	10	6	1,5	262	14	56	1030	288	0	3	0,1	15	13	25	37	26	2,6
10/01/2023	11	6	1,3	241	15,7	49	1030	367	0	4	0,1	19	19	23	48	35	2,2
10/01/2023	12	6	1,5	115	17	51	1030	476	0	3	0,1	14	16	20	37	37	2,3
10/01/2023	13	8	1,2	83	17,6	52	1029	484	0	4	0,1	26	29	37	70	25	1,8
10/01/2023	14	6	1,4	46	17,7	55	1028	433	0	4	0,1	19	23	20	53	30	2,1
10/01/2023	15	12	1,6	72	18,2	56	1028	317	0	4	0,1	59	38	65	129	18	2,2
10/01/2023	16	15	1,7	97	18,4	61	1028	146	0	5	0,1	61	46	90	139	9	2,6
10/01/2023	17	7	1,3	164	18,3	57	1028	8	0	5	0,1	23	36	26	70	16	2,1
10/01/2023	18	7	3	139	16,4	74	1028	1	0	4	0,1	38	34	20	92	29	4,1
10/01/2023	19	10	1,5	171	15,8	74	1028	1	0	8	0,2	178	69	29	341	4	2,3
10/01/2023	20	11	1,3	307	14,1	79	1028	1	0	5	0,2	34	45	25	97	8	2
10/01/2023	21	9	0,9	286	12,8	83	1028	1	0	3	0,1	2	26	16	28	29	1,5
10/01/2023	22	9	0,7	258	12,6	83	1028	1	0	3	0,1	2	27	14	30	24	1,1
10/01/2023	23	12	0,7	196	12,3	86	1028	1	0	3	0,3	25	43	20	80	4	1,1
11/01/2023	00	15	1,1	219	11,5	89	1028	1	0	3	0,3	8	10	25	21	3	1,6
11/01/2023	01	17	1,3	233	11,4	86	1027	1	0	4	0,3	1	10	27	12	6	2,1
11/01/2023	02	13	1,2	187	11,6	79	1027	1	0	3	0,2	2	11	19	14	7	1,8
11/01/2023	03	16	0,8	233	10,4	85	1027	1	0	3	0,2	1	1	22	2	4	1,1
11/01/2023	04	16	0,8	191	10,4	87	1026	1	0	3	0,1	1	1	21	2	3	1,3
11/01/2023	05	11	1,2	244	10,9	82	1026	1	0	3	0,1	1	1	15	2	9	2,2
11/01/2023	06	5	1,8	210	11,7	77	1026	1	0	3	0,1	1	1	9	2	25	2,5
11/01/2023	07	7	2	179	11,3	79	1026	1	0	3	0,1	1	1	13	2	14	2,8
11/01/2023	08	7	2,6	203	10,8	79	1026	8	0	4	0,1	1	1	18	2	9	3,7
11/01/2023	09	7	2,7	220	11,8	75	1027	79	0	4	0,1	5	6	19	13	16	3,8
11/01/2023	10	4	3,8	232	13,3	70	1027	266	0	4	0,1	16	12	13	36	28	5,9
11/01/2023	11								0								
11/01/2023	12	4	3	226	16,9	58	1027	485	0	5	0,1	20	15	14	46	30	4,4
11/01/2023	13	4	2,1	226	18,9	53	1026	485	0	4	0,1	24	17	15	53	28	3,3
11/01/2023	14	3	2	182	20,3	49	1026	437	0	4	0,1	15	12	11	34	39	3,1
11/01/2023	15	3	2,7	141	20,1	51	1025	252	0	4	0,1	9	16	15	30	35	3,9
11/01/2023	16	3	1,9	146	19,6	59	1025	95	0	4	0,1	14	24	12	46	26	2,8
11/01/2023	17	6	1,5	158	19	61	1026	16	0	5	0,1	29	33	48	77	11	2,2
11/01/2023	18	7	1,6	343	16,7	75	1027	1	0	4	0,1	15	21	41	44	22	2,7
11/01/2023	19	4	1,3	298	16,2	76	1028	1	0	4	0,1	10	28	12	44	21	2,2
11/01/2023	20	8	0,8	246	16,2	69	1029	1	0	4	0,3	45	46	24	115	3	1,2
11/01/2023	21	13	0,6	152	15,5	69	1029	1	0	6	0,3	104	52	40	211	3	1,1
11/01/2023	22	9	1,4	330	15,1	64	1030	1	0	5	0,2	19	32	23	62	13	2,2
11/01/2023	23	3	1,1	304	14,3	57	1030	1	0	4	0,1	1	7	5	9	52	1,8
12/01/2023	00	3	1	245	13,8	56	1030	1	0	3	0,1	1	5	6	6	54	1,8
12/01/2023	01	4	1,2	180	12,4	68	1030	1	0	3	0,1	1	1	7	2	25	1,6
12/01/2023	02	4	1,3	196	11,5	77	1031	1	0	3	0,1	1	1	6	2	20	1,7
12/01/2023	03	3	1,4	206	10,7	79	1031	1	0	3	0,1	1	1	6	2	24	2
12/01/2023	04	3	2,1	238	10,7	76	1030	1	0	3	0,1	1	1	5	2	35	2,9
12/01/2023	05	3	1,5	226	10,6	74	1030	1	0	3	0,1	1	1	5	2	30	2
12/01/2023	06	3	2,1	249	10,8	63	1031	1	0	3	0,1	1	1	6	2	39	3,5
12/01/2023	07	3	1,6	246	10,4	59	1032	1	0	3	0,1	1	1	8	2	27	2,7
12/01/2023	08	4	2,8	253	10,2	58	1032	2	0	4	0,1	1	1	14	2	18	4,4
12/01/2023	09	5	3,3	248	11	54	1033	108	0	3	0,1	1	1	18	2	30	5,3
12/01/2023	10	8	2,2	226	12,1	51	1032	291	0	4	0,1	1	1	35	2	20	3,3
12/01/2023	11	11	1,9	222	13,6	52	1032	372	0	4	0,1	16	14	28	38	27	2,8
12/01/2023	12	14	1,8	169	15,1	59	1031	483	0	4	0,1	19	23	41	52	30	2,5
12/01/2023	13	14	1,6	149	16,3	59	1030	489	0	4	0,1	15	18	54	41	34	2,3
12/01/2023	14	9	2,9	139	16,1	64	1029	434	0	4	0,1	5	5	17	12	59	3,6
12/01/2023	15	7	3,3	142	16,2	69	1028	327	0	3	0,1	2	1	10	3	64	4,5
12/01/2023	16	6	4,3	143	15,3	81	1028	150	0	3	0,1	1	1	10	2	75	5,6
12/01/2023	17	5	4,8	143	15	86	1028	10	0	4	0,1	2	6	8	9	66	6,1
