FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
07/03/2023	20	2	2	3	0,6	1	7	3	9	78
07/03/2023	21	3	2	3	0,5	1	7	4	9	79
07/03/2023	22	5	4	3	0,5	1	6	7	8	78
07/03/2023	23	2	2	3	0,4	1	3	3	5	79
08/03/2023	00	2	2	3	0,4	1	1	3	3	78
08/03/2023	01	2	2	3	0,4	1	1	3	3	77
08/03/2023	02	2	2	3	0,4	1	2	3	4	79
08/03/2023	03	2	2	3	0,4	1	1	3	3	83
08/03/2023	04	2	2	3	0,4	1	2	3	4	81
08/03/2023	05	3	2	3	0,4	1	7	4	9	70
08/03/2023	07	14	9	3	0,1	2	14	23	17	55
08/03/2023	08	17	11	3	0,1	2	14	25	16	52
08/03/2023	09	11	6	3	0,1	1	8	18	11	56
08/03/2023	10	7	4	3	0,1	1	5	12	7	55
08/03/2023	11	7	3	3	0,2	1	3	28	5	54
08/03/2023	12	6	2	3	0,3	1	3	22	5	56
08/03/2023	13	5	2	3	0,3	1	3	15	6	58
08/03/2023	14	5	2	3	0,3	2	3	12	5	58
08/03/2023	15	5	2	3	0,2	1	4	15	6	58
08/03/2023	16	8	3	3	0,2	1	5	32	8	58
08/03/2023	17	7	2	3	0,2	1	7	28	9	56
08/03/2023	18	6	2	3	0,2	1	12	15	14	48
08/03/2023	19	6	3	3	0,2	1	12	11	14	46
08/03/2023	20	5	3	3	0,2	1	8	10	10	49
08/03/2023	21	6	3	3	0,2	1	7	10	9	48
08/03/2023	22	7	4	3	0,1	1	12	11	14	43
08/03/2023	23	9	6	3	0,1	1	8	13	11	44
09/03/2023	00	9	6	3	0,1	1	4	12	6	48
09/03/2023	01	10	6	3	0,1	1	3	13	5	48
09/03/2023	02	9	6	3	0,1	1	4	12	6	51
09/03/2023	03	11	7	3	0,1	1	3	14	5	54
09/03/2023	04	14	10	3	0,1	1	5	19	7	48
09/03/2023	05	15	10	3	0,1	1	7	20	9	44
09/03/2023	06	15	10	3	0,1	1	10	20	12	42
09/03/2023	07	21	13	3	0,1	1	17	31	19	37
09/03/2023	08	23	14	3	0,1	1	24	39	26	36
09/03/2023	09	18	11	3	0,1	1	14	25	16	43
09/03/2023	10	16	10	3	0,1	1	15	23	18	42
09/03/2023	11	14	9	3	0,1	1	11	22	13	45
09/03/2023	12	12	6	3	0,1	1	6	30	8	52
09/03/2023	13	12	7	3	0,2	1	7	22	9	53
09/03/2023	14	12	5	3	0,2	1	6	31	8	60
09/03/2023	15	14	4	3	0,2	1	4	63	6	66
09/03/2023	16	13	4	3	0,3	1	5	56	7	71
09/03/2023	17	14	4	3	0,3	1	6	64	8	71
09/03/2023	18	9	3	3	0,3	1	10	20	12	65
09/03/2023	19	9	4	3	0,2	1	10	22	13	65
09/03/2023	20	9	4	3	0,2	1	10	17	12	67
09/03/2023	21	6	3	3	0,2	1	7	11	10	72
09/03/2023	22	6	3	3	0,2	1	3	10	5	78
09/03/2023	23	7	4	3	0,1	1	5	10	7	74
10/03/2023	00	7	4	3	0,1	1	3	10	6	76
10/03/2023	01	8	4	3	0,1	1	2	14	4	77
10/03/2023	02	6	4	3	0,1	1	2	10	4	77
10/03/2023	03	7	4	3	0,1	1	1	12	3	79
10/03/2023	04	8	4	3	0,1	1	1	12	3	79
10/03/2023	05	9	5	3	0,1	1	3	13	5	77
10/03/2023	06	8	4	3	0,1	1	5	12	8	74
10/03/2023	07	10	5	3	0,1	1	11	15	13	65
10/03/2023	08	11	6	3	0,1	1	17	17	20	56
10/03/2023	09	9	5	3	0,1	2	11	16	13	64
10/03/2023	10	7	3		0,2	2	3	14	5	74
10/03/2023	11	6	3	3	0,2	2	2	14	4	76
10/03/2023	12	6	3	3	0,2	1	1	15	3	78
10/03/2023	13	7	3	3	0,3	1	2	17	5	79
10/03/2023	14	8	4	3	0,4	2	4	17	6	79
10/03/2023	15	6	3	3	0,4	1	4	15	6	81
10/03/2023	16	8	3	3	0,4	2	4	22	6	80
10/03/2023	17	9	3	3	0,4	2	5	21	8	79
10/03/2023	18	9	4	3	0,4	1	10	17	12	73
10/03/2023	19	7	4	3	0,3	1	9	13	11	75
10/03/2023	20	9	4	3	0,3	1	13	13	15	69
10/03/2023	21	10	6	3	0,2	1	10	14	12	71
10/03/2023	22	17	11	3	0,2	1	14	24	17	60
10/03/2023	23	15	10	3	0,2	1	16	21	19	57
11/03/2023	00	12	8	3	0,1	1	11	17	14	61
11/03/2023	01	12	7	3	0,1	1	6	16	9	64
11/03/2023	02	11	7	3	0,1	1	5	15	7	66
11/03/2023	03	12	7	3	0,1	1	4	18	6	67
11/03/2023	04	12	7	3	0,1	1	6	16	8	59
11/03/2023	05	12	7	3	0,1	1	4	17	6	60
11/03/2023	06	13	8	3	0,1	1	4	20	6	58
11/03/2023	07	13	8	3	0,1	1	4	22	6	58
11/03/2023	08	14	8	3	0,1	1	4	23	7	58
11/03/2023	09	12	7	3	0,1	1	6	18	8	57
11/03/2023	10	13	7	3	0,1	1	6	24	8	58
11/03/2023	11	14	7	3	0,1	1	3	34	5	63
11/03/2023	12	15	9	3	0,1	1	3	29	6	63
11/03/2023	13	14	8	3	0,2	1	4	28	6	61
11/03/2023	14	12	5	3	0,3	1	3	37	5	59
11/03/2023	15	12	6	3	0,2	1	3	33	5	59
11/03/2023	16	12	6	3	0,2	1	2	26	4	60
11/03/2023	17	12	5	3	0,2	1	3	33	5	60
11/03/2023	18	10	5	3	0,2	1	2	26	4	64
11/03/2023	19	11	7	3	0,2	1	2	17	5	67
11/03/2023	20	13	9	3	0,1	1	6	20	8	60
11/03/2023	21	15	10	3	0,2	1	10	22	13	52
11/03/2023	22	16	11	3	0,2	1	9	22	11	56
11/03/2023	23	16	11	3	0,2	1	7	22	9	54
12/03/2023	00	14	9	3	0,1	1	6	18	8	53
12/03/2023	01	22	15	3	0,1	1	5	28	7	49
12/03/2023	02	16	11	3	0,1	1	7	21	9	41
12/03/2023	03	16	11	3	0,1	1	7	20	9	39
12/03/2023	04	16	11	3	0,1	3	16	21	20	27
12/03/2023	05	14	10	3	0,1	1	8	18	10	35
12/03/2023	06	15	10	3	0,1	1	10	19	12	28
12/03/2023	07	9	6	3	0,1	1	9	12	12	35
12/03/2023	08	14	9	3	0,1	1	9	20	11	34
12/03/2023	09	13	8	3	0,1	2	8	19	11	34
12/03/2023	10	7	4	3	0,1	2	5	12	8	42
12/03/2023	11	3	1	3	0,2	1	1	7	3	48
12/03/2023	12	3	1	3	0,2	2	1	6	2	50
12/03/2023	13	4	2	3	0,3	2	2	7	4	57
12/03/2023	14	4	3	3	0,3	2	3	9	5	60
12/03/2023	15	4	2	3	0,3	2	5	7	7	57
12/03/2023	16	6	3	3	0,3	1	5	11	7	58
12/03/2023	17	7	4	3	0,3	1	6	12	8	55
12/03/2023	18	8	5	3	0,2	1	8	13	10	55
12/03/2023	19	20	13	3	0,2	2	17	29	20	50
12/03/2023	20	28	19	3	0,2	1	22	36	25	43
12/03/2023	21	21	14	3	0,1	1	17	27	19	47
12/03/2023	22	18	12	3	0,1	2	21	24	23	31
12/03/2023	23	21	13	3	0,1	1	26	26	28	17
13/03/2023	00	22	14	3	0,1	2	27	28	30	9
13/03/2023	01	28	19	3	0,1	2	28	36	30	11
13/03/2023	02	26	17	3	0,1	2	24	33	26	10
13/03/2023	03	20	13	3	0,1	1	21	25	23	12
13/03/2023	04	14	9	3	0,1	1	11	17	13	23
13/03/2023	05	21	14	3	0,1	1	16	27	19	12
13/03/2023	06	28	19	3	0,1	13	25	37	45	7
13/03/2023	07	27	17	3	0,1	45	28	38	96	7
13/03/2023	08	38	24	3	0,1	119	39	52	222	8
13/03/2023	09	34	21	3	0,1	68	43	54	148	12
13/03/2023	10	18	10	3	0,1	13	22	30	42	29
13/03/2023	11	17	9	3	0,2	7	16	34	26	39
13/03/2023	12	22	12	3	0,2	9	27	47	40	47
13/03/2023	13	34	21	3	0,3	8	32	59	45	60
13/03/2023	14	18	11	3	0,3	6	21	33	30	60
13/03/2023	15	16	9	3	0,3	7	25	30	36	64
13/03/2023	16	14	7	3	0,3	2	16	35	19	64
13/03/2023	17	28	7	3	0,3	2	4	138	6	69
13/03/2023	18	29	8	4	0,2	1	6	131	8	65
13/03/2023	19	17	6	4	0,2	1	8	57	10	58
13/03/2023	20	20	7	4	0,2	1	4	79	6	56
13/03/2023	21	19	6	4	0,1	1	3	80	5	57
13/03/2023	22	12	5	4	0,1	1	2	34	4	57
13/03/2023	23	8	4	4	0,1	1	1	16	2	65
14/03/2023	00	8	4	4	0,1	1	1	13	2	75
14/03/2023	01	8	5	4	0,1	1	1	12	3	73
14/03/2023	02	9	5	4	0,1	1	2	14	4	72
14/03/2023	03	7	3	4	0,1	1	1	18	3	79
14/03/2023	04	5	3	4	0,1	1	2	9	4	81
14/03/2023	05	6	4	4	0,1	1	4	9	6	79
14/03/2023	06	6	3	4	0,1	1	8	10	10	71
14/03/2023	07	6	3	4	0,1	1	14	11	16	58
14/03/2023	08	11	5	4	0,1	1	14	27	16	59
14/03/2023	09	8	4	4	0,1	1	9	18	12	68
14/03/2023	10	4	2	4	0,1	1	3	8	5	81
14/03/2023	11	4	2	4	0,1	1	1	11	3	83
14/03/2023	12	5	2	4	0,1	1	2	14	4	84
14/03/2023	13	4	1	4	0,2	1	1	16	3	86
14/03/2023	14	3	1	4	0,2	1	1	10	3	87
14/03/2023	15	3	1	4	0,3	1	1	9	3	87
14/03/2023	16	8	3	4	0,3	2	15	19	18	78
14/03/2023	17	9	4	4	0,2	4	30	18	37	64
14/03/2023	18	14	8	4	0,2	9	61	27	75	34
14/03/2023	19	13	7	4	0,1	3	41	21	46	52
14/03/2023	20	17	11	4	0,1	2	33	25	35	56
14/03/2023	21	18	11	4	0,1	1	28	27	30	57
14/03/2023	22	24	14	4	0,1	3	30	36	34	36
14/03/2023	23	27	17	4	0,1	1	48	35	50	18
15/03/2023	00	27	17	4	0,1	2	53	34	55	9
15/03/2023	01	30	20	4	0,1	6	49	39	58	7
15/03/2023	02	26	17	4	0,1	2	36	33	40	10
15/03/2023	03	23	15	4	0,1	1	24	30	26	17
15/03/2023	04	23	15	4	0,1	1	23	28	25	13
15/03/2023	05	22	14	4	0,1	1	28	28	30	12
15/03/2023	06	19	12	4	0,1	9	34	27	48	7
15/03/2023	07	22	12	4	0,1	32	40	33	89	8
15/03/2023	08	16	8	4	0,1	25	40	34	78	18
15/03/2023	09	15	8	4	0,1	5	18	31	26	50
15/03/2023	10	20	11	4	0,1	1	8	44	10	67
15/03/2023	11	13	6	4	0,1	2	13	32	16	70
15/03/2023	12	18	9	4	0,1	2	13	42	17	77
15/03/2023	13	10	5	4	0,2	2	12	20	15	84
15/03/2023	14	10	5	4	0,1	3	15	24	20	81
15/03/2023	15	10	5	4	0,2	2	15	20	18	83
15/03/2023	16	9	4	4	0,2	2	13	17	16	88
15/03/2023	17	12	7	4	0,1	2	16	18	19	82
15/03/2023	18	15	9	4	0,1	3	28	20	32	68
15/03/2023	19	15	10	4	0,1	1	12	19	14	85
15/03/2023	20	22	15	4	0,1	1	12	28	14	83
15/03/2023	21	24	16	4	0,1	1	14	30	16	81
15/03/2023	22	19	12	4	0,1	1	13	23	15	77
15/03/2023	23	26	17	4	0,1	1	15	32	18	74
16/03/2023	00	26	17	4	0,1	1	20	33	22	47
16/03/2023	01	36	25	4	0,1	1	32	46	34	13
16/03/2023	02	27	18	4	0,1	1	36	34	38	16
16/03/2023	03	30	20	4	0,1	1	28	38	30	13
16/03/2023	04	32	22	4	0,1	1	20	40	22	16
16/03/2023	05	23	15	4	0,1	1	20	29	23	19
16/03/2023	06	23	15	4	0,1	9	30	30	45	8
16/03/2023	07	26	17	4	0,1	25	37	33	75	8
16/03/2023	08	36	23	4	0,1	37	33	48	89	13
16/03/2023	09	46	31	4	0,1	22	32	61	66	28
16/03/2023	10	48	32	4	0,1	9	27	62	40	56
16/03/2023	11	49	33	4	0,1	5	20	63	27	71
16/03/2023	12	51	35	4	0,1	3	16	65	20	79
16/03/2023	13	44	30	4	0,1	2	14	58	17	88
16/03/2023	14	37	25	4	0,1	2	14	48	17	91
16/03/2023	15	27	18	4	0,1	2	10	36	12	94
16/03/2023	16	24	16	4	0,1	2	13	30	15	91
16/03/2023	17	21	14	4	0,1	2	11	26	13	89
16/03/2023	18	27	18	4	0,1	2	12	34	15	86
16/03/2023	19	32	22	4	0,1	1	17	40	19	81
16/03/2023	20	49	33	4	0,1	1	14	61	16	80
16/03/2023	21	49	34	4	0,1	1	17	61	19	71
16/03/2023	22	63	43	4	0,1	1	18	78	20	53
16/03/2023	23	78	54	4	0,1	1	28	97	30	24
17/03/2023	00	66	45	4	0,1	2	43	83	46	9
17/03/2023	01	54	37	4	0,1	1	33	68	36	16
17/03/2023	02	38	26	4	0,1	1	21	48	23	23
17/03/2023	03	27	19	4	0,1	1	14	34	16	35
17/03/2023	04	26	18	4	0,1	1	13	32	15	29
17/03/2023	05	27	18	4	0,1	1	15	34	17	27
17/03/2023	06	25	17	4	0,1	1	32	32	34	16
17/03/2023	07	35	24	4	0,1	3	36	44	40	15
17/03/2023	08	23	15	4	0,1	6	31	29	41	21
17/03/2023	09	36	24	4	0,1	12	29	47	47	28
17/03/2023	10	26	18	4	0,1	4	13	34	18	66
17/03/2023	11	27	18	4	0,1	2	12	34	14	78
17/03/2023	12	34	23	4	0,1	2	14	46	16	80
17/03/2023	13	28	18	4	0,1	3	13	38	17	84
17/03/2023	14	24	16	4	0,1	2	9	31	12	87
17/03/2023	15	15	10	4	0,2	2	7	19	10	88
17/03/2023	16	13	8	4	0,2	1	6	17	9	89
17/03/2023	17	11	7	4	0,1	2	10	14	12	83
17/03/2023	18	14	9	4	0,1	2	15	18	18	80
17/03/2023	19	21	14	4	0,1	4	23	27	29	73
17/03/2023	20	33	23	4	0,1	1	20	42	22	70
17/03/2023	21	35	24	4	0,1	1	13	43	15	66
17/03/2023	22	38	26	4	0,1	1	15	47	17	54
17/03/2023	23	34	24	4	0,1	1	24	43	26	45
18/03/2023	00	44	30	4	0,1	1	30	56	31	23
18/03/2023	01	47	32	4	0,1	1	29	59	32	15
18/03/2023	02	42	29	4	0,1	2	35	53	38	7
18/03/2023	03	39	27	4	0,1	1	23	49	25	15
18/03/2023	04	42	29	4	0,1	2	23	53	26	12
18/03/2023	05	40	27	4	0,1	2	21	49	24	12
18/03/2023	06	44	30	4	0,1	4	30	55	37	8
18/03/2023	07	46	32	4	0,1	7	30	58	42	8
18/03/2023	08	36	25	4	0,1	11	32	46	49	13
18/03/2023	09	36	24	4	0,1	8	27	46	39	27
18/03/2023	10	45	31	4	0,1	4	18	59	23	39
18/03/2023	11	9	3	4	0,1	1	4	34	7	70
18/03/2023	12	6	3	4	0,1	1	2	18	5	77
18/03/2023	13	8	4	4	0,2	1	3	16	5	78
18/03/2023	14	14	8	4	0,2	1	2	24	4	81
18/03/2023	15	8	4	4	0,2	1	1	20	3	86
18/03/2023	16	16	9	4	0,1	1	5	39	7	80
18/03/2023	17	28	17	4	0,1	1	11	44	13	83
18/03/2023	18	45	31	4	0,1	1	7	58	9	91
18/03/2023	19	43	29	4	0,1	1	8	53	10	85
18/03/2023	20	39	26	4	0,1	1	8	48	10	82
18/03/2023	21	52	35	4	0,1	1	13	65	15	62
18/03/2023	22	58	40	4	0,1	6	36	73	45	28
18/03/2023	23	48	33	4	0,1	1	26	60	28	35
19/03/2023	00	42	29	4	0,1	1	22	53	24	42
19/03/2023	01	35	24	4	0,1	1	11	43	13	51
19/03/2023	02	23	16	4	0,1	1	12	29	14	44
19/03/2023	03	13	9	4	0,1	1	12	16	14	46
19/03/2023	04	11	7	4	0,1	1	13	13	15	42
19/03/2023	05	11	6	4	0,1	1	17	14	19	35
19/03/2023	06	14	9	4	0,1	2	29	19	32	16
19/03/2023	07	14	9	4	0,1	1	29	19	32	17
19/03/2023	08	27	18	4	0,1	5	24	35	32	27
19/03/2023	09	24	15	4	0,1	4	14	34	19	47
19/03/2023	10	9	5	4	0,1	3	8	16	11	57
19/03/2023	11	5	2	4	0,1	2	8	10	10	67
19/03/2023	12	6	4	4	0,2	1	8	9	10	71
19/03/2023	13	10	6	4	0,2	2	7	15	10	77
19/03/2023	14	26	17	4	0,2	2	5	34	8	78
19/03/2023	15	18	12	4	0,2	1	4	25	7	78
19/03/2023	16	7	5	4	0,2	1	4	10	6	79
19/03/2023	17	7	4	4	0,2	1	6	9	9	78
19/03/2023	18	11	7	4	0,1	2	14	14	17	71
19/03/2023	19	21	14	4	0,1	2	29	28	32	55
19/03/2023	20	41	28	4	0,1	1	24	53	26	41
19/03/2023	21	51	34	4	0,1	1	41	68	43	26
19/03/2023	22	53	36	4	0,1	8	52	67	65	12
19/03/2023	23	58	39	4	0,1	1	26	73	28	33
20/03/2023	00	44	30	4	0,1	1	17	55	19	40
20/03/2023	01	28	19	4	0,1	1	10	36	12	45
20/03/2023	02	40	28	4	0,1	1	7	51	9	46
20/03/2023	03	33	23	4	0,1	1	6	42	8	49
20/03/2023	04	12	8	4	0,1	1	6	15	8	46
20/03/2023	05	14	10	4	0,1	1	16	19	18	34
20/03/2023	06	22	14	4	0,1	1	32	27	34	17
20/03/2023	07	21	13	4	0,1	18	41	27	69	10
20/03/2023	08			4	0,1	28	43		85	18
20/03/2023	09			4	0,1	25	42		79	27
20/03/2023	10	21	13	4	0,1	14	27	36	48	39
20/03/2023	11	25	15	4	0,1	7	20	44	31	60
20/03/2023	12	17	10	4	0,1	3	14	31	18	71
20/03/2023	13	13	8	4	0,1	2	12	24	15	78
20/03/2023	14	12	6	4	0,2	2	12	23	15	76
20/03/2023	15	10	5	4	0,1	2	10	22	13	75
20/03/2023	16	8	4	4	0,1	2	10	18	12	77
20/03/2023	17	9	5	4	0,1	1	12	16	14	77
20/03/2023	18	9	5	4	0,1	2	18	13	20	72
20/03/2023	19	11	6	4	0,1	1	27	17	29	60
20/03/2023	20	18	12	4	0,1	1	38	26	40	39
20/03/2023	21	20	13	4	0,1	1	30	26	32	37
20/03/2023	22	21	14	4	0,1	1	33	27	35	36
20/03/2023	23	20	13	4	0,1	1	29	25	31	35
21/03/2023	00	20	14	4	0,1	1	24	25	26	30
21/03/2023	01			4	0,1	1	13		15	47
21/03/2023	02			4	0,1	1	11		13	36
21/03/2023	03			4	0,1	1	18		20	17
21/03/2023	04			4	0,1	1	27		29	12
21/03/2023	05			4	0,1	1	29		31	11
21/03/2023	06			4	0,1	20	29		60	9
21/03/2023	07			4	0,1	38	34		92	8
21/03/2023	08			4	0,1	43	40		105	11
21/03/2023	09			4	0,1	32	40		89	20
21/03/2023	10			4	0,1	9	28		42	47
21/03/2023	11			4	0,1	7	27		38	55
21/03/2023	13			4	0,1	8	27		39	62
21/03/2023	14			4	0,1	6	23		31	70
21/03/2023	15			4	0,1	3	18		24	82
21/03/2023	16			4	0,1	2	12		16	90
21/03/2023	17			4	0,1	1	13		16	91
21/03/2023	18			4	0,1	2	14		17	87
21/03/2023	19			4	0,1	1	12		14	85
21/03/2023	20			4	0,1	1	14		16	77
21/03/2023	21			4	0,1	1	13		16	79
21/03/2023	22			4	0,1	1	12		14	74
21/03/2023	23			4	0,1	1	21		23	44
22/03/2023	00			4	0,1	1	27		29	18
22/03/2023	01			4	0,1	1	24		27	16
22/03/2023	02			4	0,1	1	21		23	17
22/03/2023	03			4	0,1	1	21		23	12
22/03/2023	04			4	0,1	1	20		22	13
22/03/2023	05			4	0,1	1	22		24	14
22/03/2023	06			4	0,1	2	30		33	8
22/03/2023	07			4	0,1	21	32		65	8
22/03/2023	08			4	0,1	50	42		117	11
22/03/2023	09			4	0,1	26	38		78	27
22/03/2023	10			4	0,1	9	29		42	53
22/03/2023	11			4	0,1	5	22		30	69
22/03/2023	12			4	0,1	2	16		19	80
22/03/2023	13			4	0,1	6	23		33	75
22/03/2023	14			4	0,1	6	27		36	77
22/03/2023	15			4	0,1	3	17		22	89
22/03/2023	16			4	0,1	2	15		17	93
22/03/2023	17			4	0,1	2	12		14	94
22/03/2023	18			4	0,1	1	11		13	96
22/03/2023	19	16	8	4	0,1	1	11	32	14	89
22/03/2023	20	17	8	4	0,1	1	17	35	19	76
22/03/2023	21	23	10	4	0,1	1	25	46	27	62
22/03/2023	22	26	12	4	0,1	1	20	53	22	70
22/03/2023	23	30	14	4	0,1	1	15	59	18	64
23/03/2023	00	29	14	4	0,1	1	19	58	21	35
23/03/2023	01	24	11	4	0,1	1	37	47	39	12
23/03/2023	02	25	11	4	0,1	1	29	49	31	19
23/03/2023	03	23	10	4	0,1	1	26	45	28	11
23/03/2023	04	21	10	4	0,1	1	24	43	27	10
23/03/2023	05	21	10	4	0,1	2	21	42	25	7
23/03/2023	06	19	9	4	0,1	9	24	38	38	6
23/03/2023	07	19	9	4	0,1	42	27	39	92	7
23/03/2023	08	22	10	4	0,1	84	40	45	168	10
23/03/2023	09	23	10	4	0,1	26	38	47	78	25
23/03/2023	10	17	7	4	0,1	12	38	37	56	43
23/03/2023	11	19	8	4	0,1	12	42	46	60	49
23/03/2023	12	17	8	4	0,1	7	28	39	38	71
23/03/2023	13	15	7	4	0,1	4	20	31	26	82
23/03/2023	14	18	8	4	0,1	3	16	36	20	92
23/03/2023	15	15	7	4	0,1	2	16	30	19	95
23/03/2023	16	14	6	4	0,1	2	14	28	16	94
23/03/2023	17	11	5	4	0,1	3	23	24	27	84
23/03/2023	18	13	6	4	0,1	2	24	26	27	76
23/03/2023	19	15	7	4	0,1	1	27	30	30	66
23/03/2023	20	17	8	4	0,1	1	30	36	32	62
23/03/2023	21	17	8	4	0,1	1	22	33	24	73
23/03/2023	22	24	11	4	0,1	1	27	47	29	58
23/03/2023	23	25	12	4	0,1	1	24	51	26	43
24/03/2023	00	28	13	4	0,1	1	33	56	35	29
24/03/2023	01	30	14	4	0,1	1	35	60	37	18
24/03/2023	02	30	14	4	0,1	3	33	60	38	11
24/03/2023	03	30	14	4	0,1	1	30	61	32	8
24/03/2023	04	27	12	4	0,1	6	27	53	36	7
24/03/2023	05	26	12	4	0,1	15	26	52	49	6
24/03/2023	06	23	10	4	0,1	19	21	45	49	6
24/03/2023	07	22	10	4	0,1	64	41	44	140	6
24/03/2023	08	11	5	4	0,1	48	48	26	121	13
24/03/2023	09	5	2	4	0,1	15	36	20	59	28
24/03/2023	10	3	1	4	0,1	2	11	29	15	61
24/03/2023	11	3	1	4	0,1	1	6	26	8	75
24/03/2023	12	3	1	4	0,1	1	6	17	8	78
24/03/2023	13	3	1	4	0,1	1	6	16	9	78
24/03/2023	14	3	1	4	0,1	1	7	15	9	77
24/03/2023	15	2	1	4	0,1	1	8	16	10	76
24/03/2023	16	3	1	4	0,1	1	11	13	13	73
24/03/2023	17	6	2	4	0,1	2	24	19	27	66
24/03/2023	18	14	6	4	0,1	4	41	30	48	61
24/03/2023	19	29	13	4	0,1	1	41	59	43	72
24/03/2023	20	34	16	4	0,1	1	45	71	47	67
24/03/2023	21	37	17	4	0,1	1	49	76	52	34
24/03/2023	22	38	17	4	0,2	3	57	77	63	21
24/03/2023	23	42	19	4	0,2	8	61	83	73	10
25/03/2023	00	38	17	4	0,2	15	67	75	90	7
25/03/2023	01	28	13	4	0,2	11	59	56	75	8
25/03/2023	02	13	6	4	0,1	2	32	26	35	21
25/03/2023	03	7	3	4	0,1	1	21	13	23	29
25/03/2023	04	2	1	4	0,1	1	9	4	11	43
25/03/2023	05	1	1	4	0,1	1	8	3	11	44
25/03/2023	06	1	1	4	0,1	2	14	3	18	39
25/03/2023	07	2	1	4	0,1	2	14	5	18	30
25/03/2023	08	19	9	4	0,1	2	16	39	19	49
25/03/2023	09	19	9	4	0,1	1	15	39	17	71
25/03/2023	10	10	4	4	0,1	1	15	19	17	76
25/03/2023	11	8	4	4	0,1	2	15	20	17	83
25/03/2023	12	12	5	4	0,1	2	17	25	19	95
25/03/2023	13	9	4	4	0,1	1	14	19	17	98
25/03/2023	14	6	3	4	0,1	2	15	15	18	94
25/03/2023	15	8	4	4	0,1	1	11	17	13	102
25/03/2023	16	7	3	4	0,1	1	10	14	13	100
25/03/2023	17	8	4	4	0,1	1	9	15	11	99
25/03/2023	18	9	4	4	0,1	1	11	17	14	94
25/03/2023	19	10	4	4	0,1	1	10	20	12	87
25/03/2023	20	12	6	4	0,1	1	13	24	15	76
25/03/2023	21	15	7	4	0,1	1	20	30	22	50
25/03/2023	22	19	9	4	0,1	1	17	38	19	46
25/03/2023	23	17	8	4	0,1	1	29	35	31	23
26/03/2023	00	18	8	4	0,1	1	30	35	32	20
26/03/2023	01	14	7	4	0,1	1	15	29	18	31
26/03/2023	02	14	6	4	0,1	1	13	28	15	38
26/03/2023	03	15	7	4	0,1	1	14	30	16	34
26/03/2023	04	9	4	4	0,1	1	16	18	18	31
26/03/2023	05	5	3	4	0,1	1	12	12	14	32
26/03/2023	06	4	2	4	0,1	1	21	9	24	22
26/03/2023	07	5	2	4	0,1	3	31	15	35	17
26/03/2023	08	3	1	4	0,1	3	19	10	23	37
26/03/2023	09	3	1	4	0,1	1	8	9	10	56
26/03/2023	10	4	1	4	0,1	1	4	36	6	61
26/03/2023	11	2	1	4	0,1	1	2	18	4	62
26/03/2023	12	2	1	4	0,1	1	3	18	5	64
26/03/2023	13	3	1	4	0,1	1	3	26	5	67
26/03/2023	14	3	1	4	0,1	1	3	24	5	68
26/03/2023	15	3	1	4	0,1	1	2	34	4	72
26/03/2023	16	2	1	4	0,1	1	2	22	5	77
26/03/2023	17	3	1	4	0,1	1	4	23	6	84
26/03/2023	18	2	1	4	0,1	1	5	12	7	86
26/03/2023	19	1	1	4	0,1	1	8	7	11	82
26/03/2023	20	1	1	4	0,1	1	21	7	24	64
26/03/2023	21	3	1	4	0,1	2	30	11	34	50
26/03/2023	22	1	1	4	0,1	1	9	5	11	71
26/03/2023	23	1	1	4	0,1	1	5	8	7	72
27/03/2023	00	1	1	4	0,1	1	4	4	6	80
27/03/2023	01	1	1	4	0,1	1	3	3	5	80
27/03/2023	02	1	1	4	0,1	1	3	5	5	73
27/03/2023	03	2	1	4	0,1	1	6	5	8	58
27/03/2023	04	1	1	4	0,1	1	9	5	11	55
27/03/2023	05	1	1	4	0,1	1	15	4	17	49
27/03/2023	06	2	1	4	0,1	1	16	6	18	53
27/03/2023	07	3	1	4	0,1	3	30	18	34	40
27/03/2023	08	3	1	4	0,1	2	15	12	18	63
27/03/2023	09	1	1	4	0,1	1	10	4	12	77
27/03/2023	10	1	1	4	0,1	1	8	4	10	83
27/03/2023	11	1	1	4	0,1	1	6	7	8	85
27/03/2023	12	2	1	4	0,1	1	6	6	8	88
27/03/2023	13	1	1	4	0,1	1	9	5	11	89
27/03/2023	14	2	1	4	0,1	1	4	10	6	90
27/03/2023	15	4	1	4	0,1	2	16	31	19	87
27/03/2023	16	2	1	4	0,1	2	10	14	13	92
27/03/2023	17	2	1	4	0,1	2	14	6	17	85
27/03/2023	18	1	1	4	0,1	1	15	4	17	82
27/03/2023	19	2	1	4	0,1	1	21	4	23	73
27/03/2023	20	3	1	4	0,1	1	16	7	18	71
27/03/2023	21	2	1	4	0,1	1	23	6	25	52
27/03/2023	22	2	1	4	0,1	1	38	5	40	29
27/03/2023	23	2	1	4	0,1	1	29	5	31	40
28/03/2023	00	2	1	4	0,1	1	15	5	17	51
28/03/2023	01	2	1	4	0,1	1	7	5	9	62
28/03/2023	02	2	1	4	0,1	1	6	4	8	63
28/03/2023	03	2	1	4	0,1	1	5	4	7	67
28/03/2023	04	2	1	4	0,1	1	9	5	11	54
28/03/2023	05	5	2	4	0,1	1	23	10	25	34
28/03/2023	06	2	1	4	0,1	3	44	5	48	16
28/03/2023	07	4	1	4	0,2	12	53	11	72	15
