FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
01/01/2023	00	58	40	5	0,1	2	28	72	31	9
01/01/2023	01	49	34	5	0,1	6	29	61	38	8
01/01/2023	02	29	20	5	0,1	2	23	36	26	16
01/01/2023	03	15	11	5	0,1	1	12	19	13	30
01/01/2023	04	12	8	4	0,1	1	13	15	15	29
01/01/2023	05	11	7	4	0,1	1	11	14	13	27
01/01/2023	06	9	6	4	0,1	2	15	11	17	29
01/01/2023	07	10	7	4	0,1	2	19	12	21	19
01/01/2023	08	12	8	5	0,1	3	21	14	25	12
01/01/2023	09	14	9	5	0,1	9	21	17	34	11
01/01/2023	10	14	10	4	0,1	22	26	18	59	14
01/01/2023	11	22	15	4	0,1	10	22	27	38	23
01/01/2023	12	28	19	4	0,1	8	19	34	32	30
01/01/2023	13	19	13	3	0,1	6	16	23	24	40
01/01/2023	14	14	10	3	0,1	2	11	18	14	49
01/01/2023	15	17	12	3	0,1	1	8	22	10	57
01/01/2023	16	17	12	3	0,1	1	8	22	10	57
01/01/2023	17	17	12	3	0,1	1	10	23	12	53
01/01/2023	18	21	14	3	0,1	1	14	26	16	44
01/01/2023	19	24	16	3	0,1	3	19	29	24	27
01/01/2023	20	26	18	4	0,1	4	26	32	33	13
01/01/2023	21	30	21	4	0,1	21	33	38	65	7
01/01/2023	22	40	28	5	0,1	35	33	50	87	7
01/01/2023	23	49	34	3	0,1	16	28	60	52	7
02/01/2023	00	49	34	3	0,1	3	24	61	29	9
02/01/2023	01	38	27	3	0,1	1	16	48	18	14
02/01/2023	02	33	23	3	0,1	1	13	42	15	15
02/01/2023	03	27	18	4	0,1	1	10	34	12	19
02/01/2023	04	17	12	3	0,1	1	8	22	10	21
02/01/2023	05	14	10	4	0,1	1	9	18	11	18
02/01/2023	06	14	9	3	0,1	1	16	17	18	14
02/01/2023	07	12	8	4	0,1	12	28	15	46	7
02/01/2023	08	12	8	4	0,1	16	27	15	52	6
02/01/2023	09	11	8	4	0,1	14	28	14	50	11
02/01/2023	10	11	7	4	0,1	9	22	14	35	16
02/01/2023	11	12	8	4	0,1	5	18	14	25	23
02/01/2023	12	24	17	5	0,1	35	40	31	93	17
02/01/2023	13	28	19	3	0,1	21	37	35	69	26
02/01/2023	14	28	19	3	0,1	11	35	36	51	29
02/01/2023	15	21	15	3	0,1	4	27	26	33	42
02/01/2023	16	25	17	3	0,1	6	38	31	48	34
02/01/2023	17	24	16	3	0,1	5	34	29	40	34
02/01/2023	18	24	16	3	0,1	8	41	29	53	26
02/01/2023	19	28	19	3	0,1	10	37	35	53	14
02/01/2023	20	33	23	3	0,1	10	44	42	60	10
02/01/2023	21	37	25	3	0,1	20	45	46	75	7
02/01/2023	22	45	31	3	0,1	31	43	56	91	7
02/01/2023	23	51	36	4	0,1	23	36	64	71	8
03/01/2023	00	51	35	3	0,1	8	39	64	52	8
03/01/2023	01	48	33	3	0,1	1	31	59	33	13
03/01/2023	02	45	31	3	0,1	1	25	56	26	14
03/01/2023	03	42	29	3	0,1	2	22	53	25	14
03/01/2023	04	40	28	3	0,1	3	23	50	28	9
03/01/2023	05	39	27	3	0,1	12	25	49	44	7
03/01/2023	06	37	26	3	0,1	22	21	46	55	6
03/01/2023	07	36	25	3	0,1	32	25	45	74	7
03/01/2023	08	37	26	4	0,1	59	26	46	117	7
03/01/2023	09	34	24	4	0,1	63	24	43	120	7
03/01/2023	10	28	19	3	0,1	37	25	35	81	10
03/01/2023	11	36	24	3	0,1	24	30	45	67	14
03/01/2023	12	25	17	3	0,1	9	30	31	43	26
03/01/2023	13	19	13	3	0,1	4	22	25	28	40
03/01/2023	14	17	12	3	0,1	4	20	21	25	45
03/01/2023	15	14	10	3	0,1	3	19	18	24	46
03/01/2023	16	15	11	3	0,1	4	26	19	32	35
03/01/2023	17	17	12	5	0,1	2	29	22	32	40
03/01/2023	18	21	14	3	0,1	4	43	26	50	24
03/01/2023	19	23	16	3	0,1	13	44	28	64	11
03/01/2023	20	30	21	3	0,1	23	38	38	73	9
03/01/2023	21	32	22	5	0,1	73	44	41	155	6
03/01/2023	22	40	28	5	0,1	70	44	50	151	8
03/01/2023	23	47	33	3	0,1	15	40	59	63	7
04/01/2023	00	45	31	3	0,1	14	37	56	59	7
04/01/2023	01	44	31	3	0,1	12	29	55	48	7
04/01/2023	02	41	28	3	0,1	16	26	51	51	7
04/01/2023	03	37	25	3	0,1	6	20	46	28	8
04/01/2023	04	29	20	3	0,1	5	14	36	22	10
04/01/2023	05	11	7	3	0,1	1	8	13	10	21
04/01/2023	06	5	4	3	0,1	1	9	6	11	22
04/01/2023	07	4	3	3	0,1	1	16	5	18	15
04/01/2023	08	7	5	3	0,1	9	22	9	35	13
04/01/2023	09	28	19	4	0,1	36	25	35	80	9
04/01/2023	10	13	9	3	0,1	3	8	15	11	25
04/01/2023	11	9	6	4	0,1	2	8	10	11	30
04/01/2023	12	8	5	3	0,1	4	9	10	15	34
04/01/2023	13	10	7	3	0,1	2	9	13	13	46
04/01/2023	14	10	7	3	0,1	4	16	12	22	42
04/01/2023	15	10	7	3	0,2	5	23	13	30	42
04/01/2023	16	17	12	3	0,2	13	41	21	60	27
04/01/2023	17	22	16	3	0,2	3	34	27	38	36
04/01/2023	18	26	18	3	0,1	6	48	32	57	19
04/01/2023	19	26	18	3	0,1	8	50	32	63	9
04/01/2023	20	30	21	5	0,1	60	49	38	141	7
04/01/2023	21	40	28	7	0,1	92	47	50	188	7
04/01/2023	22	51	35	4	0,1	45	42	64	112	7
04/01/2023	23	49	34	4	0,1	26	34	61	74	7
05/01/2023	00	36	25	3	0,1	4	25	45	31	9
05/01/2023	01	19	14	3	0,1	1	15	25	17	18
05/01/2023	02	12	8	3	0,1	1	9	15	11	21
05/01/2023	03	9	6	3	0,1	1	5	11	7	24
05/01/2023	04	8	5	3	0,1	1	5	10	6	26
05/01/2023	05	6	5	3	0,1	1	6	9	8	22
05/01/2023	06	5	4	3	0,1	1	12	8	14	20
05/01/2023	07	5	4	4	0,1	2	17	7	19	18
05/01/2023	08	12	8	4	0,1	29	34	15	78	9
05/01/2023	09	23	16	6	0,1	65	37	29	136	8
05/01/2023	10	16	11	5	0,1	38	37	21	94	14
05/01/2023	11	26	18	5	0,1	41	40	33	103	17
05/01/2023	12	29	20	5	0,1	20	27	37	57	26
05/01/2023	13	25	17	4	0,1	6	16	32	26	38
05/01/2023	14	15	11	4	0,1	6	22	19	30	42
05/01/2023	15	15	11	3	0,2	5	22	19	30	46
05/01/2023	16	17	12	3	0,2	2	21	21	25	50
05/01/2023	17	27	19	3	0,2	2	25	33	29	50
05/01/2023	18	25	17	3	0,1	1	27	31	29	47
05/01/2023	19	28	19	3	0,1	2	32	35	35	25
05/01/2023	20	32	22	5	0,1	36	52	40	106	7
05/01/2023	21	44	31	5	0,1	37	50	56	108	7
05/01/2023	22	57	40	5	0,1	29	42	72	87	7
05/01/2023	23	57	39	4	0,1	3	37	72	41	9
06/01/2023	00	46	32	4	0,1	1	28	58	30	13
06/01/2023	01	37	25	4	0,1	1	24	46	26	14
06/01/2023	02	24	16	4	0,1	1	14	30	16	18
06/01/2023	03	18	12	4	0,1	1	9	22	11	20
06/01/2023	04	12	8	4	0,1	1	7	15	8	25
06/01/2023	05	14	9	4	0,1	1	12	17	14	18
06/01/2023	06	16	11	5	0,1	7	21	19	31	9
06/01/2023	07	16	11	6	0,1	10	18	19	33	6
06/01/2023	08	14	10	5	0,1	19	21	17	50	7
06/01/2023	09	19	13	5	0,1	17	22	24	47	10
06/01/2023	10	14	10	5	0,1	10	18	17	33	22
06/01/2023	11	10	7	4	0,1	3	10	13	15	34
06/01/2023	12	11	7	4	0,1	4	14	13	20	42
06/01/2023	13	11	8	4	0,1	5	20	14	27	43
06/01/2023	14	9	6	4	0,1	4	18	12	24	48
06/01/2023	15	10	7	3	0,2	3	17	12	21	49
06/01/2023	16	13	9	3	0,2	3	25	17	30	43
06/01/2023	17	16	11	3	0,2	5	37	20	44	34
06/01/2023	18	16	12	3	0,1	18	48	21	75	18
06/01/2023	19	24	17	4	0,1	25	52	30	90	8
06/01/2023	20	34	24	5	0,1	39	52	43	113	7
06/01/2023	21	50	35	5	0,1	33	44	62	95	7
06/01/2023	22	57	40	5	0,1	21	42	71	74	7
06/01/2023	23	52	36	5	0,1	8	34	66	45	7
07/01/2023	00	46	32	4	0,1	6	28	58	38	7
07/01/2023	01	42	29	4	0,1	3	23	53	28	8
07/01/2023	02	36	25	4	0,1	6	19	44	28	7
07/01/2023	03	30	21	4	0,1	1	15	38	17	11
07/01/2023	04	31	22	5	0,1	9	14	40	28	7
07/01/2023	05	29	20	4	0,1	3	14	35	18	8
07/01/2023	06	25	17	5	0,1	7	12	30	22	7
07/01/2023	07	23	16	5	0,1	17	14	29	39	7
07/01/2023	08	22	15	6	0,1	19	18	27	46	7
07/01/2023	09	22	15	6	0,1	27	25	27	65	12
07/01/2023	10	15	11	5	0,1	1	11	20	13	47
07/01/2023	11	12	8	4	0,1	1	6	15	8	55
07/01/2023	12	11	8	5	0,1	1	4	15	6	59
07/01/2023	13	11	7	4	0,1	1	3	13	5	62
07/01/2023	14	9	6	4	0,1	1	3	12	5	62
07/01/2023	15	11	7	3	0,1	1	3	14	5	63
07/01/2023	16	10	6	5	0,2	1	2	12	4	64
07/01/2023	17	9	6	3	0,1	1	5	12	7	59
07/01/2023	18	12	8	3	0,1	1	11	15	13	53
07/01/2023	19	13	9	4	0,1	1	11	16	13	56
07/01/2023	20	13	9	4	0,1	1	10	16	11	56
07/01/2023	21	16	11	4	0,1	1	16	20	18	47
07/01/2023	22	16	11	4	0,1	1	15	21	16	50
07/01/2023	23	13	9	4	0,1	1	7	16	9	56
08/01/2023	00	11	7	3	0,1	1	4	13	6	60
08/01/2023	01	9	6	3	0,1	1	3	11	5	60
08/01/2023	02	9	6	4	0,1	1	2	11	4	66
08/01/2023	03	9	6	4	0,1	1	1	11	3	65
08/01/2023	04	9	6	3	0,1	1	1	11	3	65
08/01/2023	05	7	5	4	0,1	1	1	9	3	65
08/01/2023	06	5	3	4	0,1	1	1	6	3	66
08/01/2023	07	3	2	3	0,1	1	3	4	5	61
08/01/2023	08	4	3	4	0,1	1	11	5	13	53
08/01/2023	09	2	1	4	0,1	1	2	2	4	65
08/01/2023	10	2	1	4	0,1	1	3	2	5	63
08/01/2023	11	2	1	3	0,1	1	3	2	4	64
08/01/2023	12	2	1	4	0,1	1	2	4	4	65
08/01/2023	13	2	1	3	0,1	1	1	3	3	63
08/01/2023	14	2	1	3	0,1	1	2	3	4	61
08/01/2023	15	3	1	3	0,1	1	1	6	3	62
08/01/2023	16	2	1	3	0,1	1	1	2	3	60
08/01/2023	17	2	1	3	0,2	1	2	2	4	59
08/01/2023	18	2	1	3	0,1	1	4	2	5	56
08/01/2023	19	1	1	3	0,1	1	3	2	5	58
08/01/2023	20	2	1	3	0,1	1	3	3	5	57
08/01/2023	21	3	2	4	0,1	1	2	5	3	59
08/01/2023	22	2	1	4	0,1	1	1	4	3	59
08/01/2023	23	2	1	4	0,1	1	1	2	2	59
09/01/2023	00	1	1	3	0,1	1	1	2	3	56
09/01/2023	01	1	1	3	0,1	1	1	2	2	55
09/01/2023	02	1	1	4	0,1	1	1	2	2	54
09/01/2023	03	1	1	4	0,1	1	1	1	2	53
09/01/2023	04	1	1	3	0,1	1	1	1	2	52
09/01/2023	05	1	1	3	0,1	1	1	1	3	49
09/01/2023	06	1	1	4	0,1	1	6	1	8	44
09/01/2023	07	2	1	4	0,1	1	16	3	18	33
09/01/2023	08	3	2	4	0,1	2	35	4	39	17
09/01/2023	09	2	1	4	0,1	1	21	3	23	41
09/01/2023	10	2	1	4	0,1	1	10	3	12	56
09/01/2023	11	1	1	3	0,1	1	5	2	7	64
09/01/2023	12	2	1	3	0,1	1	3	2	5	67
09/01/2023	13	2	1	3	0,1	1	5	3	6	67
09/01/2023	14	2	1	3	0,2	1	5	2	7	68
09/01/2023	15	2	2	3	0,2	2	14	3	17	65
09/01/2023	16	2	2	3	0,2	4	19	3	25	59
09/01/2023	17	2	2	3	0,2	5	30	3	37	48
09/01/2023	18	6	4	3	0,1	3	39	8	44	28
09/01/2023	19	11	8	3	0,1	9	50	14	65	11
09/01/2023	20	12	8	6	0,1	58	57	15	146	6
09/01/2023	21	17	12	5	0,1	46	52	22	123	7
09/01/2023	22	19	13	4	0,1	9	44	25	57	7
09/01/2023	23	14	10	4	0,1	5	28	17	34	22
10/01/2023	00	10	7	4	0,1	1	16	12	18	34
10/01/2023	01	8	5	3	0,1	1	15	10	17	32
10/01/2023	02	8	5	3	0,1	1	24	10	26	20
10/01/2023	03	8	5	4	0,1	1	15	9	17	24
10/01/2023	04	5	4	4	0,1	1	13	6	15	37
10/01/2023	05	4	3	3	0,1	1	10	5	11	39
10/01/2023	06	4	3	4	0,1	1	30	5	31	20
10/01/2023	07	5	3	4	0,1	3	32	6	35	20
10/01/2023	08	5	4	5	0,1	15	42	8	65	8
10/01/2023	09	8	5	5	0,1	22	39	10	72	15
10/01/2023	10	14	10	5	0,1	7	19	18	29	33
10/01/2023	11	13	9	4	0,1	5	18	16	25	41
10/01/2023	12	9	6	4	0,1	6	16	11	25	44
10/01/2023	13	7	5	4	0,1	2	10	9	14	52
10/01/2023	14	4	3	3	0,1	1	5	5	8	54
10/01/2023	15	3	2	3	0,3	1	6	4	8	57
10/01/2023	16	4	3	3	0,3	1	7	5	9	54
10/01/2023	17	5	4	3	0,3	1	12	7	14	47
10/01/2023	18	9	6	3	0,1	4	44	12	51	19
10/01/2023	19	12	8	3	0,1	2	43	15	46	23
10/01/2023	20	13	9	3	0,1	1	36	16	38	25
10/01/2023	21	14	10	4	0,1	5	35	18	42	21
10/01/2023	22	17	12	4	0,1	25	52	22	89	7
10/01/2023	23	25	17	5	0,1	30	48	30	94	6
11/01/2023	00	29	20	4	0,1	13	39	37	59	7
11/01/2023	01	27	19	4	0,1	5	35	34	43	8
11/01/2023	02	25	17	4	0,1	3	32	30	37	7
11/01/2023	03	24	16	4	0,1	12	25	29	43	6
11/01/2023	04	22	15	4	0,1	4	22	27	28	7
11/01/2023	05	23	16	4	0,1	6	21	28	30	7
11/01/2023	06	18	13	5	0,1	23	29	23	64	8
11/01/2023	07	11	8	4	0,1	3	30	14	34	16
11/01/2023	08	12	8	5	0,1	17	35	14	62	10
11/01/2023	09	10	7	4	0,1	4	22	13	29	21
11/01/2023	10	7	5	4	0,1	3	15	9	19	32
11/01/2023	11	6	4	4	0,1	3	9	8	14	35
11/01/2023	12	5	4	4	0,1	5	10	7	17	37
11/01/2023	13	4	3	4	0,1	2	7	6	10	42
11/01/2023	14	3	2	3	0,1	2	6	3	8	44
11/01/2023	15	2	1	3	0,3	1	3	2	5	51
11/01/2023	16	2	1	3	0,2	1	6	3	8	47
11/01/2023	17	3	2	3	0,2	4	26	4	32	27
11/01/2023	18	5	4	3	0,1	7	39	7	50	17
11/01/2023	19	6	4	3	0,1	8	40	9	52	10
11/01/2023	20	9	6	4	0,1	27	42	10	84	7
11/01/2023	21	7	5	4	0,1	16	39	10	64	9
11/01/2023	22	5	3	3	0,1	3	17	6	22	37
11/01/2023	23	3	2	3	0,1	1	4	3	6	61
12/01/2023	00	3	2	4	0,1	1	10	4	12	51
12/01/2023	01	6	4	3	0,1	3	25	8	29	18
12/01/2023	02	8	5	4	0,1	1	27	10	30	11
12/01/2023	03	7	5	4	0,1	1	28	9	29	13
12/01/2023	04	6	4	3	0,1	2	23	8	26	10
12/01/2023	05	5	4	4	0,1	1	23	7	25	14
12/01/2023	06	3	2	4	0,1	1	20	4	22	32
12/01/2023	07	3	2	4	0,1	1	32	3	34	21
12/01/2023	08	4	3	4	0,1	4	41	5	47	13
12/01/2023	09	6	4	4	0,1	7	36	8	47	23
12/01/2023	10	12	8					16		
12/01/2023	11	11	7					13		
12/01/2023	12	9	6	4	0,1	6	12	11	21	46
12/01/2023	13	6	4	3	0,1	2	10	8	13	50
12/01/2023	14	5	3	3	0,1	1	6	6	8	52
12/01/2023	15	6	4	3	0,2	3	19	8	23	47
12/01/2023	16	8	5	3	0,3	3	20	10	24	48
12/01/2023	17	9	6	3	0,2	2	24	11	26	47
12/01/2023	18	6	4	3	0,1	2	39	8	41	29
12/01/2023	19	6	4	3	0,1	2	48	8	51	18
12/01/2023	20	12	8	3	0,1	3	39	15	43	15
12/01/2023	21	20	14	4	0,1	22	45	25	79	7
12/01/2023	22	26	18	3	0,1	1	33	32	35	10
12/01/2023	23	28	20	4	0,1	2	29	36	32	9
13/01/2023	00	25	17	4	0,1	2	25	31	27	10
13/01/2023	01	25	18	4	0,1	6	21	31	30	10
13/01/2023	02	24	17	3	0,1	1	19	30	21	9
13/01/2023	03	23	16	3	0,1	2	20	29	22	7
13/01/2023	04	23	15	3	0,1	3	17	28	21	7
13/01/2023	05	24	17	3	0,1	6	17	30	27	7
13/01/2023	06	29	20	4	0,1	28	27	37	70	7
13/01/2023	07	35	24	6	0,1	70	32	44	140	6
13/01/2023	08	39	27	7	0,1	83	32	49	159	6
13/01/2023	09	40	27	7	0,2	94	40	50	184	8
13/01/2023	10	27	18	6	0,1	41	40	33	102	14
13/01/2023	11	13	9	4	0,1	11	27	17	43	24
13/01/2023	12	9	6	4	0,1	7	20	12	30	34
13/01/2023	13	9	6	4	0,1	6	21	11	31	36
13/01/2023	14	7	5	3	0,1	3	10	9	15	46
13/01/2023	15	5	4	3	0,2	1	10	6	13	55
13/01/2023	16	10	7	3	0,3	3	27	12	31	39
13/01/2023	17	10	7	3	0,2	2	31	13	34	33
13/01/2023	18	12	8	4	0,2	53	68	15	150	10
13/01/2023	19	15	10	3	0,1	33	53	19	104	8
13/01/2023	20	25	17	5	0,1	50	46	31	123	7
13/01/2023	21	31	21	7	0,1	71	46	39	154	7
13/01/2023	22	37	25	6	0,2	77	38	46	156	7
13/01/2023	23	37	25	4	0,2	38	38	46	97	7
14/01/2023	00	27	19	3	0,1	2	29	34	32	10
14/01/2023	01	26	18	3	0,1	8	29	32	40	7
14/01/2023	02	20	14	3	0,1	2	22	27	25	14
14/01/2023	03	12	8	3	0,1	1	7	15	9	26
14/01/2023	04	10	7	3	0,1	1	7	12	9	22
14/01/2023	05	10	7	4	0,1	3	21	12	25	10
14/01/2023	06	10	6	3	0,1	3	26	12	31	9
14/01/2023	07	9	6	4	0,1	12	24	11	43	7
14/01/2023	08	14	10	5	0,1	35	32	17	86	7
14/01/2023	09	22	15	4	0,1	18	29	27	57	14
14/01/2023	10	16	11	4	0,1	11	22	20	39	23
14/01/2023	11	13	9	3	0,1	7	16	16	26	33
14/01/2023	12	10	7	3	0,1	3	10	12	15	41
14/01/2023	13	7	5	3	0,1	2	7	9	9	47
14/01/2023	14	4	3	3	0,1	1	5	6	6	53
14/01/2023	15	4	3	3	0,2	1	4	5	5	55
14/01/2023	16	3	2	3	0,3	1	3	4	5	61
14/01/2023	17	4	3	3	0,3	1	6	6	8	59
14/01/2023	18	6	4	3	0,1	1	10	8	12	53
14/01/2023	19	9	6	3	0,1	1	16	12	18	47
14/01/2023	20	13	9	3	0,1	1	18	16	20	42
14/01/2023	21	15	10	3	0,1	1	28	19	30	29
14/01/2023	22	14	10	3	0,1	1	17	18	19	38
14/01/2023	23	11	8	3	0,1	1	16	14	18	39
15/01/2023	00	8	5	3	0,1	1	12	10	14	47
15/01/2023	01	7	5	3	0,1	1	5	9	7	54
15/01/2023	02	6	4	4	0,1	1	6	8	8	54
15/01/2023	03	6	4	3	0,1	1	4	8	6	54
15/01/2023	04	9	6	3	0,1	1	2	11	4	56
15/01/2023	05	11	7	3	0,1	1	2	13	3	56
15/01/2023	06	10	6	3	0,1	1	5	12	7	50
15/01/2023	07	12	8	3	0,1	1	5	14	7	51
15/01/2023	08	9	6	3	0,1	1	5	12	7	51
15/01/2023	09	10	7	3	0,1	1	4	13	5	52
15/01/2023	10	11	7	3	0,1	1	5	14	7	50
15/01/2023	11	13	8	3	0,1	1	3	18	5	53
15/01/2023	12	16	10	3	0,1	1	2	22	4	53
15/01/2023	13	14	9	3	0,1	1	2	20	4	54
15/01/2023	14	11	7	3	0,1	1	2	15	4	54
15/01/2023	15	11	7	3	0,1	1	2	15	4	53
15/01/2023	16	10	6	3	0,1	1	1	13	3	51
15/01/2023	17	7	4	3	0,1	1	2	13	4	49
15/01/2023	18	5	4	3	0,1	1	4	8	6	45
15/01/2023	19	5	3	3	0,1	1	9	6	10	35
15/01/2023	20	5	3	3	0,1	1	18	6	20	24
15/01/2023	21	6	4	3	0,1	8	30	8	42	11
15/01/2023	22	7	5	3	0,1	6	35	9	45	9
15/01/2023	23	5	4	4	0,1	1	8	6	10	40
16/01/2023	00	4	3	4	0,1	1	7	5	9	40
16/01/2023	01	3	2	3	0,1	1	7	4	9	50
16/01/2023	02	3	2	4	0,1	1	6	4	8	49
16/01/2023	03	3	2	4	0,1	1	3	4	5	51
16/01/2023	04	3	2	4	0,1	1	2	4	4	53
16/01/2023	05	3	2	4	0,1	1	7	4	8	51
16/01/2023	06	4	3	4	0,1	1	7	5	9	53
16/01/2023	07	5	3	4	0,1	1	9	7	11	50
16/01/2023	08	5	3	4	0,1	1	10	7	12	51
16/01/2023	09	5	3	4	0,1	1	8	8	10	52
16/01/2023	10	4	3	5	0,1	1	6	6	8	55
16/01/2023	11	4	3	5	0,1	1	7	6	9	56
16/01/2023	12	6	3	6	0,1	1	6	9	8	59
16/01/2023	13	6	3	6	0,1	1	7	9	9	61
16/01/2023	14	5	3	5	0,1	1	5	9	7	64
16/01/2023	15	4	3	4	0,1	1	5	5	7	64
16/01/2023	16	4	2	4	0,1	1	5	7	7	64
16/01/2023	17	4	2	4	0,1	1	5	6	7	63
16/01/2023	18	4	3	4	0,1	1	5	7	6	63
16/01/2023	19	4	2	4	0,1	1	4	6	6	66
16/01/2023	20	5	3	4	0,1	1	3	9	5	67
16/01/2023	21	5	3	4	0,1	1	3	9	5	68
16/01/2023	22	6	2	5	0,1	1	3	16	4	68
16/01/2023	23	10	4	5	0,1	1	1	29	3	71
17/01/2023	00	8	3	5	0,1	1	1	24	2	72
17/01/2023	01	10	3	7	0,1	1	1	33	2	73
17/01/2023	02	11	3	6	0,1	1	1	40	2	74
17/01/2023	03	7	2	6	0,1	1	1	19	2	76
17/01/2023	04	2	1	5	0,1	1	1	4	2	75
17/01/2023	05	3	1	5	0,1	1	1	6	3	72
17/01/2023	06	2	1	5	0,1	1	3	3	5	69
17/01/2023	07	2	1	4	0,1	1	6	3	8	66
17/01/2023	08	2	1	4	0,1	1	9	4	11	64
17/01/2023	09	3	1	4	0,1	1	7	5	9	67
17/01/2023	10	4	2	5	0,1	1	5	7	7	69
17/01/2023	11	4	2	5	0,1	1	3	10	5	71
17/01/2023	12	5	2	5	0,1	1	2	14	4	74
17/01/2023	13	10	3	4	0,1	1	2	35	4	76
17/01/2023	14	9	3	4	0,1	1	2	31	4	77
17/01/2023	15	7	3	4	0,1	1	2	20	4	79
17/01/2023	16	3	1	4	0,1	1	2	5	4	78
17/01/2023	17	3	1	4	0,1	1	3	5	5	77
17/01/2023	18	2	1	4	0,1	1	5	3	6	74
17/01/2023	19	2	1	4	0,1	1	8	3	10	67
17/01/2023	20	1	1	4	0,1	1	3	2	5	77
17/01/2023	21	1	1	4	0,1	1	6	2	7	73
17/01/2023	22	1	1	5	0,1	1	4	2	6	76
17/01/2023	23	1	1	5	0,1	1	4	2	6	71
18/01/2023	00	1	1	5	0,1	1	2	1	3	76
18/01/2023	01	1	1	4	0,1	1	1	1	3	77
18/01/2023	02	1	1	4	0,1	1	1	2	3	75
18/01/2023	03	1	1	5	0,1	1	1	2	3	73
18/01/2023	04	1	1	5	0,1	1	1	2	2	74
18/01/2023	05	2	1	4	0,1	1	2	2	4	71
18/01/2023	06	1	1	4	0,1	1	5	2	7	66
18/01/2023	07	2	1	4	0,1	1	12	2	13	58
18/01/2023	08	3	2	4	0,1	1	16	3	18	55
18/01/2023	09	4	2	4	0,1	1	18	5	20	55
18/01/2023	10	4	2					4		
18/01/2023	11	2	1	5	0,1	1	4	3	6	70
18/01/2023	12	2	2	5	0,1	1	4	3	6	68
18/01/2023	13	3	1	4	0,1	1	4	6	6	68
18/01/2023	14	2	1	4	0,1	1	4	3	6	69
18/01/2023	15	2	1	4	0,2	1	4	3	5	68
18/01/2023	16	2	1	4	0,2	1	4	3	5	68
18/01/2023	17	2	1	3	0,2	1	8	3	10	62
18/01/2023	18	4	3	4	0,2	1	29	5	30	39
18/01/2023	19	3	3	3	0,1	1	27	5	29	41
18/01/2023	20	2	2	3	0,1	1	15	3	17	53
18/01/2023	21	2	2	4	0,1	1	17	3	18	53
18/01/2023	22	2	2	4	0,1	1	10	3	12	59
18/01/2023	23	4	3	4	0,1	1	13	6	15	53
19/01/2023	00	3	2	4	0,1	1	14	4	16	45
19/01/2023	01	3	2	4	0,1	1	7	3	8	57
19/01/2023	02	2	2	4	0,1	1	6	3	8	59
19/01/2023	03	1	1	4	0,2	1	2	2	4	66
19/01/2023	04	1	1	3	0,1	1	1	1	2	68
19/01/2023	05	1	1	4	0,1	1	1	2	2	71
19/01/2023	06	2	1	4	0,1	1	6	2	8	61
19/01/2023	07	1	1	4	0,1	1	14	2	16	52
19/01/2023	08	3	2	4	0,1	1	29	4	31	35
19/01/2023	09	3	2	4	0,1	2	21	4	24	42
19/01/2023	10	2	1	4	0,1	1	11	3	13	53
19/01/2023	11	3	2	4	0,1	1	7	4	9	56
19/01/2023	12	2	1	4	0,1	1	3	3	5	62
19/01/2023	13	3	2	4	0,1	1	6	4	8	60
19/01/2023	14	3	2	4	0,1	1	4	4	6	62
19/01/2023	15	2	1	4	0,1	1	3	3	5	67
19/01/2023	16	2	2	4	0,2	1	4	3	6	65
19/01/2023	17	2	2	4	0,2	1	7	3	8	64
19/01/2023	18	6	4	4	0,1	1	10	8	11	57
19/01/2023	19	9	6	4	0,1	1	12	12	14	54
19/01/2023	20	8	5	6	0,1	1	7	10	9	55
19/01/2023	21	6	4	5	0,1	1	6	8	8	52
19/01/2023	22	5	3	5	0,1	1	6	6	7	57
19/01/2023	23	3	2	4	0,1	1	3	4	5	61
20/01/2023	00	3	2	4	0,1	1	1	4	3	62
20/01/2023	01	3	2	3	0,1	1	1	4	3	60
20/01/2023	02	3	2	4	0,1	1	1	4	3	60
20/01/2023	03	3	2	4	0,1	1	1	3	3	60
20/01/2023	04	2	2	4	0,1	1	1	3	3	59
20/01/2023	05	2	2	4	0,1	1	2	3	4	56
20/01/2023	06	2	2	4	0,1	1	12	3	14	43
20/01/2023	07	3	2	6	0,1	39	44	4	104	12
20/01/2023	08	6	4	7	0,2	89	60	8	197	7
20/01/2023	09	8	5	5	0,1	25	42	10	81	24
20/01/2023	10	3	2	4	0,1	2	5	4	9	62
20/01/2023	11	2	1	4	0,1	2	5	3	7	67
20/01/2023	12	2	1	3	0,1	1	5	3	7	70
20/01/2023	13	2	1	4	0,2	1	6	3	7	73
20/01/2023	14	1	1	4	0,3	1	5	1	7	74
20/01/2023	15	1	1	3	0,3	1	10	1	13	72
20/01/2023	16	2	1	3	0,3	2	21	2	24	60
20/01/2023	17	2	1	3	0,2	3	26	3	30	56
20/01/2023	18	2	1	3	0,2	4	44	3	49	35
20/01/2023	19	3	2	4	0,1	1	39	4	41	36
20/01/2023	20	4	3	4	0,1	5	47	5	55	20
20/01/2023	21	9	6	6	0,2	29	61	11	105	7
20/01/2023	22	24	16	6	0,2	33	58	30	109	7
20/01/2023	23	32	22	5	0,2	16	51	41	75	7
21/01/2023	00	24	17	4	0,1	2	33	31	35	18
21/01/2023	01	13	9	4	0,1	1	17	16	19	33
