FECHA	HORA	SO2	NO	NO2	NOx	O3
01/05/2023	04	3	2	8	10	54
01/05/2023	05	3	2	8	11	51
01/05/2023	06	3	2	6	10	46
01/05/2023	07	3	2	8	11	49
01/05/2023	08	3	2	4	8	65
01/05/2023	09	3	2	5	8	68
01/05/2023	10	3	2	4	8	79
01/05/2023	11	3	2	4	8	86
01/05/2023	12	3	3	9	13	76
01/05/2023	13	3	2	3	6	89
01/05/2023	14	3	2	4	8	89
01/05/2023	15	3	3	8	12	85
01/05/2023	16	3	3	9	13	86
01/05/2023	17	3	3	12	17	77
01/05/2023	18	3	3	20	25	61
01/05/2023	19	3	2	19	22	56
01/05/2023	20	3	2	6	8	73
01/05/2023	21	3	2	6	9	70
01/05/2023	22	3	2	7	10	61
01/05/2023	23	3	2	11	14	38
02/05/2023	00	3	2	11	14	40
02/05/2023	01	3	2	7	10	33
02/05/2023	02	3	2	8	10	33
02/05/2023	03	3	2	5	8	37
02/05/2023	04	3	2	8	10	35
02/05/2023	05	3	3	16	20	26
02/05/2023	06	3	10	33	48	8
02/05/2023	07	3	25	42	80	10
02/05/2023	08	3	12	30	49	29
02/05/2023	09	3	5	14	21	57
02/05/2023	10	3	2	6	10	81
02/05/2023	11	3	3	7	11	80
02/05/2023	12	3	5	14	21	73
02/05/2023	13	3	3	7	11	78
02/05/2023	14	3	2	3	6	87
02/05/2023	15	3	2	2	6	92
02/05/2023	16	3	2	2	5	90
02/05/2023	17	3	2	3	6	91
02/05/2023	18	3	2	3	6	91
02/05/2023	19	3	2	3	6	89
02/05/2023	20	3	2	4	7	82
02/05/2023	21	3	2	4	7	81
02/05/2023	22	3	2	10	12	55
02/05/2023	23	3	1	9	12	59
03/05/2023	00	3	2	6	8	66
03/05/2023	01	3	2	6	8	66
03/05/2023	02	3	2	20	22	25
03/05/2023	03	3	2	15	18	23
03/05/2023	04	3	2	18	21	19
03/05/2023	05	3	2	21	24	21
03/05/2023	06	3	9	32	46	8
03/05/2023	07	3	27	40	81	8
03/05/2023	08	3	13	29	50	23
03/05/2023	09	3	4	16	22	62
03/05/2023	10	3	4	14	19	75
03/05/2023	11	4	5	17	25	81
03/05/2023	12	5	4	16	22	86
03/05/2023	13	4	3	9	13	90
03/05/2023	14	4	3	10	15	88
03/05/2023	15	4	3	12	17	82
03/05/2023	16	4	3	13	18	80
03/05/2023	17	3	2	13	16	80
03/05/2023	18	3	2	19	22	70
03/05/2023	19	3	2	9	12	82
03/05/2023	20	3	2	5	8	86
03/05/2023	21	3	2	5	8	89
03/05/2023	22	3	2	4	7	88
03/05/2023	23	3	2	5	8	74
04/05/2023	00	3	2	4	7	79
04/05/2023	01	3	2	3	6	75
04/05/2023	02	3	2	4	7	68
04/05/2023	03	3	2	9	11	46
04/05/2023	04	3	2	7	10	44
04/05/2023	05	3	2	15	18	34
04/05/2023	06	4	5	27	35	18
04/05/2023	07	3	11	33	49	20
04/05/2023	08	3	9	28	42	38
04/05/2023	12	4	3	10	14	85
04/05/2023	13	5	2	4	8	109
04/05/2023	14	4	2	4	7	110
04/05/2023	15	4	2	4	7	113
04/05/2023	16	4	2	6	10	98
04/05/2023	17	4	2	4	7	97
04/05/2023	18	5	2	4	7	97
04/05/2023	19	3	2	3	6	96
04/05/2023	20	3	2	3	6	96
04/05/2023	21	3	2	3	6	94
04/05/2023	22	3	2	3	6	94
04/05/2023	23	3	2	4	7	84
05/05/2023	00	3	2	5	7	77
05/05/2023	01	3	2	6	8	75
05/05/2023	02	3	2	4	7	74
05/05/2023	03	3	2	5	7	63
05/05/2023	04	3	2	6	8	57
05/05/2023	05	3	2	10	12	55
05/05/2023	06	3	3	23	27	36
05/05/2023	07	3	7	28	38	35
05/05/2023	08	4	3	14	19	69
05/05/2023	09	5	2	6	9	89
05/05/2023	10	3	2	4	7	97
05/05/2023	11	4	2	4	7	102
05/05/2023	12	3	2	4	6	103
05/05/2023	13	3	2	4	7	99
05/05/2023	14	3	2	3	6	97
05/05/2023	15	3	2	3	6	99
05/05/2023	16	3	2	3	6	97
05/05/2023	17	3	2	5	7	106
05/05/2023	18	3	2	3	6	115
05/05/2023	19	3	2	3	6	112
05/05/2023	20	3	2	4	7	110
05/05/2023	21	3	2	6	9	101
05/05/2023	22	3	2	9	11	83
05/05/2023	23	3	2	7	9	89
06/05/2023	00	3	2	10	13	77
06/05/2023	01	3	2	11	14	61
06/05/2023	02	3	2	14	17	46
06/05/2023	03	3	2	12	14	41
06/05/2023	04	3	2	10	13	35
06/05/2023	05	3	2	11	14	28
06/05/2023	06	3	2	16	19	28
06/05/2023	07	3	4	16	21	34
06/05/2023	08	3	4	12	18	57
06/05/2023	09	3	2	6	10	79
06/05/2023	10	3	2	6	9	89
06/05/2023	11	4	3	11	16	84
06/05/2023	12	4	3	12	16	86
06/05/2023	13	3	2	4	8	91
06/05/2023	14	3	2	3	6	100
06/05/2023	15	3	2	3	5	104
06/05/2023	16	3	2	3	6	98
06/05/2023	17	3	2	3	6	95
06/05/2023	18	3	1	3	5	97
06/05/2023	19	3	2	3	6	100
06/05/2023	20	3	2	4	7	98
06/05/2023	21	3	2	6	9	87
06/05/2023	22	3	2	8	10	69
06/05/2023	23	3	2	9	11	71
07/05/2023	00	3	2	5	7	84
07/05/2023	01	3	1	11	14	61
07/05/2023	02	3	2	8	11	52
07/05/2023	03	3	1	9	11	42
07/05/2023	04	3	2	9	11	46
07/05/2023	05	3	2	9	12	48
07/05/2023	06	3	2	11	15	26
07/05/2023	07	3	2	13	16	30
07/05/2023	08	3	2	15	19	36
07/05/2023	09	3	2	12	16	59
07/05/2023	10	3	2	6	9	74
07/05/2023	11	3	2	4	8	85
07/05/2023	12	4	2	3	6	90
07/05/2023	13	3	2	3	6	90
07/05/2023	14	3	2	2	6	89
07/05/2023	15	3	2	2	6	97
07/05/2023	16	3	2	2	5	93
07/05/2023	17	3	2	2	5	91
07/05/2023	18	3	2	2	5	88
07/05/2023	19	3	2	2	5	86
07/05/2023	20	3	2	3	6	79
07/05/2023	21	3	2	3	6	76
07/05/2023	22	3	2	4	6	71
07/05/2023	23	3	2	4	7	69
08/05/2023	00	3	2	4	7	69
08/05/2023	01	3	2	4	7	65
08/05/2023	02	3	2	4	7	51
08/05/2023	03	3	1	4	6	46
08/05/2023	04	3	2	8	11	44
08/05/2023	05	3	2	13	16	28
08/05/2023	06	3	9	31	44	10
08/05/2023	07	3	10	27	43	20
08/05/2023	08	4	9	24	38	31
08/05/2023	09	4	5	18	26	51
08/05/2023	10	3	4	13	18	68
08/05/2023	11	3	2	8	11	81
08/05/2023	12	4	3	7	11	84
08/05/2023	13	4	2	11	14	81
08/05/2023	14	4	3	13	17	82
08/05/2023	15	3	2	9	13	87
08/05/2023	16	3	3	17	22	79
08/05/2023	17	3	3	15	20	79
08/05/2023	18	3	2	13	17	89
08/05/2023	19	3	2	11	14	98
08/05/2023	20	3	2	7	9	102
08/05/2023	21	3	2	7	9	92
08/05/2023	22	3	2	9	12	79
08/05/2023	23	3	2	12	14	59
09/05/2023	00	3	2	11	14	45
09/05/2023	01	3	2	9	11	33
09/05/2023	02	3	1	8	11	34
09/05/2023	03	3	1	7	9	42
09/05/2023	04	3	2	7	10	40
09/05/2023	05	3	2	17	20	28
09/05/2023	06	3	9	34	48	9
09/05/2023	07	4	25	44	82	9
09/05/2023	08	4	14	36	56	26
09/05/2023	09	4	9	32	46	42
09/05/2023	10	4	8	30	42	53
09/05/2023	11	5	7	27	37	71
09/05/2023	12	3	4	15	21	90
09/05/2023	13	3	2	7	10	102
09/05/2023	14	3	2	6	10	98
09/05/2023	15	3	2	4	7	99
09/05/2023	16	3	2	4	7	103
09/05/2023	17	3	2	5	8	110
09/05/2023	18	3	2	3	6	101
09/05/2023	19	3	2	3	6	96
09/05/2023	20	3	2	3	6	90
09/05/2023	21	3	2	4	7	85
09/05/2023	22	3	2	13	15	67
09/05/2023	23	3	2	6	8	81
10/05/2023	00	3	2	5	7	80
10/05/2023	01	3	2	4	7	67
10/05/2023	02	3	2	8	10	54
10/05/2023	03	3	2	8	11	42
10/05/2023	04	3	2	8	10	38
10/05/2023	05	3	2	14	17	26
10/05/2023	06	3	17	35	61	6
10/05/2023	07	3	7	23	35	25
10/05/2023	08	3	4	10	16	49
10/05/2023	09	4	3	7	12	63
10/05/2023	10	3	3	9	13	74
10/05/2023	11	3	3	9	13	69
10/05/2023	12	3	3	9	13	75
10/05/2023	13	3	3	7	11	79
10/05/2023	14	3	2	5	9	82
10/05/2023	15	3	2	3	6	86
10/05/2023	16	3	2	4	8	83
10/05/2023	17	3	2	5	9	83
10/05/2023	18	3	3	18	23	65
10/05/2023	19	3	2	13	16	76
10/05/2023	20	3	2	4	6	89
10/05/2023	21	3	2	3	6	88
10/05/2023	22	3	2	3	6	86
10/05/2023	23	3	2	2	5	89
11/05/2023	00	3	2	3	6	81
11/05/2023	01	3	2	3	6	77
11/05/2023	02	3	2	8	11	67
11/05/2023	03	3	2	11	13	56
11/05/2023	04	3	2	5	7	71
11/05/2023	05	3	2	10	13	53
11/05/2023	06	3	2	15	18	49
11/05/2023	07	3	2	19	23	42
11/05/2023	08	3	2	9	13	62
11/05/2023	09	3	2	8	11	68
11/05/2023	10	6	3	11	16	64
11/05/2023	11	7	2	8	12	75
11/05/2023	12	7	3	7	11	80
11/05/2023	13	7	3	5	9	86
11/05/2023	14	6	2	7	11	90
11/05/2023	15	6	3	7	11	85
11/05/2023	16	6	2	6	10	88
11/05/2023	17	6	2	5	8	92
11/05/2023	18	6	2	7	10	91
11/05/2023	19	5	2	7	9	91
11/05/2023	20	4	2	10	13	81
11/05/2023	21	5	2	4	7	93
11/05/2023	22	4	2	3	5	96
11/05/2023	23	4	2	2	5	96
12/05/2023	00	4	2	3	6	88
12/05/2023	01	4	2	3	6	84
12/05/2023	02	5	2	8	11	73
12/05/2023	03	4	2	8	10	71
12/05/2023	04	5	2	5	8	64
12/05/2023	05	5	2	7	9	57
12/05/2023	06	5	2	16	20	44
12/05/2023	07	4	4	20	26	41
12/05/2023	08	5	3	14	19	51
12/05/2023	09	5	3	8	12	68
12/05/2023	10	3	3	11	15	64
12/05/2023	11	3	3	11	15	66
12/05/2023	12	3	3	9	14	76
12/05/2023	13	3	3	7	12	81
12/05/2023	14	4	2	5	8	83
12/05/2023	15	4	3	4	8	81
12/05/2023	16	4	3	9	14	72
12/05/2023	17	4	2	6	9	80
12/05/2023	18	4	2	12	15	75
12/05/2023	19	3	2	13	15	69
12/05/2023	20	3	2	8	11	76
12/05/2023	21	3	2	13	15	65
12/05/2023	22	3	1	10	13	65
12/05/2023	23	3	2	7	10	63
13/05/2023	00	3	2	5	8	54
13/05/2023	01	3	2	4	7	67
13/05/2023	02	3	2	3	6	75
13/05/2023	03	3	2	4	6	67
13/05/2023	04	3	2	4	6	57
13/05/2023	05	3	2	5	7	50
13/05/2023	06	3	2	8	11	43
13/05/2023	07	3	3	9	13	42
13/05/2023	08	4	3	7	12	52
13/05/2023	09	4	2	3	7	70
13/05/2023	10	5	2	3	6	81
13/05/2023	11	5	2	4	7	84
13/05/2023	12	6	3	4	8	83
13/05/2023	13	6	2	4	7	82
13/05/2023	14	6	2	4	6	84
13/05/2023	15	4	3	6	10	80
13/05/2023	16	5	2	6	9	83
13/05/2023	17	4	2	4	6	87
13/05/2023	18	4	2	4	6	84
13/05/2023	19	3	2	6	9	75
13/05/2023	20	4	2	12	15	57
13/05/2023	21	3	2	11	13	53
13/05/2023	22	3	2	7	9	54
13/05/2023	23	3	2	6	9	51
14/05/2023	00	3	2	5	8	48
14/05/2023	01	3	2	5	7	45
14/05/2023	02	3	2	3	6	49
14/05/2023	03	3	1	3	5	57
14/05/2023	04	3	2	3	5	56
14/05/2023	05	3	2	4	7	55
14/05/2023	06	3	2	6	9	55
14/05/2023	07	3	3	5	9	55
14/05/2023	08	4	2	4	7	63
14/05/2023	09	4	2	3	6	75
14/05/2023	10	4	2	4	7	79
14/05/2023	11	4	2	5	9	80
14/05/2023	12	3	2	7	11	81
14/05/2023	13	4	2	5	8	89
14/05/2023	14	4	2	3	7	89
14/05/2023	15	4	2	4	7	87
14/05/2023	16	4	2	6	10	83
14/05/2023	17	4	3	11	15	79
14/05/2023	18	4	2	18	22	67
14/05/2023	19	3	2	18	21	69
14/05/2023	20	3	1	16	18	70
14/05/2023	21	3	2	10	13	69
14/05/2023	22	3	2	13	15	55
14/05/2023	23	3	2	12	15	50
15/05/2023	00	3	2	6	8	70
15/05/2023	01	3	2	3	6	84
15/05/2023	02	3	2	3	5	87
15/05/2023	03	3	2	6	8	61
15/05/2023	04	3	2	7	10	53
15/05/2023	05	3	2	14	16	44
15/05/2023	06	3	4	25	31	39
15/05/2023	07	3	7	27	37	46
15/05/2023	08	3	4	13	19	73
15/05/2023	09	3	3	8	12	87
15/05/2023	10	3	2	5	8	98
15/05/2023	11	3	3	12	17	93
15/05/2023	12	3	2	11	14	102
15/05/2023	13	3	3	12	16	101
15/05/2023	14	3	5	17	24	85
15/05/2023	15	3	4	20	25	84
15/05/2023	16	3	4	21	27	80
15/05/2023	17	3	2	13	16	95
15/05/2023	18	3	4	28	34	71
15/05/2023	19	3	3	29	33	66
15/05/2023	20	3	2	21	23	73
15/05/2023	21	3	2	21	24	69
15/05/2023	22	3	2	16	18	67
15/05/2023	23	3	2	3	5	90
16/05/2023	00	3	2	2	5	92
16/05/2023	01	3	2	2	4	93
16/05/2023	02	3	2	2	5	92
16/05/2023	03	3	2	2	5	91
16/05/2023	04	3	2	3	5	89
16/05/2023	05	3	2	4	7	88
16/05/2023	06	3	2	10	13	78
16/05/2023	07	3	3	8	12	77
16/05/2023	08	3	2	5	8	84
16/05/2023	09	3	2	3	6	89
16/05/2023	10	3	2	3	6	87
16/05/2023	11	3	2	3	6	92
16/05/2023	12	4	2	4	6	98
16/05/2023	13	5	2	5	8	99
16/05/2023	14	5	2	5	8	98
16/05/2023	15	5	2	3	6	100
16/05/2023	16	5	2	5	8	97
16/05/2023	17	5	3	13	17	84
16/05/2023	18	4	3	17	22	77
16/05/2023	19	3	2	11	14	91
16/05/2023	20	3	2	10	12	89
16/05/2023	21	3	2	14	16	74
16/05/2023	22	3	1	13	15	63
16/05/2023	23	3	1	15	17	56
17/05/2023	00	3	2	6	8	69
17/05/2023	01	3	2	4	7	65
17/05/2023	02	3	2	6	8	57
17/05/2023	03	3	2	5	7	62
17/05/2023	04	3	1	5	7	68
17/05/2023	05	3	1	10	12	65
17/05/2023	06	3	3	24	28	45
17/05/2023	07	3	5	21	28	49
17/05/2023	08	3	5	16	23	55
17/05/2023	09	4	4	13	19	68
17/05/2023	10	5	5	16	24	64
17/05/2023	11	5	3	10	14	82
17/05/2023	12	4	2	5	8	94
17/05/2023	13	5	3	7	10	94
17/05/2023	14	4	3	6	10	91
17/05/2023	15	4	2	5	9	95
17/05/2023	16	3	2	10	14	90
17/05/2023	17	3	2	10	14	89
17/05/2023	18	3	2	18	22	80
17/05/2023	19	3	2	21	25	74
17/05/2023	20	3	2	14	16	89
17/05/2023	21	3	2	9	11	93
17/05/2023	22	3	2	18	20	65
17/05/2023	23	3	1	11	14	75
18/05/2023	00	3	2	5	8	87
18/05/2023	01	3	2	7	9	68
18/05/2023	02	3	2	5	8	69
18/05/2023	03	3	2	4	6	83
18/05/2023	04	3	2	4	7	79
18/05/2023	05	3	2	6	9	64
18/05/2023	06	3	2	16	19	57
18/05/2023	07	3	5	25	33	46
18/05/2023	08	3	5	18	24	55
18/05/2023	09	3	4	11	16	63
18/05/2023	10	3	3	7	10	85
18/05/2023	11	3	3	9	13	86
18/05/2023	12	3	3	10	15	87
18/05/2023	13	3	3	8	12	90
18/05/2023	14	3	2	6	9	95
18/05/2023	15	3	2	5	8	92
18/05/2023	16	3	2	6	9	88
18/05/2023	17	3	2	6	8	89
18/05/2023	18	3	2	10	14	84
18/05/2023	19	3	2	9	12	87
18/05/2023	20	3	2	9	11	88
18/05/2023	21	3	1	12	15	82
18/05/2023	22	3	2	9	12	80
18/05/2023	23	3	2	5	8	82
19/05/2023	00	3	2	3	6	87
19/05/2023	01	3	2	4	6	86
19/05/2023	02	3	1	3	6	89
19/05/2023	03	3	2	3	6	85
19/05/2023	04	3	2	3	6	75
19/05/2023	05	3	2	4	7	71
19/05/2023	08	3	3	12	17	62
19/05/2023	09	3	3	13	17	72
19/05/2023	10	4	3	10	15	79
19/05/2023	11	5	2	7	11	90
19/05/2023	12	3	3	9	13	91
19/05/2023	13	4	2	8	12	100
19/05/2023	14	5	2	7	10	100
19/05/2023	15	4	2	5	9	98
19/05/2023	16	5	2	6	10	98
19/05/2023	17	5	3	12	16	92
19/05/2023	18	6	2	14	17	89
19/05/2023	19	5	2	14	16	88
19/05/2023	20	4	2	13	16	83
19/05/2023	21	4	2	11	13	84
19/05/2023	22	3	2	12	14	75
19/05/2023	23	3	2	15	17	75
20/05/2023	00	3	2	15	18	59
20/05/2023	01	3	2	14	17	51
20/05/2023	02	3	2	14	17	46
20/05/2023	03	3	2	8	11	65
20/05/2023	04	3	2	10	12	56
20/05/2023	05	3	2	11	14	55
20/05/2023	06	4	2	11	13	56
20/05/2023	07	4	3	12	16	57
20/05/2023	08	4	2	7	11	76
20/05/2023	09	5	2	6	10	91
20/05/2023	10	4	4	13	19	83
20/05/2023	11	5	3	11	16	90
20/05/2023	12	4	3	10	14	96
20/05/2023	13	3	3	10	14	93
20/05/2023	14	3	2	8	12	95
20/05/2023	15	4	3	9	13	96
20/05/2023	16	3	2	9	12	102
20/05/2023	17	3	2	7	9	108
20/05/2023	18	3	2	10	13	101
20/05/2023	19	3	2	28	31	72
20/05/2023	20	3	2	33	36	60
20/05/2023	21	3	1	16	18	80
20/05/2023	22	3	2	11	13	85
20/05/2023	23	3	2	9	12	85
21/05/2023	00	3	2	14	17	57
21/05/2023	01	3	2	11	13	59
21/05/2023	02	3	2	9	12	54
21/05/2023	03	3	2	14	17	39
21/05/2023	04	3	2	14	16	32
21/05/2023	05	3	1	15	18	28
21/05/2023	06	3	2	14	17	37
21/05/2023	07	3	3	9	12	52
21/05/2023	08	3	3	7	11	67
21/05/2023	09	3	2	4	7	100
21/05/2023	10	3	2	3	5	109
21/05/2023	11	3	2	3	6	110
21/05/2023	12	3	2	3	6	115
21/05/2023	13	3	2	3	6	116
21/05/2023	14	3	2	3	5	115
21/05/2023	15	3	2	4	7	116
21/05/2023	16	3	2	4	6	119
21/05/2023	17	3	2	4	6	120
21/05/2023	18	3	2	4	6	118
21/05/2023	19	3	2	3	6	122
21/05/2023	20	3	2	6	8	113
21/05/2023	21	3	2	3	6	116
21/05/2023	22	3	2	4	6	112
21/05/2023	23	3	2	3	5	111
22/05/2023	00	3	2	4	7	108
22/05/2023	01	3	2	2	5	102
22/05/2023	02	3	2	2	5	99
22/05/2023	03	3	2	2	5	91
22/05/2023	04	3	2	3	6	81
22/05/2023	05	3	2	6	8	74
22/05/2023	06	3	2	8	10	78
22/05/2023	07	3	2	16	18	59
22/05/2023	08	3	2	12	14	70
22/05/2023	09	3	2	8	11	81
22/05/2023	10	4	2	7	11	85
22/05/2023	11	6	2	4	8	88
22/05/2023	12	6	2	3	6	91
22/05/2023	13	4	2	2	5	90
22/05/2023	14	4	2	2	5	92
22/05/2023	15	6	2	3	5	93
22/05/2023	16	6	2	3	6	96
22/05/2023	17	6	2	3	6	100
22/05/2023	18	5	2	3	6	97
22/05/2023	19	4	2	3	6	98
22/05/2023	20	5	2	4	6	100
22/05/2023	21	6	2	3	6	99
22/05/2023	22	4	2	3	6	99
22/05/2023	23	4	2	2	5	100
23/05/2023	00	4	2	2	5	101
23/05/2023	01	4	2	3	6	93
23/05/2023	02	5	2	8	10	75
23/05/2023	03	5	2	5	8	74
23/05/2023	04	6	2	7	9	75
23/05/2023	05	6	2	8	11	72
23/05/2023	06	6	2	6	9	82
23/05/2023	07	6	2	5	8	90
23/05/2023	08	5	2	4	7	97
23/05/2023	09	5	2	4	7	103
23/05/2023	10	4	2	4	6	102
23/05/2023	11	3	2	4	7	105
23/05/2023	12	3	2	4	6	107
23/05/2023	13	3	2	4	6	110
23/05/2023	14	3	2	5	8	105
23/05/2023	15	3	2	16	19	78
23/05/2023	16	3	4	34	39	48
23/05/2023	17	4	5	36	43	34
23/05/2023	18	4	4	28	35	41
23/05/2023	19	3	4	36	43	21
23/05/2023	20	3	2	30	33	21
23/05/2023	21	3	2	22	25	13
23/05/2023	22	4	2	17	20	12
23/05/2023	23	3	2	17	20	22
24/05/2023	00	3	2	15	18	31
24/05/2023	01	3	2	7	10	37
24/05/2023	02	4	2	5	8	49
24/05/2023	03	3	2	5	8	53
24/05/2023	04	3	2	5	8	60
24/05/2023	05	4	2	8	11	30
24/05/2023	06	4	8	23	36	9
24/05/2023	07	5	16	33	57	10
24/05/2023	08	5	14	34	56	12
24/05/2023	09	4	19	39	68	14
24/05/2023	10	4	4	15	22	64
24/05/2023	11	5	2	5	8	92
24/05/2023	12	6	2	4	7	102
24/05/2023	13	6	2	5	8	94
24/05/2023	14	5	2	6	9	88
24/05/2023	15	5	3	10	14	83
24/05/2023	16	5	2	7	11	85
24/05/2023	17	5	2	4	7	89
24/05/2023	18	6	2	7	10	90
24/05/2023	19	5	3	32	37	45
24/05/2023	20	3	2	23	26	53
24/05/2023	21	4	2	7	10	90
24/05/2023	22	4	2	6	9	93
24/05/2023	23	4	2	5	8	83
25/05/2023	00	4	2	6	8	66
25/05/2023	01	4	2	7	10	50
25/05/2023	02	4	2	10	12	50
25/05/2023	03	3	2	10	12	37
25/05/2023	04	5	2	8	11	36
25/05/2023	05	4	2	11	14	29
25/05/2023	06	4	4	23	29	18
25/05/2023	07	5	15	34	58	10
25/05/2023	08	5	17	31	56	10
25/05/2023	09	5	22	35	68	13
25/05/2023	10	4	19	36	65	18
25/05/2023	11	3	11	27	44	41
25/05/2023	12	4	4	14	20	69
25/05/2023	13	5	3	7	11	84
25/05/2023	14	5	2	5	7	87
25/05/2023	15	3	2	6	9	86
25/05/2023	16	3	2	6	9	87
25/05/2023	17	3	2	5	8	92
25/05/2023	18	4	2	4	7	94
25/05/2023	19	3	2	10	13	85
25/05/2023	20	3	2	7	9	90
25/05/2023	21	3	2	4	7	95
25/05/2023	22	3	2	4	6	93
25/05/2023	23	3	2	4	6	81
26/05/2023	00	3	2	2	5	87
26/05/2023	01	4	2	2	5	86
26/05/2023	02	4	2	10	13	67
26/05/2023	03	3	1	9	11	62
26/05/2023	04	4	2	3	6	68
26/05/2023	05	4	2	6	8	63
26/05/2023	06	4	2	17	20	39
26/05/2023	07	3	4	28	33	26
26/05/2023	08	3	4	24	29	34
26/05/2023	09	3	3	15	19	51
26/05/2023	10	3	4	13	19	62
26/05/2023	11	3	3	9	13	70
26/05/2023	12	3	2	5	9	80
26/05/2023	13	3	3	6	10	79
26/05/2023	14	3	2	5	8	82
26/05/2023	15	3	2	3	5	88
26/05/2023	16	3	2	3	6	81
26/05/2023	17	3	2	4	6	81
26/05/2023	18	3	2	3	5	85
26/05/2023	19	3	2	3	6	80
26/05/2023	20	3	2	3	6	80
26/05/2023	21	3	2	3	6	81
26/05/2023	22	3	2	3	5	82
26/05/2023	23	3	2	4	7	71
27/05/2023	00	3	2	5	8	63
27/05/2023	01	3	2	6	9	59
27/05/2023	02	3	2	7	10	45
27/05/2023	03	3	1	6	8	34
27/05/2023	04	3	2	4	7	41
27/05/2023	05	3	2	6	9	38
27/05/2023	06	3	2	10	13	36
27/05/2023	07	3	3	11	15	32
27/05/2023	08	3	2	8	12	36
27/05/2023	09	3	3	7	11	55
27/05/2023	10	3	2	4	7	69
27/05/2023	11	3	2	5	8	72
27/05/2023	12	3	2	4	7	80
27/05/2023	13	3	2	3	5	80
27/05/2023	14	3	2	2	6	84
27/05/2023	15	3	2	2	5	87
27/05/2023	16	3	2	3	6	80
27/05/2023	17	4	2	3	5	80
27/05/2023	18	3	2	3	6	78
27/05/2023	19	3	2	9	12	70
27/05/2023	20	3	2	22	25	49
27/05/2023	21	3	2	13	16	56
27/05/2023	22	3	2	16	18	49
27/05/2023	23	3	2	11	14	50
28/05/2023	00	3	2	17	20	39
28/05/2023	01	3	2	8	10	47
28/05/2023	02	3	2	7	10	44
28/05/2023	03	3	2	8	10	43
28/05/2023	04	3	2	7	9	46
28/05/2023	05	3	2	6	9	52
28/05/2023	06	3	2	8	11	35
28/05/2023	07	3	2	8	11	32
28/05/2023	08	3	2	10	13	35
28/05/2023	09	3	2	11	14	33
28/05/2023	10	3	2	8	11	60
28/05/2023	11	3	2	6	10	64
28/05/2023	12	3	2	6	9	72
28/05/2023	13	3	2	3	6	86
28/05/2023	14	3	2	3	6	89
28/05/2023	15	3	2	3	6	94
28/05/2023	16	4	2	6	10	95
28/05/2023	17	3	2	12	15	89
28/05/2023	18	3	2	10	13	90
28/05/2023	19	3	2	7	10	89
28/05/2023	20	3	2	15	17	75
28/05/2023	21	3	2	15	18	56
28/05/2023	22	3	2	18	21	59
28/05/2023	23	3	2	8	10	82
29/05/2023	00	3	2	3	6	81
29/05/2023	01	3	2	4	6	76
29/05/2023	02	3	2	3	6	68
29/05/2023	03	3	2	4	7	51
29/05/2023	04	3	2	5	8	36
29/05/2023	05	3	2	14	16	26
29/05/2023	06	3	3	20	25	16
29/05/2023	07	3	6	22	31	15
29/05/2023	08	3	3	16	20	39
29/05/2023	09	3	3	14	19	47
29/05/2023	10	3	3	12	17	60
29/05/2023	11	3	3	10	13	73
29/05/2023	12	4	3	10	14	76
29/05/2023	13	3	3	9	14	75
29/05/2023	14	3	2	4	7	95
29/05/2023	15	3	2	6	10	95
29/05/2023	16	3	3	8	12	92
29/05/2023	17	3	2	7	9	97
29/05/2023	18	3	2	13	16	87
29/05/2023	19	3	3	21	25	71
29/05/2023	20	3	2	16	19	55
29/05/2023	21	3	2	14	17	63
29/05/2023	22	3	2	8	10	73
29/05/2023	23	3	1	7	9	69
30/05/2023	00	3	2	6	8	58
30/05/2023	01	3	2	6	9	59
30/05/2023	02	3	2	6	9	55
30/05/2023	03	3	2	7	10	40
30/05/2023	04	3	2	10	13	30
30/05/2023	05	3	2	14	16	22
30/05/2023	06	3	10	24	39	10
30/05/2023	07	4	20	27	57	9
30/05/2023	08	3	6	18	27	40
30/05/2023	09	4	3	8	12	83
30/05/2023	10	3	2	4	7	95
30/05/2023	11	3	2	3	7	98
30/05/2023	12	3	2	3	6	100
30/05/2023	13	3	2	3	6	96
30/05/2023	14	3	2	4	7	94
30/05/2023	15	3	3	8	13	84
30/05/2023	16	3	5	19	27	67
30/05/2023	17	3	3	17	21	73
30/05/2023	18	3	3	24	29	60
30/05/2023	19	3	2	21	24	62
30/05/2023	20	3	2	20	22	58
30/05/2023	21	3	2	26	29	42
30/05/2023	22	3	2	20	22	45
30/05/2023	23	3	2	17	20	30
31/05/2023	00	3	2	16	19	30
31/05/2023	01	3	2	9	11	41
31/05/2023	02	3	2	10	13	36
31/05/2023	03	3	2	15	17	27
31/05/2023	04	3	2	18	21	22
31/05/2023	05	3	2	8	11	35
31/05/2023	06	3	7	23	33	18
31/05/2023	07	3	8	20	33	23
31/05/2023	08	3	9	18	32	28
31/05/2023	09	3	6	14	23	42
31/05/2023	10	3	3	10	14	71
31/05/2023	11	3	8	25	37	60
31/05/2023	12	3	4	16	22	79
31/05/2023	13	3	4	16	22	81
31/05/2023	14	3	3	11	16	86
31/05/2023	15	3	3	11	16	88
31/05/2023	16	3	4	16	21	82
31/05/2023	17	3	3	16	21	80
31/05/2023	18	3	2	14	18	87
31/05/2023	19	3	2	12	14	96
31/05/2023	20	3	2	6	9	102
31/05/2023	21	3	2	5	8	97
31/05/2023	22	3	2	4	7	92
31/05/2023	23	3	2	6	8	83
