FECHA	HORA	NH3	SO2	NO	NO2	NOx	O3
06/07/2023	21		3	3	6	11	52
06/07/2023	22		3	3	10	14	47
06/07/2023	23		3	3	3	8	54
07/07/2023	00		3	3	3	7	52
07/07/2023	01		3	3	3	8	40
07/07/2023	02		3	3	3	7	39
07/07/2023	03		3	3	3	7	45
07/07/2023	04		3	3	3	7	45
07/07/2023	05		3	3	7	11	40
07/07/2023	06		3	6	22	31	28
07/07/2023	07		3	10	36	51	16
07/07/2023	08		3	7	28	38	22
07/07/2023	09		3	9	27	41	21
07/07/2023	10		3	7	22	33	26
07/07/2023	11		3	4	7	13	44
07/07/2023	12		3	5	7	14	54
07/07/2023	13		3	5	11	19	59
07/07/2023	14		3	4	7	13	60
07/07/2023	15		3	4	5	10	60
07/07/2023	16		3	4	8	15	56
07/07/2023	17		3	6	9	18	60
07/07/2023	18		3	4	12	18	69
07/07/2023	19		3	4	12	17	65
07/07/2023	20		3	3	9	14	62
07/07/2023	21		3	3	7	11	61
07/07/2023	22		3	3	6	11	62
07/07/2023	23		3	3	10	14	46
08/07/2023	00		3	3	15	20	27
08/07/2023	01		3	3	13	17	25
08/07/2023	02		3	3	15	19	17
08/07/2023	03		3	2	14	17	
08/07/2023	04		3	5	21	29	6
08/07/2023	05		3	3	23	28	12
08/07/2023	06		3	9	28	41	8
08/07/2023	07		3	9	20	34	18
08/07/2023	08		3	5	10	19	30
08/07/2023	09		3	3	5	9	51
08/07/2023	10		3	3	4	9	68
08/07/2023	11		3	4	4	10	
08/07/2023	12		3	3	7	12	84
08/07/2023	13		3	4	12	17	
08/07/2023	14		3	4	10	15	80
08/07/2023	15		3	4	4	10	93
08/07/2023	16		3	4	3	9	86
08/07/2023	17		3	5	6	13	75
08/07/2023	18		3	4	14	20	62
08/07/2023	19		3	3	16	22	52
08/07/2023	20		3	2	11	14	
08/07/2023	21		3				
08/07/2023	22		3	3	5	10	59
08/07/2023	23		3	3	3	8	62
09/07/2023	00		3	3	3	8	57
09/07/2023	01		3	3	11	15	38
09/07/2023	02		3	3	7	11	31
09/07/2023	03		3	3	3	8	41
09/07/2023	04		3	3	3	8	24
09/07/2023	05		3	3	9	13	16
09/07/2023	06		3	4	16	22	13
09/07/2023	07		3	5	11	18	18
09/07/2023	08		3	4	11	18	36
09/07/2023	09		3	3	9	14	52
09/07/2023	10		3	5	17	26	52
09/07/2023	11		3	6	14	22	64
09/07/2023	12		3	3	6	9	80
09/07/2023	13		3	4	4	10	87
09/07/2023	14		3	4	6	11	74
09/07/2023	15		3	4	6	12	70
09/07/2023	16		3	4	10	16	66
09/07/2023	17		3	6	24	33	60
09/07/2023	18		3	3	9	13	
09/07/2023	19		3	3	14	20	72
09/07/2023	20		3	3	16	21	70
09/07/2023	21		3	3	10	13	74
09/07/2023	22		3	3	4	8	70
09/07/2023	23		3	3	4	9	59
10/07/2023	00		3	3	3	8	52
10/07/2023	01		3	5	3	10	52
10/07/2023	02		3	3	3	8	51
10/07/2023	03		3	3	3	8	48
10/07/2023	04		3	3	3	8	39
10/07/2023	05		3	3	8	13	35
10/07/2023	06		3	4	18	24	37
10/07/2023	07		3	5	18	25	38
10/07/2023	08		3	5	16	23	42
10/07/2023	09		3	4	11	16	52
10/07/2023	10		4	4	7	13	57
10/07/2023	11		4	4	6	12	59
10/07/2023	12		5	5	8	14	61
10/07/2023	13		4	12	5	25	
10/07/2023	14		5	8	6	18	53
10/07/2023	15		6	7	14	24	48
10/07/2023	16		6	7	10	20	51
10/07/2023	17		5	7	13	23	54
10/07/2023	18		4	4	12	19	53
10/07/2023	19		4	3	15	20	53
10/07/2023	20		3	3	22	27	40
10/07/2023	21		4	3	22	28	33
10/07/2023	22		4	3	8	13	40
10/07/2023	23		4	3	16	21	35
11/07/2023	00		4	3	3	8	45
11/07/2023	01		4	3	3	8	43
11/07/2023	02		4	3	8	13	28
11/07/2023	03		7	3	5	10	24
11/07/2023	04		4	3	9	14	18
11/07/2023	05		4	4	24	30	2
11/07/2023	06		5	9	20	35	5
11/07/2023	07		5	24	26	62	5
11/07/2023	08		5	5	22	31	21
11/07/2023	09		4	6	18	28	33
11/07/2023	10		4	3	9	14	52
11/07/2023	11		4	3	9	14	
11/07/2023	12		4	3	7	11	
11/07/2023	13		4	4	6	11	
11/07/2023	14		6	5	8	15	
11/07/2023	15		5	4	6	12	67
11/07/2023	16		5	4	12	18	60
11/07/2023	17		4	7	23	33	50
11/07/2023	18		4	4	9	16	56
11/07/2023	19		4	3	12	17	39
11/07/2023	20		3	3	11	16	39
11/07/2023	21		4				43
11/07/2023	22		4	3	3	8	46
11/07/2023	23		4	3	3	8	48
12/07/2023	00		4	3	3	8	53
12/07/2023	01		4	3	3	8	48
12/07/2023	02		4	3	3	8	26
12/07/2023	05		5	13	27	46	3
12/07/2023	06		5	19	24	53	6
12/07/2023	07		5	6	10	19	24
12/07/2023	08		5	4	5	11	41
12/07/2023	09		5	4	4	10	39
12/07/2023	10		4	4	8	14	40
12/07/2023	11		4	5	8	15	47
12/07/2023	12		5	4	8	15	55
12/07/2023	13		5	7	12	22	56
12/07/2023	14		5	6	11	19	59
12/07/2023	15		5	4	6	13	58
12/07/2023	16		6	5	7	14	55
12/07/2023	17		5	5	7	14	55
12/07/2023	18		4	4	9	15	55
12/07/2023	19		5	4	7	13	56
12/07/2023	20		4	4	8	13	49
12/07/2023	21		5	4	5	11	50
12/07/2023	22		4	4	5	11	48
12/07/2023	23		5	4	7	13	37
13/07/2023	00		5	4	4	10	38
13/07/2023	01		5	4	5	10	33
13/07/2023	02		5	4	7	13	21
13/07/2023	03		4	4	17	23	7
13/07/2023	04		5	7	15	25	14
13/07/2023	05		5	4	7	12	22
13/07/2023	06		5	5	16	24	19
13/07/2023	07		5	6	17	26	26
13/07/2023	08		5	4	13	19	37
13/07/2023	09		5	4	10	16	44
13/07/2023	10		5	4	9	15	53
13/07/2023	11		4	5	7	14	52
13/07/2023	12		6	6	8	17	49
13/07/2023	13		5	6	8	18	50
13/07/2023	14		6	6	7	15	53
13/07/2023	15		7	7	13	23	46
13/07/2023	16		6	7	11	22	48
13/07/2023	17		6	6	14	23	51
13/07/2023	18		5	5	10	18	57
13/07/2023	19		5	4	9	15	67
13/07/2023	20		4	4	9	15	67
13/07/2023	21		4	4	10	15	63
13/07/2023	22		4	4	19	24	54
13/07/2023	23		5	4	23	28	41
14/07/2023	00		4	4	9	15	50
14/07/2023	01		5	4	4	10	65
14/07/2023	02		5	4	4	10	64
14/07/2023	03		5	3	4	9	57
14/07/2023	04		4	3	4	9	56
14/07/2023	05		5	3	6	11	53
14/07/2023	06		5	9	31	44	24
14/07/2023	07		5	4	21	26	34
14/07/2023	08		5	4	9	15	51
14/07/2023	09		5	5	15	22	47
14/07/2023	10		4	5	12	20	56
14/07/2023	11		4	4	7	13	74
14/07/2023	14		3	5	7	14	69
14/07/2023	15		3	4	6	12	67
14/07/2023	16		3	4	6	13	67
14/07/2023	17		3	5	10	16	65
14/07/2023	18		3	6	17	27	51
14/07/2023	19		3	4	8	14	57
14/07/2023	20		3	5	9	16	49
14/07/2023	21		3	3	6	11	50
14/07/2023	22		3	3	4	9	53
14/07/2023	23		3	3	5	10	51
15/07/2023	00		3	3	4	9	52
15/07/2023	01		3	3	4	9	53
15/07/2023	02		3	3	4	9	52
15/07/2023	03		3	3	4	9	50
15/07/2023	04		3	3	4	9	46
15/07/2023	05		3	3	4	9	48
15/07/2023	06		3	3	17	23	26
15/07/2023	07		3	5	9	16	30
15/07/2023	08		3	3	4	9	42
15/07/2023	09		3	3	4	10	56
15/07/2023	10		3	4	5	11	68
15/07/2023	11		3	4	6	12	74
15/07/2023	12		3	5	14	20	74
15/07/2023	13		3	8	19	31	64
15/07/2023	14		3	5	13	19	72
15/07/2023	15		3	5	12	19	69
15/07/2023	16		3	4	9	16	74
15/07/2023	17		3	4	7	13	74
15/07/2023	18		3	4	6	13	76
15/07/2023	19		3	4	8	14	74
15/07/2023	20		3	4	8	14	67
15/07/2023	21		3	3	8	13	57
15/07/2023	22		3	3	4	9	59
15/07/2023	23		3	3	4	9	60
16/07/2023	00		3	3	4	9	63
16/07/2023	01		3	3	4	9	56
16/07/2023	02		3	3	4	9	59
16/07/2023	03		3	3	4	9	61
16/07/2023	04		3	3	4	9	56
16/07/2023	05		3	3	4	9	56
16/07/2023	06		3	3	4	9	58
16/07/2023	07		3	3	4	9	50
16/07/2023	08		6	3	4	9	56
16/07/2023	09		3	3	4	9	56
16/07/2023	10		3	3	4	9	61
16/07/2023	11		3	3	4	9	66
16/07/2023	12		3	3	4	10	66
16/07/2023	13		3	4	4	10	65
16/07/2023	14		3	4	4	10	67
16/07/2023	15		3	4	4	10	65
16/07/2023	16		3	4	4	10	67
16/07/2023	17		3	4	4	10	67
16/07/2023	18		3	4	6	11	64
16/07/2023	19		3	4	17	23	51
16/07/2023	20		3	3	15	20	50
16/07/2023	21		3	3	13	18	49
16/07/2023	22		3	3	8	13	53
16/07/2023	23		3	3	6	11	55
17/07/2023	00		3	3	4	9	59
17/07/2023	01		3	3	4	9	58
17/07/2023	02		3	3	4	9	59
17/07/2023	03		3	3	4	9	58
17/07/2023	04		3	3	4	9	54
17/07/2023	05		3	3	7	12	45
17/07/2023	06		3	4	14	20	37
17/07/2023	07		3	6	19	28	36
17/07/2023	08		3	6	14	23	43
17/07/2023	11		3	5	7	15	53
17/07/2023	12		3	7	9	18	58
17/07/2023	13		3	5	8	16	58
17/07/2023	14		3	5	7	15	57
17/07/2023	15		3	5	7	14	55
17/07/2023	16		3	5	8	15	56
17/07/2023	17		3	5	12	19	57
17/07/2023	18		3	4	11	18	56
17/07/2023	19		3	5	23	30	44
17/07/2023	20		3	4	22	28	40
17/07/2023	21		3	3	15	21	41
17/07/2023	22		3	3	5	10	51
17/07/2023	23		3	3	4	9	54
18/07/2023	00		3	3	4	9	46
18/07/2023	01		3	3	4	9	41
18/07/2023	02		3	3	4	9	38
18/07/2023	03		3	3	10	15	21
18/07/2023	04		3	9	22	36	11
18/07/2023	05		6	18	24	52	7
18/07/2023	06		3	48	29	102	8
18/07/2023	07		3	48	30	102	9
18/07/2023	08		3	18	22	50	30
18/07/2023	09		3	5	17	24	41
18/07/2023	10		3	8	19	31	45
18/07/2023	11		3	6	14	23	63
18/07/2023	12		9	4	10	16	84
18/07/2023	13		3	5	15	22	84
18/07/2023	14		3	8	21	33	71
18/07/2023	15		3	5	10	18	60
18/07/2023	16		3	7	15	26	58
18/07/2023	17		3	7	16	28	48
18/07/2023	18		3	5	18	25	52
18/07/2023	19		3	4	14	21	56
18/07/2023	20		3	4	10	16	61
18/07/2023	21		3	3	5	11	62
18/07/2023	22		3	3	4	9	60
18/07/2023	23		3	3	4	9	53
19/07/2023	00		3	3	5	10	40
19/07/2023	01		3	3	9	14	28
19/07/2023	02		3	3	5	10	34
19/07/2023	03		3	3	4	9	40
19/07/2023	04		3	3	5	10	35
19/07/2023	05		3	4	12	18	26
19/07/2023	06		3	11	23	39	16
19/07/2023	07		3	21	33	64	14
19/07/2023	08		3	14	29	50	25
19/07/2023	09		3	6	22	31	38
19/07/2023	10		4	5	19	27	48
19/07/2023	11		5	6	18	26	61
19/07/2023	12		4	6	21	30	75
19/07/2023	13		3	5	17	25	77
19/07/2023	14		3	6	15	24	72
19/07/2023	15		3	5	11	19	72
19/07/2023	16		3	5	13	20	69
19/07/2023	17		3	5	19	26	69
19/07/2023	18		3	6	22	31	59
19/07/2023	19		3	4	15	22	59
19/07/2023	20		3	4	7	13	60
19/07/2023	21		3	4	10	15	50
19/07/2023	22		3	3	15	20	38
19/07/2023	23		3	3	16	21	35
20/07/2023	00		3	3	13	18	36
20/07/2023	01		3	3	7	12	40
20/07/2023	02		3	3	8	13	46
20/07/2023	03		3	3	4	9	59
20/07/2023	04		3	3	4	9	66
20/07/2023	05		3	3	4	9	66
20/07/2023	06		3	5	15	22	57
20/07/2023	07		3	4	14	20	59
20/07/2023	08		3	3	12	17	63
20/07/2023	09		3	4	14	20	60
20/07/2023	10		3	4	9	15	61
20/07/2023	11		3	5	15	22	62
20/07/2023	12		3	7	17	27	59
20/07/2023	13		3	7	17	27	67
20/07/2023	14		3	4	10	16	76
20/07/2023	15		3	4	7	13	75
20/07/2023	16		3	5	12	20	78
20/07/2023	17		3	5	22	30	71
20/07/2023	18		3	4	17	23	74
20/07/2023	19		3	4	22	28	65
20/07/2023	20		3	4	14	20	66
20/07/2023	21		3	3	13	18	65
20/07/2023	22		3	3	12	18	60
20/07/2023	23		3	3	26	31	34
21/07/2023	00		3	3	23	28	30
21/07/2023	01		3	3	29	34	18
21/07/2023	02		3	3	34	39	11
21/07/2023	03		3	3	21	26	26
21/07/2023	04		3	4	13	19	43
21/07/2023	05		3	20	27	58	
21/07/2023	06		3	50	44	121	40
21/07/2023	07		3	27	36	78	51
21/07/2023	08		3	9	22	36	49
21/07/2023	09		3	6	20	30	37
21/07/2023	10		3	7	24	34	66
21/07/2023	11		3	5	13	21	67
21/07/2023	12		3	7	14	25	51
21/07/2023	13		3	7	14	24	54
21/07/2023	14		3	6	10	19	64
21/07/2023	15		3	5	9	15	77
21/07/2023	16		3	4	9	15	84
21/07/2023	17		3	4	12	19	88
21/07/2023	18		3	6	25	35	71
21/07/2023	19		3	4	12	18	
21/07/2023	20		3	4	11	16	
21/07/2023	21		3	3	5	11	
21/07/2023	22		3	3	5	10	
21/07/2023	23		3	3	4	9	
22/07/2023	00		3	3	4	9	
22/07/2023	01		3	3	4	9	
22/07/2023	02		3	3	4	9	
22/07/2023	03		3	3	4	9	
22/07/2023	04		3	3	4	9	
22/07/2023	05		3	3	7	12	
22/07/2023	06		9	3	9	14	
22/07/2023	07		3	3	10	15	
22/07/2023	08		3	3	5	10	
22/07/2023	09		3	3	4	10	
22/07/2023	10		3	4	4	10	
22/07/2023	11		3	4	4	10	
22/07/2023	12		3	4	6	13	
22/07/2023	13		3	4	4	10	
22/07/2023	14		3	4	5	11	
22/07/2023	15		3	4	6	13	
22/07/2023	16		3	4	6	12	
22/07/2023	17		3	4	5	11	
22/07/2023	18		3	4	7	14	
22/07/2023	19		3	4	12	18	
22/07/2023	20		3	4	13	19	
22/07/2023	21		3	4	12	17	
22/07/2023	22		3	3	5	11	
22/07/2023	23		3	3	11	16	
23/07/2023	00		3	3	5	10	
23/07/2023	01		3	3	9	14	
23/07/2023	02		3	3	4	9	
23/07/2023	03		3	3	4	9	
23/07/2023	04		3	3	4	9	
23/07/2023	05		3	3	4	9	
23/07/2023	06		3	3	4	9	
23/07/2023	07		3	3	4	9	
23/07/2023	08		3	3	4	9	
23/07/2023	09		3	3	4	10	
23/07/2023	10		3	5	10	16	
23/07/2023	11		3	4	7	14	
23/07/2023	12		3	4	6	13	
23/07/2023	13		3	4	5	12	
23/07/2023	14		3	4	5	12	
23/07/2023	15		3	4	4	11	
23/07/2023	16		3	4	4	11	
23/07/2023	17		3	4	7	14	
23/07/2023	18		3	4	5	11	
23/07/2023	19		3	4	6	12	
23/07/2023	20		3	4	5	11	
23/07/2023	21		3	3	10	15	
23/07/2023	22		3	3	4	10	
23/07/2023	23		3	3	5	10	
24/07/2023	00		3	3	9	14	
24/07/2023	01		3	3	4	9	
24/07/2023	02		3	3	12	17	
24/07/2023	03		3	3	12	17	
24/07/2023	04		3	3	16	22	20
24/07/2023	05		3	5	17	25	10
24/07/2023	06		3	23	29	64	15
24/07/2023	07		3	23	30	65	28
24/07/2023	08		3	23	32	67	19
24/07/2023	09		3	14	27	48	2
24/07/2023	10		3	6	17	27	18
24/07/2023	11		3	4	7	13	67
24/07/2023	12		3	4	19	26	74
24/07/2023	13		3	9	38	52	59
24/07/2023	14		3	8	28	39	63
24/07/2023	15		3	6	25	33	63
24/07/2023	16		3	8	38	50	53
24/07/2023	17		3	7	37	48	65
24/07/2023	18		3	5	18	26	70
24/07/2023	19		3	4	15	21	
24/07/2023	20		3	4	8	14	
24/07/2023	21		3	3	4	9	
24/07/2023	22		3	3	4	9	
24/07/2023	23		3	3	4	9	
25/07/2023	00		3	3	4	9	
25/07/2023	01		3	3	3	8	
25/07/2023	02		3	3	3	8	
25/07/2023	03		3	3	3	8	
25/07/2023	04		3	3	3	8	
25/07/2023	05		3	3	15	19	32
25/07/2023	06		3	7	30	40	27
25/07/2023	07		3	6	28	37	32
25/07/2023	08		3	8	19	31	38
25/07/2023	09		3	6	14	24	48
25/07/2023	10		3	3	7	12	62
25/07/2023	11		3	4	7	13	64
25/07/2023	12		3	6	12	21	
25/07/2023	13		3	4	6	13	
25/07/2023	14		3	5	5	12	
25/07/2023	15		3	4	5	10	
25/07/2023	16		3	4	8	14	
25/07/2023	17		3	4	7	13	
25/07/2023	18		3	4	8	14	
25/07/2023	19		3	3	5	10	
25/07/2023	20		3	3	5	11	
25/07/2023	21		3	3	4	9	
25/07/2023	22		3	3	3	8	
25/07/2023	23		3	3	3	8	
26/07/2023	00		3	3	3	8	
26/07/2023	01		3	3	3	8	69
26/07/2023	02		3	3	4	9	62
26/07/2023	03		3	3	3	8	66
26/07/2023	04		3	3	5	9	67
26/07/2023	05		3	3	7	12	59
26/07/2023	06		3	5	24	32	42
26/07/2023	07		3	9	35	48	25
26/07/2023	08		4	8	18	31	41
26/07/2023	09		3	6	13	23	59
26/07/2023	10		3	4	10	16	65
26/07/2023	11		3	3	4	9	75
26/07/2023	12		3	3	6	11	73
26/07/2023	13		3	3	5	10	73
26/07/2023	14		3	3	4	10	73
26/07/2023	15		3	4	5	11	71
26/07/2023	16		3	4	8	14	71
26/07/2023	17		3	4	10	17	70
26/07/2023	18		3	5	18	25	63
26/07/2023	19		3	3	14	19	68
26/07/2023	20		3	3	12	17	69
26/07/2023	21		3	3	4	9	75
26/07/2023	22		3	3	4	9	76
26/07/2023	23		3	3	4	9	62
27/07/2023	00		3	3	4	9	66
27/07/2023	01		3	3	3	8	68
27/07/2023	02		3	3	3	8	70
27/07/2023	03		3	3	3	8	69
27/07/2023	04		3	3	3	8	67
27/07/2023	05		3	3	5	10	62
27/07/2023	06		3	4	22	27	48
27/07/2023	07		3	7	34	44	35
27/07/2023	08		3	7	24	35	45
27/07/2023	09		3	8	31	43	45
27/07/2023	10		3	5	11	18	62
27/07/2023	11		3	4	10	16	77
27/07/2023	12		3	4	7	13	82
27/07/2023	13		3	4	5	11	79
27/07/2023	14		3	4	4	11	74
27/07/2023	15		3	4	4	10	77
27/07/2023	16		3	4	6	11	74
27/07/2023	17		3	4	5	10	76
27/07/2023	18		3	4	5	11	74
27/07/2023	19		3	3	5	10	74
27/07/2023	20		3	3	6	10	70
27/07/2023	21		3	3	5	10	66
27/07/2023	22		3	3	5	9	63
27/07/2023	23		3	3	3	8	62
28/07/2023	00		3	3	3	8	59
28/07/2023	01		3	3	3	8	57
28/07/2023	02		3	3	3	8	53
28/07/2023	03		3	3	3	8	52
28/07/2023	04		3	3	3	8	51
28/07/2023	05		3	3	18	23	31
28/07/2023	06		3	7	33	44	17
28/07/2023	07		3	12	28	46	23
28/07/2023	08		3	8	17	28	42
28/07/2023	09		3	3	4	9	64
28/07/2023	10		3	3	8	13	70
28/07/2023	11		3	4	11	17	73
28/07/2023	12		3	8	17	29	60
28/07/2023	13		3	6	12	21	68
28/07/2023	14		3	7	18	28	64
28/07/2023	15		3	4	8	14	79
28/07/2023	16		3	5	11	18	76
28/07/2023	17		3	4	10	16	83
28/07/2023	18		3	3	9	14	85
28/07/2023	19		3	6	24	33	55
28/07/2023	20		3	3	7	12	69
28/07/2023	21		6	3	7	12	64
28/07/2023	22		3	3	3	8	59
28/07/2023	23		3	3	4	8	60
29/07/2023	00		3	3	3	8	63
29/07/2023	01		3	3	3	8	69
29/07/2023	02		3	3	3	8	66
29/07/2023	03		3	3	3	8	69
29/07/2023	04		3	3	3	8	52
29/07/2023	05		3	3	8	13	36
29/07/2023	06		3	3	17	21	20
29/07/2023	07		3	3	14	19	30
29/07/2023	08		3	3	5	10	53
29/07/2023	09		3	3	3	8	67
29/07/2023	10		3	3	4	9	71
29/07/2023	11		3	3	6	12	75
29/07/2023	12		3	4	4	10	81
29/07/2023	13		3	4	4	10	84
29/07/2023	14		3	4	4	9	77
29/07/2023	15		3	4	3	9	77
29/07/2023	16		3	4	3	9	76
29/07/2023	17		3	4	9	15	70
29/07/2023	18		3	4	5	11	65
29/07/2023	19		3	3	3	8	66
29/07/2023	20		3	3	3	8	66
29/07/2023	21		3	3	3	8	62
29/07/2023	22		3	3	3	8	60
29/07/2023	23		3	3	3	8	60
30/07/2023	00		3	3	3	8	56
30/07/2023	01		3	3	3	8	53
30/07/2023	02		6	3	4	8	41
30/07/2023	03		3	3	5	10	33
30/07/2023	04		3	3	7	12	32
30/07/2023	05		3	3	17	22	22
30/07/2023	06		3	7	24	34	9
30/07/2023	07		3	6	15	23	16
30/07/2023	08		3	3	5	9	39
30/07/2023	09		3	3	3	8	57
30/07/2023	10		3	3	3	8	65
30/07/2023	11		3	3	4	9	66
30/07/2023	12		3	3	3	9	70
30/07/2023	13		3	4	3	9	72
30/07/2023	14		3	4	3	9	73
30/07/2023	15		3	4	3	9	71
30/07/2023	16		3	4	4	10	69
30/07/2023	17		3	4	3	9	67
30/07/2023	18		3	4	4	9	72
30/07/2023	19		3	3	5	10	69
30/07/2023	20		3	3	6	11	73
30/07/2023	21		3	3	7	12	71
30/07/2023	22		3	3	10	14	67
30/07/2023	23		3	3	5	10	72
31/07/2023	00		3	3	3	8	72
31/07/2023	01		3	3	3	8	71
31/07/2023	02		3	3	3	8	70
31/07/2023	03		3	3	3	8	65
31/07/2023	04		3	3	5	9	58
31/07/2023	05		3	3	5	10	61
31/07/2023	06		3	3	13	18	51
31/07/2023	07		3	4	20	26	42
31/07/2023	08		3	3	10	15	53
31/07/2023	09		3	4	11	18	54
31/07/2023	10		3	3	6	11	64
31/07/2023	11		3	4	7	13	69
31/07/2023	12		3	4	7	13	68
31/07/2023	13		3	4	5	11	67
31/07/2023	14		3	4	5	11	68
31/07/2023	15		3	4	7	13	68
31/07/2023	16		3	4	5	11	67
31/07/2023	17		3	6	15	24	58
31/07/2023	18		3	5	12	20	57
31/07/2023	19		3	4	17	24	50
31/07/2023	20		3	3	9	14	57
31/07/2023	21		3	3	6	10	57
31/07/2023	22		3	3	3	8	57
31/07/2023	23		3	3	3	8	58
01/08/2023	00		3	3	3	8	58
01/08/2023	01		3	3	3	8	53
01/08/2023	02		3	3	3	8	52
01/08/2023	03		3	3	11	16	23
01/08/2023	04		3	3	22	27	14
01/08/2023	05		3	3	22	27	15
01/08/2023	06		3	14	36	57	9
01/08/2023	07		3	34	46	97	14
01/08/2023	08		3	10	22	38	32
01/08/2023	09		3	4	9	14	54
01/08/2023	10		3	5	10	17	64
01/08/2023	11		3	4	9	15	68
01/08/2023	12		3	5	9	16	68
01/08/2023	13		3	4	10	16	72
01/08/2023	14		3	5	9	18	67
01/08/2023	15		3	4	6	13	60
01/08/2023	16		3	5	9	15	62
01/08/2023	17		3	4	6	12	69
01/08/2023	18		3	4	7	13	69
01/08/2023	19		3	4	17	23	64
01/08/2023	20		3	3	18	24	55
01/08/2023	21		3	3	17	22	58
01/08/2023	22		3	3	19	24	52
01/08/2023	23		3	3	14	18	50
02/08/2023	00		3	8	18	30	40
02/08/2023	01		3	5	20	27	29
02/08/2023	02		3	3	19	24	16
02/08/2023	03		3	3	23	28	12
02/08/2023	04		3	3	23	27	12
02/08/2023	05		3	10	36	51	7
02/08/2023	06		3	24	42	78	7
02/08/2023	07		3	19	38	67	18
02/08/2023	08		3	10	30	44	36
02/08/2023	09		3	6	16	25	56
02/08/2023	10		3	3	9	14	73
02/08/2023	11		3	4	6	12	83
02/08/2023	12		3	4	10	15	89
02/08/2023	13		3	4	13	19	87
02/08/2023	14		3	5	9	16	93
02/08/2023	15		3	4	10	16	105
02/08/2023	16		3	4	12	19	99
02/08/2023	17		3	5	20	28	92
02/08/2023	18		3	4	22	29	98
02/08/2023	19		3	4	22	29	101
02/08/2023	20		3	4	17	23	97
02/08/2023	21		3	4	7	13	97
02/08/2023	22		3	3	6	11	92
02/08/2023	23		3	3	9	14	86
03/08/2023	00		3	14	11	31	84
03/08/2023	01		3	3	4	8	83
03/08/2023	02		3	3	4	8	79
03/08/2023	03		3	3	3	8	68
03/08/2023	04		3	3	4	8	68
03/08/2023	05		3	3	4	9	73
03/08/2023	06		3	3	7	13	73
03/08/2023	07		3	4	11	18	40
03/08/2023	08		3	4	6	12	43
03/08/2023	09		3	4	8	14	54
03/08/2023	10		3	7	12	22	54
03/08/2023	11		3	7	12	22	57
03/08/2023	12		3	5	6	14	61
03/08/2023	13		3	4	6	13	70
03/08/2023	14		3	4	5	11	69
03/08/2023	15		3	4	6	12	68
03/08/2023	16		3	4	6	11	72
03/08/2023	17		3	3	5	10	72
03/08/2023	18		3	5	9	16	68
03/08/2023	19		3	3	7	12	67
03/08/2023	20		3	3	5	10	69
03/08/2023	21		3	3	4	9	69
03/08/2023	22		3	3	3	8	73
03/08/2023	23		3	3	3	8	75
04/08/2023	00		3	3	3	8	70
04/08/2023	01		3	3	4	9	57
04/08/2023	02		3	3	3	8	68
04/08/2023	03		3	3	4	9	57
04/08/2023	04		3	3	3	8	56
04/08/2023	05		3	3	26	30	35
04/08/2023	06		3	3	20	25	36
04/08/2023	07		3	3	8	13	52
04/08/2023	08		3	3	8	12	52
04/08/2023	09		3	3	4	9	61
04/08/2023	10		3	3	4	9	67
04/08/2023	11		3	3	4	9	73
04/08/2023	12		3	4	8	14	76
04/08/2023	13		3	5	9	16	79
04/08/2023	14		3	3	5	11	87
04/08/2023	15		3	3	5	10	86
04/08/2023	16		3	3	5	10	83
04/08/2023	17		3	4	6	12	76
04/08/2023	18		3	3	6	11	73
04/08/2023	19		3	3	6	10	71
04/08/2023	20		3	3	3	8	71
04/08/2023	21		3	3	5	9	64
04/08/2023	22		3	3	12	17	52
04/08/2023	23		3	3	8	13	60
05/08/2023	00		3	3	3	8	75
05/08/2023	01		3	3	3	8	78
05/08/2023	02		3	3	3	8	76
05/08/2023	03		3	3	5	9	58
05/08/2023	04		3	3	13	17	33
05/08/2023	05		3	3	9	14	41
05/08/2023	06		3	3	7	12	44
05/08/2023	07		3	3	10	14	44
05/08/2023	08		3	3	7	11	51
05/08/2023	09		3	3	3	8	72
05/08/2023	10		3	3	3	8	80
05/08/2023	11		3	3	3	8	89
05/08/2023	12		3	3	4	9	93
05/08/2023	13		3	3	3	8	93
05/08/2023	14		3	3	3	8	97
05/08/2023	15		3	3	3	8	94
05/08/2023	16		3	3	3	8	98
05/08/2023	17		3	3	4	9	98
05/08/2023	18		3	3	18	23	82
05/08/2023	19		3	4	42	47	57
05/08/2023	20		3	3	57	63	43
05/08/2023	21		3	3	34	38	61
05/08/2023	22		3	3	7	11	81
05/08/2023	23		6	3	13	18	72
06/08/2023	00		3	3	10	15	70
06/08/2023	01		3	3	24	29	38
06/08/2023	02		3	3	10	14	41
06/08/2023	03		3	3	8	12	44
06/08/2023	04		3	3	8	13	35
06/08/2023	05		3	3	15	19	31
06/08/2023	06		3	3	22	27	25
06/08/2023	07		3	4	18	23	33
06/08/2023	08		3	4	12	18	43
06/08/2023	09		3	3	4	9	63
06/08/2023	10		3	3	6	11	85
06/08/2023	11		6	3	7	12	90
06/08/2023	12		3	3	4	9	98
06/08/2023	13		3	3	3	8	78
06/08/2023	14		3	3	3	8	71
06/08/2023	15		3	3	3	8	73
06/08/2023	16		3	3	3	8	71
06/08/2023	17		3	3	4	9	73
06/08/2023	18		8	3	5	10	75
06/08/2023	19		3	3	8	12	74
06/08/2023	20		3	3	5	10	77
06/08/2023	21		3	3	4	9	76
06/08/2023	22		3	3	4	9	74
