FECHA	HORA	NH3	SO2	NO	NO2	NOx	O3
06/04/2023	15		3	2	3	5	104
06/04/2023	16		3	2	4	7	100
06/04/2023	17		3	2	6	8	96
06/04/2023	18		3	2	8	12	94
06/04/2023	19		3	3	18	22	82
06/04/2023	20		3	2	18	21	80
06/04/2023	21		3	2	21	24	73
06/04/2023	22		3	2	23	26	65
06/04/2023	23		3	1	12	15	71
07/04/2023	00		3	2	23	26	47
07/04/2023	01		3	1	11	13	56
07/04/2023	02		3	1	8	10	45
07/04/2023	03		3	1	4	7	45
07/04/2023	04		3	1	2	4	49
07/04/2023	05		3	1	6	7	46
07/04/2023	06		3	1	12	14	41
07/04/2023	07		3	1	19	22	34
07/04/2023	08		3	2	8	11	49
07/04/2023	09		3	2	5	7	68
07/04/2023	10		3	2	1	3	87
07/04/2023	11		3	2	2	5	92
07/04/2023	12		3	2	2	5	94
07/04/2023	13		3	2	2	4	101
07/04/2023	14		3	2	1	3	100
07/04/2023	15		3	2	1	3	101
07/04/2023	16		3	2	1	4	103
07/04/2023	17		3	2	3	5	103
07/04/2023	18		3	2	5	8	100
07/04/2023	19		3	4	21	26	78
07/04/2023	20		3	2	9	12	89
07/04/2023	21		3	2	15	18	81
07/04/2023	22		3	2	10	13	82
07/04/2023	23		3	2	14	17	74
08/04/2023	00		3	2	34	37	28
08/04/2023	01		3	1	15	17	39
08/04/2023	02		3	1	15	17	36
08/04/2023	03		3	1	15	17	30
08/04/2023	04		3	5	33	41	14
08/04/2023	05		3	8	39	51	2
08/04/2023	06		4	47	49	122	1
08/04/2023	07		5	25	46	84	10
08/04/2023	08		19	8	26	37	47
08/04/2023	09		7	3	9	14	73
08/04/2023	10		3	3	4	8	87
08/04/2023	11		3	2	2	4	95
08/04/2023	12		3	2	3	5	100
08/04/2023	13		3	2	2	4	103
08/04/2023	14		3	2	1	4	105
08/04/2023	15		3	2	1	3	110
08/04/2023	16		3	2	1	3	108
08/04/2023	17		3	2	1	3	108
08/04/2023	18		3	2	4	7	107
08/04/2023	19		3	2	5	7	103
08/04/2023	20		3	2	6	9	95
08/04/2023	21		3	2	4	6	98
08/04/2023	22		3	2	5	7	96
08/04/2023	23		3	2	40	42	55
09/04/2023	00		3	2	22	24	73
09/04/2023	01		3	2	1	3	101
09/04/2023	02		3	2	1	3	102
09/04/2023	03		3	2	1	3	81
09/04/2023	04		3	2	8	11	60
09/04/2023	05		3	1	12	15	44
09/04/2023	06		3	4	19	25	22
09/04/2023	07		3	5	23	30	16
09/04/2023	08		3	2	5	8	42
09/04/2023	09		3	2	1	3	78
09/04/2023	10		3	2	1	3	97
09/04/2023	11		3	2	1	4	99
09/04/2023	12		3	2	1	3	102
09/04/2023	13		3	2	1	4	105
09/04/2023	14		3	2	1	3	101
09/04/2023	15		3	2	9	11	90
09/04/2023	16		3	2	4	6	110
09/04/2023	17		3	1	5	7	110
09/04/2023	18		3	2	4	6	104
09/04/2023	19		3	2	3	5	98
09/04/2023	20		3	2	4	6	97
09/04/2023	21		3	2	3	6	91
09/04/2023	22		3	2	3	6	87
09/04/2023	23		3	2	14	16	62
10/04/2023	00		3	2	20	22	44
10/04/2023	01		3	2	15	18	41
10/04/2023	02		3	2	15	17	25
10/04/2023	03		3	1	21	23	11
10/04/2023	04		3	1	10	12	38
10/04/2023	05		3	1	13	15	30
10/04/2023	06		3	3	28	32	5
10/04/2023	07		3	4	22	28	12
10/04/2023	08		3	4	12	18	38
10/04/2023	09		3	2	6	9	69
10/04/2023	10		3	2	2	5	83
10/04/2023	11		3	7	23	33	68
10/04/2023	12		3	5	17	23	76
10/04/2023	13		3	2	6	9	92
10/04/2023	14		3	2	1	4	96
10/04/2023	15		3	2	2	4	95
10/04/2023	16		3	2	2	4	96
10/04/2023	17		3	2	2	5	95
10/04/2023	18		3	3	16	20	87
10/04/2023	19		3	3	13	16	84
10/04/2023	20		3	2	11	14	86
10/04/2023	21		3	2	7	9	84
10/04/2023	22		3	2	8	10	75
10/04/2023	23		3	2	3	6	73
11/04/2023	00		3	2	3	6	74
11/04/2023	01		3	2	2	4	82
11/04/2023	02		3	2	11	14	31
11/04/2023	03		3	2	17	19	30
11/04/2023	04		3	2	16	18	43
11/04/2023	05		3	2	11	13	65
11/04/2023	06		3	5	24	31	54
11/04/2023	07		3	2	13	16	66
11/04/2023	08		3	3	14	19	72
11/04/2023	09		3	3	13	18	78
11/04/2023	10		3	3	12	16	88
11/04/2023	11		4	4	10	15	95
11/04/2023	12		4	5	19	27	101
11/04/2023	13		5	3	15	20	110
11/04/2023	14		4	3	8	13	115
11/04/2023	15		3	3	6	10	112
11/04/2023	16		4	4	8	14	104
11/04/2023	17		3	4	8	14	102
11/04/2023	18		3	3	11	16	103
11/04/2023	19		4	4	42	49	75
11/04/2023	20		3	3	11	16	96
11/04/2023	21		4	3	12	16	90
11/04/2023	22		5	3	8	13	90
11/04/2023	23		4	3	9	13	87
12/04/2023	00		3	3	23	28	38
12/04/2023	01		3	3	26	30	25
12/04/2023	02		3	3	27	31	12
12/04/2023	03		7	6	29	37	12
12/04/2023	04		6	3	26	30	20
12/04/2023	05		4	11	40	56	14
12/04/2023	06		8	55	59	143	8
12/04/2023	07		5	6	16	25	46
12/04/2023	08		4	3	6	10	56
12/04/2023	09		4	3	4	8	67
12/04/2023	10		3	3	3	8	74
12/04/2023	11		3	3	3	8	82
12/04/2023	12		3	3	3	8	86
12/04/2023	13		3	3	3	8	87
12/04/2023	14		3	3	3	8	92
12/04/2023	15		3	3	3	8	101
12/04/2023	16		3	3	3	8	102
12/04/2023	17		3	3	5	10	96
12/04/2023	18		3	3	7	11	90
12/04/2023	19		3	4	29	35	81
12/04/2023	20		4	3	26	31	81
12/04/2023	21		6	3	18	23	79
12/04/2023	22		4	3	6	10	83
12/04/2023	23		3	3	3	8	81
13/04/2023	00		4	3	3	8	86
13/04/2023	01		4	3	7	12	72
13/04/2023	02		4	3	3	8	78
13/04/2023	03		4	3	3	8	80
13/04/2023	04		4	3	10	14	66
13/04/2023	05		4	3	15	20	55
13/04/2023	06		3	3	34	38	41
13/04/2023	07		4	5	40	48	38
13/04/2023	08		5	3	8	13	70
13/04/2023	09		3	4	9	14	66
13/04/2023	10		3	3	4	8	81
13/04/2023	11		3	3	4	9	91
13/04/2023	12		3	3	5	10	95
13/04/2023	13		4	4	8	15	92
13/04/2023	14		4	4	6	12	102
13/04/2023	15		4	3	7	12	101
13/04/2023	16		4	4	6	12	101
13/04/2023	17		3	4	13	20	99
13/04/2023	18		3	3	9	14	100
13/04/2023	19		3	3	11	15	88
13/04/2023	20		5	4	25	31	75
13/04/2023	21		3	3	36	42	57
13/04/2023	22		5	3	12	17	79
13/04/2023	23		4	3	27	31	48
14/04/2023	00		6	3	31	36	36
14/04/2023	01		5	3	27	32	33
14/04/2023	02		5	3	26	30	29
14/04/2023	03		6	3	23	27	36
14/04/2023	04		7	3	21	25	44
14/04/2023	05		7	3	56	60	19
14/04/2023	06		9	17	70	96	10
14/04/2023	07		11	20	52	82	23
14/04/2023	08		6	7	15	26	59
14/04/2023	09		3	3	3	8	76
14/04/2023	10		3	3	3	8	83
14/04/2023	11		4	3	4	9	87
14/04/2023	12		3	3	3	8	81
14/04/2023	13		4	3	3	8	80
14/04/2023	14		3	3	3	8	82
14/04/2023	15		3	3	3	8	79
14/04/2023	16		3	3	3	8	79
14/04/2023	17		4	3	3	8	75
14/04/2023	18		3	3	3	8	81
14/04/2023	19		4	3	4	9	78
14/04/2023	20		4	3	7	12	69
14/04/2023	21		5	3	10	15	61
14/04/2023	22		5	3	12	16	54
14/04/2023	23		5	3	5	10	62
15/04/2023	00		3	3	3	8	64
15/04/2023	01		4	3	3	8	68
15/04/2023	02		4	3	3	8	65
15/04/2023	03		3	3	12	16	52
15/04/2023	04		3	3	21	26	35
15/04/2023	05		3	4	36	42	22
15/04/2023	06		3	21	49	81	10
15/04/2023	07		5	14	43	64	28
15/04/2023	08		4	3	8	13	66
15/04/2023	09		3	3	4	8	78
15/04/2023	10		3	3	3	8	83
15/04/2023	11		3	3	3	8	85
15/04/2023	12		3	3	4	9	84
15/04/2023	13		3	3	3	8	86
15/04/2023	14		3	4	15	21	88
15/04/2023	15		3	3	6	11	100
15/04/2023	16		3	3	8	12	95
15/04/2023	17		4	3	6	11	87
15/04/2023	18		3	3	3	8	90
15/04/2023	19		3	3	4	9	87
15/04/2023	20		4	3	4	8	85
15/04/2023	21		4	3	3	8	87
15/04/2023	22		4	3	3	8	89
15/04/2023	23		3	3	3	8	89
16/04/2023	00		4	3	3	8	89
16/04/2023	01		4	3	3	8	88
16/04/2023	02		4	3	4	9	85
16/04/2023	03		4	3	3	8	85
16/04/2023	04		4	3	5	9	75
16/04/2023	05		5	3	3	8	76
16/04/2023	06		4	3	10	15	61
16/04/2023	07		5	4	24	30	43
16/04/2023	08		4	3	3	8	72
16/04/2023	09		4	3	4	9	86
16/04/2023	10		3	3	4	9	93
16/04/2023	11		6	3	5	10	91
16/04/2023	12		5	3	4	9	100
16/04/2023	13		4	3	4	9	105
16/04/2023	14		3	3	3	8	105
16/04/2023	15		3	3	3	8	104
16/04/2023	16		3	3	3	8	103
16/04/2023	17		3	3	3	8	101
16/04/2023	18		3	3	4	9	97
16/04/2023	19		4	3	6	11	94
16/04/2023	20		4	3	14	18	85
16/04/2023	21		6	3	22	27	69
16/04/2023	22		4	3	16	21	73
16/04/2023	23		5	3	24	28	52
17/04/2023	00		5	3	13	17	58
17/04/2023	01		5	3	5	10	56
17/04/2023	02		6	3	6	10	51
17/04/2023	03		4	3	6	10	54
17/04/2023	04		8	3	9	13	49
17/04/2023	05		8	3	23	27	35
17/04/2023	06		9	3	44	49	22
17/04/2023	07		10	16	46	69	23
17/04/2023	08		12	14	30	51	44
17/04/2023	09		10	3	4	9	79
17/04/2023	10		5	3	5	10	86
17/04/2023	11		4	3	3	8	90
17/04/2023	12		4	3	4	9	92
17/04/2023	13		4	3	3	8	98
17/04/2023	14		4	3	4	8	98
17/04/2023	15		3	3	3	8	104
17/04/2023	16		3	3	10	15	96
17/04/2023	17		4	3	12	16	95
17/04/2023	18		4	3	11	16	95
17/04/2023	19		3	3	14	20	89
17/04/2023	20		4	3	9	14	92
17/04/2023	21		3	3	9	14	89
17/04/2023	22		4	3	7	11	85
17/04/2023	23		4	3	5	9	84
18/04/2023	00		4	3	7	12	81
18/04/2023	01		5	3	6	11	94
18/04/2023	02		5	3	3	7	100
18/04/2023	03		4	3	5	9	94
18/04/2023	04		5	3	8	12	91
18/04/2023	05		3	3	16	20	84
18/04/2023	06		4	11	56	73	40
18/04/2023	07		4	36	70	125	10
18/04/2023	10		5	4	7	13	89
18/04/2023	11		6	4	7	13	91
18/04/2023	12		7	4	8	14	94
18/04/2023	13		6	4	7	13	101
18/04/2023	14		7	3	7	11	103
18/04/2023	15		6	3	6	11	101
18/04/2023	16		6	4	6	11	102
18/04/2023	17		6	3	6	11	99
18/04/2023	18		4	3	8	13	96
18/04/2023	19		5	3	14	19	89
18/04/2023	20		4	3	12	16	88
18/04/2023	21		8	3	17	21	83
18/04/2023	22		7	3	13	17	83
18/04/2023	23		7	3	3	7	95
19/04/2023	00		4	3	3	7	92
19/04/2023	01		5	3	3	7	86
19/04/2023	02		4	3	3	7	81
19/04/2023	03		6	3	8	12	60
19/04/2023	04		5	3	22	26	33
19/04/2023	05		5	13	56	76	5
19/04/2023	06		7	31	68	115	7
19/04/2023	07		7	31	61	108	16
19/04/2023	08		6	31	56	104	29
19/04/2023	09		8	5	14	21	80
19/04/2023	10		7	4	9	15	92
19/04/2023	11		7	3	6	10	99
19/04/2023	12		10	4	10	17	96
19/04/2023	13		7	4	11	17	96
19/04/2023	14		5	6	14	22	93
19/04/2023	15		7	5	20	27	89
19/04/2023	16		6	6	31	41	82
19/04/2023	17		7	8	35	47	78
19/04/2023	18		7	3	18	22	94
19/04/2023	19		7	3	37	42	73
19/04/2023	20		6	3	33	37	71
19/04/2023	21		8	3	40	44	66
19/04/2023	22		7	3	42	46	48
19/04/2023	23		5	3	27	31	45
20/04/2023	00		6	3	22	26	41
20/04/2023	01		7	3	18	22	41
20/04/2023	02		8	3	23	27	30
20/04/2023	03		5	3	36	40	18
20/04/2023	04		8	3	36	40	22
20/04/2023	05		5	6	56	65	10
20/04/2023	06		9	39	64	124	7
20/04/2023	07		10	39	68	128	17
20/04/2023	08		10	23	54	89	34
20/04/2023	09		8	15	39	62	55
20/04/2023	10		10	6	17	26	82
20/04/2023	11		6	6	14	22	92
20/04/2023	12		7	5	14	21	97
20/04/2023	13		7	4	15	22	103
20/04/2023	14		10	5	17	25	99
20/04/2023	15		8	6	27	36	98
20/04/2023	16		8	9	37	51	87
20/04/2023	17		6	7	34	44	91
20/04/2023	18		5	4	26	32	98
20/04/2023	19		7	3	27	31	92
20/04/2023	20		9	3	30	35	80
20/04/2023	21		7	3	12	16	94
20/04/2023	22		9	3	5	9	96
20/04/2023	23		8	3	5	9	90
21/04/2023	00		9	3	9	13	71
21/04/2023	01		7	3	12	16	63
21/04/2023	02		6	3	11	15	60
21/04/2023	03		7	3	12	16	63
21/04/2023	04		7	3	6	10	73
21/04/2023	05		7	18	46	74	16
21/04/2023	06		7	46	59	130	4
21/04/2023	07		10	87	69	202	7
21/04/2023	08		10	60	73	165	15
21/04/2023	09		11	9	23	36	65
21/04/2023	10		11	6	18	28	78
21/04/2023	11		10	6	17	26	82
21/04/2023	12		11	5	12	19	89
21/04/2023	13		6	4	10	17	95
21/04/2023	14		9	4	10	17	100
21/04/2023	15		8	3	9	14	108
21/04/2023	16		9	4	14	19	103
21/04/2023	17		7	3	13	17	104
21/04/2023	18		6	3	14	19	105
21/04/2023	19		6	3	12	16	105
21/04/2023	20		7	3	10	14	108
21/04/2023	21		8	3	6	10	107
21/04/2023	22		7	3	6	10	97
21/04/2023	23		6	3	5	9	90
22/04/2023	00		7	3	11	15	80
22/04/2023	01		10	3	19	23	70
22/04/2023	02		9	3	5	9	85
22/04/2023	03		8	3	4	8	84
22/04/2023	04		10	3	26	30	35
22/04/2023	05		8	3	28	32	25
22/04/2023	06		8	8	53	65	13
22/04/2023	07		8	13	49	69	23
22/04/2023	08		9	4	23	30	49
22/04/2023	09		8	3	10	14	77
22/04/2023	10		12	3	12	16	81
22/04/2023	11		13	3	14	18	87
22/04/2023	12		13	5	23	29	89
22/04/2023	13		12	5	18	25	98
22/04/2023	14		13	3	10	15	107
22/04/2023	15		11	3	6	10	118
22/04/2023	16		8	3	8	12	116
22/04/2023	17		11	3	22	27	98
22/04/2023	18		11	3	10	15	116
22/04/2023	19		8	3	14	18	108
22/04/2023	20		8	3	16	21	104
22/04/2023	21		7	3	17	21	98
22/04/2023	22		7	3	12	16	88
22/04/2023	23		8	3	15	19	76
23/04/2023	00		8	3	26	30	49
23/04/2023	01		6	3	22	27	30
23/04/2023	02		6	3	18	22	34
23/04/2023	03		5	3	21	25	25
23/04/2023	04		4	3	15	19	25
23/04/2023	05		6	3	12	17	21
23/04/2023	06		7	3	7	12	41
23/04/2023	07		10	3	9	13	45
23/04/2023	08		5	3	4	8	58
23/04/2023	09		5	3	3	7	79
23/04/2023	10		6	5	14	21	78
23/04/2023	11		6	5	16	24	77
23/04/2023	12		9	4	10	15	88
23/04/2023	13		10	3	8	13	94
23/04/2023	14		9	4	8	14	95
23/04/2023	15		7	3	4	8	105
23/04/2023	16		8	3	4	8	109
23/04/2023	17		7	3	5	9	106
23/04/2023	18		6	3	15	19	96
23/04/2023	19		7	3	8	12	100
23/04/2023	20		7	3	14	18	91
23/04/2023	21		7	3	14	18	89
23/04/2023	22		8	3	11	16	89
23/04/2023	23		6	3	5	9	99
24/04/2023	00		5	3	12	16	68
24/04/2023	01		6	3	19	23	47
24/04/2023	02		6	3	16	20	45
24/04/2023	03		7	3	17	21	40
24/04/2023	04		5	3	28	32	22
24/04/2023	05		6	5	54	61	8
24/04/2023	06		7	52	59	138	5
24/04/2023	07		8	68	66	170	8
24/04/2023	08		8	27	43	84	39
24/04/2023	09		8	3	6	11	77
24/04/2023	10		9	3	6	10	80
24/04/2023	11		8	3	6	11	82
24/04/2023	12		8	3	5	10	83
24/04/2023	13		5	3	4	8	88
24/04/2023	14		5	3	3	7	94
24/04/2023	15		5	3	4	8	96
24/04/2023	16		6	3	5	9	91
24/04/2023	17		5	3	5	10	89
24/04/2023	18		7	3	6	10	91
24/04/2023	19		4	4	7	12	90
24/04/2023	20		4	3	8	12	86
24/04/2023	21		7	3	12	16	72
24/04/2023	22		16	3	18	22	61
24/04/2023	23		15	3	24	28	43
25/04/2023	00		9	3	25	29	32
25/04/2023	01		9	3	19	24	24
25/04/2023	02		7	3	20	24	27
25/04/2023	03		8	3	29	33	16
25/04/2023	04		7	4	30	36	14
25/04/2023	05		8	29	51	95	4
25/04/2023	06		8	70	57	165	4
25/04/2023	07		12	97	56	206	7
25/04/2023	08		10	55	61	146	17
25/04/2023	09		10	11	25	42	47
25/04/2023	10		9	4	13	20	64
25/04/2023	11		8	20	45	76	55
25/04/2023	12		7	7	26	38	80
25/04/2023	13		5	6	13	21	85
25/04/2023	14		5	4	9	15	92
25/04/2023	15		5	5	16	23	94
25/04/2023	16		5	7	25	34	91
25/04/2023	17		6	5	16	23	101
25/04/2023	18		9	4	21	27	98
25/04/2023	19		8	4	16	23	101
25/04/2023	20		9	3	13	17	100
25/04/2023	21		7	3	12	17	99
25/04/2023	22		9	3	11	15	95
25/04/2023	23		7	3	8	12	92
26/04/2023	00		9	3	20	24	65
26/04/2023	01		9	3	20	24	56
26/04/2023	02		8	3	7	11	81
26/04/2023	03		9	3	7	11	75
26/04/2023	04		8	3	4	8	79
26/04/2023	05		8	3	10	14	76
26/04/2023	06		6	9	39	52	48
26/04/2023	07		7	11	45	63	41
26/04/2023	08		8	9	31	45	54
26/04/2023	09		11	5	16	24	73
26/04/2023	10		10	4	10	17	80
26/04/2023	11		11	4	8	13	88
26/04/2023	12		11	3	8	12	91
26/04/2023	13		9	5	12	20	91
26/04/2023	14		9	3	7	13	94
26/04/2023	15		5	3	7	11	86
26/04/2023	16		5	4	10	16	90
26/04/2023	17		8	4	9	15	85
26/04/2023	18		6	3	10	15	81
26/04/2023	19		5	3	8	12	79
26/04/2023	20		5	3	8	12	77
26/04/2023	21		7	3	5	9	80
26/04/2023	22		9	3	4	9	83
26/04/2023	23		8	3	3	7	93
27/04/2023	00		7	3	3	7	86
27/04/2023	01		8	3	3	7	67
27/04/2023	02		7	3	8	12	45
27/04/2023	03		7	3	26	31	16
27/04/2023	04		8	4	33	39	8
27/04/2023	05		5	9	35	49	6
27/04/2023	06		8	68	43	147	5
27/04/2023	07		9	86	48	179	6
27/04/2023	08		9	49	46	121	22
27/04/2023	09		5	16	41	65	38
27/04/2023	10		10	23	46	81	36
27/04/2023	11		12	23	40	74	43
27/04/2023	12		12	8	22	35	72
27/04/2023	13		8	6	15	24	79
27/04/2023	14		8	7	14	24	76
27/04/2023	15		7	6	17	26	71
27/04/2023	16		7	6	16	25	70
27/04/2023	17		8	6	16	25	75
27/04/2023	18		8	5	16	23	75
27/04/2023	19		6	4	20	25	66
27/04/2023	20		8	3	13	17	73
27/04/2023	21		8	3	13	17	67
27/04/2023	22		9	4	53	58	25
27/04/2023	23		7	3	23	28	35
28/04/2023	00		9	3	14	19	47
28/04/2023	01		9	3	11	15	47
28/04/2023	02		9	3	20	24	30
28/04/2023	03		5	3	23	28	14
28/04/2023	04		6	18	33	61	5
28/04/2023	05		5	18	32	60	4
28/04/2023	06		10	66	39	139	4
28/04/2023	07		10	99	45	196	5
28/04/2023	08		7	56	46	132	15
28/04/2023	09		7	5	15	22	56
28/04/2023	10		10	5	13	21	63
28/04/2023	11		10	4	11	18	72
28/04/2023	12		13	5	11	18	80
28/04/2023	13		9	6	12	21	76
28/04/2023	14		6	5	10	17	78
28/04/2023	15		7	5	11	17	74
28/04/2023	16		7	6	16	26	71
28/04/2023	17		7	6	18	26	66
28/04/2023	18		7	4	18	23	65
28/04/2023	19		6	5	27	35	61
28/04/2023	20		6	3	26	31	60
28/04/2023	21		8	3	40	44	46
28/04/2023	22		9	3	7	11	73
28/04/2023	23		9	3	16	21	62
29/04/2023	00		9	3	16	20	54
29/04/2023	01		8	3	12	16	50
29/04/2023	02		7	3	11	15	43
29/04/2023	03		9	3	15	19	28
29/04/2023	04		8	3	21	25	15
29/04/2023	05		7	4	33	38	7
29/04/2023	06		8	6	32	41	9
29/04/2023	07		7	19	32	60	14
29/04/2023	08		6	16	36	59	24
29/04/2023	09		9	8	23	35	46
29/04/2023	10		8	14	43	66	45
29/04/2023	11		7	10	30	45	55
29/04/2023	12		4	6	14	22	69
29/04/2023	13		6	3	5	10	77
29/04/2023	14		6	3	4	8	76
29/04/2023	15		5	3	4	8	83
29/04/2023	16		7	3	3	8	85
29/04/2023	17		7	3	4	8	86
29/04/2023	18		8	3	4	8	85
29/04/2023	19		7	3	9	13	81
29/04/2023	20		8	3	14	18	72
29/04/2023	21		8	3	16	21	71
29/04/2023	22		8	3	11	15	66
29/04/2023	23		5	3	18	22	47
30/04/2023	00		9	4	37	43	29
30/04/2023	01		6	3	20	24	33
30/04/2023	02		6	3	14	18	33
30/04/2023	03		7	3	25	29	22
30/04/2023	04		8	3	17	21	27
30/04/2023	05		5	3	9	13	30
30/04/2023	06		5	3	13	18	26
30/04/2023	07		8	3	9	14	29
30/04/2023	08		10	5	6	13	41
30/04/2023	09		9	3	3	7	60
30/04/2023	10		5	3	3	8	74
30/04/2023	11		4	5	14	22	72
30/04/2023	12		3	3	5	10	80
30/04/2023	13		5	3	4	8	90
30/04/2023	14		4	3	3	8	95
30/04/2023	15		5	3	7	11	97
30/04/2023	16		7	3	5	9	94
30/04/2023	17		6	3	16	20	79
30/04/2023	18		7	3	10	15	78
30/04/2023	19		8	3	11	16	75
30/04/2023	20		6	3	8	13	74
30/04/2023	21		8	3	5	9	78
30/04/2023	22		8	3	4	8	80
30/04/2023	23		9	3	3	7	81
01/05/2023	00		9	3	4	8	77
01/05/2023	01		8	3	3	7	78
01/05/2023	02		8	3	3	7	75
01/05/2023	03		8	3	3	7	75
01/05/2023	04		7	3	3	7	65
01/05/2023	05		8	3	5	9	53
01/05/2023	06		8	3	7	11	49
01/05/2023	07		9	3	11	15	40
01/05/2023	08		12	3	5	9	61
01/05/2023	09		15	3	3	7	67
01/05/2023	10		13	3	5	10	71
01/05/2023	11		8	3	5	9	83
01/05/2023	12		8	3	4	8	83
01/05/2023	13		7	3	4	8	86
01/05/2023	14		4	3	4	8	90
01/05/2023	15		5	3	3	8	93
01/05/2023	16		5	3	3	7	96
01/05/2023	17		4	3	4	8	90
01/05/2023	18		5	3	7	11	80
01/05/2023	19		6	3	14	18	68
01/05/2023	20		4	3	30	35	48
01/05/2023	21		7	3	8	13	64
01/05/2023	22		8	3	10	15	62
01/05/2023	23		8	3	19	23	47
02/05/2023	00		8	3	9	13	49
02/05/2023	01		8	3	4	8	52
02/05/2023	02		6	3	6	10	41
02/05/2023	03		8	3	16	21	25
02/05/2023	04		6	3	23	28	17
02/05/2023	05		9	13	46	65	6
02/05/2023	06		10	82	61	187	5
02/05/2023	07		7	46	54	124	14
02/05/2023	08		5	16	36	61	37
02/05/2023	11		6	5	15	23	76
02/05/2023	12		7	8	20	32	75
02/05/2023	13		7	5	8	17	79
02/05/2023	14		8	4	9	16	82
02/05/2023	15		6	4	11	17	82
02/05/2023	16		8	5	13	20	81
02/05/2023	17		7	5	14	22	77
02/05/2023	18		7	5	21	29	71
02/05/2023	19		7	4	27	33	63
02/05/2023	20		7	3	41	46	48
02/05/2023	21		8	4	47	54	39
02/05/2023	22		7	3	65	69	20
02/05/2023	23		7	3	33	38	35
03/05/2023	00		8	3	31	35	26
03/05/2023	01		8	3	34	38	20
03/05/2023	02		9	3	35	40	10
03/05/2023	03		6	3	34	38	9
03/05/2023	04		7	3	28	33	12
03/05/2023	05		5	11	42	59	10
03/05/2023	06		8	40	62	123	6
03/05/2023	07		7	40	53	114	13
03/05/2023	08		8	22	40	73	29
03/05/2023	09		5	7	17	29	61
03/05/2023	10		8	5	11	18	81
03/05/2023	11		11	4	15	21	92
03/05/2023	12		8	3	12	18	99
03/05/2023	13		7	4	7	13	97
03/05/2023	14		5	3	5	9	97
03/05/2023	15		4	5	9	17	93
03/05/2023	16		9	5	15	23	88
03/05/2023	17		5	5	16	24	83
03/05/2023	18		5	4	15	21	80
03/05/2023	19		6	4	17	22	77
03/05/2023	20		7	3	17	22	74
03/05/2023	21		6	3	9	13	83
03/05/2023	22		6	3	5	9	89
03/05/2023	23		7	3	3	7	84
04/05/2023	00		8	3	3	7	84
04/05/2023	01		8	3	3	7	87
04/05/2023	02		8	3	3	7	58
04/05/2023	03		6	3	11	16	37
04/05/2023	04		7	3	26	30	27
04/05/2023	05		8	3	32	36	20
04/05/2023	06		7	34	58	110	8
04/05/2023	07		6	34	56	108	15
04/05/2023	08		8	16	34	59	39
04/05/2023	09		6	8	23	35	60
04/05/2023	10		10	9	26	40	64
04/05/2023	11		10	8	23	35	72
04/05/2023	12		7	7	21	32	78
04/05/2023	13		7	7	28	39	84
04/05/2023	14		9	8	31	44	79
04/05/2023	15		10	10	38	53	73
04/05/2023	16		9	7	24	35	82
04/05/2023	17		5	6	21	29	79
04/05/2023	18		7	5	18	25	80
04/05/2023	19		5	3	9	13	85
04/05/2023	20		7	3	7	12	85
04/05/2023	21		6	3	6	11	84
04/05/2023	22		9	3	3	8	88
04/05/2023	23		9	3	3	7	86
05/05/2023	00		8	3	3	7	81
05/05/2023	01		7	3	3	7	78
05/05/2023	02		8	3	3	7	78
05/05/2023	03		8	3	4	8	62
05/05/2023	04		5	3	11	15	44
05/05/2023	05		6	7	36	45	20
05/05/2023	06		5	15	44	66	21
05/05/2023	07		6	16	42	66	27
05/05/2023	08		7	7	25	37	55
05/05/2023	09		8	3	11	17	78
05/05/2023	10		7	4	11	17	85
05/05/2023	11		8	6	19	27	84
05/05/2023	12		9	9	24	37	81
05/05/2023	13		8	8	27	40	82
05/05/2023	14		8	6	15	24	82
05/05/2023	15		4	6	17	26	81
05/05/2023	16		7	6	16	24	81
05/05/2023	17		6	4	21	27	89
05/05/2023	18		5	4	22	28	90
05/05/2023	19		10	3	10	14	101
05/05/2023	20		6	3	12	16	95
05/05/2023	21		9	3	9	13	98
05/05/2023	22		10	3	8	12	85
05/05/2023	23		8	3	5	9	86
06/05/2023	00		10	3	4	8	85
06/05/2023	01		8	3	15	19	63
06/05/2023	02		10	3	16	21	42
06/05/2023	03		8	3	10	14	46
06/05/2023	04		8	3	10	14	37
06/05/2023	05		8	3	19	24	23
06/05/2023	06		8	12	35	53	11
06/05/2023	07		7	9	30	44	27
06/05/2023	08		8	4	9	14	61
06/05/2023	09		8	3	5	9	80
06/05/2023	10		11	5	19	27	71
06/05/2023	11		10	4	12	17	86
06/05/2023	12		11	5	15	22	87
06/05/2023	13		12	5	11	19	80
06/05/2023	14		8	3	7	12	92
06/05/2023	15		8	3	5	10	98
06/05/2023	16		6	3	7	12	91
06/05/2023	17		7	3	8	12	87
06/05/2023	18		8	3	13	17	84
06/05/2023	19		9	3	18	23	81
06/05/2023	20		9	3	16	21	84
06/05/2023	21		8	3	10	14	86
06/05/2023	22		9	3	13	18	74
06/05/2023	23		8	4	21	27	65
07/05/2023	00		7	3	22	27	57
07/05/2023	01		6	3	13	17	51
07/05/2023	02		8	3	16	20	48
07/05/2023	03		7	3	8	12	59
07/05/2023	04		5	3	14	18	32
07/05/2023	05		8	3	9	13	41
07/05/2023	06		7	4	19	25	22
07/05/2023	07		8	3	19	24	32
07/05/2023	08		7	3	20	24	32
07/05/2023	09		8	4	20	27	51
