FECHA	HORA	PM2.5	C8H10	C7H8	C6H6	SO2	CO	NO	NO2	PM10	NOx	O3
01/01/2023	00	29	0,7	1	1	3	0,4	12	22	48	40	16
01/01/2023	01	33	0,6	1	1	3	0,4	8	24	53	36	12
01/01/2023	02	14	0,5	0,6	0,6	3	0,2	3	15	24	19	23
01/01/2023	03	10	0,4	0,6	0,4	3	0,2	2	10	18	13	31
01/01/2023	04	8	0,3	0,6	0,3	3	0,2	2	10	15	13	34
01/01/2023	05	9	0,4	0,6	0,3	3	0,2	2	12	17	15	28
01/01/2023	06	9	0,4	0,6	0,4	3	0,2	2	12	15	15	23
01/01/2023	07	10	0,4	0,6	0,4	3	0,2	9	17	18	31	18
01/01/2023	08	11	0,4	0,6	0,4	3	0,3	22	24	26	57	11
01/01/2023	09	14	0,6	0,9	0,6	3	0,3	21	23	30	55	8
01/01/2023	10	14	0,6	0,8	0,5	3	0,3	21	23	27	56	12
01/01/2023	11	14	0,5	0,7	0,5	3	0,3	10	20	26	35	22
01/01/2023	12	16	0,6	0,8	0,5	3	0,2	8	14	27	25	35
01/01/2023	13	17	0,4	0,6	0,4	3	0,2	5	9	28	17	45
01/01/2023	14	19	0,3	0,6	0,4	3	0,2	3	6	31	10	60
01/01/2023	15	20	0,3	0,6	0,4	3	0,2	1	5	32	6	67
01/01/2023	16	18	0,3	0,6	0,3	3	0,2	1	3	29	5	68
01/01/2023	17	19	0,3	0,6	0,3	3	0,2	2	7	31	10	61
01/01/2023	18	22	0,3	0,6	0,4	3	0,3	2	11	35	15	51
01/01/2023	19	26	0,3	0,6	0,4	3	0,3	3	14	42	19	44
01/01/2023	20	28	0,3	0,6	0,4	3	0,3	3	16	45	20	39
01/01/2023	21	35	0,4	0,6	0,6	3	0,4	8	25	55	38	18
01/01/2023	22	39	0,5	0,7	0,9	3	0,4	19	32	62	61	8
01/01/2023	23	37	0,5	0,8	1	3	0,4	9	27	60	41	13
02/01/2023	00	37	0,4	0,6	0,8	3	0,4	2	17	59	20	21
02/01/2023	01	31	0,4	0,6	0,6	3	0,3	2	8	49	10	31
02/01/2023	02	27	0,3	0,6	0,5	3	0,3	1	5	43	6	34
02/01/2023	03	24	0,4	0,6	0,5	3	0,2	1	5	37	6	32
02/01/2023	04	18	0,3	0,6	0,4	3	0,1	1	5	29	7	28
02/01/2023	05	15	0,3	0,6	0,4	3	0,2	2	8	24	10	18
02/01/2023	06	13	0,4	0,6	0,4	3	0,2	17	18	21	45	6
02/01/2023	07	13	0,4	0,6	0,5	3	0,3	26	25	24	65	3
02/01/2023	08	15	0,6	0,6	0,5	3	0,4	50	28	39	104	4
02/01/2023	09	27	1,3	1,6	0,9	3	0,5	48	28	134	102	7
02/01/2023	10	18	2,5	2,1	0,8	4	0,3	43	33	42	98	8
02/01/2023	11	18	2,7	5,6	0,7	4	0,4	40	33	43	95	11
02/01/2023	12	31	4	4,5	0,8	4	0,3	30	30	59	75	19
02/01/2023	13	32	2,1	2,6	1	4	0,4	36	33	59	88	23
02/01/2023	14	21	2,5	2	0,7	3	0,3	17	26	39	51	34
02/01/2023	15	23	0,5	0,6	0,5	3	0,3	17	28	42	54	42
02/01/2023	16	25	0,7	1,4	0,6	3	0,4	20	38	48	68	24
02/01/2023	17	21	0,5	1,2	0,6	3	0,3	9	21	38	34	42
02/01/2023	18	19	0,7	1,5	0,6	3	0,3	9	27	35	41	33
02/01/2023	19	23	0,8	2,4	0,7	3	0,3	6	24	39	33	39
02/01/2023	20	36	0,9	1,8	0,8	3	0,5	12	38	61	56	17
02/01/2023	21	40	1,1	2,4	1,1	3	0,6	25	39	70	77	11
02/01/2023	22	38	2,5	4,8	1,3	4	0,5	43	47	62	113	8
02/01/2023	23	40	2,2	12,2	1	3	0,4	11	36	63	52	8
03/01/2023	00	40	1	3,1	0,9	3	0,3	3	27	63	31	16
03/01/2023	01	39	0,9	2,8	0,6	3	0,2	2	22	61	25	18
03/01/2023	02	39	0,8	1,5	0,5	3	0,2	2	15	61	18	23
03/01/2023	03	38	0,5	0,9	0,5	3	0,2	2	11	60	14	25
03/01/2023	04	38	0,5	0,6	0,5	3	0,2	2	12	58	14	20
03/01/2023	05	37	0,5	1,5	0,5	3	0,2	2	16	57	19	13
03/01/2023	06	37	1,4	8,2	0,6	4	0,3	27	20	58	62	8
03/01/2023	07	35	2,4	6	0,9	4	0,4	66	29	55	130	7
03/01/2023	08	35	2,6	3,5	1,2	5	0,5	76	25	59	142	8
03/01/2023	09	37	4,6	7,3	1,7	5	0,5	74	26	74	141	7
03/01/2023	10	32	4,5	6,9	1,2	4	0,5	55	30	55	114	10
03/01/2023	11	28	3,4	5,7	1,1	3	0,4	20	27	48	57	21
03/01/2023	12	21	0,5	1	0,5	3	0,2	18	24	38	52	29
03/01/2023	13	19	0,8	1,3	0,6	3	0,3	21	25	36	58	36
03/01/2023	14	19	0,7	1,4	0,7	3	0,2	11	22	35	38	43
03/01/2023	15	19	0,4	0,6	0,5	3	0,2	21	31	37	63	31
03/01/2023	16	19	0,4	0,6	0,5	3	0,2	19	31	34	60	35
03/01/2023	17	22	0,6	1	0,7	3	0,3	28	38	38	81	22
03/01/2023	18	25	1	1,1	0,7	3	0,5	36	46	46	102	10
03/01/2023	19	27	1,5	4,1	1,1	4	0,5	49	48	52	123	8
03/01/2023	20	32	4,6	10,4	2,2	5	0,9	69	51	62	157	8
03/01/2023	21	40	3,7	7,3	1,5	4	0,6	48	43	67	117	7
03/01/2023	22	39	2,6	4,6	1,3	4	0,5	54	42	64	125	8
03/01/2023	23	41	3,7	6,4	1,7	4	0,4	42	37	67	101	8
04/01/2023	00	41	2,8	7,3	1,3	3	0,4	26	28	65	67	9
04/01/2023	01	40	1,6	2,7	0,9	3	0,3	4	26	66	33	7
04/01/2023	02	40	1,4	9,3	0,8	3	0,2	5	22	63	30	10
04/01/2023	03	36	1,9	7,1	0,8	3	0,2	3	16	57	21	8
04/01/2023	04	27	2,4	19	0,6	3	0,2	2	10	44	13	11
04/01/2023	05	9	0,6	2,2	0,4	3	0,1	2	4	14	7	24
04/01/2023	06	5	0,3	0,6	0,3	3	0,1	5	12	9	19	15
04/01/2023	07	5	0,3	0,6	0,3	3	0,1	13	19	11	39	9
04/01/2023	08	13	0,3	0,6	0,4	3	0,2	25	23	33	60	6
04/01/2023	09	18	3,2	4,6	0,6	4	0,2	54	27	36	110	7
04/01/2023	10	10	2,1	3,1	0,6	3	0,1	22	18	21	52	14
04/01/2023	11	9	0,4	0,6	0,4	3	0,1	12	14	21	32	24
04/01/2023	12	12	0,4	0,6	0,4	3	0,1	8	14	25	26	33
04/01/2023	13	14	0,4	0,6	0,4	3	0,2	11	16	28	32	38
04/01/2023	14	15	0,4	0,8	0,4	3	0,2	10	18	29	32	39
04/01/2023	15	20	1	2	0,6	3	0,2	25	30	38	69	29
04/01/2023	16	24	0,8	1,1	0,5	3	0,3	21	33	41	66	32
04/01/2023	17	26	0,7	1,3	0,7	3	0,4	38	44	46	102	23
04/01/2023	18	25	1,3	2,5	0,8	3	0,5	33	45	47	95	13
04/01/2023	19	30	3,1	5,6	1,3	4	0,7	75	56	60	171	8
04/01/2023	20	31	4,9	9,7	2	5	0,9	71	53	59	162	7
04/01/2023	21	36	3	6,9	1,3	3	0,6	43	46	62	111	8
04/01/2023	22	43	3	5,7	1,5	5	0,6	74	47	69	160	10
04/01/2023	23	43	3,8	6,6	1,8	4	0,6	45	34	68	103	10
05/01/2023	00	35	2,8	4,9	1,3	3	0,4	13	23	55	43	7
05/01/2023	01	23	1	1,9	0,7	3	0,2	3	16	37	20	7
05/01/2023	02	12	0,5	1,4	0,4	3	0,2	1	7	20	9	17
05/01/2023	03	9	0,4	0,6	0,3	3	0,1	1	5	15	6	21
05/01/2023	04	6	0,4	0,6	0,3	3	0,1	1	5	11	7	24
05/01/2023	05	5	0,3	0,6	0,3	3	0,1	2	4	9	7	31
05/01/2023	06	8	0,3	0,6	0,3	3	0,1	10	16	13	31	16
05/01/2023	07	12	0,5	0,6	0,6	3	0,2	41	28	22	91	5
05/01/2023	08	24	1,1	2,4	0,6	4	0,3	49	29	45	104	5
05/01/2023	09	34	5,6	13,7	0,9	5	0,4	76	34	65	150	8
05/01/2023	10	28	3,9	6,8	0,8	4	0,3	40	30	49	92	14
05/01/2023	11	23	1,3	1,3	0,6	3	0,2	24	19	45	56	19
05/01/2023	12	24	1	0,8	0,6	3	0,2	16	18	44	43	27
05/01/2023	13	20	8,1	8,9	0,7	3	0,2	18	24	38	52	32
05/01/2023	14	27	5,4	4,4	0,7	3	0,2	20	27	46	58	35
05/01/2023	15	19	1,3	0,8	0,5	3	0,1	17	26	32	52	42
05/01/2023	16	26	0,5	0,6	0,5	3	0,2	21	36	44	68	37
05/01/2023	17	24	0,5	0,8	0,6	3	0,3	18	34	39	61	36
05/01/2023	18	28	0,8	1,5	0,8	3	0,4	25	48	48	86	16
05/01/2023	19	32	1,2	2	0,8	3	0,4	31	49	57	97	11
05/01/2023	20	36	1,9	4,4	1,1	4	0,7	57	54	62	142	9
05/01/2023	21	40	2,3	4,2	1,3	3	0,6	30	51	63	97	7
05/01/2023	22	48	2,8	4	1,3	4	0,6	42	45	75	109	8
05/01/2023	23	50	2,9	3,7	1,5	3	0,5	31	34	79	81	9
06/01/2023	00	40	2	2,5	1,2	3	0,4	10	23	63	40	7
06/01/2023	01	29	0,9	0,8	0,7	3	0,2	4	15	45	20	12
06/01/2023	02	23	0,4	0,6	0,5	3	0,2	2	13	35	16	14
06/01/2023	03	18	0,6	0,7	0,6	3	0,2	3	12	29	17	17
06/01/2023	04	15	2	0,6	0,4	3	0,2	2	9	25	11	20
06/01/2023	05	18	12,3	0,6	0,4	3	0,1	2	9	29	12	20
06/01/2023	06	17	0,5	0,6	0,4	3	0,1	2	10	27	13	18
06/01/2023	07	18	0,5	0,6	0,4	3	0,2	5	14	29	21	12
06/01/2023	08	17	0,8	0,6	0,5	3	0,1	7	20	29	31	9
06/01/2023	09	21	0,6	0,6	0,5	3	0,2	11	19	37	35	12
06/01/2023	10	16	0,6	0,6	0,5	3	0,2	13	19	27	39	21
06/01/2023	11	12	0,4	0,6	0,4	3	0,2	5	12	21	20	37
06/01/2023	12	13	0,3	0,6	0,4	3	0,2	4	12	22	19	42
06/01/2023	13	13	0,4	0,6	0,5	3	0,2	8	15	24	27	44
06/01/2023	14	12	0,4	0,6	0,5	3	0,2	7	14	21	25	48
06/01/2023	15	13	0,3	0,6	0,3	3	0,1	6	16	22	25	45
06/01/2023	16	16	0,3	0,6	0,4	3	0,2	10	25	29	39	40
06/01/2023	17	16	0,4	0,6	0,5	3	0,3	17	36	29	62	28
06/01/2023	18	23	0,4	0,7	0,6	3	0,3	10	33	41	48	27
06/01/2023	19	31	0,8	2,6	0,9	3	0,6	43	49	58	114	10
06/01/2023	20	35	1,1	3,1	1,1	3	0,6	33	47	60	98	8
06/01/2023	21	43	1	2	1,1	3	0,5	23	41	68	76	9
06/01/2023	22	45	2,1	3,3	1,5	3	0,7	43	39	71	105	10
06/01/2023	23	43	2,1	4,1	1,9	3	0,7	33	31	67	81	9
07/01/2023	00	35	0,8	1,1	1,2	3	0,5	11	21	55	38	8
07/01/2023	01	31	0,4	0,6	0,9	3	0,4	4	18	49	25	8
07/01/2023	02	29	0,4	0,6	0,8	3	0,4	2	11	46	15	13
07/01/2023	03	30	0,4	0,6	0,6	3	0,3	4	16	47	21	11
07/01/2023	04	30	0,6	0,9	0,8	3	0,4	6	17	47	26	6
07/01/2023	05	26	0,6	1	0,7	3	0,3	4	13	40	19	10
07/01/2023	06	22	0,4	0,6	0,5	3	0,3	3	15	36	19	14
07/01/2023	07	14	0,5	0,6	0,5	3	0,3	4	15	23	21	22
07/01/2023	08	13	0,3	0,6	0,4	3	0,2	2	17	22	21	24
07/01/2023	09	14	0,3	0,6	0,3	3	0,2	5	15	26	21	33
07/01/2023	10	16	0,3	0,6	0,3	3	0,2	1	5	68	7	56
07/01/2023	11	11	0,3	0,6	0,3	3	0,2	3	5	51	8	60
07/01/2023	12	12	0,3	0,6	0,3	3	0,2	3	6	50	9	62
07/01/2023	13	11	0,3	0,6	0,3	3	0,2	3	5	39	9	66
07/01/2023	14	9	0,5	1,3	0,4	3	0,2	3	5	21	10	64
07/01/2023	15	9	0,3	0,6	0,3	3	0,1	3	4	23	9	65
07/01/2023	16	9	0,3	0,6	0,3	3	0,1	2	5	19	8	66
07/01/2023	17	10	1,1	0,6	0,3	3	0,2	5	11	21	19	56
07/01/2023	18	13	3,5	0,6	0,3	3	0,2	7	16	26	27	54
07/01/2023	19	12	0,4	0,6	0,4	3	0,2	3	14	23	19	52
07/01/2023	20	12	0,4	0,6	0,4	3	0,3	6	15	23	25	54
07/01/2023	21	14	0,9	1,8	0,6	3	0,3	6	15	24	24	51
07/01/2023	22	13	0,3	0,6	0,4	3	0,3	3	8	22	12	58
07/01/2023	23	11	0,3	0,6	0,3	3	0,2	1	5	18	7	62
08/01/2023	00	9	0,3	0,6	0,3	3	0,2	1	4	19	5	68
08/01/2023	01	7	0,3	0,6	0,3	3	0,2	2	4	13	6	71
08/01/2023	02	7	0,3	0,6	0,3	3	0,2	1	3	14	5	72
08/01/2023	03	7	0,3	0,6	0,3	3	0,2	1	2	12	5	78
08/01/2023	04	6	0,3	0,6	0,3	3	0,2	1	3	11	5	76
08/01/2023	05	7	0,3	0,6	0,3	3	0,2	2	5	11	8	62
08/01/2023	06	5	0,3	0,6	0,3	3	0,2	1	5	9	7	63
08/01/2023	07	6	0,3	0,6	0,3	3	0,2	3	10	11	13	49
08/01/2023	08	8	0,4	0,6	0,3	3	0,3	3	21	15	26	32
08/01/2023	09	3	0,4	0,6	0,4	3	0,2	4	10	7	17	52
08/01/2023	10	2	0,3	0,6	0,3	3	0,2	1	3	5	5	68
08/01/2023	11	7	0,3	0,6	0,3	3	0,3	9	20	14	35	37
08/01/2023	12	10	0,4	0,6	0,5	3	0,2	8	14	73	26	51
08/01/2023	13	8	0,3	0,6	0,3	3	0,2	1	3	65	5	68
08/01/2023	14	7	0,3	0,6	0,3	3	0,1	2	4	49	6	67
08/01/2023	15	2	0,3	0,6	0,3	3	0,1	1	3	10	5	65
08/01/2023	16	3	0,3	0,6	0,3	3	0,1	2	4	24	6	64
08/01/2023	17	3	0,3	0,6	0,3	3	0,1	2	5	18	9	60
08/01/2023	18	4	0,3	0,6	0,3	3	0,1	2	3	39	5	62
08/01/2023	19	4	0,3	0,6	0,3	3	0,2	2	5	23	7	62
08/01/2023	20	3	0,3	0,6	0,3	3	0,2	2	4	18	8	59
08/01/2023	21	5	0,3	0,6	0,3	3	0,2	2	4	36	7	65
08/01/2023	22	3	0,3	0,6	0,3	3	0,1	1	3	18	5	65
08/01/2023	23	2	0,3	0,6	0,3	3	0,1	1	2	12	4	64
09/01/2023	00	1	0,3	0,6	0,3	3	0,1	1	3	6	5	63
09/01/2023	01	2	0,3	0,6	0,3	3	0,1	1	2	15	4	63
09/01/2023	02	1	0,3	0,6	0,3	3	0,1	1	3	4	5	61
09/01/2023	03	1	0,3	0,6	0,3	3	0,1	1	2	2	4	60
09/01/2023	04	1	0,3	0,6	0,3	3	0,1	1	2	2	3	58
09/01/2023	05	1	0,3	0,6	0,3	3	0,1	1	3	2	5	55
09/01/2023	06	1	0,3	0,6	0,3	3	0,2	3	7	4	12	43
09/01/2023	07	3	0,3	0,6	0,3	3	0,2	8	22	8	34	21
09/01/2023	08	3	0,4	0,6	0,3	3	0,3	9	22	12	36	20
09/01/2023	09	5	0,5	0,9	0,5	3	0,3	18	25	24	52	28
09/01/2023	10	5	0,6	0,9	0,4	3	0,2	3	9	16	14	55
09/01/2023	11	3	0,3	0,6	0,3	3	0,1	4	8	22	14	62
09/01/2023	12	3	0,3	0,6	0,3	3	0,1	3	6	14	12	64
09/01/2023	13	2	0,3	0,6	0,3	3	0,1	5	9	13	17	67
09/01/2023	14	2	0,3	0,6	0,3	3	0,1	3	7	11	11	69
09/01/2023	15	5	0,3	0,6	0,3	3	0,2	12	18	20	36	56
09/01/2023	16	6	0,4	0,8	0,4	3	0,2	18	37	21	64	32
09/01/2023	17	6	0,6	0,9	0,5	3	0,2	12	36	27	54	32
09/01/2023	18	9	0,7	1,4	0,5	4	0,4	20	46	33	76	19
09/01/2023	19	9	1,3	3,1	0,8	3	0,4	12	41	20	60	20
09/01/2023	20	12	1,4	3	0,9	3	0,5	25	45	25	83	14
09/01/2023	21	15	2,3	4,9	1,1	3	0,6	41	56	30	118	5
09/01/2023	22	15	2,2	4,4	1,2	3	0,4	25	48	27	86	4
09/01/2023	23	9	1,1	1,1	0,8	3	0,3	7	29	18	40	21
10/01/2023	00	4	0,4	0,6	0,4	3	0,2	1	7	9	9	53
10/01/2023	01	5	0,4	2,3	0,3	3	0,1	1	7	9	8	46
10/01/2023	02	4	0,4	2	0,3	3	0,2	3	7	7	11	49
10/01/2023	03	3	0,4	9,9	0,3	3	0,1	2	5	7	7	50
10/01/2023	04	3	0,4	9,3	0,3	3	0,1	1	5	6	6	52
10/01/2023	05	4	0,4	6,2	0,3	3	0,2	1	4	7	6	49
10/01/2023	06	5	0,3	0,7	0,3	3	0,1	2	11	10	14	38
10/01/2023	07	6	0,4	0,6	0,3	3	0,2	23	34	13	69	14
10/01/2023	08	8	0,4	0,6	0,4	3	0,2	16	36	19	60	11
10/01/2023	09	7	0,6	0,6	0,4	3	0,2	17	32	24	58	15
10/01/2023	10	8	0,7	1,7	0,4	3	0,2	19	26	24	54	21
10/01/2023	11	12	0,5	0,9	0,5	3	0,3	16	25	30	49	28
10/01/2023	12	7	0,5	0,8	0,5	3	0,2	13	16	18	35	42
10/01/2023	13	6	0,4	0,6	0,4	3	0,2	7	8	16	19	52
10/01/2023	14	4	0,3	0,6	0,3	3	0,2	6	10	10	19	55
10/01/2023	15	4	0,4	0,6	0,4	3	0,2	4	8	12	14	56
10/01/2023	16	6	0,3	0,6	0,3	3	0,2	9	14	18	28	48
10/01/2023	17	7	0,4	0,6	0,4	3	0,2	15	23	16	46	40
10/01/2023	18	10	0,5	0,7	0,5	3	0,3	33	41	27	90	19
10/01/2023	19	11	2,5	3,5	0,9	3	0,3	25	43	29	80	10
10/01/2023	20	19	1,7	3,4	0,9	3	0,4	9	42	35	55	16
10/01/2023	21	16	0,7	1,1	0,6	3	0,4	8	35	29	46	20
10/01/2023	22	18	0,8	1,3	0,7	3	0,5	29	44	34	89	7
10/01/2023	23	20	1,6	3,5	0,9	3	0,5	46	46	36	116	5
11/01/2023	00	25	2,4	7,3	1,2	3	0,6	47	45	43	118	8
11/01/2023	01	25	3,9	11,1	1,1	3	0,4	15	33	43	57	6
11/01/2023	02	23	4,6	4,4	0,8	3	0,3	10	28	38	43	6
11/01/2023	03	24	3,8	3,2	0,7	3	0,3	14	28	40	50	7
11/01/2023	04	21	3,1	4,8	0,8	3	0,3	9	27	34	41	6
11/01/2023	05	12	2,2	3,4	0,6	3	0,2	3	20	20	24	17
11/01/2023	06	8	0,4	0,6	0,4	3	0,2	3	16	14	20	26
11/01/2023	07	9	0,3	0,6	0,4	3	0,2	9	17	17	30	21
11/01/2023	08	11	0,3	0,6	0,4	3	0,3	15	19	23	43	18
11/01/2023	09	16	0,5	0,6	0,5	3	0,3	16	23	58	49	14
11/01/2023	10	8	0,4	0,6	0,4	3	0,2	10	12	21	28	26
11/01/2023	11	8	0,4	0,6	0,3	3	0,2	5	6	33	14	36
11/01/2023	12	6	0,4	0,6	0,3	3	0,1	8	8	19	20	37
11/01/2023	13	5	0,4	0,6	0,3	3	0,2	8	10	16	21	37
11/01/2023	14	3	0,4	0,6	0,3	3	0,2	7	8	11	18	40
11/01/2023	15	3	0,3	0,6	0,3	3	0,2	5	11	9	19	38
11/01/2023	16	4	0,4	0,6	0,3	3	0,1	7	13	13	24	35
11/01/2023	17	6	0,5	0,6	0,4	3	0,2	13	20	27	40	26
11/01/2023	18	8	0,8	2	0,5	3	0,3	10	32	23	47	10
11/01/2023	19	9	0,9	2,6	0,6	3	0,4	32	39	27	88	4
11/01/2023	20	13	3,7	8,1	1,5	4	0,8	67	41	40	144	5
11/01/2023	21	10	3,8	7	1,3	3	0,5	36	39	27	95	4
11/01/2023	22	5	1	2,1	0,7	3	0,3	8	24	14	36	21
11/01/2023	23	3	0,4	0,6	0,3	3	0,2	2	15	7	18	47
12/01/2023	00	5	0,6	1,7	0,4	3	0,2	1	13	11	15	42
12/01/2023	01	7	0,4	0,6	0,4	3	0,2	2	11	13	14	24
12/01/2023	02	7	0,4	0,6	0,3	3	0,2	2	7	13	11	21
12/01/2023	03	7	0,4	0,6	0,3	3	0,2	2	11	12	13	19
12/01/2023	04	3	0,4	0,6	0,3	3	0,1	1	5	7	6	37
12/01/2023	05	5	0,4	0,6	0,3	3	0,2	2	11	9	13	24
12/01/2023	06	3	0,4	0,6	0,3	3	0,2	3	19	8	24	29
12/01/2023	07	5	0,6	0,6	0,3	3	0,2	21	39	12	71	9
12/01/2023	08	8	0,7	0,6	0,4	3	0,3	35	42	31	95	5
12/01/2023	09	13	1,7	1,7	0,6	3	0,4	54	46	49	128	7
12/01/2023	10	15	2,1	3,3	0,6	3	0,3	31	40	40	87	16
12/01/2023	11	17	1,2	1,4	0,6	3	0,3	12	22	36	39	36
12/01/2023	12	9	0,5	0,6	0,5	3	0,2	10	14	20	28	41
12/01/2023	13	11	1	1	0,5	3	0,2	7	12	23	23	45
12/01/2023	14	31	0,5	0,7	0,4	3	1	10	15	119	30	45
12/01/2023	15	14	1,5	2,6	1,2	3	0,5	13	20	47	41	40
12/01/2023	16	11	0,7	0,6	0,5	3	0,3	19	30	27	59	39
12/01/2023	17	11	0,6	0,6	0,5	3	0,3	17	33	20	59	30
12/01/2023	18	8	1,1	0,6	0,5	3	0,3	15	37	15	59	24
12/01/2023	19	10	1,4	2	0,9	3	0,5	32	47	18	96	10
12/01/2023	20	13	1,9	1,9	0,8	3	0,4	16	44	26	68	11
12/01/2023	21	21	2,1	2,5	0,8	3	0,4	28	39	39	82	6
12/01/2023	22	23	1,7	2	0,9	3	0,4	11	32	39	49	8
12/01/2023	23	23	1,4	1,4	0,7	3	0,4	14	33	40	55	5
13/01/2023	00	16	1,2	1,3	0,7	3	0,3	6	27	27	35	7
13/01/2023	01	15	0,6	0,6	0,5	3	0,3	2	21	25	24	8
13/01/2023	02	15	0,5	0,7	0,5	3	0,2	2	14	24	18	16
13/01/2023	03	13	0,4	0,6	0,4	3	0,2	2	12	22	15	19
13/01/2023	04	12	0,4	0,6	0,4	3	0,2	2	12	21	14	19
13/01/2023	05	12	0,4	0,7	0,4	3	0,2	3	12	20	17	17
13/01/2023	06	9	0,5	5,9	0,5	3	0,2	11	22	18	40	14
13/01/2023	07	11	0,7	3,7	0,7	3	0,3	47	39	23	111	4
13/01/2023	08	18	2,5	3	0,8	3	0,5	63	38	59	135	5
13/01/2023	09	17								46		
13/01/2023	10	17	2,9	3,7	0,7	3	0,3	34	32	41	83	12
13/01/2023	11	12	1,3	1,2	0,5	3	0,2	20	25	34	56	19
13/01/2023	12	13	1,1	1	0,5	3	0,2	21	24	34	56	25
13/01/2023	13	10	0,8	0,7	0,4	3	0,2	11	17	25	34	33
13/01/2023	14	8	0,6	0,7	0,4	3	0,2	10	17	20	33	44
13/01/2023	15	14	1,1	0,6	0,5	3	0,2	19	30	30	58	33
13/01/2023	16	12	0,9	0,6	0,5	3	0,2	18	31	28	57	30
13/01/2023	17	13	0,5	0,7	0,5	3	0,3	27	44	52	86	17
13/01/2023	18	23	4,1	9,7	1,7	6	0,8	106	62	96	225	6
13/01/2023	19	25	7,7	15,6	2,7	6	0,9	110	60	86	228	6
13/01/2023	20	23	7	12,1	2,3	4	0,6	64	50	58	149	5
13/01/2023	21	23	4,2	4,5	1,4	3	0,5	58	43	54	133	5
13/01/2023	22	27	4,8	7,7	1,7	4	0,6	53	40	54	122	6
13/01/2023	23	28	3,9	4,7	1,5	3	0,5	32	34	52	83	7
14/01/2023	00	24	2,4	2,1	1,2	3	0,4	14	29	45	50	8
14/01/2023	01	20	1,9	2,1	1	3	0,3	7	25	34	36	8
14/01/2023	02	15	0,8	1	0,6	3	0,2	2	15	25	19	19
14/01/2023	03	7	0,5	0,6	0,4	3	0,2	1	4	12	7	37
14/01/2023	04	8	0,3	0,6	0,3	3	0,2	1	6	14	8	35
14/01/2023	05	15	0,4	0,6	0,4	3	0,2	2	7	24	9	23
14/01/2023	06	16	0,4	0,6	0,4	3	0,2	4	14	26	19	15
14/01/2023	07	13	0,4	0,6	0,4	3	0,2	8	25	23	37	6
14/01/2023	08	16	0,6	0,6	0,5	3	0,2	5	17	28	26	11
14/01/2023	09	15	1,4	0,8	0,5	3	0,2	12	18	28	36	12
14/01/2023	10	15	0,5	0,6	0,5	3	0,2	10	12	29	27	20
14/01/2023	11	13	0,4	0,6	0,6	3	0,2	7	9	25	19	32
14/01/2023	12	10	0,3	0,6	0,4	3	0,2	5	8	23	15	38
14/01/2023	13	14	0,3	0,6	0,3	3	0,3	10	13	27	29	39
14/01/2023	14	18	0,4	0,6	0,6	3	0,3	10	17	34	32	40
14/01/2023	15	6	0,4	0,6	0,4	3	0,1	2	5	40	7	57
14/01/2023	16	5	0,3	0,6	0,3	3	0,2	3	5	23	9	60
14/01/2023	17	11	0,3	0,6	0,4	3	0,3	7	27	22	37	38
14/01/2023	18	13	0,4	0,6	0,5	3	0,3	15	35	30	57	23
14/01/2023	19	12	0,4	0,6	0,6	3	0,4	25	37	30	76	16
14/01/2023	20	14	0,6	1	0,8	3	0,3	21	29	34	61	24
14/01/2023	21	12	0,4	0,6	0,6	3	0,2	6	20	21	30	32
14/01/2023	22	9	0,4	0,6	0,5	3	0,2	3	12	17	17	42
14/01/2023	23	8	0,3	0,6	0,4	3	0,2	1	5	14	6	53
15/01/2023	00	6	0,3	0,6	0,3	3	0,2	2	4	16	6	60
15/01/2023	01	6	0,3	0,6	0,3	3	0,1	1	3	19	5	63
15/01/2023	02	5	0,3	0,6	0,3	3	0,2	2	4	9	6	63
15/01/2023	03	6	0,3	0,6	0,3	3	0,2	2	3	10	5	67
15/01/2023	04	8	0,3	0,6	0,3	3	0,2	2	3	15	6	65
15/01/2023	05	9	0,3	0,6	0,3	3	0,1	1	3	14	4	64
15/01/2023	06	9	0,3	0,6	0,3	3	0,2	1	3	15	5	60
15/01/2023	07	10	0,3	0,6	0,3	3	0,2	2	5	17	9	55
15/01/2023	08	9	0,3	0,6	0,3	3	0,2	3	8	20	12	48
15/01/2023	09	10	0,3	0,6	0,3	3	0,2	2	5	27	7	56
15/01/2023	10	12	0,3	0,6	0,3	3	0,2	2	5	36	7	55
15/01/2023	11	19	0,3	0,6	0,3	3	0,2	3	4	99	8	55
15/01/2023	12	19	0,3	0,6	0,3	3	0,2	2	4	103	8	56
15/01/2023	13	25	0,3	0,6	0,3	3	0,2	2	3	173	6	58
15/01/2023	14	11	0,3	0,6	0,3	3	0,2	1	3	41	5	59
15/01/2023	15	14	0,3	0,6	0,3	3	0,2	1	3	58	5	59
15/01/2023	16	13	0,3	0,6	0,3	3	0,2	2	3	98	5	54
15/01/2023	17	14	0,3	0,6	0,3	3	0,2	2	3	100	7	52
15/01/2023	18	7	0,3	0,6	0,3	3	0,2	2	5	23	8	45
15/01/2023	19	5	0,3	0,6	0,3	3	0,3	3	9	11	13	32
15/01/2023	20	5	0,3	0,6	0,4	3	0,4	3	8	12	12	29
15/01/2023	21	7	0,5	1	0,6	3	0,4	4	17	13	24	20
15/01/2023	22	6	0,4	0,6	0,5	3	0,3	4	13	13	18	24
15/01/2023	23	5	0,3	0,6	0,4	3	0,2	2	5	8	7	42
